subjectLabel,relation,objectLabel
Chain Chronicle,instance of,video game
The Laws of the Sun,instance of,animated film
Hitorijime My Hero,country of origin,Japan
Love Rice,distributed by,Crunchyroll
Hitorijime My Hero,voice actor,Yoshitsugu Matsuoka
Love Rice,distribution format,video on demand
Love Rice,original language of film or TV show,Japanese
Hitorijime My Hero,voice actor,David Matranga
The Laws of the Sun,instance of,dogma
Hitorijime My Hero,voice actor,Toshiki Masuda
This Boy Suffers from Crystallization,instance of,film
Don't Lose!! Evil Corps!,distributed by,Crunchyroll
Hitorijime My Hero,voice actor,Shinnosuke Tachibana
Hitorijime My Hero,voice actor,Tomoaki Maeno
This Boy Suffers from Crystallization,instance of,anime
Kiitaro's Yokai Picture Diary,instance of,anime
Hitorijime My Hero,voice actor,Austin Tindle
Hitorijime My Hero,genre,yaoi
JK-Meshi!,instance of,anime
Doamaiger D,instance of,anime
The Laws of the Sun,instance of,anime
The Laws of the Sun,instance of,publication
Don't Lose!! Evil Corps!,instance of,anime
To Be Hero,instance of,anime
Love Rice,instance of,anime
Hitorijime My Hero,instance of,anime
