topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
business_brand,Whirlpool,country,Japan,What is the country of Whirlpool?,United States,0.0,"['Japan', 'United States', 'Germany', 'China']",Which country is Whirlpool associated with?,A. Japan  B. China  C. Germany  D. United States,A,Is the country of Whirlpool Japan?,Is the country of Whirlpool the United States?,What is a well-known product manufactured by Whirlpool?,Which company is associated with Japan in terms of country?,What is the capital city of the country where Whirlpool is headquartered?,"Washington, D.C.",What is the population of the capital city of the country where Whirlpool is headquartered?,"Approximately 692,683",What is the name of the river that flows through the capital city of the country where Whirlpool is headquartered?,Potomac River,Which ocean does the river that flows through the capital city of the country where Whirlpool is headquartered eventually empty into?,Atlantic Ocean,What is the name of the current that flows along the ocean where the river that flows through the capital city of the country where Whirlpool is headquartered empties into?,Gulf Stream
business_brand,Blockbuster LLC,legal form,joint-stock company,What is the legal form of Blockbuster LLC?,Delaware Limited Liability Company,0.0,"['joint-stock company', 'Delaware Limited Liability Company', 'partnership', 'sole proprietorship']",What type of legal entity is Blockbuster LLC?,A. Delaware Limited Liability Company  B. joint-stock company  C. partnership  D. sole proprietorship,B,Is the legal form of Blockbuster LLC a joint-stock company?,Is the legal form of Blockbuster LLC a Delaware Limited Liability Company?,In which industry did Blockbuster LLC primarily operate?,Which company has the legal form of a joint-stock company?,Who is the founder of the company with the legal form of Blockbuster LLC?,David Cook,What is the name of the first store opened by the founder of Blockbuster LLC?,Blockbuster Video,In which city was the first store opened by the founder of Blockbuster LLC located?,Dallas,In which state is the city located where the first store opened by the founder of Blockbuster LLC is situated?,Texas,In which country is the state located where the city is situated that contains the first store opened by the founder of Blockbuster LLC?,United States
business_brand,My Little Pony,publisher,THQ,What is the publisher of My Little Pony?,Hasbro,0.0,"['THQ', 'Hasbro', 'Mattel', 'Nintendo']",Who published My Little Pony?,A. Mattel  B. Nintendo  C. THQ  D. Hasbro,C,Is THQ the publisher of My Little Pony?,Is Hasbro the publisher of My Little Pony?,What is the main theme of My Little Pony?,What did THQ publish?,Who is the CEO of the publisher of My Little Pony?,Brian Goldner,Which university did the CEO of the publisher of My Little Pony attend?,Dartmouth College,In which state is the university located that the CEO of the publisher of My Little Pony attended?,New Hampshire,What is the capital city of the state where the university is located that the CEO of the publisher of My Little Pony attended?,Concord,In which country is the capital city located where the state is situated that contains the university the CEO of the publisher of My Little Pony attended?,United States
business_brand,Arri,location of formation,Munich,What is the location of formation of Arri?,Arri is a river in Spain,0.0,"['Munich', 'Arri is a river in Spain', 'Berlin', 'Hamburg']",Where was Arri formed?,A. Berlin  B. Hamburg  C. Arri is a river in Spain  D. Munich,D,Is the location of formation of Arri Munich?,Is the location of formation of Arri a river in Spain?,What type of company is Arri known to be?,Which entity was formed in Munich?,What is the country where Arri was formed?,Germany,What is the capital city of the country where Arri was formed?,Berlin,Which river flows through the capital city of the country where Arri was formed?,Spree,What is the length of the river that flows through the capital city of the country where Arri was formed?,400 kilometers,Into which river does the river that flows through the capital city of the country where Arri was formed eventually flow?,Havel
business_brand,August,headquarters location,Japan,What is the headquarters location of August?,San Francisco,0.0,"['Japan', 'San Francisco', 'Germany', 'Canada']",Where is the headquarters of August located?,A. San Francisco  B. Germany  C. Canada  D. Japan,D,Is the headquarters location of August in Japan?,Is the headquarters location of August in San Francisco?,What year was August founded?,Which company has its headquarters located in Japan?,What is the country of the headquarters location of August?,United States,What is the capital city of the country where the headquarters of August is located?,"Washington, D.C.",Which river runs through the capital city of the country where the headquarters of August is located?,Potomac River,What is the name of the major airport located near the river that runs through the capital city of the country where the headquarters of August is located?,Ronald Reagan Washington National Airport,Which airline has a hub at the major airport located near the river that runs through the capital city of the country where the headquarters of August is located?,American Airlines
business_brand,Moonstone,industry,video game industry,What is the industry of Moonstone?,Jewelry,0.0,"['video game industry', 'Jewelry', 'film industry', 'automotive industry']",In which industry does Moonstone operate?,A. video game industry  B. automotive industry  C. Jewelry  D. film industry,A,Is the industry of Moonstone the video game industry?,Is the industry of Moonstone Jewelry?,What is a well-known feature of Moonstone?,Which entity operates in the video game industry?,What is a notable company in the industry associated with Moonstone?,Moonstone Jewelry Inc.,Who is the CEO of a notable company in the industry associated with Moonstone?,Jane Doe,Which university did the CEO of a notable company in the industry associated with Moonstone attend?,Harvard University,In which city is the university located that the CEO of a notable company in the industry associated with Moonstone attended?,Cambridge,In which state is the city located where the university attended by the CEO of a notable company in the industry associated with Moonstone is situated?,Massachusetts
business_brand,Yangwang,owned by,BYD Auto,What was Yangwang owned by?,Chinese conglomerate,0.0,"['BYD Auto', 'Chinese conglomerate', 'Geely', 'NIO']",Who is the owner of Yangwang?,A. Geely  B. BYD Auto  C. Chinese conglomerate  D. NIO,B,Is Yangwang owned by BYD Auto?,Is Yangwang owned by a Chinese conglomerate?,What type of vehicles is Yangwang known for?,What does BYD Auto own?,Who is the owner of Yangwang?,BYD Auto,Who is the founder of the company that owns Yangwang?,Wang Chuanfu,Which university did the founder of the company that owns Yangwang attend?,Central South University,In which city is the university located that the founder of the company that owns Yangwang attended?,Changsha,In which province is the city located where the university that the founder of the company that owns Yangwang attended is situated?,Hunan
business_brand,Harry's,distributed by,App Store,What was Harry's distributed by?,Epic Games,0.0,"['App Store', 'Epic Games', 'Google Play', 'Steam']",Who is the distributor of Harry's?,A. App Store  B. Google Play  C. Steam  D. Epic Games,A,Is Harry's distributed by the App Store?,Is Harry's distributed by Epic Games?,What type of products is Harry's known for?,What is distributed by the App Store?,Which company distributes Harry's products?,Edgewell Personal Care,Who is the CEO of the company that distributes Harry's products?,Rod Little,Which university did the CEO of the company that distributes Harry's products attend?,University of Wisconsin-Madison,In which city is the university located that the CEO of the company distributing Harry's products attended?,Madison,In which state is the city located where the university attended by the CEO of the company distributing Harry's products is situated?,Wisconsin
business_brand,zahracleaning,owned by,Johnson & Johnson,What was zahracleaning owned by?,Zahra Cleaning was owned by Zahra Billoo,0.0,"['Johnson & Johnson', 'Zahra Cleaning was owned by Zahra Billoo', 'Procter & Gamble', 'Unilever']",Who is the owner of zahracleaning?,A. Unilever  B. Zahra Cleaning was owned by Zahra Billoo  C. Procter & Gamble  D. Johnson & Johnson,D,Is zahracleaning owned by Johnson & Johnson?,Is zahracleaning owned by Zahra Billoo?,What type of products is Johnson & Johnson well-known for?,What company is owned by Johnson & Johnson?,Who is the CEO of the company that owns zahracleaning?,John Doe,Which university did the CEO of the company that owns zahracleaning attend?,Harvard University,What is the mascot of the university that the CEO of the company that owns zahracleaning attended?,"John Harvard, the Pilgrim",In which city is the university located that the CEO of the company that owns zahracleaning attended?,Cambridge,In which state is the city located where the university that the CEO of the company that owns zahracleaning attended is situated?,Massachusetts
business_brand,Leaf,owned by,Aquaplus,What was Leaf owned by?,Nintendo,0.0,"['Aquaplus', 'Nintendo', 'Sony', 'Microsoft']",Who was the owner of Leaf?,A. Microsoft  B. Nintendo  C. Aquaplus  D. Sony,C,Was Leaf owned by Aquaplus?,Was Leaf owned by Nintendo?,What type of entity is Leaf?,What does Aquaplus own?,Who is the CEO of the company that owns Leaf?,John Doe,Which university did the CEO of the company that owns Leaf attend?,Harvard University,In which city is the university located that the CEO of the company that owns Leaf attended?,Cambridge,In which state is the city located where the university that the CEO of the company that owns Leaf attended is situated?,Massachusetts,In which country is the state located where the city is situated that contains the university the CEO of the company that owns Leaf attended?,United States
business_brand,Alexander McQueen,parent organization,Kering,What is the parent organization of Alexander McQueen?,Vivienne Westwood,0.0,"['Kering', 'Vivienne Westwood', 'LVMH', 'Prada']",Which company is the parent organization of Alexander McQueen?,A. Kering  B. LVMH  C. Vivienne Westwood  D. Prada,A,Is Kering the parent organization of Alexander McQueen?,Is Vivienne Westwood the parent organization of Alexander McQueen?,What is Alexander McQueen well-known for in the fashion industry?,Which brand is under the parent organization Kering?,Who is the parent organization of Alexander McQueen?,Kering,Who is the CEO of the parent organization of Alexander McQueen?,François-Henri Pinault,Who is the spouse of the CEO of the parent organization of Alexander McQueen?,Salma Hayek,In which year did the spouse of the CEO of the parent organization of Alexander McQueen get married?,2009,In which city did the spouse of the CEO of the parent organization of Alexander McQueen get married?,Paris
business_brand,"Bailey, Banks & Biddle",parent organization,Zale Corporation,"What is the parent organization of Bailey, Banks & Biddle?",Signet Jewelers,0.0,"['Zale Corporation', 'Signet Jewelers', 'Tiffany & Co.', 'Kay Jewelers']","Which company is the parent organization of Bailey, Banks & Biddle?",A. Tiffany & Co.  B. Zale Corporation  C. Signet Jewelers  D. Kay Jewelers,B,"Is Zale Corporation the parent organization of Bailey, Banks & Biddle?","Is Signet Jewelers the parent organization of Bailey, Banks & Biddle?","What type of products is Bailey, Banks & Biddle known for?",Which company is Zale Corporation the parent organization of?,"Who is the CEO of the parent organization of Bailey, Banks & Biddle?",Gina Drosos,"Which university did the CEO of the parent organization of Bailey, Banks & Biddle attend for their undergraduate studies?",University of Georgia,"In which city is the university that the CEO of the parent organization of Bailey, Banks & Biddle attended located?",Athens,"In which state is the city located where the university that the CEO of the parent organization of Bailey, Banks & Biddle attended is situated?",Georgia,"In which country is the state located where the city is situated that contains the university the CEO of the parent organization of Bailey, Banks & Biddle attended?",United States
business_brand,JanSport,legal form,subsidiary,What is the legal form of JanSport?,Private company,0.0,"['subsidiary', 'Private company', 'corporation', 'partnership']",What type of legal entity is JanSport?,A. subsidiary  B. Private company  C. corporation  D. partnership,A,Is the legal form of JanSport a subsidiary?,Is the legal form of JanSport a Private company?,What is a popular product made by JanSport?,Which company is a subsidiary in terms of its legal form?,What is the parent company of the legal form of JanSport?,VF Corporation,Who is the CEO of the parent company of the legal form of JanSport?,Steve Rendle,Which university did the CEO of the parent company of the legal form of JanSport attend?,University of Washington,In which city is the university located that the CEO of the parent company of the legal form of JanSport attended?,Seattle,In which state is the city located where the university that the CEO of the parent company of the legal form of JanSport attended?,Washington
business_brand,Vox,country,United Kingdom,What is the country of Vox?,Vox is a political party in Spain,0.0,"['United Kingdom', 'Vox is a political party in Spain', 'France', 'Germany']",Which country is Vox associated with?,A. United Kingdom  B. Vox is a political party in Spain  C. Germany  D. France,A,Is the country of Vox the United Kingdom?,Is the country of Vox Vox is a political party in Spain?,What type of organization is Vox?,Which organization is associated with the United Kingdom?,What is the capital of the country where Vox is based?,Madrid,What is the population of the capital city of the country where Vox is based?,Approximately 3.3 million,What is the name of the river that flows through the capital city of the country where Vox is based?,Manzanares,What is the length of the river that flows through the capital city of the country where Vox is based?,92 km,Into which body of water does the river that flows through the capital city of the country where Vox is based eventually flow?,Tagus River
business_brand,TestLodge,headquarters location,Cardiff,What is the headquarters location of TestLodge?,London,0.0,"['Cardiff', 'London', 'Bristol', 'Manchester']",Where is the headquarters of TestLodge located?,A. Manchester  B. London  C. Bristol  D. Cardiff,D,Is the headquarters location of TestLodge in Cardiff?,Is the headquarters location of TestLodge in London?,What type of service does TestLodge provide?,Which company has its headquarters located in Cardiff?,What is the country of the headquarters location of TestLodge?,United Kingdom,What is the capital city of the country where the headquarters of TestLodge is located?,London,Which river flows through the capital city of the country where the headquarters of TestLodge is located?,River Thames,What is the length of the river that flows through the capital city of the country where the headquarters of TestLodge is located?,215 miles,Into which body of water does the river that flows through the capital city of the country where the headquarters of TestLodge is located empty?,North Sea
business_brand,Petzone,industry,retail,What is the industry of Petzone?,Pet food,0.0,"['retail', 'Pet food', 'technology', 'healthcare']",In which industry does Petzone operate?,A. technology  B. healthcare  C. Pet food  D. retail,D,Is the industry of Petzone retail?,Is the industry of Petzone Pet food?,What is a popular product category sold by Petzone?,Which company operates in the retail industry?,What is a popular product sold in the industry that Petzone operates in?,Pet food,Which company is a leading manufacturer of pet food in the industry that Petzone operates in?,Purina,Who is the parent company of the leading manufacturer of pet food in the industry that Petzone operates in?,Nestlé,In which country is the parent company of the leading manufacturer of pet food in the industry that Petzone operates in headquartered?,Switzerland,What is the capital city of the country where the parent company of the leading manufacturer of pet food in the industry that Petzone operates in is headquartered?,Bern
business_brand,Zelmotor,replaces,Zelmer S.A.,What does Zelmotor replace?,Two-stroke engine,0.0,"['Zelmer S.A.', 'Two-stroke engine', 'Bosch', 'Siemens']",Which company does Zelmotor replace?,A. Siemens  B. Zelmer S.A.  C. Two-stroke engine  D. Bosch,B,Does Zelmotor replace Zelmer S.A.?,Does Zelmotor replace Two-stroke engine?,What type of products is Zelmotor known for?,Who replaces Zelmer S.A.?,What product does Zelmotor replace?,Electric motors,Which industry primarily uses the product that Zelmotor replaces?,Automotive industry,Which major company operates in the industry that primarily uses the product Zelmotor replaces?,Tesla,Who is the CEO of the major company that operates in the industry using the product Zelmotor replaces?,Elon Musk,Which country is the CEO of the major company that operates in the industry using the product Zelmotor replaces originally from?,South Africa
business_brand,AliceSoft,industry,video game industry,What is the industry of AliceSoft?,Visual novels,0.0,"['video game industry', 'Visual novels', 'software development', 'animation']",In which industry does AliceSoft operate?,A. animation  B. software development  C. Visual novels  D. video game industry,D,Is the industry of AliceSoft the video game industry?,Is the industry of AliceSoft Visual novels?,What is a popular product developed by AliceSoft?,Which company operates in the video game industry?,Who is the founder of the company in the industry that AliceSoft belongs to?,Tada,What is the most famous game developed by the founder of the company in the industry that AliceSoft belongs to?,Rance,In which year was the most famous game developed by the founder of the company in the industry that AliceSoft belongs to released?,1989,Which platform was the most famous game developed by the founder of the company in the industry that AliceSoft belongs to initially released on?,PC-98,Which company manufactured the platform on which the most famous game developed by the founder of the company in the industry that AliceSoft belongs to was initially released?,NEC
business_brand,Meet Fresh,country,Taiwan,What is the country of Meet Fresh?,China,0.0,"['Taiwan', 'China', 'Japan', 'South Korea']",Which country is Meet Fresh from?,A. Taiwan  B. South Korea  C. China  D. Japan,A,Is the country of Meet Fresh Taiwan?,Is the country of Meet Fresh China?,What type of desserts is Meet Fresh known for?,Which company is from Taiwan?,What is the capital city of the country where Meet Fresh is based?,Taipei,What is the population of the capital city of the country where Meet Fresh is based?,Approximately 2.6 million,What is the name of the river that flows through the capital city of the country where Meet Fresh is based?,Tamsui River,What is the length of the river that flows through the capital city of the country where Meet Fresh is based?,159 kilometers,Into which body of water does the river that flows through the capital city of the country where Meet Fresh is based empty?,Taiwan Strait
business_brand,fraenk,distributed by,App Store,What was fraenk distributed by?,Microsoft,0.0,"['App Store', 'Microsoft', 'Google Play', 'Amazon']",Through which platform was fraenk distributed?,A. App Store  B. Amazon  C. Google Play  D. Microsoft,A,Was fraenk distributed by the App Store?,Was fraenk distributed by Microsoft?,What type of service is fraenk known for?,Which application is distributed by the App Store?,Which company distributes fraenk?,Deutsche Telekom,Who is the CEO of the company that distributes fraenk?,Timotheus Höttges,Which university did the CEO of the company that distributes fraenk attend?,University of Cologne,In which city is the university located where the CEO of the company that distributes fraenk attended?,Cologne,In which country is the city located where the university is situated that the CEO of the company that distributes fraenk attended?,Germany
business_brand,Ford Motor Company,chairperson,William Clay Ford,Who is the chairperson of Ford Motor Company?,Bill Ford,0.0,"['William Clay Ford', 'Bill Ford', 'Alan Mulally', 'Jim Hackett']",Who holds the position of chairperson at Ford Motor Company?,A. Jim Hackett  B. William Clay Ford  C. Bill Ford  D. Alan Mulally,B,Is William Clay Ford the chairperson of Ford Motor Company?,Is Bill Ford the chairperson of Ford Motor Company?,What is a well-known product manufactured by Ford Motor Company?,Who is William Clay Ford the chairperson of?,Who is the spouse of the chairperson of Ford Motor Company?,Lisa Vanderzee,Which university did the spouse of the chairperson of Ford Motor Company attend for their undergraduate studies?,University of Michigan,In which city is the university that the spouse of the chairperson of Ford Motor Company attended located?,Ann Arbor,In which state is the city located where the university that the spouse of the chairperson of Ford Motor Company attended is situated?,Michigan,In which country is the state located where the city is situated that contains the university the spouse of the chairperson of Ford Motor Company attended?,United States
business_brand,Leaf,headquarters location,Yodogawa-ku,Who is the headquarters location of Leaf?,"Seoul, South Korea",0.0,"['Yodogawa-ku', 'Seoul, South Korea', 'Shibuya', 'Osaka']",Where is the headquarters of Leaf located?,"A. Yodogawa-ku  B. Seoul, South Korea  C. Osaka  D. Shibuya",A,Is the headquarters location of Leaf in Yodogawa-ku?,"Is the headquarters location of Leaf in Seoul, South Korea?",What type of product is Leaf known for?,Which company has its headquarters in Yodogawa-ku?,What is the country of the headquarters location of Leaf?,United States,What is the capital city of the country where the headquarters of Leaf is located?,"Washington, D.C.",Which river flows through the capital city of the country where the headquarters of Leaf is located?,Potomac River,What is the name of the major airport located near the river that flows through the capital city of the country where the headquarters of Leaf is located?,Ronald Reagan Washington National Airport,Which airline has a hub at the major airport located near the river that flows through the capital city of the country where the headquarters of Leaf is located?,American Airlines
business_brand,Unicoop Firenze,headquarters location,Scandicci,What is the headquarters location of Unicoop Firenze?,"Florence, Italy",0.0,"['Scandicci', 'Florence, Italy', 'Rome', 'Milan']",Where is the headquarters of Unicoop Firenze located?,"A. Florence, Italy  B. Scandicci  C. Milan  D. Rome",B,Is the headquarters location of Unicoop Firenze in Scandicci?,"Is the headquarters location of Unicoop Firenze in Florence, Italy?",What type of business is Unicoop Firenze known for?,Which company has its headquarters located in Scandicci?,What is the country of the headquarters location of Unicoop Firenze?,Italy,What is the official language of the country where the headquarters of Unicoop Firenze is located?,Italian,What is the capital city of the country where the headquarters of Unicoop Firenze is located?,Rome,What is the population of the capital city of the country where the headquarters of Unicoop Firenze is located?,Approximately 2.8 million,What is the name of the river that flows through the capital city of the country where the headquarters of Unicoop Firenze is located?,Tiber
business_brand,ASPESI,location of formation,Legnano,What is the location of formation of ASPESI?,Italy,0.0,"['Legnano', 'Italy', 'Milan', 'Rome']",Where was ASPESI formed?,A. Rome  B. Italy  C. Milan  D. Legnano,D,Is the location of formation of ASPESI Legnano?,Is the location of formation of ASPESI Italy?,What type of products is ASPESI known for?,Which company was formed in Legnano?,What is the country where ASPESI was formed?,Italy,What is the capital city of the country where ASPESI was formed?,Rome,Which river runs through the capital city of the country where ASPESI was formed?,Tiber,What is the length of the river that runs through the capital city of the country where ASPESI was formed?,405 kilometers,Into which sea does the river that runs through the capital city of the country where ASPESI was formed flow?,Tyrrhenian Sea
business_brand,Globis,country,Japan,What is the country of Globis?,Non-existent,0.0,"['Japan', 'Non-existent', 'China', 'South Korea']",Which country is Globis located in?,A. Non-existent  B. Japan  C. South Korea  D. China,B,Is the country of Globis Japan?,Is the country of Globis Non-existent?,What is a well-known business school associated with Globis?,Which organization is located in Japan?,What is the capital city of the country where Globis is located?,Tokyo,Which famous tower is located in the capital city of the country where Globis is located?,Tokyo Tower,Who designed the famous tower located in the capital city of the country where Globis is located?,Tachū Naitō,Which university did the designer of the famous tower in the capital city of the country where Globis is located attend?,Waseda University,In which district is the university located that the designer of the famous tower in the capital city of the country where Globis is located attended?,Shinjuku
business_brand,Zumba,founded by,Alberto “Beto”Perez,Who was Zumba founded by?,Alicia Alonzo and Beto Perez,0.0,"['Alberto “Beto” Perez', 'Alicia Alonzo and Beto Perez', 'Carlos Santana', 'Jennifer Lopez']",Who is the founder of Zumba?,A. Carlos Santana  B. Alicia Alonzo and Beto Perez  C. Jennifer Lopez  D. Alberto “Beto”Perez,D,Was Zumba founded by Alberto “Beto” Perez?,Was Zumba founded by Alicia Alonzo and Beto Perez?,What type of exercise is Zumba known for?,Who did Alberto “Beto” Perez found?,Who is the founder of Zumba?,Beto Pérez,What is the nationality of the founder of Zumba?,Colombian,In which city was the Colombian founder of Zumba born?,Cali,In which department is the city located where the Colombian founder of Zumba was born?,Valle del Cauca,In which country is the department located where the city is situated that the Colombian founder of Zumba was born?,Colombia
business_brand,BMW Motorrad,headquarters location,Berlin,What is the headquarters location of BMW Motorrad?,Garmisch-Partenkirchen,0.0,"['Berlin', 'Garmisch-Partenkirchen', 'Munich', 'Stuttgart']",Where is the headquarters of BMW Motorrad located?,A. Garmisch-Partenkirchen  B. Munich  C. Stuttgart  D. Berlin,D,Is the headquarters location of BMW Motorrad in Berlin?,Is the headquarters location of BMW Motorrad in Garmisch-Partenkirchen?,What type of vehicles is BMW Motorrad known for manufacturing?,Which company's headquarters are located in Berlin?,What is the country of the headquarters location of BMW Motorrad?,Germany,What is the capital city of the country where the headquarters of BMW Motorrad is located?,Berlin,What is the population of the capital city of the country where the headquarters of BMW Motorrad is located?,Approximately 3.6 million,What is the name of the famous landmark located in the capital city of the country where the headquarters of BMW Motorrad is located?,Brandenburg Gate,In which year was the famous landmark located in the capital city of the country where the headquarters of BMW Motorrad is located completed?,1791
business_brand,TDK,headquarters location,Minato,What is the headquarters location of TDK?,"Tokyo, Japan",0.0,"['Minato', 'Tokyo, Japan', 'Osaka', 'Kyoto']",Where is TDK's headquarters located?,"A. Minato  B. Kyoto  C. Osaka  D. Tokyo, Japan",A,Is the headquarters location of TDK in Minato?,"Is the headquarters location of TDK in Tokyo, Japan?",What type of products is TDK known for manufacturing?,Which company has its headquarters located in Minato?,What is the country where the headquarters of TDK is located?,Japan,What is the capital city of the country where the headquarters of TDK is located?,Tokyo,What is the population of the capital city of the country where the headquarters of TDK is located?,Approximately 14 million,What is the name of the famous tower located in the capital city of the country where the headquarters of TDK is located?,Tokyo Tower,What is the height of the famous tower located in the capital city of the country where the headquarters of TDK is located?,333 meters
business_brand,Tropicana Products,headquarters location,Chicago,What is the headquarters location of Tropicana Products?,"Bradenton, Florida",0.0,"['Chicago', 'Bradenton, Florida', 'New York', 'Los Angeles']",Where is the headquarters of Tropicana Products located?,"A. Los Angeles  B. Chicago  C. Bradenton, Florida  D. New York",B,Is the headquarters location of Tropicana Products in Chicago?,"Is the headquarters location of Tropicana Products in Bradenton, Florida?",What type of products is Tropicana Products well-known for?,Which company has its headquarters located in Chicago?,In which city is the headquarters of Tropicana Products located?,Bradenton,In which state is the city located where the headquarters of Tropicana Products is situated?,Florida,Which country is the state located in where the city is situated that contains the headquarters of Tropicana Products?,United States,What is the time zone of the state where the city is located that contains the headquarters of Tropicana Products?,Eastern Time Zone,What is the abbreviation of the time zone where the state is located that contains the city with the headquarters of Tropicana Products?,ET
business_brand,Yuzusoft,industry,video game industry,What is the industry of Yuzusoft?,Visual novel,0.0,"['video game industry', 'Visual novel', 'film industry', 'music industry']",In which industry does Yuzusoft operate?,A. video game industry  B. music industry  C. film industry  D. Visual novel,A,Is Yuzusoft in the video game industry?,Is Yuzusoft in the Visual novel industry?,What is a well-known product developed by Yuzusoft?,Which company operates in the video game industry?,What is a popular visual novel developed by the company in the industry Yuzusoft belongs to?,Senren＊Banka,Who is the main heroine in the popular visual novel developed by the company in the industry Yuzusoft belongs to?,Mako Hitachi,Who is the voice actress for the main heroine in the popular visual novel developed by the company in the industry Yuzusoft belongs to?,Ayumi Sarah,Which other visual novel features the voice actress for the main heroine in the popular visual novel developed by the company in the industry Yuzusoft belongs to?,Dracu-Riot!,What is the name of the main heroine in the visual novel that also features the voice actress for the main heroine in the popular visual novel developed by the company in the industry Yuzusoft belongs to?,Elina Olegovna Obeh
business_brand,Pillsbury Company,legal form,joint-stock company,What is the legal form of Pillsbury Company?,Subsidiary,0.0,"['joint-stock company', 'Subsidiary', 'Limited liability company', 'Partnership']",What type of legal entity is Pillsbury Company?,A. joint-stock company  B. Partnership  C. Subsidiary  D. Limited liability company,A,Is the legal form of Pillsbury Company a joint-stock company?,Is the legal form of Pillsbury Company a Subsidiary?,What is a well-known product made by Pillsbury Company?,Which company has a legal form of a joint-stock company?,Who is the founder of the company with the legal form of Pillsbury Company?,Charles Alfred Pillsbury,What is the birth year of the founder of the company with the legal form of Pillsbury Company?,1842,In which city was the founder of the company with the legal form of Pillsbury Company born?,"Warner, New Hampshire",What is the population of the city where the founder of the company with the legal form of Pillsbury Company was born?,"Approximately 2,800","What is the name of the county where the city is located that has a population of approximately 2,800 and is the birthplace of the founder of the company with the legal form of Pillsbury Company?",Merrimack County
business_brand,Giant Bicycles,legal form,commandite company,What is the legal form of Giant Bicycles?,Private company,0.0,"['commandite company', 'Private company', 'Public corporation', 'Limited liability company']",What type of legal entity is Giant Bicycles?,A. Private company  B. Limited liability company  C. Public corporation  D. commandite company,D,Is the legal form of Giant Bicycles a commandite company?,Is the legal form of Giant Bicycles a Private company?,What is a well-known product manufactured by Giant Bicycles?,Which company has the legal form of a commandite company?,Who is the CEO of the company with the legal form of Giant Bicycles?,Young Liu,Which university did the CEO of the company with the legal form of Giant Bicycles attend?,National Taiwan University,In which city is the university located that the CEO of the company with the legal form of Giant Bicycles attended?,Taipei,In which country is the city located where the university that the CEO of the company with the legal form of Giant Bicycles attended?,Taiwan,What is the official language of the country where the city is located that contains the university the CEO of the company with the legal form of Giant Bicycles attended?,Mandarin Chinese
business_brand,zahracleaning,manufacturer,Johnson & Johnson,What is the manufacturer of zahracleaning?,Zahra Cleaning is a product of Zahra Chemicals,0.0,"['Johnson & Johnson', 'Zahra Cleaning is a product of Zahra Chemicals', 'Procter & Gamble', 'Unilever']",Who manufactures zahracleaning?,A. Johnson & Johnson  B. Unilever  C. Zahra Cleaning is a product of Zahra Chemicals  D. Procter & Gamble,A,Is Johnson & Johnson the manufacturer of zahracleaning?,Is Zahra Cleaning a product of Zahra Chemicals the manufacturer of zahracleaning?,What type of products is Johnson & Johnson well-known for?,What product is manufactured by Johnson & Johnson?,What is the name of the CEO of the manufacturer of zahracleaning?,John Doe,Which university did the CEO of the manufacturer of zahracleaning attend?,Harvard University,What is the mascot of the university that the CEO of the manufacturer of zahracleaning attended?,"John Harvard, the Pilgrim",In which city is the university located that the CEO of the manufacturer of zahracleaning attended?,Cambridge,In which state is the city located where the university that the CEO of the manufacturer of zahracleaning attended is situated?,Massachusetts
business_brand,Lump of Sugar,industry,video game industry,What is the industry of Lump of Sugar?,Food,0.0,"['video game industry', 'Food', 'automotive industry', 'fashion industry']",In which industry does Lump of Sugar operate?,A. Food  B. fashion industry  C. video game industry  D. automotive industry,C,Is the industry of Lump of Sugar the video game industry?,Is the industry of Lump of Sugar the Food industry?,What type of products is Lump of Sugar known for?,Which company operates in the video game industry?,What is a popular product made by the industry associated with Lump of Sugar?,Video games,Which company is known for producing video games in the industry associated with Lump of Sugar?,Lump of Sugar,What is the genre of video games produced by the company known for producing video games in the industry associated with Lump of Sugar?,Visual novels,What is a well-known visual novel produced by the company known for producing video games in the industry associated with Lump of Sugar?,Tayutama: Kiss on my Deity,In which year was the well-known visual novel produced by the company known for producing video games in the industry associated with Lump of Sugar released?,2008
business_brand,Skittles,manufacturer,Wrigley Company,What is the manufacturer of Skittles?,Mars,0.0,"['Wrigley Company', 'Mars', 'Hershey', 'Nestle']",Who produces Skittles?,A. Mars  B. Nestle  C. Hershey  D. Wrigley Company,D,Is the manufacturer of Skittles Wrigley Company?,Is the manufacturer of Skittles Mars?,What is a popular flavor of Skittles?,What candy is manufactured by Wrigley Company?,Who is the parent company of the manufacturer of Skittles?,"Mars, Incorporated",In which year was the parent company of the manufacturer of Skittles founded?,1911,Who founded the parent company of the manufacturer of Skittles?,Frank C. Mars,In which city was the founder of the parent company of the manufacturer of Skittles born?,Hancock,In which state is the city located where the founder of the parent company of the manufacturer of Skittles was born?,Minnesota
