topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_country,Israel,location of formation,Independence Hall,What is the location of formation of Israel?,Middle East,0.0,"['Independence Hall', 'Middle East', 'Tel Aviv', 'Jerusalem']",Where was Israel formed?,A. Tel Aviv  B. Jerusalem  C. Independence Hall  D. Middle East,C,Is the location of formation of Israel Independence Hall?,Is the location of formation of Israel Middle East?,What is the capital city of Israel?,Which country was formed at Independence Hall?,What is the capital city of the country where Israel was formed?,Jerusalem,What is the official language spoken in the capital city of the country where Israel was formed?,Hebrew,What is the alphabet used to write the official language spoken in the capital city of the country where Israel was formed?,Hebrew alphabet,What is the name of the ancient script that evolved into the alphabet used to write the official language spoken in the capital city of the country where Israel was formed?,Phoenician script,Which ancient civilization developed the script that evolved into the alphabet used to write the official language spoken in the capital city of the country where Israel was formed?,Phoenicians
places_country,Malaysia,head of state,Ibrahim Iskandar of Johor,Who is the head of state of Malaysia?,Sultan Abdullah,0.0,"['Ibrahim Iskandar of Johor', 'Sultan Abdullah', 'Mahathir Mohamad', 'Anwar Ibrahim']",Who holds the position of head of state in Malaysia?,A. Ibrahim Iskandar of Johor  B. Sultan Abdullah  C. Anwar Ibrahim  D. Mahathir Mohamad,A,Is Ibrahim Iskandar of Johor the head of state of Malaysia?,Is Sultan Abdullah the head of state of Malaysia?,What is the capital city of Malaysia?,Who is the head of state for Ibrahim Iskandar of Johor?,Who is the spouse of the head of state of Malaysia?,Tunku Azizah Aminah Maimunah Iskandariah,Which university did the spouse of the head of state of Malaysia attend?,University of London,In which city is the university that the spouse of the head of state of Malaysia attended located?,London,In which country is the city located where the university that the spouse of the head of state of Malaysia attended is situated?,United Kingdom,What is the official language of the country where the city is located that contains the university the spouse of the head of state of Malaysia attended?,English
places_country,United States of America,said to be the same as,Union,What did United States of America say to be the same as?,E pluribus unum,0.0,"['Union', 'E pluribus unum', 'Confederation', 'Republic']",What did the United States of America claim to be equivalent to?,A. Confederation  B. E pluribus unum  C. Republic  D. Union,D,Did the United States of America say to be the same as Union?,Did the United States of America say to be the same as E pluribus unum?,What is the capital city of the United States of America?,What is said to be the same as Union?,Which country is said to be the same as the United States of America?,USA,What is the capital of the country that is said to be the same as the United States of America?,"Washington, D.C.",Which river flows through the capital of the country that is said to be the same as the United States of America?,Potomac River,Which ocean does the river that flows through the capital of the country said to be the same as the United States of America eventually empty into?,Atlantic Ocean,"Which continent is the ocean located on that the river flows into, which passes through the capital of the country said to be the same as the United States of America?",North America
places_country,Cook Islands,highest point,Te Manga,Who is the highest point of Cook Islands?,Raggs Castle,0.0,"['Te Manga', 'Raggs Castle', 'Mount Taranaki', 'Mount Cook']",What is the name of the highest point in the Cook Islands?,A. Mount Taranaki  B. Te Manga  C. Mount Cook  D. Raggs Castle,B,Is Te Manga the highest point of the Cook Islands?,Is Raggs Castle the highest point of the Cook Islands?,What is the capital city of the Cook Islands?,Which location has Te Manga as its highest point?,What is the name of the mountain that is the highest point in the Cook Islands?,Te Manga,On which island is the highest point of the Cook Islands located?,Rarotonga,What is the capital city of the island where the highest point of the Cook Islands is located?,Avarua,Which ocean surrounds the island that contains the highest point of the Cook Islands?,Pacific Ocean,Which country has territorial jurisdiction over the ocean surrounding the island that contains the highest point of the Cook Islands?,New Zealand
places_country,Norway,railway traffic side,right,What is the railway traffic side of Norway?,Bane NOR,0.0,"['right', 'Bane NOR', 'left', 'center']",On which side does railway traffic operate in Norway?,A. Bane NOR  B. center  C. right  D. left,C,Is the railway traffic side of Norway the right side?,Is the railway traffic side of Norway Bane NOR?,What is the capital city of Norway?,In which country is the railway traffic side the right side?,Which country has railway traffic on the same side as Norway?,Sweden,What is the capital city of the country that has railway traffic on the same side as Norway?,Stockholm,Which famous museum is located in the capital city of the country that has railway traffic on the same side as Norway?,Vasa Museum,Which ship is displayed in the famous museum located in the capital city of the country that has railway traffic on the same side as Norway?,Vasa,In which year did the ship displayed in the famous museum located in the capital city of the country that has railway traffic on the same side as Norway sink?,1628
places_country,State of Palestine,legislative body,Palestinian Legislative Council,What is the legislative body of State of Palestine?,Palestinian National Council,0.0,"['Palestinian Legislative Council', 'Palestinian National Council', 'Palestinian Authority', 'Palestinian Central Council']",Which legislative body governs the State of Palestine?,A. Palestinian National Council  B. Palestinian Central Council  C. Palestinian Legislative Council  D. Palestinian Authority,C,Is the legislative body of the State of Palestine the Palestinian Legislative Council?,Is the legislative body of the State of Palestine the Palestinian National Council?,What is the capital city of the State of Palestine?,Which state does the Palestinian Legislative Council serve as the legislative body?,Who is the current speaker of the legislative body of the State of Palestine?,Aziz Dweik,Which university did the current speaker of the legislative body of the State of Palestine attend for their undergraduate studies?,University of Jordan,In which city is the university that the current speaker of the legislative body of the State of Palestine attended located?,Amman,In which country is the city located where the university that the current speaker of the legislative body of the State of Palestine attended is situated?,Jordan,What is the official language of the country where the city is located that contains the university the current speaker of the legislative body of the State of Palestine attended?,Arabic
places_country,Bangladesh,head of government,Muhammad Yunus,Who is the head of government of Bangladesh?,Sheikh Hasina,0.0,"['Muhammad Yunus', 'Sheikh Hasina', 'Khaleda Zia', 'Abdul Hamid']",Who serves as the head of government in Bangladesh?,A. Sheikh Hasina  B. Muhammad Yunus  C. Abdul Hamid  D. Khaleda Zia,B,Is Muhammad Yunus the head of government of Bangladesh?,Is Sheikh Hasina the head of government of Bangladesh?,What is the capital city of Bangladesh?,Who is Muhammad Yunus the head of government of?,Who is the spouse of the head of government of Bangladesh?,Wazed Miah,Which university did the spouse of the head of government of Bangladesh attend for their higher education?,University of Dhaka,In which city is the university that the spouse of the head of government of Bangladesh attended located?,Dhaka,In which division is the city located where the university that the spouse of the head of government of Bangladesh attended is situated?,Dhaka Division,In which country is the division located where the city is situated that contains the university the spouse of the head of government of Bangladesh attended?,Bangladesh
places_country,Cameroon,located in/on physical feature,Central Africa,What is the located in/on physical feature of Cameroon?,Mount Cameroon,0.0,"['Central Africa', 'Mount Cameroon', 'West Africa', 'East Africa']",Where is Cameroon situated?,A. Mount Cameroon  B. West Africa  C. Central Africa  D. East Africa,C,Is Cameroon located in Central Africa?,Is Cameroon located in Mount Cameroon?,What is the capital city of Cameroon?,Which country is located in Central Africa?,Which river is Cameroon located on?,Sanaga River,What is the source of the river that Cameroon is located on?,Adamawa Plateau,In which region is the source of the river that Cameroon is located on found?,Adamawa Region,What is the capital of the region where the source of the river that Cameroon is located on is found?,Ngaoundéré,Which country is the capital of the region where the source of the river that Cameroon is located on found in?,Cameroon
places_country,Laos,central bank,Bank of the Lao P.D.R.,What is the central bank of Laos?,Bank of Laos,0.0,"['Bank of the Lao P.D.R.', 'Bank of Laos', 'Lao National Bank', 'Lao Central Bank']",Which institution serves as the central bank of Laos?,A. Bank of the Lao P.D.R.  B. Lao Central Bank  C. Bank of Laos  D. Lao National Bank,A,Is the Bank of the Lao P.D.R. the central bank of Laos?,Is the Bank of Laos the central bank of Laos?,What is the capital city of Laos?,Which country has the Bank of the Lao P.D.R. as its central bank?,Who is the governor of the central bank of Laos?,Sonexay Sitphaxay,Which university did the governor of the central bank of Laos attend?,National University of Laos,In which city is the university that the governor of the central bank of Laos attended located?,Vientiane,What is the population of the city where the university that the governor of the central bank of Laos attended is located?,"Approximately 948,477",What is the primary language spoken in the city where the university that the governor of the central bank of Laos attended is located?,Lao
places_country,Liechtenstein,lowest point,Rhine,What is the lowest point of Liechtenstein?,Rheinwald 433m,0.0,"['Rhine', 'Rheinwald 433m', 'Alps', 'Vaduz']",Where is the lowest point located in Liechtenstein?,A. Alps  B. Rhine  C. Rheinwald 433m  D. Vaduz,B,Is the lowest point of Liechtenstein the Rhine?,Is the lowest point of Liechtenstein the Rheinwald 433m?,What is the capital city of Liechtenstein?,Which country has its lowest point at the Rhine?,Which river is at the lowest point of Liechtenstein?,Rhine River,Which country does the river at the lowest point of Liechtenstein flow into after Liechtenstein?,Switzerland,What is the capital city of the country that the river at the lowest point of Liechtenstein flows into after Liechtenstein?,Bern,Which river flows through the capital city of the country that the river at the lowest point of Liechtenstein flows into after Liechtenstein?,Aare River,Which sea does the river that flows through the capital city of the country that the river at the lowest point of Liechtenstein flows into after Liechtenstein eventually drain into?,North Sea
places_country,Russia,head of government,Mikhail Mishustin,Who is the head of government of Russia?,Vladimir Putin,0.0,"['Mikhail Mishustin', 'Vladimir Putin', 'Dmitry Medvedev', 'Sergey Lavrov']",Who serves as the head of government in Russia?,A. Sergey Lavrov  B. Dmitry Medvedev  C. Vladimir Putin  D. Mikhail Mishustin,D,Is Mikhail Mishustin the head of government of Russia?,Is Vladimir Putin the head of government of Russia?,What is the capital city of Russia?,Who is the head of government for Mikhail Mishustin?,Who is the spouse of the head of government of Russia?,Lyudmila Putina,What is the profession of the spouse of the head of government of Russia?,Linguist,Which university did the spouse of the head of government of Russia work at?,Saint Petersburg State University,In which city is the university located where the spouse of the head of government of Russia worked?,Saint Petersburg,In which country is the city located where the university is situated that the spouse of the head of government of Russia worked at?,Russia
places_country,Mauritania,highest point,Kediet ej Jill,Who is the highest point of Mauritania?,Kediet Ijill,0.0,"['Kediet ej Jill', 'Kediet Ijill', 'Mount Everest', 'Mount Kilimanjaro']",What is the name of the highest point in Mauritania?,A. Mount Everest  B. Kediet Ijill  C. Mount Kilimanjaro  D. Kediet ej Jill,D,Is Kediet ej Jill the highest point of Mauritania?,Is Kediet Ijill the highest point of Mauritania?,What is the capital city of Mauritania?,Which country has Kediet ej Jill as its highest point?,What is the name of the mountain that is the highest point in Mauritania?,Kediet ej Jill,In which region is the highest point of Mauritania located?,Tiris Zemmour,What is the capital of the region where the highest point of Mauritania is located?,Zouérat,Which country borders the region where the highest point of Mauritania is located?,Western Sahara,What is the official language of the country that borders the region where the highest point of Mauritania is located?,Arabic
places_country,Vietnam,driving side,right,What is the driving side of Vietnam?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in Vietnam?,A. Left  B. Center  C. right  D. Both,C,Is the driving side of Vietnam the right side?,Is the driving side of Vietnam the left side?,What is the capital city of Vietnam?,In which country is the driving side the right side?,Which countries have the same driving side as Vietnam?,"United States, Canada, Germany, France, etc.",What is the capital city of a country that has the same driving side as Vietnam?,"Washington, D.C.",Which river flows through the capital city of a country that has the same driving side as Vietnam?,Potomac River,Which major landmark is located near the river that flows through the capital city of a country that has the same driving side as Vietnam?,Lincoln Memorial,Who was the president commemorated by the major landmark located near the river that flows through the capital city of a country that has the same driving side as Vietnam?,Abraham Lincoln
places_country,Grenada,central bank,Eastern Caribbean Central Bank,What is the central bank of Grenada?,Banks and Financial Services Regulatory Commission,0.0,"['Eastern Caribbean Central Bank', 'Banks and Financial Services Regulatory Commission', 'Caribbean Development Bank', 'Grenada National Bank']",Which institution serves as the central bank for Grenada?,A. Caribbean Development Bank  B. Grenada National Bank  C. Eastern Caribbean Central Bank  D. Banks and Financial Services Regulatory Commission,C,Is the Eastern Caribbean Central Bank the central bank of Grenada?,Is the Banks and Financial Services Regulatory Commission the central bank of Grenada?,What is the capital city of Grenada?,Which country is served by the Eastern Caribbean Central Bank as its central bank?,What is the name of the central bank of Grenada?,Eastern Caribbean Central Bank,In which city is the headquarters of the central bank of Grenada located?,Basseterre,On which island is the city located where the headquarters of the central bank of Grenada is situated?,Saint Kitts,Which country is the island part of where the city is located that hosts the headquarters of the central bank of Grenada?,Saint Kitts and Nevis,In which region is the country located that contains the island where the city is situated that hosts the headquarters of the central bank of Grenada?,Caribbean
places_country,Mauritania,madhhab,Malikism,What is the madhhab of Mauritania?,Qadiriyyah,0.0,"['Malikism', 'Qadiriyyah', 'Hanafism', ""Shafi'ism""]",Which madhhab is followed in Mauritania?,A. Qadiriyyah  B. Hanafism  C. Shafi'ism  D. Malikism,D,Is the madhhab of Mauritania Malikism?,Is the madhhab of Mauritania Qadiriyyah?,What is the capital city of Mauritania?,Which country follows Malikism as its madhhab?,Who is a prominent scholar associated with the madhhab followed in Mauritania?,Sidi Mukhtar al-Kunti,What is a notable work authored by the prominent scholar associated with the madhhab followed in Mauritania?,Kitab al-Tawhid,In which century was the notable work authored by the prominent scholar associated with the madhhab followed in Mauritania written?,18th century,Which empire was prominent during the century when the notable work authored by the scholar associated with the madhhab followed in Mauritania was written?,Ottoman Empire,In which modern-day country was the capital of the empire prominent during the century when the notable work authored by the scholar associated with the madhhab followed in Mauritania was written?,Turkey
places_country,Malta,named after,honey,What was Malta named after?,Melita,0.0,"['honey', 'Melita', 'Malta', 'Mediterranean']",What is the origin of Malta's name?,A. Melita  B. honey  C. Malta  D. Mediterranean,B,Was Malta named after honey?,Was Malta named after Melita?,What is the capital city of Malta?,What is honey named after?,Who was Malta named after?,The ancient Phoenician word 'Maleth',"What does the ancient Phoenician word 'Maleth', which Malta was named after, mean?",Haven or refuge,Which ancient civilization used the word 'Maleth' that Malta was named after?,Phoenicians,In which region did the ancient civilization that used the word 'Maleth' originate?,Eastern Mediterranean,Which modern-day countries are located in the region where the ancient civilization that used the word 'Maleth' originated?,"Lebanon, Syria, and Israel"
places_country,Malta,head of state,Myriam Spiteri Debono,Who is the head of state of Malta?,President,0.0,"['Myriam Spiteri Debono', 'President', 'George Vella', 'Marie-Louise Coleiro Preca']",Who holds the position of head of state in Malta?,A. Myriam Spiteri Debono  B. George Vella  C. President  D. Marie-Louise Coleiro Preca,A,Is Myriam Spiteri Debono the head of state of Malta?,Is the President the head of state of Malta?,What is the capital city of Malta?,Who is Myriam Spiteri Debono the head of state of?,Who is the spouse of the head of state of Malta?,Miriam Vella,Which university did the spouse of the head of state of Malta attend for their undergraduate studies?,University of Malta,In which city is the university that the spouse of the head of state of Malta attended located?,Msida,In which region is the city located where the university that the spouse of the head of state of Malta attended is situated?,Central Region,In which country is the region located where the city is situated that contains the university the spouse of the head of state of Malta attended?,Malta
places_country,United States of America,named after,Americas,What was United States of America named after?,United States of America was named after the United States of the Netherlands,0.0,"['Americas', 'United States of the Netherlands', 'Europe', 'Asia']",The United States of America was named after which entity?,A. Americas  B. United States of America was named after the United States of the Netherlands  C. Asia  D. Europe,A,Was the United States of America named after the Americas?,Was the United States of America named after the United States of the Netherlands?,What is the capital city of the United States of America?,Which country was named after the Americas?,Who was the United States of America named after?,Amerigo Vespucci,What was the profession of the person after whom the United States of America was named?,Explorer,"Which country was the explorer, after whom the United States of America was named, originally from?",Italy,"In which city was the explorer, after whom the United States of America was named, born?",Florence,"In which region of Italy is the city located where the explorer, after whom the United States of America was named, was born?",Tuscany
places_country,Poland,railway traffic side,right,What is the railway traffic side of Poland?,PKP,0.0,"['right', 'PKP', 'left', 'center']",On which side does railway traffic operate in Poland?,A. PKP  B. right  C. center  D. left,B,Is the railway traffic side of Poland the right side?,Is the railway traffic side of Poland PKP?,What is the capital city of Poland?,Which country has the railway traffic side on the right?,Which country has the same railway traffic side as Poland?,Germany,What is the capital city of the country that has the same railway traffic side as Poland?,Berlin,Which river flows through the capital city of the country that has the same railway traffic side as Poland?,Spree,Which sea does the river that flows through the capital city of the country with the same railway traffic side as Poland eventually flow into?,Baltic Sea,Which country borders the sea that the river flowing through the capital city of the country with the same railway traffic side as Poland eventually flows into?,Sweden
places_country,Indonesia,named after,Indian subcontinent,What was Indonesia named after?,Dutch East Indies,0.0,"['Indian subcontinent', 'Dutch East Indies', 'Southeast Asia', 'Malay Archipelago']",Indonesia was named after which region?,A. Dutch East Indies  B. Southeast Asia  C. Malay Archipelago  D. Indian subcontinent,D,Was Indonesia named after the Indian subcontinent?,Was Indonesia named after the Dutch East Indies?,What is the capital city of Indonesia?,Which country was named after the Indian subcontinent?,Who named Indonesia?,James Richardson Logan,What was the profession of the person who named Indonesia?,Lawyer and Ethnologist,Which country was the person who named Indonesia from?,Scotland,What is the capital city of the country the person who named Indonesia was from?,Edinburgh,Which famous university is located in the capital city of the country the person who named Indonesia was from?,University of Edinburgh
places_country,Belarus,railway traffic side,right,What is the railway traffic side of Belarus?,Belarusian Railways,0.0,"['right', 'Belarusian Railways', 'left', 'center']",On which side does railway traffic operate in Belarus?,A. Belarusian Railways  B. right  C. center  D. left,B,Is the railway traffic side of Belarus the right side?,Is the railway traffic side of Belarus Belarusian Railways?,What is the capital city of Belarus?,In which country is the railway traffic side the right side?,Which country has the same railway traffic side as Belarus?,Russia,What is the capital city of the country that has the same railway traffic side as Belarus?,Moscow,Which river flows through the capital city of the country that has the same railway traffic side as Belarus?,Moskva River,What is the length of the river that flows through the capital city of the country that has the same railway traffic side as Belarus?,502 kilometers,Into which larger body of water does the river that flows through the capital city of the country with the same railway traffic side as Belarus eventually drain?,Oka River
places_country,State of Palestine,located in/on physical feature,Palestine,What is the located in/on physical feature of State of Palestine?,West Bank,0.0,"['Palestine', 'West Bank', 'Gaza Strip', 'Jordan River']",Which physical feature is the State of Palestine located in/on?,A. Jordan River  B. Gaza Strip  C. Palestine  D. West Bank,C,Is the State of Palestine located in/on Palestine?,Is the State of Palestine located in/on the West Bank?,What is the capital city of the State of Palestine?,Which state is located in/on Palestine?,What is the name of the river that the State of Palestine is located on?,Jordan River,Which sea does the river that the State of Palestine is located on flow into?,Dead Sea,"Which country borders the sea that the river flows into, which the State of Palestine is located on?",Jordan,"What is the capital city of the country that borders the sea into which the river flows, which the State of Palestine is located on?",Amman,"Which governorate is the capital city located in, of the country that borders the sea into which the river flows, which the State of Palestine is located on?",Amman Governorate
places_country,Iran,head of government,Masoud Pezeshkian,Who is the head of government of Iran?,Ebrahim Raisi,0.0,"['Masoud Pezeshkian', 'Ebrahim Raisi', 'Hassan Rouhani', 'Ali Khamenei']",Who holds the position of head of government in Iran?,A. Ebrahim Raisi  B. Hassan Rouhani  C. Ali Khamenei  D. Masoud Pezeshkian,D,Is Masoud Pezeshkian the head of government of Iran?,Is Ebrahim Raisi the head of government of Iran?,What is the capital city of Iran?,Of which country is Masoud Pezeshkian the head of government?,Who is the spouse of the head of government of Iran?,Jamileh Alamolhoda,Which university did the spouse of the head of government of Iran attend?,University of Tehran,In which city is the university that the spouse of the head of government of Iran attended located?,Tehran,In which province is the city located where the university that the spouse of the head of government of Iran attended is situated?,Tehran Province,In which country is the province located where the city is situated that contains the university the spouse of the head of government of Iran attended?,Iran
places_country,Burkina Faso,head of state,Ibrahim Traoré,Who is the head of state of Burkina Faso?,Ibrahim Traore,0.0,"['Ibrahim Traoré', 'Ibrahim Traore', 'Roch Marc Christian Kaboré', 'Blaise Compaoré']",Who currently serves as the head of state of Burkina Faso?,A. Ibrahim Traoré  B. Roch Marc Christian Kaboré  C. Ibrahim Traore  D. Blaise Compaoré,A,Is Ibrahim Traoré the head of state of Burkina Faso?,Is Ibrahim Traore the head of state of Burkina Faso?,What is the capital city of Burkina Faso?,Of which country is Ibrahim Traoré the head of state?,Who is the spouse of the head of state of Burkina Faso?,Sika Bella Kaboré,Which university did the spouse of the head of state of Burkina Faso attend for their higher education?,University of Lomé,In which country is the university located that the spouse of the head of state of Burkina Faso attended?,Togo,What is the official language of the country where the university is located that the spouse of the head of state of Burkina Faso attended?,French,Which continent is the country located in where the university is situated that the spouse of the head of state of Burkina Faso attended?,Africa
places_country,Bulgaria,railway traffic side,right,What is the railway traffic side of Bulgaria?,BDŽ (Bulgarian State Railways),0.0,"['right', 'BDŽ (Bulgarian State Railways)', 'left', 'center']",On which side does railway traffic operate in Bulgaria?,A. BDŽ (Bulgarian State Railways)  B. center  C. right  D. left,C,Is the railway traffic side of Bulgaria the right side?,Is the railway traffic side of Bulgaria BDŽ (Bulgarian State Railways)?,What is the capital city of Bulgaria?,In which country is the railway traffic side the right side?,Which country has the same railway traffic side as Bulgaria?,Germany,What is the capital city of the country that has the same railway traffic side as Bulgaria?,Berlin,Which river flows through the capital city of the country that has the same railway traffic side as Bulgaria?,Spree,Which sea does the river that flows through the capital city of the country with the same railway traffic side as Bulgaria eventually flow into?,Baltic Sea,"Which country borders the sea that the river flows into, which passes through the capital city of the country with the same railway traffic side as Bulgaria?",Sweden
places_country,Romania,railway traffic side,right,What is the railway traffic side of Romania?,CFR Calatori,0.0,"['right', 'CFR Calatori', 'left', 'center']",On which side does railway traffic operate in Romania?,A. right  B. CFR Calatori  C. center  D. left,A,Is the railway traffic side of Romania the right side?,Is the railway traffic side of Romania CFR Calatori?,What is the capital city of Romania?,Which country has the railway traffic side on the right?,Which country has the same railway traffic side as Romania?,Germany,What is the capital city of the country that has the same railway traffic side as Romania?,Berlin,Which river flows through the capital city of the country that has the same railway traffic side as Romania?,Spree,What is the length of the river that flows through the capital city of the country that has the same railway traffic side as Romania?,400 kilometers,Into which river does the river that flows through the capital city of the country that has the same railway traffic side as Romania eventually flow?,Havel
places_country,São Tomé and Príncipe,driving side,right,What is the driving side of São Tomé and Príncipe?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in São Tomé and Príncipe?,A. Left  B. Center  C. right  D. Both,C,Is the driving side of São Tomé and Príncipe the right side?,Is the driving side of São Tomé and Príncipe the left side?,What is the official language of São Tomé and Príncipe?,In which country is the driving side the right side?,Which country has the same driving side as São Tomé and Príncipe?,United Kingdom,What is the capital city of the country that has the same driving side as São Tomé and Príncipe?,London,Which river flows through the capital city of the country that has the same driving side as São Tomé and Príncipe?,River Thames,What is the length of the river that flows through the capital city of the country that has the same driving side as São Tomé and Príncipe?,215 miles,In which sea does the river that flows through the capital city of the country that has the same driving side as São Tomé and Príncipe empty?,North Sea
places_country,Armenia,head of state,Vahagn Khachatryan,Who is the head of state of Armenia?,Vahagn Khachaturyan,0.0,"['Vahagn Khachatryan', 'Vahagn Khachaturyan', 'Nikol Pashinyan', 'Armen Sarkissian']",Who serves as the head of state for Armenia?,A. Vahagn Khachaturyan  B. Vahagn Khachatryan  C. Armen Sarkissian  D. Nikol Pashinyan,B,Is Vahagn Khachatryan the head of state of Armenia?,Is Vahagn Khachaturyan the head of state of Armenia?,What is the capital city of Armenia?,Of which country is Vahagn Khachatryan the head of state?,Who is the spouse of the head of state of Armenia?,Nune Sarkissian,Which university did the spouse of the head of state of Armenia attend for their undergraduate studies?,Yerevan State University,In which city is the university that the spouse of the head of state of Armenia attended located?,Yerevan,In which province is the city located where the university that the spouse of the head of state of Armenia attended is situated?,Yerevan Province,In which country is the province located where the city is situated that contains the university the spouse of the head of state of Armenia attended?,Armenia
places_country,South Sudan,driving side,right,What is the driving side of South Sudan?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in South Sudan?,A. Left  B. Center  C. right  D. Both,C,Is the driving side of South Sudan the right side?,Is the driving side of South Sudan the left side?,What is the capital city of South Sudan?,In which country is the driving side the right side?,Which countries border the country where people drive on the right side?,"Sudan, Ethiopia, Kenya, Uganda, Democratic Republic of the Congo, Central African Republic",What is the capital city of one of the countries that border the country where people drive on the right side?,Khartoum,Which river flows through the capital city of one of the countries that border the country where people drive on the right side?,Nile River,What is the name of the dam located on the river that flows through the capital city of one of the countries that border the country where people drive on the right side?,Merowe Dam,In which year was the dam completed that is located on the river flowing through the capital city of one of the countries that border the country where people drive on the right side?,2009
places_country,France,basic form of government,semi-presidential system,What is the basic form of government of France?,Republic,0.0,"['semi-presidential system', 'Republic', 'Monarchy', 'Parliamentary system']",What type of government does France have?,A. Monarchy  B. semi-presidential system  C. Parliamentary system  D. Republic,B,Is the basic form of government of France a semi-presidential system?,Is the basic form of government of France a Republic?,What is the capital city of France?,Which country has a semi-presidential system as its basic form of government?,Who is the current head of state of the country with the basic form of government of France?,Emmanuel Macron,What is the official residence of the current head of state of the country with the basic form of government of France?,Élysée Palace,In which city is the official residence of the current head of state of the country with the basic form of government of France located?,Paris,On which river is the city located that contains the official residence of the current head of state of the country with the basic form of government of France?,Seine,In which country does the river flow that runs through the city containing the official residence of the current head of state of the country with the basic form of government of France?,France
places_country,Somalia,driving side,right,What is the driving side of Somalia?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in Somalia?,A. Left  B. Center  C. Both  D. right,D,Is the driving side of Somalia the right side?,Is the driving side of Somalia the left side?,What is the capital city of Somalia?,In which country is the driving side the right side?,Which country has the same driving side as Somalia?,Kenya,What is the capital city of the country that has the same driving side as Somalia?,Nairobi,Which major river flows through the capital city of the country that has the same driving side as Somalia?,Nairobi River,Which national park is located near the major river that flows through the capital city of the country that has the same driving side as Somalia?,Nairobi National Park,Which endangered species can be found in the national park located near the major river that flows through the capital city of the country that has the same driving side as Somalia?,Black rhinoceros
places_country,Cambodia,driving side,right,What is the driving side of Cambodia?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side of the road do people drive in Cambodia?,A. right  B. Left  C. Both  D. Center,A,Is the driving side of Cambodia the right side?,Is the driving side of Cambodia the left side?,What is the capital city of Cambodia?,Which country drives on the right side?,Which neighboring country of Cambodia has the same driving side?,Thailand,What is the capital city of the neighboring country of Cambodia that has the same driving side?,Bangkok,Which river flows through the capital city of the neighboring country of Cambodia that has the same driving side?,Chao Phraya River,What is the length of the river that flows through the capital city of the neighboring country of Cambodia that has the same driving side?,372 kilometers,Into which body of water does the river that flows through the capital city of the neighboring country of Cambodia that has the same driving side empty?,Gulf of Thailand
places_country,United Kingdom,head of government,Keir Starmer,Who is the head of government of United Kingdom?,Rishi Sunak,0.0,"['Keir Starmer', 'Rishi Sunak', 'Boris Johnson', 'Theresa May']",Who serves as the head of government for the United Kingdom?,A. Boris Johnson  B. Rishi Sunak  C. Keir Starmer  D. Theresa May,C,Is Keir Starmer the head of government of the United Kingdom?,Is Rishi Sunak the head of government of the United Kingdom?,What is the capital city of the United Kingdom?,Who is the head of government that Keir Starmer leads?,Who is the spouse of the head of government of the United Kingdom?,Akshata Murty,Which university did the spouse of the head of government of the United Kingdom attend for their undergraduate studies?,Stanford University,In which city is the university that the spouse of the head of government of the United Kingdom attended located?,Stanford,In which state is the city located where the university that the spouse of the head of government of the United Kingdom attended is situated?,California,In which country is the state located where the city is situated that contains the university the spouse of the head of government of the United Kingdom attended?,United States
places_country,Montenegro,head of state,Jakov Milatović,Who is the head of state of Montenegro?,Jacques Dallaire,0.0,"['Jakov Milatović', 'Jacques Dallaire', 'Milo Đukanović', 'Igor Lukšić']",Who serves as the head of state for Montenegro?,A. Jakov Milatović  B. Jacques Dallaire  C. Igor Lukšić  D. Milo Đukanović,A,Is Jakov Milatović the head of state of Montenegro?,Is Jacques Dallaire the head of state of Montenegro?,What is the capital city of Montenegro?,Of which country is Jakov Milatović the head of state?,Who is the spouse of the head of state of Montenegro?,Lidija Đukanović,What is the profession of the spouse of the head of state of Montenegro?,Economist,Which university did the spouse of the head of state of Montenegro attend?,University of Montenegro,In which city is the university located that the spouse of the head of state of Montenegro attended?,Podgorica,What is the population of the city where the university is located that the spouse of the head of state of Montenegro attended?,"Approximately 150,000"
