topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
technology_software,KDiskFree,GUI toolkit or framework,Qt,What is the GUI toolkit or framework of KDiskFree?,GTK,0.0,"['Qt', 'GTK', 'Swing', 'WxWidgets']",Which GUI toolkit or framework does KDiskFree use?,A. GTK  B. WxWidgets  C. Qt  D. Swing,C,Is the GUI toolkit or framework of KDiskFree Qt?,Is the GUI toolkit or framework of KDiskFree GTK?,What is the primary function of KDiskFree?,Which application uses Qt as its GUI toolkit or framework?,Which operating system is the GUI toolkit or framework used by KDiskFree primarily associated with?,Linux,What is the name of the desktop environment that uses the GUI toolkit or framework associated with KDiskFree?,KDE,Which programming language is primarily used to develop the desktop environment that uses the GUI toolkit or framework associated with KDiskFree?,C++,Who is the creator of the programming language primarily used to develop the desktop environment that uses the GUI toolkit or framework associated with KDiskFree?,Bjarne Stroustrup,Which country was the creator of the programming language primarily used to develop the desktop environment that uses the GUI toolkit or framework associated with KDiskFree born in?,Denmark
technology_software,TILA App,language of work or name,Spanish,What is the language of work or name of TILA App?,Kotlin,0.0,"['Spanish', 'Kotlin', 'Java', 'Python']",In which language is the TILA App primarily developed or named?,A. Kotlin  B. Java  C. Spanish  D. Python,C,Is the language of work or name of TILA App Spanish?,Is the language of work or name of TILA App Kotlin?,What is the primary function or feature of the TILA App?,Which app has Spanish as its language of work or name?,What is the primary programming language used in the TILA App?,JavaScript,Who developed the primary programming language used in the TILA App?,Brendan Eich,Which company was Brendan Eich working for when he developed the primary programming language used in the TILA App?,Netscape Communications Corporation,In which year was the company that Brendan Eich was working for when he developed the primary programming language used in the TILA App founded?,1994,Who were the founders of the company that was founded in 1994 and employed Brendan Eich when he developed the primary programming language used in the TILA App?,Marc Andreessen and Jim Clark
technology_software,Xero,industry,software industry,What is the industry of Xero?,Accounting,0.0,"['software industry', 'Accounting', 'finance', 'retail']",In which industry does Xero operate?,A. Accounting  B. finance  C. retail  D. software industry,D,Is the industry of Xero the software industry?,Is the industry of Xero Accounting?,What is a well-known product developed by Xero?,Which company operates in the software industry?,What is the primary product of the industry that Xero operates in?,Accounting software,Which company is a major competitor in the industry that Xero operates in?,Intuit,What is the flagship product of the major competitor in the industry that Xero operates in?,QuickBooks,In which year was the flagship product of the major competitor in the industry that Xero operates in launched?,1983,"Who was the founder of the company that launched the flagship product in 1983, which is a major competitor in the industry that Xero operates in?",Scott Cook
technology_software,TransOcean: The Shipping Company,distributed by,Steam,What was TransOcean: The Shipping Company distributed by?,Ubisoft,0.0,"['Steam', 'Ubisoft', 'Electronic Arts', 'Activision']",Who was the distributor for TransOcean: The Shipping Company?,A. Ubisoft  B. Steam  C. Electronic Arts  D. Activision,B,Was TransOcean: The Shipping Company distributed by Steam?,Was TransOcean: The Shipping Company distributed by Ubisoft?,What genre of game is TransOcean: The Shipping Company known for?,Which game was distributed by Steam?,Who is the director of the company that distributed TransOcean: The Shipping Company?,Daniel Dumont,What is the nationality of the director of the company that distributed TransOcean: The Shipping Company?,German,Which city is the birthplace of the director of the company that distributed TransOcean: The Shipping Company?,Berlin,What is the population of the city that is the birthplace of the director of the company that distributed TransOcean: The Shipping Company?,3.6 million,What is the area in square kilometers of the city that is the birthplace of the director of the company that distributed TransOcean: The Shipping Company?,891.8 km²
technology_software,WOT Services,headquarters location,Helsinki,What is the headquarters location of WOT Services?,"Tallinn, Estonia",0.0,"['Helsinki', 'Tallinn, Estonia', 'Stockholm', 'Oslo']",Where is the headquarters of WOT Services located?,"A. Helsinki  B. Stockholm  C. Tallinn, Estonia  D. Oslo",A,Is the headquarters location of WOT Services Helsinki?,"Is the headquarters location of WOT Services Tallinn, Estonia?",What type of services does WOT Services provide?,Which company's headquarters are located in Helsinki?,What is the country of the headquarters location of WOT Services?,Finland,What is the capital city of the country where the headquarters of WOT Services is located?,Helsinki,Which sea is the capital city of the country where the headquarters of WOT Services is located near?,Baltic Sea,Which ocean is connected to the sea near the capital city of the country where the headquarters of WOT Services is located?,Atlantic Ocean,Which continent is the ocean connected to the sea near the capital city of the country where the headquarters of WOT Services is located part of?,Europe
technology_software,Tower Wars,developer,SuperVillain Studios,What is the developer of Tower Wars?,Airtight Games,0.0,"['SuperVillain Studios', 'Airtight Games', 'Valve Corporation', 'Epic Games']",Who developed Tower Wars?,A. Airtight Games  B. SuperVillain Studios  C. Epic Games  D. Valve Corporation,B,Is the developer of Tower Wars SuperVillain Studios?,Is the developer of Tower Wars Airtight Games?,What genre is the game Tower Wars known for?,What game was developed by SuperVillain Studios?,What is another game developed by the developer of Tower Wars?,Fat Princess,Which platform is the game developed by the developer of Tower Wars available on?,PlayStation 3,Who is the manufacturer of the platform that the game developed by the developer of Tower Wars is available on?,Sony,In which country is the manufacturer of the platform that the game developed by the developer of Tower Wars is available on headquartered?,Japan,What is the capital city of the country where the manufacturer of the platform that the game developed by the developer of Tower Wars is available on is headquartered?,Tokyo
technology_software,Strawberry,named after,strawberry,What was Strawberry named after?,Elvis Presley,0.0,"['strawberry', 'Elvis Presley', 'apple', 'banana']",Strawberry was named after what?,A. banana  B. Elvis Presley  C. apple  D. strawberry,D,Was Strawberry named after a strawberry?,Was Strawberry named after Elvis Presley?,What color is typically associated with a ripe Strawberry?,What is named after a strawberry?,Who is the person that the strawberry is named after?,Charles Linnaeus,What is the profession of the person that the strawberry is named after?,Botanist,Which country was the botanist who the strawberry is named after from?,Sweden,What is the capital city of the country where the botanist who the strawberry is named after was from?,Stockholm,Which sea is closest to the capital city of the country where the botanist who the strawberry is named after was from?,Baltic Sea
technology_software,Two Worlds II Castle Defense,developer,Reality Pump Studios,What is the developer of Two Worlds II Castle Defense?,TopWare Interactive,0.0,"['Reality Pump Studios', 'TopWare Interactive', 'Bethesda Game Studios', 'Ubisoft']",Who developed Two Worlds II Castle Defense?,A. Ubisoft  B. TopWare Interactive  C. Reality Pump Studios  D. Bethesda Game Studios,C,Is Reality Pump Studios the developer of Two Worlds II Castle Defense?,Is TopWare Interactive the developer of Two Worlds II Castle Defense?,What genre is the game Two Worlds II Castle Defense?,Which game was developed by Reality Pump Studios?,What is the name of the company that developed Two Worlds II Castle Defense?,Reality Pump Studios,In which country is the company that developed Two Worlds II Castle Defense located?,Poland,What is the capital city of the country where the company that developed Two Worlds II Castle Defense is located?,Warsaw,Which river flows through the capital city of the country where the company that developed Two Worlds II Castle Defense is located?,Vistula River,Into which sea does the river that flows through the capital city of the country where the company that developed Two Worlds II Castle Defense is located empty?,Baltic Sea
technology_software,Lotus 1-2-3,programmed in,assembly language,What was Lotus 1-2-3 programmed in?,C and assembly,0.0,"['assembly language', 'C and assembly', 'Java', 'Python']",In which programming language was Lotus 1-2-3 developed?,A. Java  B. C and assembly  C. assembly language  D. Python,C,Was Lotus 1-2-3 programmed in assembly language?,Was Lotus 1-2-3 programmed in C and assembly?,What type of software is Lotus 1-2-3 known for being?,Which software was programmed in assembly language?,Who was the lead developer of the programming language in which Lotus 1-2-3 was programmed?,Dennis Ritchie,Which company did the lead developer of the programming language in which Lotus 1-2-3 was programmed work for?,Bell Labs,In which city was the company located where the lead developer of the programming language in which Lotus 1-2-3 was programmed worked?,Murray Hill,In which state is the city located where the company is situated that employed the lead developer of the programming language in which Lotus 1-2-3 was programmed?,New Jersey,In which country is the state located where the city is situated that contains the company that employed the lead developer of the programming language in which Lotus 1-2-3 was programmed?,United States
technology_software,Google Arts & Culture,creator,Google,What is the creator of Google Arts & Culture?,Amritha Iyengar,0.0,"['Google', 'Amritha Iyengar', 'Microsoft', 'Apple']",Who is the creator of Google Arts & Culture?,A. Apple  B. Amritha Iyengar  C. Microsoft  D. Google,D,Is Google the creator of Google Arts & Culture?,Is Amritha Iyengar the creator of Google Arts & Culture?,What is a popular service provided by Google?,What did Google create?,What is the name of the company that created Google Arts & Culture?,Google,Who is the current CEO of the company that created Google Arts & Culture?,Sundar Pichai,Which university did the current CEO of the company that created Google Arts & Culture attend for their undergraduate studies?,Indian Institute of Technology Kharagpur,In which city is the university located where the current CEO of the company that created Google Arts & Culture attended for their undergraduate studies?,Kharagpur,In which state is the city located where the university is situated that the current CEO of the company that created Google Arts & Culture attended for their undergraduate studies?,West Bengal
technology_software,QuarkXPress,writable file format,EPUB,What is the writable file format of QuarkXPress?,QXD,0.0,"['EPUB', 'QXD', 'PDF', 'DOCX']",Which file format can be written by QuarkXPress?,A. DOCX  B. EPUB  C. PDF  D. QXD,B,Is EPUB a writable file format of QuarkXPress?,Is QXD a writable file format of QuarkXPress?,What type of software is QuarkXPress known for being?,Which software can write the EPUB file format?,Which company developed the writable file format used by QuarkXPress?,"Quark, Inc.",In which year was the company that developed the writable file format used by QuarkXPress founded?,1981,Who was the founder of the company that developed the writable file format used by QuarkXPress?,Tim Gill,Which university did the founder of the company that developed the writable file format used by QuarkXPress attend?,University of Colorado Boulder,In which city is the university located that the founder of the company that developed the writable file format used by QuarkXPress attended?,Boulder
technology_software,"Zedge, Inc",industry,Internet,"What is the industry of Zedge, Inc?",Mobile Content,0.0,"['Internet', 'Mobile Content', 'Telecommunications', 'Software Development']","In which industry does Zedge, Inc operate?",A. Mobile Content  B. Internet  C. Software Development  D. Telecommunications,B,"Is the industry of Zedge, Inc the Internet?","Is the industry of Zedge, Inc Mobile Content?","What is the headquarters location of Zedge, Inc?",Which company operates in the Internet industry?,"Who is the CEO of the company in the industry of Zedge, Inc?",Jonathan Reich,"Which university did the CEO of the company in the industry of Zedge, Inc attend?",University of Pennsylvania,"What is the name of the business school at the university attended by the CEO of the company in the industry of Zedge, Inc?",Wharton School,"Who is a notable alumnus of the business school attended by the CEO of the company in the industry of Zedge, Inc?",Elon Musk,"What is the name of the company founded by the notable alumnus of the business school attended by the CEO of the company in the industry of Zedge, Inc?","Tesla, Inc."
technology_software,Delve Deeper,distributed by,Steam,What was Delve Deeper distributed by?,SSI,0.0,"['Steam', 'SSI', 'GOG', 'Epic Games']",Who was the distributor of Delve Deeper?,A. GOG  B. Steam  C. Epic Games  D. SSI,B,Was Delve Deeper distributed by Steam?,Was Delve Deeper distributed by SSI?,What genre is the game Delve Deeper known for?,Which game was distributed by Steam?,Who is the CEO of the company that distributed Delve Deeper?,Jason Kapalka,Which company did the CEO of the company that distributed Delve Deeper co-found?,PopCap Games,What is a popular game developed by the company co-founded by the CEO of the company that distributed Delve Deeper?,Plants vs. Zombies,In which year was the popular game developed by the company co-founded by the CEO of the company that distributed Delve Deeper released?,2009,"Which platform was the popular game released on in 2009, developed by the company co-founded by the CEO of the company that distributed Delve Deeper?",PC
technology_software,UC Browser,distributed by,App Store,What was UC Browser distributed by?,UCWeb,0.0,"['App Store', 'UCWeb', 'Google Play', 'Microsoft Store']",Who distributed UC Browser?,A. Microsoft Store  B. UCWeb  C. Google Play  D. App Store,D,Was UC Browser distributed by the App Store?,Was UC Browser distributed by UCWeb?,What is a popular feature of UC Browser?,What is distributed by the App Store?,Which company distributes UC Browser?,Alibaba Group,Who is the founder of the company that distributes UC Browser?,Jack Ma,Which university did the founder of the company that distributes UC Browser attend?,Hangzhou Normal University,In which city is the university located that the founder of the company that distributes UC Browser attended?,Hangzhou,In which country is the city located where the university that the founder of the company that distributes UC Browser attended is situated?,China
technology_software,Zen,owned by,VK,What was Zen owned by?,Ford,0.0,"['VK', 'Ford', 'Tesla', 'BMW']",Who was the owner of Zen?,A. Ford  B. Tesla  C. VK  D. BMW,C,Was Zen owned by VK?,Was Zen owned by Ford?,What is a well-known feature of Zen?,What did VK own?,Who is the CEO of the company that owns Zen?,John Doe,Which university did the CEO of the company that owns Zen attend?,Harvard University,What is the mascot of the university that the CEO of the company that owns Zen attended?,"John Harvard, the Pilgrim",In which city is the university located that the CEO of the company that owns Zen attended?,Cambridge,In which state is the city located where the university that the CEO of the company that owns Zen attended?,Massachusetts
technology_software,The Adventures of Tintin: The Secret of the Unicorn,genre,action-adventure game,What is the genre of The Adventures of Tintin: The Secret of the Unicorn?,Graphic Novel,0.0,"['action-adventure game', 'Graphic Novel', 'science fiction', 'fantasy']",Which genre does The Adventures of Tintin: The Secret of the Unicorn belong to?,A. fantasy  B. action-adventure game  C. Graphic Novel  D. science fiction,B,Is the genre of The Adventures of Tintin: The Secret of the Unicorn an action-adventure game?,Is the genre of The Adventures of Tintin: The Secret of the Unicorn a Graphic Novel?,Who is the main character in The Adventures of Tintin: The Secret of the Unicorn?,What game genre is an action-adventure game associated with?,Who is the director of the movie that belongs to the genre of The Adventures of Tintin: The Secret of the Unicorn?,Steven Spielberg,Which famous film franchise is directed by the director of the movie that belongs to the genre of The Adventures of Tintin: The Secret of the Unicorn?,Indiana Jones,Who is the main character in the famous film franchise directed by the director of the movie that belongs to the genre of The Adventures of Tintin: The Secret of the Unicorn?,Indiana Jones,Which actor played the main character in the famous film franchise directed by the director of the movie that belongs to the genre of The Adventures of Tintin: The Secret of the Unicorn?,Harrison Ford,In which year was the actor born who played the main character in the famous film franchise directed by the director of the movie that belongs to the genre of The Adventures of Tintin: The Secret of the Unicorn?,1942
technology_software,MicroStrategy,founded by,Michael J. Saylor,Who was MicroStrategy founded by?,Michael Saylor,0.0,"['Michael J. Saylor', 'Michael Saylor', 'John Doe', 'Elon Musk']",Who is the founder of MicroStrategy?,A. Michael Saylor  B. John Doe  C. Elon Musk  D. Michael J. Saylor,D,Was MicroStrategy founded by Michael J. Saylor?,Was MicroStrategy founded by Michael Saylor?,What type of software does MicroStrategy specialize in?,Who did Michael J. Saylor found?,Who is the sibling of the person who founded MicroStrategy?,John Saylor,What is the profession of the sibling of the person who founded MicroStrategy?,Entrepreneur,Which company was founded by the sibling of the person who founded MicroStrategy?,Saylor Academy,In which year was the company founded by the sibling of the person who founded MicroStrategy established?,2008,What is the mission of the company founded by the sibling of the person who founded MicroStrategy?,To provide free education to students globally
technology_software,1000minds,legal form,private limited company,What is the legal form of 1000minds?,Private company,0.0,"['private limited company', 'Private company', 'public limited company', 'non-profit organization']",What type of legal entity is 1000minds?,A. non-profit organization  B. Private company  C. public limited company  D. private limited company,D,Is the legal form of 1000minds a private limited company?,Is the legal form of 1000minds a Private company?,What industry does 1000minds operate in?,Which company has the legal form of a private limited company?,Who is the CEO of the company with the legal form of 1000minds?,Paul Hansen,Which university did the CEO of the company with the legal form of 1000minds attend?,University of Otago,In which city is the university located that the CEO of the company with the legal form of 1000minds attended?,Dunedin,In which country is the city located where the university that the CEO of the company with the legal form of 1000minds attended is situated?,New Zealand,What is the official language of the country where the city is located that contains the university the CEO of the company with the legal form of 1000minds attended?,English
technology_software,WOT Services,country,Finland,What is the country of WOT Services?,Estonia,0.0,"['Finland', 'Estonia', 'Sweden', 'Norway']",Which country is WOT Services based in?,A. Estonia  B. Norway  C. Sweden  D. Finland,D,Is the country of WOT Services Finland?,Is the country of WOT Services Estonia?,What type of services does WOT Services provide?,Which company is based in Finland?,What is the capital of the country where WOT Services is based?,Helsinki,What is the population of the capital city where WOT Services is based?,"Approximately 631,695",What is the official language spoken in the capital city where WOT Services is based?,Finnish,What is the currency used in the country where the capital city of WOT Services is located?,Euro,Which continent is the country located in where the capital city of WOT Services is situated?,Europe
technology_software,FortressCraft Evolved,has characteristic,indie game,What does FortressCraft Evolved have characteristic?,Block-based,0.0,"['indie game', 'Block-based', 'multiplayer', 'sandbox']",What characteristic does FortressCraft Evolved possess?,A. indie game  B. sandbox  C. multiplayer  D. Block-based,A,Does FortressCraft Evolved have the characteristic of being an indie game?,Does FortressCraft Evolved have the characteristic of being Block-based?,What genre is FortressCraft Evolved known for?,Which game is characterized as an indie game?,What is the genre of the game that has the characteristic of FortressCraft Evolved?,Sandbox,Which platform can you play the sandbox game that has the characteristic of FortressCraft Evolved?,PC,What is the operating system required to play the sandbox game available on PC that has the characteristic of FortressCraft Evolved?,Windows,Which company developed the sandbox game available on PC that requires Windows and has the characteristic of FortressCraft Evolved?,ProjectorGames,In which country is the company located that developed the sandbox game available on PC requiring Windows and has the characteristic of FortressCraft Evolved?,United Kingdom
technology_software,News Channel,language of work or name,Japanese,What is the language of work or name of News Channel?,English,0.0,"['Japanese', 'English', 'Spanish', 'French']",In which language does News Channel operate?,A. Japanese  B. Spanish  C. French  D. English,A,Is the language of work or name of News Channel Japanese?,Is the language of work or name of News Channel English?,What is a popular program broadcasted by News Channel?,Which channel operates in Japanese?,What is the primary country where the language of work or name of the News Channel is spoken?,United States,What is the capital city of the primary country where the language of work or name of the News Channel is spoken?,"Washington, D.C.",Which river flows through the capital city of the primary country where the language of work or name of the News Channel is spoken?,Potomac River,What is the length of the river that flows through the capital city of the primary country where the language of work or name of the News Channel is spoken?,405 miles,Into which body of water does the river that flows through the capital city of the primary country where the language of work or name of the News Channel is spoken empty?,Chesapeake Bay
technology_software,News Channel,country,Japan,What is the country of News Channel?,United States,0.0,"['Japan', 'United States', 'Canada', 'Australia']",Which country is associated with News Channel?,A. Australia  B. Japan  C. Canada  D. United States,B,Is Japan the country of News Channel?,Is the United States the country of News Channel?,What is the primary language spoken on News Channel?,Which news channel is from Japan?,What is the capital city of the country where the News Channel is based?,"Washington, D.C.",Which river flows through the capital city of the country where the News Channel is based?,Potomac River,What is the name of the famous monument located near the river that flows through the capital city of the country where the News Channel is based?,Washington Monument,Who was the first president of the country where the famous monument near the river in the capital city is located?,George Washington,In which year did the first president of the country where the famous monument near the river in the capital city is located take office?,1789
technology_software,Amazon Kindle,named after,Michael Patrick Cronan,Who was Amazon Kindle named after?,"William Shakespeare's play ""The Tempest"" character",0.0,"['Michael Patrick Cronan', ""William Shakespeare's play 'The Tempest' character"", 'Jeff Bezos', 'Steve Jobs']",Who is the person that the Amazon Kindle was named after?,"A. Michael Patrick Cronan  B. Steve Jobs  C. William Shakespeare's play ""The Tempest"" character  D. Jeff Bezos",A,Was the Amazon Kindle named after Michael Patrick Cronan?,Was the Amazon Kindle named after a character from William Shakespeare's play 'The Tempest'?,What is a popular product developed by Amazon?,What product was named after Michael Patrick Cronan?,Who is the author that the Amazon Kindle is named after?,Ray Bradbury,What is the title of the book written by the author that the Amazon Kindle is named after?,Fahrenheit 451,In which year was the book written by the author that the Amazon Kindle is named after published?,1953,Which publishing company first published the book written by the author that the Amazon Kindle is named after?,Ballantine Books,Who founded the publishing company that first published the book written by the author that the Amazon Kindle is named after?,Ian Ballantine
technology_software,Ben and Ed,has characteristic,indie game,What does Ben and Ed have characteristic?,Puzzle,0.0,"['indie game', 'Puzzle', 'Action game', 'Strategy game']",What characteristic is associated with Ben and Ed?,A. indie game  B. Puzzle  C. Action game  D. Strategy game,A,Do Ben and Ed have the characteristic of being an indie game?,Do Ben and Ed have the characteristic of being a Puzzle?,What genre is Ben and Ed known for?,Which game has the characteristic of being an indie game?,What is a notable feature of the characteristic that Ben and Ed have?,Humor,Which genre often includes the notable feature of humor that is a characteristic of Ben and Ed?,Comedy,"Which medium frequently showcases the genre that includes humor, a characteristic of Ben and Ed?",Television,"What is a popular television show that belongs to the genre which includes humor, a characteristic of Ben and Ed?",Friends,"Who is a main character in the popular television show that belongs to the genre which includes humor, a characteristic of Ben and Ed?",Rachel Green
technology_software,facter,copyright license,MIT License,What is the copyright license of facter?,Apache-2.0,0.0,"['MIT License', 'Apache-2.0', 'GPL-3.0', 'BSD-3-Clause']",Under which license is facter copyrighted?,A. Apache-2.0  B. GPL-3.0  C. BSD-3-Clause  D. MIT License,D,Is the copyright license of facter the MIT License?,Is the copyright license of facter the Apache-2.0?,What is a primary function of facter?,Which software is licensed under the MIT License?,Who is the author of the software 'facter' that is under a copyright license?,Puppet Labs,What is the primary product developed by the author of the software 'facter'?,Puppet,Which programming language is primarily used in the development of the primary product by the author of the software 'facter'?,Ruby,Which company acquired the primary product developed by the author of the software 'facter'?,Perforce,In which year did the company that acquired the primary product developed by the author of the software 'facter' make the acquisition?,2020
technology_software,age,programmed in,Go,What was age programmed in?,Python,0.0,"['Go', 'Python', 'Java', 'C++']",In which programming language was age developed?,A. Java  B. C++  C. Python  D. Go,D,Was age programmed in Go?,Was age programmed in Python?,What is a common use case for the age programming language?,What was Go used to program?,Who is the creator of the programming language in which the Age database is programmed?,Yukihiro Matsumoto,What is the nationality of the creator of the programming language in which the Age database is programmed?,Japanese,What is the capital city of the country where the creator of the programming language in which the Age database is programmed is from?,Tokyo,What is the population of the capital city of the country where the creator of the programming language in which the Age database is programmed is from?,Approximately 14 million,What is the primary language spoken in the capital city of the country where the creator of the programming language in which the Age database is programmed is from?,Japanese
technology_software,The Hat Man: Shadow Ward,distributed by,Steam,What was The Hat Man: Shadow Ward distributed by?,Lionsgate,0.0,"['Steam', 'Lionsgate', 'Netflix', 'Amazon']",Who distributed The Hat Man: Shadow Ward?,A. Amazon  B. Steam  C. Netflix  D. Lionsgate,B,Was The Hat Man: Shadow Ward distributed by Steam?,Was The Hat Man: Shadow Ward distributed by Lionsgate?,What genre is The Hat Man: Shadow Ward?,What game was distributed by Steam?,Who is the CEO of the company that distributed The Hat Man: Shadow Ward?,David Haddad,Which university did the CEO of the company that distributed The Hat Man: Shadow Ward attend?,University of Michigan,In which city is the university located that the CEO of the company that distributed The Hat Man: Shadow Ward attended?,Ann Arbor,In which state is the city located where the university that the CEO of the company that distributed The Hat Man: Shadow Ward attended is situated?,Michigan,In which country is the state located where the city is situated that contains the university the CEO of the company that distributed The Hat Man: Shadow Ward attended?,United States
technology_software,News Channel,genre,journalism,What is the genre of News Channel?,Informational,0.0,"['journalism', 'Informational', 'Entertainment', 'Documentary']",What type of genre does News Channel belong to?,A. Informational  B. Entertainment  C. Documentary  D. journalism,D,Is the genre of News Channel journalism?,Is the genre of News Channel Informational?,What is a common feature of a News Channel?,What channel is associated with the genre journalism?,Who is a famous anchor associated with the genre of the News Channel?,Anderson Cooper,Which university did the famous anchor associated with the genre of the News Channel attend?,Yale University,In which city is the university located that the famous anchor associated with the genre of the News Channel attended?,New Haven,In which state is the city located where the university attended by the famous anchor associated with the genre of the News Channel is situated?,Connecticut,In which country is the state located where the city is situated that contains the university attended by the famous anchor associated with the genre of the News Channel?,United States
technology_software,EiskaltDC++,GUI toolkit or framework,Qt,What is the GUI toolkit or framework of EiskaltDC++?,wxWidgets,0.0,"['Qt', 'wxWidgets', 'GTK', 'FLTK']",Which GUI toolkit or framework does EiskaltDC++ use?,A. FLTK  B. GTK  C. Qt  D. wxWidgets,C,Is the GUI toolkit or framework of EiskaltDC++ Qt?,Is the GUI toolkit or framework of EiskaltDC++ wxWidgets?,What type of software is EiskaltDC++?,Which software uses Qt as its GUI toolkit or framework?,Which programming language is used by the GUI toolkit or framework of EiskaltDC++?,C++,Who developed the programming language used by the GUI toolkit or framework of EiskaltDC++?,Bjarne Stroustrup,Which university did the developer of the programming language used by the GUI toolkit or framework of EiskaltDC++ work at?,Texas A&M University,In which city is the university located where the developer of the programming language used by the GUI toolkit or framework of EiskaltDC++ worked?,College Station,In which state is the city located where the university is situated that employed the developer of the programming language used by the GUI toolkit or framework of EiskaltDC++?,Texas
technology_software,Google Voice,copyright license,freeware,What is the copyright license of Google Voice?,Apache License 2.0,0.0,"['freeware', 'Apache License 2.0', 'MIT License', 'GPLv3']",Under what copyright license is Google Voice distributed?,A. Apache License 2.0  B. GPLv3  C. freeware  D. MIT License,C,Is the copyright license of Google Voice freeware?,Is the copyright license of Google Voice Apache License 2.0?,What is a popular service provided by Google Voice?,Which software is distributed under the freeware license?,Who holds the copyright license for Google Voice?,Google LLC,Who is the CEO of the company that holds the copyright license for Google Voice?,Sundar Pichai,Which university did the CEO of the company that holds the copyright license for Google Voice attend for their undergraduate studies?,Indian Institute of Technology Kharagpur,In which city is the university located where the CEO of the company that holds the copyright license for Google Voice attended for their undergraduate studies?,Kharagpur,In which state is the city located where the university is situated that the CEO of the company holding the copyright license for Google Voice attended for their undergraduate studies?,West Bengal
technology_software,Mitsurugi Kamui Hikae,publisher,Playism,What is the publisher of Mitsurugi Kamui Hikae?,Dengeki Bunko,0.0,"['Playism', 'Dengeki Bunko', 'Bandai Namco', 'Square Enix']",Who published Mitsurugi Kamui Hikae?,A. Playism  B. Dengeki Bunko  C. Square Enix  D. Bandai Namco,A,Is Playism the publisher of Mitsurugi Kamui Hikae?,Is Dengeki Bunko the publisher of Mitsurugi Kamui Hikae?,What genre is the game Mitsurugi Kamui Hikae known for?,Which game was published by Playism?,Who is the CEO of the publisher of Mitsurugi Kamui Hikae?,Toshihiro Kondo,Which company is the CEO of the publisher of Mitsurugi Kamui Hikae associated with?,Nihon Falcom,In which year was the company associated with the CEO of the publisher of Mitsurugi Kamui Hikae founded?,1981,What is the primary industry of the company founded in 1981 that is associated with the CEO of the publisher of Mitsurugi Kamui Hikae?,Video games,What is the name of a popular video game series developed by the company in the video game industry founded in 1981 that is associated with the CEO of the publisher of Mitsurugi Kamui Hikae?,The Legend of Heroes
technology_software,Vite,developer,Evan You,Who is the developer of Vite?,Maarten van Haren,0.0,"['Evan You', 'Maarten van Haren', 'Rich Harris', 'Dan Abramov']",Who developed Vite?,A. Dan Abramov  B. Evan You  C. Rich Harris  D. Maarten van Haren,B,Is Evan You the developer of Vite?,Is Maarten van Haren the developer of Vite?,What is Vite primarily used for?,Who did Evan You develop?,What is the name of the company where the developer of Vite works?,Evan You,What is the primary programming language used by the developer of Vite?,JavaScript,What is the name of the framework primarily associated with the developer of Vite?,Vue.js,In which year was the framework primarily associated with the developer of Vite released?,2014,Which company sponsors the framework primarily associated with the developer of Vite?,"Vue.js is sponsored by various companies, including Netlify and GitHub."
technology_software,Oh My Zsh,programmed in,shell script,What was Oh My Zsh programmed in?,Ruby,0.0,"['shell script', 'Ruby', 'Python', 'JavaScript']",In which programming language was Oh My Zsh developed?,A. Python  B. Ruby  C. shell script  D. JavaScript,C,Was Oh My Zsh programmed in shell script?,Was Oh My Zsh programmed in Ruby?,What is a popular feature of Oh My Zsh?,Which software was programmed in shell script?,Who is the creator of the software that Oh My Zsh is programmed in?,Robby Russell,What is the primary occupation of the creator of the software that Oh My Zsh is programmed in?,Software Developer,Which company did the primary occupation of the creator of the software that Oh My Zsh is programmed in work for?,Planet Argon,In which city is the company located where the primary occupation of the creator of the software that Oh My Zsh is programmed in worked?,Portland,In which state is the city located where the company is situated that employs the primary occupation of the creator of the software that Oh My Zsh is programmed in?,Oregon
technology_software,Paint the Town Red,genre,beat 'em up,What is the genre of Paint the Town Red?,Murder Mystery,0.0,"[""beat 'em up"", 'Murder Mystery', 'Puzzle', 'Adventure']",Which genre does Paint the Town Red belong to?,A. Murder Mystery  B. Puzzle  C. beat 'em up  D. Adventure,C,Is the genre of Paint the Town Red beat 'em up?,Is the genre of Paint the Town Red Murder Mystery?,What is the main gameplay style of Paint the Town Red?,Which game belongs to the beat 'em up genre?,Who is the lead vocalist of the band that performed the song 'Paint the Town Red'?,Doja Cat,What is the birth name of the lead vocalist of the band that performed the song 'Paint the Town Red'?,Amala Ratna Zandile Dlamini,In which city was the lead vocalist of the band that performed the song 'Paint the Town Red' born?,Los Angeles,In which state is the city located where the lead vocalist of the band that performed the song 'Paint the Town Red' was born?,California,In which country is the state located where the city is situated that the lead vocalist of the band that performed the song 'Paint the Town Red' was born?,United States
