topic,type,subject,relation,object,question,label,output_gemma_2_9b_it
places_city,wh,Changsha,twinned administrative body,Malacca,Which city's twinned administrative body is Changsha?,Malacca,Kansas City
places_city,wh,Huéscar,twinned administrative body,Kolding,Which city's twinned administrative body is Huéscar?,Kolding,Almuñécar  
places_city,wh,Bregenz,office held by head of government,mayor,What is the office held by head of government of Bregenz?,mayor,Mayor
places_city,wh,Bregenz,twinned administrative body,Acre,Which city's twinned administrative body is Bregenz?,Acre,Lindau
places_city,wh,Balendra Shah,head of government,Kathmandu,Which city's head of government is Balendra Shah?,Kathmandu,Kathmandu  
places_city,wh,Battle of Tours,significant event,Poitiers,Which city's significant event is Battle of Tours?,Poitiers,Tours  
places_city,wh,Birmingham,country,United Kingdom,What is the country of Birmingham?,United Kingdom,England.  
places_city,wh,Birmingham,official language,English,What is the official language of Birmingham?,English,English  
places_city,wh,Tamil,official language,Chennai,Which city's official language is Tamil?,Chennai,Chennai
places_city,wh,Forsythia,official symbol,Seoul,Which city's official symbol is Forsythia?,Seoul,Atlanta  
places_city,wh,Bruck an der Leitha,twinned administrative body,Priverno,Which city's twinned administrative body is Bruck an der Leitha?,Priverno,Eisenstadt  
places_city,wh,Joensuu,twinned administrative body,Vilnius,Which city's twinned administrative body is Joensuu?,Vilnius,Oulu
places_city,wh,Hamilton,country,Canada,What is the country of Hamilton?,Canada,Canada  
places_city,wh,Hamilton,located in the administrative territorial entity,Ontario,What is the located in the administrative territorial entity of Hamilton?,Ontario,Canada.  
places_city,wh,Abel Caballero,head of government,Vigo,Which city's head of government is Abel Caballero?,Vigo,Vigo  
places_city,wh,Novelda,twinned administrative body,Carrara,Which city's twinned administrative body is Novelda?,Carrara,Altea
places_city,wh,Hudson River,located in or next to body of water,New York City,Which city's located in or next to body of water is Hudson River?,New York City,New York City  
places_city,wh,Port Louis,country,Mauritius,What is the country of Port Louis?,Mauritius,Mauritius  
places_city,wh,Tongeren,head of government,Patrick Dewael,Who is the head of government of Tongeren?,Patrick Dewael,Mayor.  
places_city,wh,Tongeren,official language,Dutch,What is the official language of Tongeren?,Dutch,Dutch  
places_city,wh,Maharashtra,located in the administrative territorial entity,Mumbai,Which city's located in the administrative territorial entity is Maharashtra?,Mumbai,Mumbai  
places_city,wh,San Cristóbal Ecatepec,twinned administrative body,Caracas,Which city's twinned administrative body is San Cristóbal Ecatepec?,Caracas,Tijuana  
places_city,wh,New Year's Day,public holiday,Hong Kong,Which city's public holiday is New Year's Day?,Hong Kong,Many cities.  
places_city,wh,Charlottenburg-Wilmersdorf,twinned administrative body,Gorzów Wielkopolski,Which city's twinned administrative body is Charlottenburg-Wilmersdorf?,Gorzów Wielkopolski,London
places_city,wh,Belfast,country,United Kingdom,What is the country of Belfast?,United Kingdom,Northern Ireland.  
places_city,wh,Golden Gate,located in or next to body of water,San Francisco,Which city's located in or next to body of water is Golden Gate?,San Francisco,San Francisco  
places_city,wh,Tel Aviv District,located in the administrative territorial entity,Tel Aviv,Which city's located in the administrative territorial entity is Tel Aviv District?,Tel Aviv,Tel Aviv  
places_city,wh,Charlotte,twinned administrative body,Kumasi,Which city's twinned administrative body is Charlotte?,Kumasi,Lyon
places_city,wh,Kabul River,located in or next to body of water,Kabul,Which city's located in or next to body of water is Kabul River?,Kabul,Kabul  
places_city,wh,Maracaibo,founded by,Ambrosius Ehinger,Who was Maracaibo founded by?,Ambrosius Ehinger,Alonso de Ojeda.  
places_city,wh,Maracaibo,country,Venezuela,What is the country of Maracaibo?,Venezuela,Venezuela  
places_city,wh,Josip Broz Tito,named after,Podgorica,Which city was named after Josip Broz Tito?,Podgorica,Titovgrad  
places_city,wh,Thomas Aquinas,patron saint,Priverno,Which city's patron saint is Thomas Aquinas?,Priverno,Rome  
places_city,wh,Saint-Maur-des-Fossés,twinned administrative body,Rimini,Which city's twinned administrative body is Saint-Maur-des-Fossés?,Rimini,London
places_city,wh,Stockholm,named after,trunk,What was Stockholm named after?,trunk,Stockholm's founder.  
places_city,wh,Stockholm,patron saint,Eric IX of Sweden,Who is the patron saint of Stockholm?,Eric IX of Sweden,Saint Eric.  
places_city,wh,Stockholm,significant event,1912 Summer Olympics,When is the significant event of Stockholm?,1912 Summer Olympics,Stockholm Syndrome.  
places_city,wh,Stockholm,official language,Swedish,What is the official language of Stockholm?,Swedish,Swedish.  
places_city,wh,Selinunte,culture,Ancient Greece,What is the culture of Selinunte?,Ancient Greece,Ancient Greek.  
places_city,wh,Selinunte,founded by,Megara Hyblaea,Who was Selinunte founded by?,Megara Hyblaea,Phoenicians.  
places_city,wh,Selinunte,located in the administrative territorial entity,Castelvetrano,What is the located in the administrative territorial entity of Selinunte?,Castelvetrano,Selinunte Archaeological Park  
places_city,wh,Chester,country,United Kingdom,What is the country of Chester?,United Kingdom,England.  
places_city,wh,East Lansing,twinned administrative body,Cluj-Napoca,Which city's twinned administrative body is East Lansing?,Cluj-Napoca,Lansing  
places_city,wh,Biarritz,twinned administrative body,Jerez de la Frontera,Which city's twinned administrative body is Biarritz?,Jerez de la Frontera,San Sebastián  
places_city,wh,2000 Summer Olympics,significant event,Sydney,Which city's significant event is 2000 Summer Olympics?,Sydney,Sydney
places_city,wh,Uvs Province,twinned administrative body,Taichung,Which city's twinned administrative body is Uvs Province?,Taichung,Bayan-Ölgii
places_city,wh,Alūksne,twinned administrative body,Kuopio,Which city's twinned administrative body is Alūksne?,Kuopio,Riga
places_city,wh,Savonlinna,twinned administrative body,Detmold,Which city's twinned administrative body is Savonlinna?,Detmold,Tampere  
places_city,wh,Elista,twinned administrative body,Lhasa,Which city's twinned administrative body is Elista?,Lhasa,Ulan-Ude  
places_city,wh,Province of Massa-Carrara,located in the administrative territorial entity,Carrara,Which city's located in the administrative territorial entity is Province of Massa-Carrara?,Carrara,Massa   
places_city,wh,Ems,located in or next to body of water,Gütersloh,Which city's located in or next to body of water is Ems?,Gütersloh,Emsdetten  
places_city,wh,Theodor Pfizer,head of government,Ulm,Which city's head of government is Theodor Pfizer?,Ulm,Berlin
places_city,wh,Middlesbrough,twinned administrative body,Dunkirk,Which city's twinned administrative body is Middlesbrough?,Dunkirk,Duisburg  
places_city,wh,Huntsville,twinned administrative body,Tainan,Which city's twinned administrative body is Huntsville?,Tainan,Tübingen
places_city,wh,Lake Maracaibo,named after,Maracaibo,Which city was named after Lake Maracaibo?,Maracaibo,Maracaibo  
places_city,wh,Grimsby,twinned administrative body,Banjul,Which city's twinned administrative body is Grimsby?,Banjul,Cuxhaven
places_city,wh,Port of Spain,located in/on physical feature,Trinidad,What is the located in/on physical feature of Port of Spain?,Trinidad,Trinidad.  
places_city,wh,Port of Spain,twinned administrative body,Lagos,Which city's twinned administrative body is Port of Spain?,Lagos,London
places_city,wh,Maribor,country,Slovenia,What is the country of Maribor?,Slovenia,Slovenia.  
places_city,wh,Einat Kalisch-Rotem,head of government,Haifa,Which city's head of government is Einat Kalisch-Rotem?,Haifa,Tel Aviv
places_city,wh,Hirakawa,twinned administrative body,Taichung,Which city's twinned administrative body is Hirakawa?,Taichung,Sapporo  
places_city,wh,Enkhuizen,located in or next to body of water,IJsselmeer,What is the located in or next to body of water of Enkhuizen?,IJsselmeer,Zuiderzee.  
places_city,wh,Valence,twinned administrative body,Asti,Which city's twinned administrative body is Valence?,Asti,Drôme.  
places_city,wh,Grudziądz,located in or next to body of water,Vistula,What is the located in or next to body of water of Grudziądz?,Vistula,Vistula River  
places_city,wh,Grudziądz,twinned administrative body,Gütersloh,Which city's twinned administrative body is Grudziądz?,Gütersloh,Gdańsk  
places_city,wh,Lesser Poland,historical region,Bielsko-Biała,Which city's historical region is Lesser Poland?,Bielsko-Biała,Krakow  
places_city,wh,Truro,country,United Kingdom,What is the country of Truro?,United Kingdom,Canada  
places_city,wh,Dushanbe,office held by head of government,mayor,What is the office held by head of government of Dushanbe?,mayor,Mayor
places_city,wh,Dushanbe,named after,Monday,When was Dushanbe named after?,Monday,Dushanbe.  
places_city,wh,Buzet,twinned administrative body,Koper,Which city's twinned administrative body is Buzet?,Koper,Saint-Jean-de-Luz
places_city,wh,Erfurt,country,Germany,What is the country of Erfurt?,Germany,Germany
places_city,wh,Pedro Arias Dávila,founded by,Panama City,Which city was founded by Pedro Arias Dávila?,Panama City,Panama City
places_city,wh,Vratsa,twinned administrative body,Frankfurt (Oder),Which city's twinned administrative body is Vratsa?,Frankfurt (Oder),Plovdiv  
places_city,wh,Nuuk,official language,Greenlandic,What is the official language of Nuuk?,Greenlandic,Greenlandic.  
places_city,wh,Algeciras,twinned administrative body,Tangier,Which city's twinned administrative body is Algeciras?,Tangier,Plymouth  
places_city,wh,Fürstenfeldbruck,twinned administrative body,Zadar,Which city's twinned administrative body is Fürstenfeldbruck?,Zadar,Woking  
places_city,wh,Montichiari,twinned administrative body,Pescara,Which city's twinned administrative body is Montichiari?,Pescara,Worcester  
places_city,wh,France,diplomatic relation,Singapore,Which city's diplomatic relation is France?,Singapore,Paris  
places_city,wh,Gwangju,twinned administrative body,Tainan,Which city's twinned administrative body is Gwangju?,Tainan,Atlanta
places_city,wh,Azov,twinned administrative body,Antalya,Which city's twinned administrative body is Azov?,Antalya,Mariupol  
places_city,wh,Modena,patron saint,Geminianus,What is the patron saint of Modena?,Geminianus,Saint Geminiano.  
places_city,wh,Modena,twinned administrative body,Almaty,Which city's twinned administrative body is Modena?,Almaty,Toronto  
places_city,wh,Coatbridge,twinned administrative body,Gatchina,Which city's twinned administrative body is Coatbridge?,Gatchina,Cottbus
places_city,wh,Karaganda,twinned administrative body,Cluj-Napoca,Which city's twinned administrative body is Karaganda?,Cluj-Napoca,Temirtau  
places_city,wh,Windsor,country,Canada,What is the country of Windsor?,Canada,Canada  
places_city,wh,Gela,twinned administrative body,Eleusis,Which city's twinned administrative body is Gela?,Eleusis,Syracuse   
places_city,wh,Burgas Municipality,twinned administrative body,Rotterdam,Which city's twinned administrative body is Burgas Municipality?,Rotterdam,Plymouth
places_city,wh,Dazhou,twinned administrative body,Zhytomyr,Which city's twinned administrative body is Dazhou?,Zhytomyr,Durban  
places_city,wh,Nogales,twinned administrative body,Kandahar,Which city's twinned administrative body is Nogales?,Kandahar,"Nogales, Arizona  "
places_city,wh,Regina,country,Canada,What is the country of Regina?,Canada,Canada  
places_city,wh,Regina,named after,Queen Victoria,What was Regina named after?,Queen Victoria,Regina.  
places_city,wh,Kuala Lumpur,present in work,Civilization V,What is the present in work of Kuala Lumpur?,Civilization V,Malaysian Ringgit.  
places_city,wh,Edirne,twinned administrative body,Kars,Which city's twinned administrative body is Edirne?,Kars,Constantinople  
places_city,wh,Sikhism,religion or worldview,Hong Kong,Which city's religion or worldview is Sikhism?,Hong Kong,Punjab  
places_city,wh,Timbuktu,located in the administrative territorial entity,Timbuktu Region,What is the located in the administrative territorial entity of Timbuktu?,Timbuktu Region,Timbuktu  
places_city,wh,Timbuktu,heritage designation,UNESCO World Heritage Site,What is the heritage designation of Timbuktu?,UNESCO World Heritage Site,World Heritage Site.  
places_city,wh,Timbuktu,country,Mali,What is the country of Timbuktu?,Mali,Mali  
places_city,wh,Marianne Borgen,head of government,Oslo,Which city's head of government is Marianne Borgen?,Oslo,Tromsø   
places_city,wh,Sarajevo,significant event,1984 Winter Olympics,When is the significant event of Sarajevo?,1984 Winter Olympics,Assassination of Archduke Franz Ferdinand.  
places_city,wh,Sarajevo,country,Bosnia and Herzegovina,What is the country of Sarajevo?,Bosnia and Herzegovina,Bosnia and Herzegovina.  
places_city,wh,Seoul Metropolitan Government,executive body,Seoul,Which city's executive body is Seoul Metropolitan Government?,Seoul,Seoul  
places_city,wh,Tsukuba,twinned administrative body,Shenzhen,Which city's twinned administrative body is Tsukuba?,Shenzhen,Champaign
places_city,wh,Songpa District,twinned administrative body,Christchurch,Which city's twinned administrative body is Songpa District?,Christchurch,Los Angeles
places_city,wh,Neolithic,time period,Byblos,Which city's time period is Neolithic?,Byblos,Jericho   
places_city,wh,Chinese New Year,public holiday,Hong Kong,Which city's public holiday is Chinese New Year?,Hong Kong,Hong Kong  
places_city,wh,Mecklenburg-Western Pomerania,located in the administrative territorial entity,Schwerin,Which city's located in the administrative territorial entity is Mecklenburg-Western Pomerania?,Schwerin,Rostock  
places_city,wh,Casablanca,country,Morocco,What is the country of Casablanca?,Morocco,Morocco.  
places_city,wh,Matera,twinned administrative body,Oulu,Which city's twinned administrative body is Matera?,Oulu,Nashville
places_city,wh,São Paulo,named after,Paul the Apostle,Who was São Paulo named after?,Paul the Apostle,Saint Paul.  
places_city,wh,São Paulo,country,Brazil,What is the country of São Paulo?,Brazil,Brazil.  
places_city,wh,Ōtsu,twinned administrative body,Würzburg,Which city's twinned administrative body is Ōtsu?,Würzburg,Kyoto
places_city,wh,Kiruna Municipality,twinned administrative body,Rovaniemi,Which city's twinned administrative body is Kiruna Municipality?,Rovaniemi,Luleå   
places_city,wh,Lake Worth Beach,twinned administrative body,Lappeenranta,Which city's twinned administrative body is Lake Worth Beach?,Lappeenranta,Mandeville
places_city,wh,Taedong River,located in or next to body of water,Pyongyang,Which city's located in or next to body of water is Taedong River?,Pyongyang,Pyongyang  
places_city,wh,Kingston upon Hull,country,United Kingdom,What is the country of Kingston upon Hull?,United Kingdom,England.  
places_city,wh,Urayasu,country,Japan,What is the country of Urayasu?,Japan,Japan  
places_city,wh,Tbilisi,country,Georgia,What is the country of Tbilisi?,Georgia,Georgia
places_city,wh,Tbilisi,official language,Georgian,What is the official language of Tbilisi?,Georgian,Georgian.  
places_city,wh,Tbilisi,head of government,Kakha Kaladze,Who is the head of government of Tbilisi?,Kakha Kaladze,Kakha Kaladze  
places_city,wh,Kirkuk,country,Iraq,What is the country of Kirkuk?,Iraq,Iraq  
places_city,wh,Neustrelitz,twinned administrative body,Rovaniemi,Which city's twinned administrative body is Neustrelitz?,Rovaniemi,Bad Doberan  
places_city,wh,Winnipeg,country,Canada,What is the country of Winnipeg?,Canada,Canada.  
places_city,wh,'s-Hertogenbosch,located in the administrative territorial entity,'s-Hertogenbosch,What is the located in the administrative territorial entity of 's-Hertogenbosch?,'s-Hertogenbosch,Netherlands  
places_city,wh,'s-Hertogenbosch,twinned administrative body,Trier,Which city's twinned administrative body is 's-Hertogenbosch?,Trier,Nottingham  
places_city,wh,'s-Hertogenbosch,located in the administrative territorial entity,'s-Hertogenbosch,Which city's located in the administrative territorial entity is 's-Hertogenbosch?,'s-Hertogenbosch,Netherlands  
places_city,wh,excommunication,significant event,Venice,Which city's significant event is excommunication?,Venice,Rome  
places_city,wh,Santa Cruz de La Palma,twinned administrative body,Buenos Aires,Which city's twinned administrative body is Santa Cruz de La Palma?,Buenos Aires,Las Palmas de Gran Canaria  
places_city,wh,Malo-les-Bains,replaces,Dunkirk,Which city replaces Malo-les-Bains?,Dunkirk,Bray-Dunes  
places_city,wh,Fujisawa,twinned administrative body,Windsor,Which city's twinned administrative body is Fujisawa?,Windsor,Santa Monica  
places_city,wh,Zabrze,patron saint,Camillus de Lellis,Who is the patron saint of Zabrze?,Camillus de Lellis,Saint Barbara.  
places_city,wh,Pentecost,significant event,Jerusalem,Which city's significant event is Pentecost?,Jerusalem,Jerusalem  
places_city,wh,Philippine Sea,location,Saipan,Which city's location is Philippine Sea?,Saipan,Manila
places_city,wh,Pakistan,diplomatic relation,Singapore,Which city's diplomatic relation is Pakistan?,Singapore,Islamabad  
places_city,wh,Edinburgh,country,United Kingdom,What is the country of Edinburgh?,United Kingdom,Scotland.  
places_city,wh,Edinburgh,present in work,Civilization V,What is the present in work of Edinburgh?,Civilization V,Pound sterling.  
places_city,wh,Saint Valentine,patron saint,Terni,Which city's patron saint is Saint Valentine?,Terni,Rome  
places_city,wh,Maramureș County,located in the administrative territorial entity,Baia Mare,Which city's located in the administrative territorial entity is Maramureș County?,Baia Mare,Baia Mare  
places_city,wh,Saipan,located in the administrative territorial entity,Saipan Municipality,What is the located in the administrative territorial entity of Saipan?,Saipan Municipality,Northern Mariana Islands.  
places_city,wh,Ron Huldai,head of government,Tel Aviv,Which city's head of government is Ron Huldai?,Tel Aviv,Tel Aviv
places_city,wh,Aichi Prefecture,twinned administrative body,Bangkok,Which city's twinned administrative body is Aichi Prefecture?,Bangkok,Indianapolis
places_city,wh,Moundou,twinned administrative body,Poitiers,Which city's twinned administrative body is Moundou?,Poitiers,N'Djamena  
places_city,wh,Jericho,official language,Arabic,What is the official language of Jericho?,Arabic,Arabic  
places_city,wh,Jericho,country,State of Palestine,What is the country of Jericho?,State of Palestine,Palestine  
places_city,wh,Niš,official language,Serbian,What is the official language of Niš?,Serbian,Serbian.  
places_city,wh,Niš,head of government,Darko Bulatović,Who is the head of government of Niš?,Darko Bulatović,Mayor
places_city,wh,Tibet,located in the administrative territorial entity,Lhasa,Which city's located in the administrative territorial entity is Tibet?,Lhasa,Lhasa  
places_city,wh,"René-Robert Cavelier, Sieur de La Salle",founded by,Kingston,"Which city was founded by René-Robert Cavelier, Sieur de La Salle?",Kingston,Fort St. Louis
places_city,wh,Monheim am Rhein,twinned administrative body,Wiener Neustadt,Which city's twinned administrative body is Monheim am Rhein?,Wiener Neustadt,Düsseldorf  
places_city,wh,Sorong,twinned administrative body,Nuuk,Which city's twinned administrative body is Sorong?,Nuuk,Darwin.  
places_city,wh,St. Pölten,named after,Hippolytus,What was St. Pölten named after?,Hippolytus,Saint Pölten.  
places_city,wh,Lappeenranta,country,Finland,What is the country of Lappeenranta?,Finland,Finland  
places_city,wh,Lappeenranta,official language,Finnish,What is the official language of Lappeenranta?,Finnish,Finnish.  
places_city,wh,Lappeenranta,located in or next to body of water,Saimaa,What is the located in or next to body of water of Lappeenranta?,Saimaa,Saimaa Lake  
places_city,wh,Lappeenranta,twinned administrative body,Kolding,Which city's twinned administrative body is Lappeenranta?,Kolding,Pori
places_city,wh,Helmond,located in the administrative territorial entity,North Brabant,What is the located in the administrative territorial entity of Helmond?,North Brabant,Netherlands  
places_city,wh,Alexandria Governorate,located in the administrative territorial entity,Alexandria,Which city's located in the administrative territorial entity is Alexandria Governorate?,Alexandria,Alexandria  
places_city,wh,Warwick,twinned administrative body,Saumur,Which city's twinned administrative body is Warwick?,Saumur,Rouen
places_city,wh,Andria,twinned administrative body,Durrës,Which city's twinned administrative body is Andria?,Durrës,"Andria, Italy "
places_city,wh,Kabul,present in work,Civilization V,What is the present in work of Kabul?,Civilization V,Challenging.  
places_city,wh,Hoorn,twinned administrative body,Malacca,Which city's twinned administrative body is Hoorn?,Malacca,Harwich  
places_city,wh,Masuda,twinned administrative body,Ningbo,Which city's twinned administrative body is Masuda?,Ningbo,Kashiwa  
places_city,wh,26/11 Mumbai attacks,significant event,Mumbai,Which city's significant event is 26/11 Mumbai attacks?,Mumbai,Mumbai  
places_city,wh,Cuernavaca,twinned administrative body,Acapulco,Which city's twinned administrative body is Cuernavaca?,Acapulco,Austin  
places_city,wh,Mali,country,Timbuktu,Which city's country is Mali?,Timbuktu,Africa  
places_city,wh,Asheville,twinned administrative body,Saumur,Which city's twinned administrative body is Asheville?,Saumur,Tsukuba
places_city,wh,Vietnam,diplomatic relation,Singapore,Which city's diplomatic relation is Vietnam?,Singapore,Hanoi  
places_city,wh,Vietnam,country,Haiphong,Which city's country is Vietnam?,Haiphong,Vietnam.  
places_city,wh,Zhangjiakou,twinned administrative body,Chambéry,Which city's twinned administrative body is Zhangjiakou?,Chambéry,Calgary  
places_city,wh,Yeosu,twinned administrative body,Port of Spain,Which city's twinned administrative body is Yeosu?,Port of Spain,Charleston.  
places_city,wh,Netherlands,diplomatic relation,Singapore,Which city's diplomatic relation is Netherlands?,Singapore,The Hague  
places_city,wh,Rur,located in or next to body of water,Roermond,Which city's located in or next to body of water is Rur?,Roermond,Rur.  
places_city,wh,Reykjavík,country,Iceland,What is the country of Reykjavík?,Iceland,Iceland
places_city,wh,Reykjavík,official language,Icelandic,What is the official language of Reykjavík?,Icelandic,Icelandic.  
places_city,wh,Reykjavík,located in the administrative territorial entity,Capital Region,What is the located in the administrative territorial entity of Reykjavík?,Capital Region,Hallgrímskirkja  
places_city,wh,San Francisco Bay Area,located in statistical territorial entity,San Francisco,Which city's located in statistical territorial entity is San Francisco Bay Area?,San Francisco,San Francisco  
places_city,wh,Şanlıurfa,twinned administrative body,Bremerhaven,What is the twinned administrative body of Şanlıurfa?,Bremerhaven,Gaziantep
places_city,wh,Kinshasa,located in or next to body of water,Congo,What is the located in or next to body of water of Kinshasa?,Congo,Congo River  
places_city,wh,Kinshasa,official language,French,What is the official language of Kinshasa?,French,French.  
places_city,wh,Kinshasa,founded by,Henry Morton Stanley,Who was Kinshasa founded by?,Henry Morton Stanley,Leopold II of Belgium.  
places_city,wh,Kinshasa,named after,Leopold II of Belgium,Who was Kinshasa named after?,Leopold II of Belgium,Leopold II.  
places_city,wh,Lewes,twinned administrative body,Blois,Which city's twinned administrative body is Lewes?,Blois,Newhaven  
places_city,wh,Damietta,twinned administrative body,Yangzhou,What is the twinned administrative body of Damietta?,Yangzhou,Port Said
places_city,wh,Damietta,country,Egypt,What is the country of Damietta?,Egypt,Egypt  
places_city,wh,Šumperk,twinned administrative body,Vaasa,Which city's twinned administrative body is Šumperk?,Vaasa,Leominster
places_city,wh,Norwegian,official language,Bergen,Which city's official language is Norwegian?,Bergen,Oslo
places_city,wh,Gijón,twinned administrative body,Puerto Vallarta,Which city's twinned administrative body is Gijón?,Puerto Vallarta,Bilbao  
places_city,wh,Lærdal,twinned administrative body,Jericho,Which city's twinned administrative body is Lærdal?,Jericho,"Lærdal, Norway "
places_city,wh,British Empire,located in the administrative territorial entity,Hong Kong,Which city's located in the administrative territorial entity is British Empire?,Hong Kong,London  
places_city,wh,Prostějov,country,Czech Republic,What is the country of Prostějov?,Czech Republic,Czech Republic  
places_city,wh,Prostějov,historical region,Moravia,What is the historical region of Prostějov?,Moravia,Moravia  
places_city,wh,Cotonou,country,Benin,What is the country of Cotonou?,Benin,Benin  
places_city,wh,Idea leuconoe,official symbol,Naha,Which city's official symbol is Idea leuconoe?,Naha,Athens  
places_city,wh,Kiryat Motzkin,twinned administrative body,Nyíregyháza,Which city's twinned administrative body is Kiryat Motzkin?,Nyíregyháza,Miami Beach.  
places_city,wh,Hérault,located in the administrative territorial entity,Béziers,Which city's located in the administrative territorial entity is Hérault?,Béziers,Montpellier  
places_city,wh,1912 Summer Olympics,significant event,Stockholm,Which city's significant event is 1912 Summer Olympics?,Stockholm,Stockholm  
places_city,wh,Maribor City Municipality,located in the administrative territorial entity,Maribor,Which city's located in the administrative territorial entity is Maribor City Municipality?,Maribor,Maribor  
places_city,wh,Eric Adams,head of government,New York City,Which city's head of government is Eric Adams?,New York City,New York City  
places_city,wh,Riohacha,twinned administrative body,Maracaibo,Which city's twinned administrative body is Riohacha?,Maracaibo,Santa Marta  
places_city,wh,Ebensee,twinned administrative body,Prato,Which city's twinned administrative body is Ebensee?,Prato,Salzburg
places_city,wh,Bilbao,location,Basque Autonomous Community,What is the location of Bilbao?,Basque Autonomous Community,Spain.  
places_city,wh,Lviv Oblast,twinned administrative body,Kaunas,Which city's twinned administrative body is Lviv Oblast?,Kaunas,Krakow
places_city,wh,Petra,heritage designation,UNESCO World Heritage Site,What is the heritage designation of Petra?,UNESCO World Heritage Site,World Heritage Site.  
places_city,wh,Petra,made from material,sandstone,What is the made from material of Petra?,sandstone,Sandstone.  
places_city,wh,Kwajalein,twinned administrative body,Taichung,Which city's twinned administrative body is Kwajalein?,Taichung,Rochester
places_city,wh,Luang Prabang,twinned administrative body,Chengdu,What is the twinned administrative body of Luang Prabang?,Chengdu,Xiangkhouang.  
places_city,wh,Luang Prabang,located in the administrative territorial entity,Luang Prabang Province,What is the located in the administrative territorial entity of Luang Prabang?,Luang Prabang Province,Luang Prabang.  
places_city,wh,Luang Prabang,country,Laos,What is the country of Luang Prabang?,Laos,Laos  
places_city,wh,Luang Prabang,heritage designation,UNESCO World Heritage Site,What is the heritage designation of Luang Prabang?,UNESCO World Heritage Site,World Heritage Site.  
places_city,wh,Luang Prabang,twinned administrative body,Chengdu,Which city's twinned administrative body is Luang Prabang?,Chengdu,Kyoto
places_city,wh,Sea of Galilee,located in or next to body of water,Tiberias,Which city's located in or next to body of water is Sea of Galilee?,Tiberias,Tiberias  
places_city,wh,St. Johann in Tirol,twinned administrative body,Rovaniemi,Which city's twinned administrative body is St. Johann in Tirol?,Rovaniemi,Kitzbühel
places_city,wh,Shiga Prefecture,twinned administrative body,Tainan,Which city's twinned administrative body is Shiga Prefecture?,Tainan,Kyoto
places_city,wh,Warsaw,present in work,Civilization V,What is the present in work of Warsaw?,Civilization V,Złoty.  
places_city,wh,Warsaw,located in or next to body of water,Vistula,What is the located in or next to body of water of Warsaw?,Vistula,Vistula River  
places_city,wh,Warsaw,head of government,Rafał Trzaskowski,Who is the head of government of Warsaw?,Rafał Trzaskowski,Rafał Trzaskowski  
places_city,wh,Warsaw,official language,Polish,What is the official language of Warsaw?,Polish,Polish
places_city,wh,Rognan,twinned administrative body,Niš,Which city's twinned administrative body is Rognan?,Niš,Bodø  
places_city,wh,Patrice Vergriete,head of government,Dunkirk,Which city's head of government is Patrice Vergriete?,Dunkirk,Rouen
places_city,wh,Nanchang,twinned administrative body,Skopje,Which city's twinned administrative body is Nanchang?,Skopje,Birmingham  
places_city,wh,Zacatecas,twinned administrative body,Prayagraj,Which city's twinned administrative body is Zacatecas?,Prayagraj,San Antonio
places_city,wh,New York City,official language,English,What is the official language of New York City?,English,English 
places_city,wh,New York City,located in the administrative territorial entity,New York,What is the located in the administrative territorial entity of New York City?,New York,Manhattan
places_city,wh,New York City,named after,James II of England,Who was New York City named after?,James II of England,Duke of York.  
places_city,wh,New York City,head of government,Eric Adams,Who is the head of government of New York City?,Eric Adams,Mayor
places_city,wh,New York City,office held by head of government,Mayor of New York City,What is the office held by head of government of New York City?,Mayor of New York City,Mayor
places_city,wh,New York City,significant event,September 11 attacks,When is the significant event of New York City?,September 11 attacks,"September 11, 2001.  "
places_city,wh,Nepal,country,Kathmandu,Which city's country is Nepal?,Kathmandu,Nepal
places_city,wh,Ottobrunn,twinned administrative body,Nauplion,Which city's twinned administrative body is Ottobrunn?,Nauplion,Teddington  
places_city,wh,James II of England,named after,New York City,Which city was named after James II of England?,New York City,Kingston.  
places_city,wh,Arizona,twinned administrative body,Tainan,Which city's twinned administrative body is Arizona?,Tainan,Mexico City  
places_city,wh,Leopold II of Belgium,named after,Kinshasa,Which city was named after Leopold II of Belgium?,Kinshasa,Leopoldville.  
places_city,wh,Inverness,located in the administrative territorial entity,Highland,What is the located in the administrative territorial entity of Inverness?,Highland,Scotland  
places_city,wh,Inverness,country,United Kingdom,What is the country of Inverness?,United Kingdom,Scotland  
places_city,wh,Orly,twinned administrative body,Pointe-à-Pitre,Which city's twinned administrative body is Orly?,Pointe-à-Pitre,Paris
places_city,wh,Trinidad,located in/on physical feature,Port of Spain,Which city's located in/on physical feature is Trinidad?,Port of Spain,Trinidad and Tobago.  
places_city,wh,Bergen,official language,Norwegian,What is the official language of Bergen?,Norwegian,Norwegian.  
places_city,wh,Bergen,country,Norway,What is the country of Bergen?,Norway,Norway  
places_city,wh,Bergen,head of government,Marte Mjøs Persen,Who is the head of government of Bergen?,Marte Mjøs Persen,Trude Drevland
places_city,wh,Milan,official language,Italian,What is the official language of Milan?,Italian,Italian.  
places_city,wh,Milan,patron saint,Ambrose,Who is the patron saint of Milan?,Ambrose,Ambrose
places_city,wh,Milan,head of government,Giuseppe Sala,Who is the head of government of Milan?,Giuseppe Sala,Mayor   
places_city,wh,Milan,present in work,Civilization V,What is the present in work of Milan?,Civilization V,Milan.  
places_city,wh,1968 Summer Olympics,significant event,Mexico City,Which city's significant event is 1968 Summer Olympics?,Mexico City,Mexico City  
