topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
technology_software,Super Puzzle Platformer Deluxe,has characteristic,indie game,indie game,What does Super Puzzle Platformer Deluxe have characteristic?,"Puzzles, Platforming, Deluxe Edition",0.0,"['indie game', 'Puzzles, Platforming, Deluxe Edition', 'arcade game', 'multiplayer game']",What is a characteristic of Super Puzzle Platformer Deluxe?,"A. arcade game  B. Puzzles, Platforming, Deluxe Edition  C. multiplayer game  D. indie game",D,Does Super Puzzle Platformer Deluxe have the characteristic of being an indie game?,"Does Super Puzzle Platformer Deluxe have the characteristic of being Puzzles, Platforming, Deluxe Edition?",What genre does Super Puzzle Platformer Deluxe belong to?,Which game has the characteristic of being an indie game?,What is the genre of the game that has the characteristic of Super Puzzle Platformer Deluxe?,Puzzle-platformer,Who is the developer of the game that has the genre of the game with the characteristic of Super Puzzle Platformer Deluxe?,Andrew Morrish,Which other game was developed by the developer of the game that has the genre of the game with the characteristic of Super Puzzle Platformer Deluxe?,Super Puzzle Platformer,On which platform was the other game developed by the developer of the game that has the genre of the game with the characteristic of Super Puzzle Platformer Deluxe released?,PC,In which year was the platform released that hosted the other game developed by the developer of the game that has the genre of the game with the characteristic of Super Puzzle Platformer Deluxe?,1981
technology_software,Bird,stock exchange,OTC Markets Group,OTC Markets Group,What is the stock exchange of Bird?,N/A (Bird is a private company),0.0,"['OTC Markets Group', 'N/A (Bird is a private company)', 'NASDAQ', 'New York Stock Exchange']",Which stock exchange is Bird listed on?,A. OTC Markets Group  B. New York Stock Exchange  C. NASDAQ  D. N/A (Bird is a private company),A,Is Bird listed on the OTC Markets Group?,Is Bird a private company?,What type of animal is a Bird?,Which company is listed on the OTC Markets Group?,What is the ticker symbol of the company Bird on the stock exchange?,BRDS,Who is the CEO of the company with the ticker symbol BRDS?,Travis VanderZanden,Which university did the CEO of the company with the ticker symbol BRDS attend?,University of Southern California,In which city is the university located that the CEO of the company with the ticker symbol BRDS attended?,Los Angeles,In which state is the city located where the university is situated that the CEO of the company with the ticker symbol BRDS attended?,California
technology_software,Nintendo Switch Online,platform,Nintendo Switch,Nintendo Switch,What is the platform of Nintendo Switch Online?,Online,0.0,"['Nintendo Switch', 'Online', 'PlayStation 4', 'Xbox One']",On which platform is Nintendo Switch Online available?,A. PlayStation 4  B. Online  C. Xbox One  D. Nintendo Switch,D,Is the platform of Nintendo Switch Online the Nintendo Switch?,Is the platform of Nintendo Switch Online Online?,What is a popular game available on the Nintendo Switch?,What online service is available on the Nintendo Switch?,Which company developed the platform for Nintendo Switch Online?,Nintendo,Who is the current president of the company that developed the platform for Nintendo Switch Online?,Shuntaro Furukawa,In which year did the current president of the company that developed the platform for Nintendo Switch Online assume office?,2018,Which university did the current president of the company that developed the platform for Nintendo Switch Online graduate from?,Waseda University,In which city is the university located where the current president of the company that developed the platform for Nintendo Switch Online graduated from?,Tokyo
technology_software,SentiOne,chief operating officer,Bartosz Baziński,Bartosz Baziński,Who is the chief operating officer of SentiOne?,I don't have real-time data. Please check the latest information online,0.0,"['Bartosz Baziński', ""I don't have real-time data. Please check the latest information online"", 'Anna Kowalska', 'John Smith']",Who holds the position of chief operating officer at SentiOne?,A. Bartosz Baziński  B. I don't have real-time data. Please check the latest information online  C. John Smith  D. Anna Kowalska,A,Is Bartosz Baziński the chief operating officer of SentiOne?,Is I don't have real-time data. Please check the latest information online the chief operating officer of SentiOne?,What industry is SentiOne primarily associated with?,Who is Bartosz Baziński the chief operating officer of?,Who is the spouse of the chief operating officer of SentiOne?,Anna Kowalska,Which company does the spouse of the chief operating officer of SentiOne work for?,TechCorp,What is the primary industry of the company where the spouse of the chief operating officer of SentiOne works?,Information Technology,In which city is the headquarters of the company where the spouse of the chief operating officer of SentiOne works located?,Warsaw,In which country is the city located where the headquarters of the company that employs the spouse of the chief operating officer of SentiOne is situated?,Poland
technology_software,NIKO: Through The Dream,has characteristic,indie game,indie game,What does NIKO: Through The Dream have characteristic?,"Ambient, Experimental",0.0,"['indie game', 'Ambient, Experimental', 'puzzle game', 'adventure game']",What characteristic does NIKO: Through The Dream possess?,"A. Ambient, Experimental  B. indie game  C. puzzle game  D. adventure game",B,Does NIKO: Through The Dream have the characteristic of being an indie game?,"Does NIKO: Through The Dream have the characteristic of being Ambient, Experimental?",What genre is NIKO: Through The Dream known for?,What game is characterized as an indie game?,What is the genre of the game that has the characteristic of NIKO: Through The Dream?,Puzzle-adventure,Which platform can you play the puzzle-adventure game that has the characteristic of NIKO: Through The Dream?,PC,Which digital distribution service offers the PC game that is a puzzle-adventure and has the characteristic of NIKO: Through The Dream?,Steam,Who developed the game available on Steam that is a puzzle-adventure and has the characteristic of NIKO: Through The Dream?,Studio Paint,"In which country is the developer Studio Paint, who created the game available on Steam that is a puzzle-adventure and has the characteristic of NIKO: Through The Dream, based?",Spain
technology_software,Hieroglyphika,platform,Microsoft Windows,Microsoft Windows,What is the platform of Hieroglyphika?,Parchment,0.0,"['Microsoft Windows', 'Parchment', 'Linux', 'macOS']",On which platform can Hieroglyphika be played?,A. Parchment  B. Microsoft Windows  C. Linux  D. macOS,B,Is the platform of Hieroglyphika Microsoft Windows?,Is the platform of Hieroglyphika Parchment?,What genre does the game Hieroglyphika belong to?,Which game is available on Microsoft Windows?,What is the genre of the game available on the platform of Hieroglyphika?,Roguelike,Who is the developer of the game that is a roguelike available on the platform of Hieroglyphika?,Antony Beck,Which other game was developed by the developer of the roguelike game available on the platform of Hieroglyphika?,The Last Hex,What is the release year of the other game developed by the developer of the roguelike game available on the platform of Hieroglyphika?,2019,Which publisher released the game that was developed by the developer of the roguelike game available on the platform of Hieroglyphika?,That Indie Studio
technology_software,Zen,developer,Yandex,Yandex,What is the developer of Zen?,Thich Nhat Hanh,0.0,"['Yandex', 'Thich Nhat Hanh', 'Google', 'Microsoft']",Who developed Zen?,A. Microsoft  B. Thich Nhat Hanh  C. Yandex  D. Google,C,Is Yandex the developer of Zen?,Is Thich Nhat Hanh the developer of Zen?,What is a popular search engine developed by Yandex?,What did Yandex develop?,What is the name of the company that the developer of Zen founded?,Zen Studios,In which country is the company that the developer of Zen founded located?,Hungary,What is the capital city of the country where the company that the developer of Zen founded is located?,Budapest,Which river flows through the capital city of the country where the company that the developer of Zen founded is located?,Danube,"In which sea does the river that flows through the capital city of the country where the company that the developer of Zen founded is located, ultimately empty?",Black Sea
technology_software,Uber,owned by,Morgan Stanley,Morgan Stanley,What was Uber owned by?,"Uber is a privately held company, not owned by another entity",0.0,"['Morgan Stanley', 'Uber is a privately held company, not owned by another entity', 'Goldman Sachs', 'JPMorgan Chase']",Who is the owner of Uber?,"A. Uber is a privately held company, not owned by another entity  B. JPMorgan Chase  C. Goldman Sachs  D. Morgan Stanley",D,Is Uber owned by Morgan Stanley?,"Is Uber owned by Uber is a privately held company, not owned by another entity?",What type of service is Uber known for providing?,What company does Morgan Stanley own?,Who is the CEO of the company that owns Uber?,Dara Khosrowshahi,Which company did the CEO of the company that owns Uber previously lead?,Expedia Group,In which year did the CEO of the company that owns Uber become the CEO of Expedia Group?,2005,Which university did the CEO of the company that owns Uber attend?,Brown University,In which city is the university located that the CEO of the company that owns Uber attended?,Providence
technology_software,NetEase Cloud Music,owned by,NetEase,NetEase,What was NetEase Cloud Music owned by?,Alibaba Group,0.0,"['NetEase', 'Alibaba Group', 'Tencent', 'Baidu']",Who is the owner of NetEase Cloud Music?,A. Baidu  B. NetEase  C. Alibaba Group  D. Tencent,B,Is NetEase Cloud Music owned by NetEase?,Is NetEase Cloud Music owned by Alibaba Group?,What type of service is NetEase Cloud Music known for?,What does NetEase own?,Who is the CEO of the company that owns NetEase Cloud Music?,William Ding,Which university did the CEO of the company that owns NetEase Cloud Music attend?,University of Electronic Science and Technology of China,In which city is the university located that the CEO of the company that owns NetEase Cloud Music attended?,Chengdu,In which province is the city located where the university that the CEO of the company that owns NetEase Cloud Music attended is situated?,Sichuan,In which country is the province located where the city is situated that contains the university the CEO of the company that owns NetEase Cloud Music attended?,China
technology_software,p0f,operating system,Linux,Linux,What is the operating system of p0f?,p0f doesn't have an operating system as it's a network,0.0,"['Linux', ""p0f doesn't have an operating system as it's a network"", 'Windows', 'macOS']",Which operating system does p0f run on?,A. Linux  B. p0f doesn't have an operating system as it's a network  C. macOS  D. Windows,A,Is the operating system of p0f Linux?,Is the operating system of p0f p0f doesn't have an operating system as it's a network?,What is p0f commonly used for?,Which tool runs on Linux as its operating system?,What is the primary programming language used to develop the operating system that p0f runs on?,C,Who is the creator of the primary programming language used to develop the operating system that p0f runs on?,Dennis Ritchie,Which company did the creator of the primary programming language used to develop the operating system that p0f runs on work for?,Bell Labs,In which year was the company founded where the creator of the primary programming language used to develop the operating system that p0f runs on worked?,1925,Who was the founder of the company that was founded in 1925 where the creator of the primary programming language used to develop the operating system that p0f runs on worked?,Alexander Graham Bell
technology_software,The Marvellous Miss Take,genre,stealth game,stealth game,What is the genre of The Marvellous Miss Take?,Comedy,0.0,"['stealth game', 'Comedy', 'Action', 'Puzzle']",Which genre does The Marvellous Miss Take belong to?,A. Puzzle  B. Comedy  C. Action  D. stealth game,D,Is the genre of The Marvellous Miss Take a stealth game?,Is the genre of The Marvellous Miss Take Comedy?,Who is the main character in The Marvellous Miss Take?,Which game belongs to the stealth game genre?,Who is the developer of the game that belongs to the genre of The Marvellous Miss Take?,Wonderstruck,What is another game developed by the developer of the game that belongs to the genre of The Marvellous Miss Take?,Boundless,Which platform is the other game developed by the developer of the game that belongs to the genre of The Marvellous Miss Take available on?,PC,What is the release year of the game available on PC that was developed by the developer of the game that belongs to the genre of The Marvellous Miss Take?,2018,Which game engine was used to develop the game released in 2018 that is available on PC and was developed by the developer of the game that belongs to the genre of The Marvellous Miss Take?,Unity
technology_software,Wartile,has characteristic,indie game,indie game,What does Wartile have characteristic?,"Tactics, Turn-based, Miniatures",0.0,"['indie game', 'Tactics, Turn-based, Miniatures', 'strategy game', 'board game']",What characteristic does Wartile possess?,"A. indie game  B. Tactics, Turn-based, Miniatures  C. board game  D. strategy game",A,Does Wartile have the characteristic of being an indie game?,"Does Wartile have the characteristic of Tactics, Turn-based, Miniatures?",What genre is Wartile known for?,Which game is characterized as an indie game?,What is the genre of the game that has the characteristic of Wartile?,Strategy,Which company developed the game that has the characteristic of Wartile?,Playwood Project,In which country is the company located that developed the game with the characteristic of Wartile?,Denmark,What is the capital city of the country where the company that developed the game with the characteristic of Wartile is located?,Copenhagen,What is the population of the capital city of the country where the company that developed the game with the characteristic of Wartile is located?,"Approximately 794,000"
technology_software,Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay,distribution format,digital distribution,digital distribution,What is the distribution format of Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay?,"Digital (Download or Disc) - PC, Mac, PS3, Xbox",0.0,"['digital distribution', 'Digital (Download or Disc) - PC, Mac, PS3, Xbox', 'physical disc', 'streaming service']",In what format is Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay distributed?,"A. digital distribution  B. streaming service  C. Digital (Download or Disc) - PC, Mac, PS3, Xbox  D. physical disc",A,Is the distribution format of Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay digital distribution?,"Is the distribution format of Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay Digital (Download or Disc) - PC, Mac, PS3, Xbox?",Who developed Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay?,Which game is distributed in digital distribution format?,Which company distributed Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay?,Telltale Games,Who was the CEO of the company that distributed Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay?,Dan Connors,Which university did the CEO of the company that distributed Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay attend?,"University of California, Santa Cruz",In which city is the university located that the CEO of the company that distributed Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay attended?,Santa Cruz,In which state is the city located where the university is situated that the CEO of the company that distributed Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay attended?,California
technology_software,News Channel,country,Japan,Japan,What is the country of News Channel?,"USA (for example, CNN, Fox News) or UK (for example,",0.0,"['Japan', 'USA', 'UK', 'Canada']",Which country is associated with News Channel?,"A. UK  B. Canada  C. Japan  D. USA (for example, CNN, Fox News) or UK (for example,",C,Is the country of News Channel Japan?,Is the country of News Channel USA?,What is a popular news channel in Japan?,Which news channel is from Japan?,What is the capital city of the country where the News Channel is based?,"Washington, D.C.",Which river flows through the capital city of the country where the News Channel is based?,Potomac River,What is the name of the famous monument located near the river that flows through the capital city of the country where the News Channel is based?,Washington Monument,"Who was the first president of the country where the News Channel is based, after whom the famous monument near the river in the capital city is named?",George Washington,In which year did the first president of the country where the News Channel is based take office?,1789
technology_software,Google+,chief executive officer,Bradley Horowitz,Bradley Horowitz,Who is the chief executive officer of Google+?,Google+ does not have a CEO as it was shut down in 20,0.0,"['Bradley Horowitz', 'Google+ does not have a CEO as it was shut down in 2019', 'Sundar Pichai', 'Larry Page']",Who holds the position of chief executive officer at Google+?,A. Google+ does not have a CEO as it was shut down in 20  B. Bradley Horowitz  C. Sundar Pichai  D. Larry Page,B,Is Bradley Horowitz the chief executive officer of Google+?,Is it true that Google+ does not have a CEO as it was shut down in 2019?,What is a well-known product developed by Google?,Who is Bradley Horowitz the chief executive officer of?,Who is the spouse of the chief executive officer of Google+?,Susan Wojcicki,Which university did the spouse of the chief executive officer of Google+ attend for their undergraduate studies?,Harvard University,In which city is the university that the spouse of the chief executive officer of Google+ attended located?,Cambridge,In which state is the city located where the university that the spouse of the chief executive officer of Google+ attended is situated?,Massachusetts,In which country is the state located where the city is situated that contains the university the spouse of the chief executive officer of Google+ attended?,United States
technology_software,FAAC,writable file format,Advanced Audio Coding,Advanced Audio Coding,What is the writable file format of FAAC?,WAV,0.0,"['Advanced Audio Coding', 'WAV', 'MP3', 'FLAC']",Which file format can be written by FAAC?,A. FLAC  B. Advanced Audio Coding  C. WAV  D. MP3,B,Is the writable file format of FAAC Advanced Audio Coding?,Is the writable file format of FAAC WAV?,What is a well-known feature of FAAC?,Which software uses Advanced Audio Coding as a writable file format?,Which software uses the FAAC writable file format?,Audacity,What is the primary function of the software that uses the FAAC writable file format?,Audio editing,Which operating systems support the primary function of the software that uses the FAAC writable file format?,"Windows, macOS, Linux",Who developed the operating systems that support the primary function of the software that uses the FAAC writable file format?,"Microsoft, Apple, Open Source Community",In which year was the company that developed the Windows operating system founded?,1975
technology_software,Zen,copyright license,freeware,freeware,What is the copyright license of Zen?,MIT License,0.0,"['freeware', 'MIT License', 'GPL', 'Apache License']",Under what copyright license is Zen distributed?,A. Apache License  B. freeware  C. MIT License  D. GPL,B,Is the copyright license of Zen freeware?,Is the copyright license of Zen MIT License?,What type of software is Zen?,Which software has a copyright license of freeware?,Who is the author of the work that has a Zen copyright license?,Paul Chiusano,What is the title of the work authored by Paul Chiusano that has a Zen copyright license?,Functional Programming in Scala,Which publisher released the book titled 'Functional Programming in Scala' authored by Paul Chiusano?,Manning Publications,In which year was the book 'Functional Programming in Scala' published by Manning Publications?,2014,Which programming language is primarily discussed in the book 'Functional Programming in Scala' published in 2014 by Manning Publications?,Scala
technology_software,KuGou,platform,iOS,iOS,What is the platform of KuGou?,Music,0.0,"['iOS', 'Music', 'Android', 'Windows']",On which platform is KuGou available?,A. iOS  B. Music  C. Android  D. Windows,A,Is the platform of KuGou iOS?,Is the platform of KuGou Music?,What type of service does KuGou provide?,Which application is available on iOS?,What type of content is primarily available on the KuGou platform?,Music,Which company owns the platform that primarily offers music content called KuGou?,Tencent Music Entertainment,In which country is the company that owns the platform KuGou based?,China,What is the official language of the country where the company that owns the platform KuGou is based?,Mandarin Chinese,What is the writing system used for the official language of the country where the company that owns the platform KuGou is based?,Simplified Chinese
technology_software,Way of the Red,language of work or name,English,English,What is the language of work or name of Way of the Red?,Way of the Red (also known as Leng in some sources) is a,0.0,"['English', 'Way of the Red (also known as Leng in some sources) is a', 'Spanish', 'French']",In what language is Way of the Red written?,A. English  B. Spanish  C. Way of the Red (also known as Leng in some sources) is a  D. French,A,Is the language of work or name of Way of the Red English?,Is the language of work or name of Way of the Red Way of the Red (also known as Leng in some sources) is a?,Who is the author of Way of the Red?,What work or name is in English?,Who is the author of the work 'Way of the Red'?,James A. Moore,What is the nationality of the author of the work 'Way of the Red'?,American,In which state was the American author of the work 'Way of the Red' born?,Georgia,What is the capital city of the state where the American author of the work 'Way of the Red' was born?,Atlanta,Which major river flows through the capital city of the state where the American author of the work 'Way of the Red' was born?,Chattahoochee River
technology_software,Plotly,operating system,cross-platform,cross-platform,What is the operating system of Plotly?,"Plotly is a web-based graphing library, not an operating system",0.0,"['cross-platform', 'Plotly is a web-based graphing library, not an operating system', 'Windows', 'Linux']",Which operating system does Plotly use?,"A. cross-platform  B. Linux  C. Windows  D. Plotly is a web-based graphing library, not an operating system",A,Is the operating system of Plotly cross-platform?,"Is the operating system of Plotly 'Plotly is a web-based graphing library, not an operating system'?",What type of library is Plotly known for?,Which software uses a cross-platform operating system?,What is the primary programming language used by the operating system that Plotly supports?,Python,Who is the creator of the primary programming language used by the operating system that Plotly supports?,Guido van Rossum,In which year was the primary programming language created by the person who developed the operating system that Plotly supports?,1991,Which organization currently oversees the development of the primary programming language created in 1991 by the person who developed the operating system that Plotly supports?,Python Software Foundation,In which country is the organization located that currently oversees the development of the primary programming language created in 1991 by the person who developed the operating system that Plotly supports?,United States
technology_software,SentiOne,headquarters location,Gdańsk,Gdańsk,What is the headquarters location of SentiOne?,"Warsaw, Poland",0.0,"['Gdańsk', 'Warsaw, Poland', 'Kraków', 'Wrocław']",Where is the headquarters of SentiOne located?,"A. Wrocław  B. Gdańsk  C. Kraków  D. Warsaw, Poland",B,Is the headquarters location of SentiOne in Gdańsk?,"Is the headquarters location of SentiOne in Warsaw, Poland?",What industry is SentiOne known for?,Which company has its headquarters located in Gdańsk?,What is the country of the headquarters location of SentiOne?,Poland,What is the official language of the country where the headquarters of SentiOne is located?,Polish,What is the currency used in the country where the headquarters of SentiOne is located?,Polish złoty,What is the capital city of the country where the headquarters of SentiOne is located?,Warsaw,What is the population of the capital city of the country where the headquarters of SentiOne is located?,1.8 million
technology_software,NIKO: Through The Dream,platform,Microsoft Windows,Microsoft Windows,What is the platform of NIKO: Through The Dream?,PC,0.0,"['Microsoft Windows', 'PC', 'MacOS', 'Linux']",On which platform can you play NIKO: Through The Dream?,A. Microsoft Windows  B. PC  C. Linux  D. MacOS,A,Is the platform of NIKO: Through The Dream Microsoft Windows?,Is the platform of NIKO: Through The Dream PC?,What genre does NIKO: Through The Dream belong to?,Which game is available on Microsoft Windows?,Which company developed the platform for NIKO: Through The Dream?,Studio Paint,What is the headquarters location of the company that developed the platform for NIKO: Through The Dream?,Spain,What is the official language of the country where the headquarters of the company that developed the platform for NIKO: Through The Dream is located?,Spanish,What is the population of the country where the official language is Spanish and the headquarters of the company that developed the platform for NIKO: Through The Dream is located?,Approximately 47 million,What is the capital city of the country with a population of approximately 47 million where the official language is Spanish and the headquarters of the company that developed the platform for NIKO: Through The Dream is located?,Madrid
technology_software,TILA App,language of work or name,Spanish,Spanish,What is the language of work or name of TILA App?,TILA App language: English,0.0,"['Spanish', 'TILA App language: English', 'French', 'German']",In which language is the TILA App available?,A. French  B. TILA App language: English  C. German  D. Spanish,D,Is the language of work or name of TILA App Spanish?,Is the language of work or name of TILA App TILA App language: English?,What is the primary function of the TILA App?,Which app has Spanish as its language of work or name?,What is the primary language of the TILA App?,English,Which country predominantly speaks the primary language of the TILA App?,United States,What is the capital city of the country that predominantly speaks the primary language of the TILA App?,"Washington, D.C.",Which river flows through the capital city of the country that predominantly speaks the primary language of the TILA App?,Potomac River,Which ocean does the river that flows through the capital city of the country that predominantly speaks the primary language of the TILA App eventually drain into?,Atlantic Ocean
technology_software,Two Worlds II Castle Defense,developer,Reality Pump Studios,Reality Pump Studios,What is the developer of Two Worlds II Castle Defense?,Toplitz Productions,0.0,"['Reality Pump Studios', 'Toplitz Productions', 'CD Projekt Red', 'Bethesda Game Studios']",Who developed Two Worlds II Castle Defense?,A. Bethesda Game Studios  B. CD Projekt Red  C. Reality Pump Studios  D. Toplitz Productions,C,Is Reality Pump Studios the developer of Two Worlds II Castle Defense?,Is Toplitz Productions the developer of Two Worlds II Castle Defense?,What genre is the game Two Worlds II Castle Defense?,Which game was developed by Reality Pump Studios?,What is another game developed by the developer of Two Worlds II Castle Defense?,Two Worlds II,What is the genre of another game developed by the developer of Two Worlds II Castle Defense?,Role-playing,Which platform is another game developed by the developer of Two Worlds II Castle Defense available on?,PC,What is the release year of another game developed by the developer of Two Worlds II Castle Defense?,2010,Who is the publisher of another game developed by the developer of Two Worlds II Castle Defense?,TopWare Interactive
technology_software,Everyday Genius: SquareLogic,game mode,single-player video game,single-player video game,What is the game mode of Everyday Genius: SquareLogic?,Puzzle,0.0,"['single-player video game', 'Puzzle', 'multiplayer game', 'co-op mode']",Which game mode is featured in Everyday Genius: SquareLogic?,A. Puzzle  B. multiplayer game  C. co-op mode  D. single-player video game,D,Is the game mode of Everyday Genius: SquareLogic a single-player video game?,Is the game mode of Everyday Genius: SquareLogic a Puzzle?,What genre does Everyday Genius: SquareLogic belong to?,Which game features a single-player video game mode?,What is the most popular game mode in Everyday Genius: SquareLogic?,Puzzle Mode,Which company developed the most popular game mode in Everyday Genius: SquareLogic?,TrueThought,In which year was the company that developed the most popular game mode in Everyday Genius: SquareLogic founded?,2008,Who was the CEO of the company in the year it was founded that developed the most popular game mode in Everyday Genius: SquareLogic?,John Doe,Which university did the CEO attend who led the company in the year it was founded that developed the most popular game mode in Everyday Genius: SquareLogic?,Stanford University
technology_software,Adobe InDesign,language of work or name,multiple languages,multiple languages,What is the language of work or name of Adobe InDesign?,Adobe InDesign's language is English,0.0,"['multiple languages', ""Adobe InDesign's language is English"", 'Spanish', 'French']",In which languages is Adobe InDesign available?,A. Adobe InDesign's language is English  B. multiple languages  C. Spanish  D. French,B,Is the language of work or name of Adobe InDesign multiple languages?,Is the language of work or name of Adobe InDesign Adobe InDesign's language is English?,What type of software is Adobe InDesign known for?,Which software is available in multiple languages?,What is the primary programming language used to develop Adobe InDesign?,C++,Who is the creator of the primary programming language used to develop Adobe InDesign?,Bjarne Stroustrup,Which university did the creator of the primary programming language used to develop Adobe InDesign work at?,Texas A&M University,In which city is the university located where the creator of the primary programming language used to develop Adobe InDesign worked?,College Station,In which state is the city located where the university is situated that employed the creator of the primary programming language used to develop Adobe InDesign?,Texas
technology_software,FortressCraft Evolved,has characteristic,indie game,indie game,What does FortressCraft Evolved have characteristic?,"Sandbox, Voxel-based, Multiplayer",0.0,"['indie game', 'Sandbox, Voxel-based, Multiplayer', 'strategy game', 'first-person shooter']",What is a characteristic of FortressCraft Evolved?,"A. strategy game  B. indie game  C. Sandbox, Voxel-based, Multiplayer  D. first-person shooter",B,Does FortressCraft Evolved have the characteristic of being an indie game?,"Does FortressCraft Evolved have the characteristic of being a Sandbox, Voxel-based, Multiplayer game?",What genre does FortressCraft Evolved belong to?,Which game is characterized as an indie game?,What is the primary genre of the game that has the characteristic of FortressCraft Evolved?,Sandbox,"Which platform is the primary genre game, that has the characteristic of FortressCraft Evolved, available on?",PC,Which company developed the platform game that has the primary genre of the game with the characteristic of FortressCraft Evolved?,ProjectorGames,Who is the founder of the company that developed the platform game with the primary genre of the game that has the characteristic of FortressCraft Evolved?,Adam Sawkins,Which country is the founder from who created the company that developed the platform game with the primary genre of the game that has the characteristic of FortressCraft Evolved?,United Kingdom
technology_software,Webtoon,distributed by,Google Play,Google Play,What was Webtoon distributed by?,Naver (in South Korea) and Line Webtoon (globally),0.0,"['Google Play', 'Naver (in South Korea) and Line Webtoon (globally)', 'Apple App Store', 'Amazon Appstore']",Who distributed Webtoon?,A. Google Play  B. Apple App Store  C. Naver (in South Korea) and Line Webtoon (globally)  D. Amazon Appstore,A,Was Webtoon distributed by Google Play?,Was Webtoon distributed by Naver (in South Korea) and Line Webtoon (globally)?,What type of content is primarily featured on Webtoon?,What platform distributed Google Play?,Which company distributes Webtoon?,Naver Corporation,Who is the CEO of the company that distributes Webtoon?,Han Seong-sook,Which university did the CEO of the company that distributes Webtoon attend?,Seoul National University,In which city is the university located that the CEO of the company distributing Webtoon attended?,Seoul,In which country is the city located where the university attended by the CEO of the company distributing Webtoon is situated?,South Korea
technology_software,WOT Services,location of formation,Helsinki,Helsinki,What is the location of formation of WOT Services?,United States,0.0,"['Helsinki', 'United States', 'London', 'Tokyo']",Where was WOT Services founded?,A. Tokyo  B. London  C. Helsinki  D. United States,C,Is the location of formation of WOT Services Helsinki?,Is the location of formation of WOT Services the United States?,What type of services does WOT Services provide?,Which company was formed in Helsinki?,What is the capital city of the country where WOT Services was formed?,Helsinki,Which famous landmark is located in the capital city of the country where WOT Services was formed?,Helsinki Cathedral,Who was the architect of the famous landmark located in the capital city of the country where WOT Services was formed?,Carl Ludvig Engel,In which year was the architect of the famous landmark in the capital city of the country where WOT Services was formed born?,1778,Which country was the birthplace of the architect born in 1778 who designed the famous landmark in the capital city of the country where WOT Services was formed?,Germany
technology_software,Flame Over,distribution format,digital distribution,digital distribution,What is the distribution format of Flame Over?,"""Digital""",0.0,"['digital distribution', 'Digital', 'physical copy', 'streaming service']",In what format is Flame Over distributed?,"A. physical copy  B. streaming service  C. ""Digital""  D. digital distribution",D,Is the distribution format of Flame Over digital distribution?,Is the distribution format of Flame Over Digital?,What genre does Flame Over belong to?,Which game is distributed in digital distribution format?,Which company distributed the game Flame Over?,Laughing Jackal,Who is the founder of the company that distributed the game Flame Over?,Alasdair Evans,Which other game was developed by the company whose founder is Alasdair Evans?,OMG HD Zombies!,In which year was the game developed by the company whose founder is Alasdair Evans released?,2013,Which gaming platform was the game released on in 2013 by the company whose founder is Alasdair Evans?,PlayStation Vita
technology_software,DiDi,headquarters location,Beijing,Beijing,What is the headquarters location of DiDi?,China,0.0,"['Beijing', 'China', 'Shanghai', 'Shenzhen']",Where is DiDi's headquarters located?,A. Beijing  B. Shenzhen  C. Shanghai  D. China,A,Is the headquarters location of DiDi in Beijing?,Is the headquarters location of DiDi in China?,What type of services is DiDi known for?,Which company's headquarters is located in Beijing?,What is the country of the headquarters location of DiDi?,China,What is the capital city of the country where the headquarters of DiDi is located?,Beijing,What is the population of the capital city of the country where the headquarters of DiDi is located?,21 million,What is the name of the largest airport in the capital city of the country where the headquarters of DiDi is located?,Beijing Capital International Airport,Which airline has its main hub at the largest airport in the capital city of the country where the headquarters of DiDi is located?,Air China
