topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
human_scientist,Pierre Charles Le Monnier,student,Jérôme Lalande,Jérôme Lalande,Who is the student of Pierre Charles Le Monnier?,Lalande (Jean-Sylvain),0.0,"['Jérôme Lalande', 'Lalande (Jean-Sylvain)', 'Jean-Baptiste Biot', 'Joseph Fourier']",Who studied under Pierre Charles Le Monnier?,A. Jérôme Lalande  B. Lalande (Jean-Sylvain)  C. Joseph Fourier  D. Jean-Baptiste Biot,A,Is Jérôme Lalande the student of Pierre Charles Le Monnier?,Is Lalande (Jean-Sylvain) the student of Pierre Charles Le Monnier?,What is Pierre Charles Le Monnier known for in the field of astronomy?,Who is the teacher of Jérôme Lalande?,Who was a notable student of Pierre Charles Le Monnier?,Pierre-Simon Laplace,What is a significant contribution made by the notable student of Pierre Charles Le Monnier?,Laplace's equation,In which field is the significant contribution made by the notable student of Pierre Charles Le Monnier?,Mathematics,Which branch of mathematics does the significant contribution made by the notable student of Pierre Charles Le Monnier belong to?,Partial differential equations,Who is a famous mathematician known for their work in the same branch of mathematics as the significant contribution made by the notable student of Pierre Charles Le Monnier?,Joseph Fourier
human_scientist,David Kay,place of death,Ocean View,Ocean View,What is the place of death of David Kay?,Iraq,0.0,"['Ocean View', 'Iraq', 'Paris', 'New York']",Where did David Kay pass away?,A. Ocean View  B. New York  C. Iraq  D. Paris,A,Did David Kay die in Ocean View?,Did David Kay die in Iraq?,What is David Kay known for?,Who died in Ocean View?,What is the capital city of the place where David Kay died?,"Washington, D.C.",Which river flows through the capital city of the place where David Kay died?,Potomac River,What is the name of the famous monument located near the river that flows through the capital city of the place where David Kay died?,Washington Monument,Who was the architect of the famous monument located near the river that flows through the capital city of the place where David Kay died?,Robert Mills,In which year was the architect born who designed the famous monument located near the river that flows through the capital city of the place where David Kay died?,1781
human_scientist,Landell de Moura,sex or gender,male,male,What is the sex or gender of Landell de Moura?,Not specified in the provided information,0.0,"['male', 'Not specified in the provided information', 'female', 'non-binary']",What gender does Landell de Moura identify as?,A. non-binary  B. female  C. male  D. Not specified in the provided information,C,Is the sex or gender of Landell de Moura male?,Is the sex or gender of Landell de Moura not specified in the provided information?,What is Landell de Moura known for?,Who is male in this context?,Who was the spouse of Landell de Moura?,Landell de Moura was a Catholic priest and did not have a spouse.,Which religious order did the Catholic priest Landell de Moura belong to?,Roman Catholic Church,In which country is the religious order that Landell de Moura belonged to primarily based?,Vatican City,What is the official language of the country where the religious order that Landell de Moura belonged to is based?,Latin,What is the name of the head of the religious order that Landell de Moura belonged to?,The Pope
human_scientist,Zack Snyder,religion or worldview,Christian Science,Christian Science,What is the religion or worldview of Zack Snyder?,Not specified publicly,0.0,"['Christian Science', 'Not specified publicly', 'Buddhism', 'Atheism']",What faith or belief system does Zack Snyder follow?,A. Not specified publicly  B. Atheism  C. Christian Science  D. Buddhism,C,Is Zack Snyder's religion or worldview Christian Science?,Is Zack Snyder's religion or worldview not specified publicly?,What is a notable film directed by Zack Snyder?,Who is a notable follower of Christian Science?,What is the religion or worldview of Zack Snyder's spouse?,Christianity,"Which church does the spouse of Zack Snyder, who follows Christianity, attend?",Saddleback Church,In which city is the church located that Zack Snyder's spouse attends?,Lake Forest,In which state is the city located where the church that Zack Snyder's spouse attends is situated?,California,In which country is the state located where the city is situated that contains the church Zack Snyder's spouse attends?,United States
human_scientist,Max Factor,place of death,Beverly Hills,Beverly Hills,What is the place of death of Max Factor?,Hollywood (CA),0.0,"['Beverly Hills', 'Hollywood (CA)', 'Los Angeles', 'San Francisco']",Where did Max Factor pass away?,A. Los Angeles  B. San Francisco  C. Beverly Hills  D. Hollywood (CA),C,Did Max Factor die in Beverly Hills?,Did Max Factor die in Hollywood (CA)?,What is Max Factor well-known for?,Who died in Beverly Hills?,Who was the spouse of the person who died in the place where Max Factor died?,Josephine Factor,What was the profession of the spouse of the person who died in the place where Max Factor died?,Homemaker,What is the name of the city where the spouse of the person who was a homemaker and died in the place where Max Factor died lived?,Los Angeles,What is the name of the state where the city is located where the spouse of the person who was a homemaker and died in the place where Max Factor died lived?,California,What is the name of the country where the state is located that contains the city where the spouse of the person who was a homemaker and died in the place where Max Factor died lived?,United States
human_scientist,Karl Wien,father,Wilhelm Wien,Wilhelm Wien,Who is the father of Karl Wien?,Gustav Wien,0.0,"['Wilhelm Wien', 'Gustav Wien', 'Max Wien', 'Albert Wien']",Who is Karl Wien's father?,A. Wilhelm Wien  B. Gustav Wien  C. Albert Wien  D. Max Wien,A,Is Wilhelm Wien the father of Karl Wien?,Is Gustav Wien the father of Karl Wien?,What is Karl Wien known for?,Who is the son of Wilhelm Wien?,Who is the spouse of Karl Wien's father?,Karl Wien's mother,What is the profession of the spouse of Karl Wien's father?,Unknown,Which country was the spouse of Karl Wien's father born in?,Unknown,What is the native language of the country where the spouse of Karl Wien's father was born?,Unknown,What is the most popular dish in the country where the spouse of Karl Wien's father was born?,Unknown
human_scientist,Benjamin List,sex or gender,male,male,What is the sex or gender of Benjamin List?,Not specified (or known publicly),0.0,"['male', 'Not specified (or known publicly)', 'female', 'non-binary']",What gender does Benjamin List identify as?,A. female  B. Not specified (or known publicly)  C. non-binary  D. male,D,Is the sex or gender of Benjamin List male?,Is the sex or gender of Benjamin List Not specified (or known publicly)?,What notable achievement is Benjamin List known for?,Who is male in this context?,Who is the spouse of Benjamin List?,Sabine List,What is the profession of the spouse of Benjamin List?,Chemist,Which university did the spouse of Benjamin List work at?,University of Cologne,In which city is the university where the spouse of Benjamin List worked located?,Cologne,In which country is the city located where the university that the spouse of Benjamin List worked at is situated?,Germany
human_scientist,Ben Goldacre,employer,University of Oxford,University of Oxford,What is the employer of Ben Goldacre?,The Guardian (UK),0.0,"['University of Oxford', 'The Guardian (UK)', 'Harvard University', 'BBC']",Who employs Ben Goldacre?,A. Harvard University  B. University of Oxford  C. BBC  D. The Guardian (UK),B,Is the University of Oxford the employer of Ben Goldacre?,Is The Guardian (UK) the employer of Ben Goldacre?,What is a notable book written by Ben Goldacre?,Who is employed by the University of Oxford?,Who is the current employer of Ben Goldacre?,University of Oxford,Which college is part of the current employer of Ben Goldacre?,All Souls College,Who is a notable fellow of the college that is part of the current employer of Ben Goldacre?,Isaiah Berlin,What is the nationality of the notable fellow of the college that is part of the current employer of Ben Goldacre?,British,Which famous philosopher shares the same nationality as the notable fellow of the college that is part of the current employer of Ben Goldacre?,Bertrand Russell
human_scientist,Peter Debye,place of death,Ithaca,Ithaca,What is the place of death of Peter Debye?,"Passau, Germany",0.0,"['Ithaca', 'Passau, Germany', 'Berlin', 'Munich']",Where did Peter Debye pass away?,"A. Passau, Germany  B. Munich  C. Ithaca  D. Berlin",C,Did Peter Debye die in Ithaca?,"Did Peter Debye die in Passau, Germany?",What is Peter Debye well-known for in the field of science?,Who died in Ithaca?,What is the country of the place where Peter Debye died?,United States,What is the state in the country where Peter Debye died?,New York,What is the city in the state where Peter Debye died?,Ithaca,Which university is located in the city where Peter Debye died?,Cornell University,What is the founding year of the university located in the city where Peter Debye died?,1865
human_scientist,Hamza Hakimzade Niyazi,religion or worldview,atheism,atheism,What is the religion or worldview of Hamza Hakimzade Niyazi?,Sufism (Islam),0.0,"['atheism', 'Sufism (Islam)', 'Christianity', 'Buddhism']",What belief system does Hamza Hakimzade Niyazi adhere to?,A. Sufism (Islam)  B. Buddhism  C. atheism  D. Christianity,C,Is atheism the religion or worldview of Hamza Hakimzade Niyazi?,Is Sufism (Islam) the religion or worldview of Hamza Hakimzade Niyazi?,What is a notable work or contribution of Hamza Hakimzade Niyazi?,Who is associated with atheism as their religion or worldview?,Who is a notable follower of the religion or worldview of Hamza Hakimzade Niyazi?,Abdulla Qodiriy,What is a famous work by a notable follower of the religion or worldview of Hamza Hakimzade Niyazi?,O'tgan kunlar,In which year was the famous work by a notable follower of the religion or worldview of Hamza Hakimzade Niyazi published?,1926,Which publishing house released the famous work by a notable follower of the religion or worldview of Hamza Hakimzade Niyazi?,Uzbek State Publishing House,In which city is the publishing house located that released the famous work by a notable follower of the religion or worldview of Hamza Hakimzade Niyazi?,Tashkent
human_scientist,Alberto Granado,field of work,biochemistry,biochemistry,What is the field of work of Alberto Granado?,Medicine,0.0,"['biochemistry', 'Medicine', 'Physics', 'Engineering']",In which field did Alberto Granado work?,A. Medicine  B. biochemistry  C. Engineering  D. Physics,B,Is biochemistry the field of work of Alberto Granado?,Is Medicine the field of work of Alberto Granado?,What nationality is Alberto Granado?,Who works in the field of biochemistry?,Who was a famous friend of Alberto Granado in his field of work?,Che Guevara,What was the profession of the famous friend of Alberto Granado in his field of work?,Revolutionary,"In which country did the famous friend of Alberto Granado, who was a revolutionary, play a significant role?",Cuba,"What is the capital city of the country where the famous friend of Alberto Granado, who was a revolutionary, played a significant role?",Havana,"What is the official language of the country whose capital city is Havana, where the famous friend of Alberto Granado played a significant role?",Spanish
human_scientist,Andrea M. Ghez,doctoral advisor,Gerald Neugebauer,Gerald Neugebauer,Who is the doctoral advisor of Andrea M. Ghez?,Charles Townes,0.0,"['Gerald Neugebauer', 'Charles Townes', 'Kip Thorne', 'Richard Feynman']",Who supervised Andrea M. Ghez's doctoral studies?,A. Charles Townes  B. Kip Thorne  C. Gerald Neugebauer  D. Richard Feynman,C,Is Gerald Neugebauer the doctoral advisor of Andrea M. Ghez?,Is Charles Townes the doctoral advisor of Andrea M. Ghez?,What prestigious award has Andrea M. Ghez won?,Who is the doctoral student of Gerald Neugebauer?,Who was the doctoral advisor of Andrea M. Ghez?,Gerry Neugebauer,Which university did the doctoral advisor of Andrea M. Ghez work at?,California Institute of Technology,In which city is the university located where the doctoral advisor of Andrea M. Ghez worked?,Pasadena,In which state is the city located where the university is situated that the doctoral advisor of Andrea M. Ghez worked at?,California,In which country is the state located where the city is situated that contains the university where the doctoral advisor of Andrea M. Ghez worked?,United States
human_scientist,Hans Rosling,place of birth,Uppsala Cathedral Assembly,Uppsala Cathedral Assembly,What is the place of birth of Hans Rosling?,"Göteborg, Sweden",0.0,"['Uppsala Cathedral Assembly', 'Göteborg, Sweden', 'Stockholm, Sweden', 'Lund, Sweden']",Where was Hans Rosling born?,"A. Uppsala Cathedral Assembly  B. Lund, Sweden  C. Göteborg, Sweden  D. Stockholm, Sweden",A,Was Hans Rosling born in Uppsala Cathedral Assembly?,"Was Hans Rosling born in Göteborg, Sweden?",What field is Hans Rosling well-known for?,Who was born in Uppsala Cathedral Assembly?,What is the capital city of the country where Hans Rosling was born?,Stockholm,Which famous university is located in the capital city of the country where Hans Rosling was born?,Karolinska Institute,Who is a notable Nobel Prize winner associated with the university located in the capital city of the country where Hans Rosling was born?,Svante Pääbo,What is the field of study of the notable Nobel Prize winner associated with the university in the capital city of the country where Hans Rosling was born?,Paleogenetics,Which ancient human species did the notable Nobel Prize winner associated with the university in the capital city of the country where Hans Rosling was born study?,Neanderthals
human_scientist,Paul Dirac,influenced by,John Stuart Mill,John Stuart Mill,Who was Paul Dirac influenced by?,Newton,0.0,"['John Stuart Mill', 'Newton', 'Albert Einstein', 'Niels Bohr']",By whom was Paul Dirac influenced?,A. Albert Einstein  B. John Stuart Mill  C. Newton  D. Niels Bohr,B,Was Paul Dirac influenced by John Stuart Mill?,Was Paul Dirac influenced by Newton?,What is Paul Dirac known for in the field of physics?,Who was influenced by John Stuart Mill?,Who influenced the person who influenced Paul Dirac?,James Clerk Maxwell,What is the primary field of study of the person who influenced the person who influenced Paul Dirac?,Electromagnetism,What is the name of the theory developed in the primary field of study of the person who influenced the person who influenced Paul Dirac?,Maxwell's equations,In which year were the equations named after the person who influenced the person who influenced Paul Dirac formulated?,1865,Which university did the person who formulated the equations named after the person who influenced the person who influenced Paul Dirac attend?,University of Cambridge
human_scientist,Émile Coué,place of death,Nancy,Nancy,Who is the place of death of Émile Coué?,"Saint-Maurice-sur-Aveyron, France",0.0,"['Nancy', 'Saint-Maurice-sur-Aveyron, France', 'Paris', 'Lyon']",Where did Émile Coué pass away?,"A. Lyon  B. Paris  C. Saint-Maurice-sur-Aveyron, France  D. Nancy",D,Did Émile Coué die in Nancy?,"Did Émile Coué die in Saint-Maurice-sur-Aveyron, France?",What is Émile Coué known for?,Who died in Nancy?,Who was the mayor of the place where Émile Coué died?,René Gaillard,What is the name of the hospital in the place where Émile Coué died?,Centre Hospitalier Universitaire de Nantes,Which university is affiliated with the hospital in the place where Émile Coué died?,University of Nantes,What is the name of the library at the university affiliated with the hospital in the place where Émile Coué died?,Bibliothèque Universitaire de Nantes,What is the name of the river that flows through the city where the university affiliated with the hospital in the place where Émile Coué died is located?,Loire River
human_scientist,Richard A. Muller,residence,Berkeley,Berkeley,What is the residence of Richard A. Muller?,Home (assuming you're asking about his personal residence),0.0,"['Berkeley', 'Home', 'San Francisco', 'Los Angeles']",Where does Richard A. Muller live?,A. San Francisco  B. Home (assuming you're asking about his personal residence)  C. Los Angeles  D. Berkeley,D,Is Berkeley the residence of Richard A. Muller?,Is Home the residence of Richard A. Muller?,What is Richard A. Muller known for in his professional career?,Who resides in Berkeley?,Who is the spouse of Richard A. Muller who shares his residence?,Rosemary Muller,What is the profession of the spouse of Richard A. Muller who shares his residence?,Teacher,"At which school does the spouse of Richard A. Muller, who is a teacher, work?",Berkeley High School,In which city is the school located where the spouse of Richard A. Muller works as a teacher?,Berkeley,In which state is the city located where the school is situated that employs the spouse of Richard A. Muller as a teacher?,California
human_scientist,Józef Kosacki,place of death,Warsaw,Warsaw,What is the place of death of Józef Kosacki?,Krakow,0.0,"['Warsaw', 'Krakow', 'Gdańsk', 'Wrocław']",Where did Józef Kosacki pass away?,A. Krakow  B. Gdańsk  C. Warsaw  D. Wrocław,C,Did Józef Kosacki die in Warsaw?,Did Józef Kosacki die in Krakow?,What is Józef Kosacki known for inventing?,Who died in Warsaw?,What is the country of the place where Józef Kosacki died?,United Kingdom,What is the capital city of the country where Józef Kosacki died?,London,Which river flows through the capital city of the country where Józef Kosacki died?,River Thames,What is the length of the river that flows through the capital city of the country where Józef Kosacki died?,215 miles,Into which sea does the river that flows through the capital city of the country where Józef Kosacki died empty?,North Sea
human_scientist,Francis Bacon,manner of death,natural causes,natural causes,What is the manner of death of Francis Bacon?,Stroke,0.0,"['natural causes', 'Stroke', 'heart attack', 'accident']",How did Francis Bacon die?,A. heart attack  B. accident  C. natural causes  D. Stroke,C,Did Francis Bacon die of natural causes?,Did Francis Bacon die of a Stroke?,What is Francis Bacon known for in the field of philosophy?,Who died of natural causes?,Who was the physician that attended to Francis Bacon at the time of his death?,Dr. Thomas Hobbes,What was the profession of the physician who attended to Francis Bacon at the time of his death?,Philosopher,Which book did the philosopher who attended to Francis Bacon at the time of his death write?,Leviathan,In which year was the book written by the philosopher who attended to Francis Bacon at the time of his death published?,1651,Who was the ruling monarch of England when the book written by the philosopher who attended to Francis Bacon at the time of his death was published?,Oliver Cromwell
human_scientist,Andreas Heldrich,sex or gender,male,male,What is the sex or gender of Andreas Heldrich?,"Not specified (Andreas Heldrich is a person, and gender is",0.0,"['male', 'Not specified', 'female', 'non-binary']",What gender does Andreas Heldrich identify as?,"A. Not specified (Andreas Heldrich is a person, and gender is  B. female  C. non-binary  D. male",D,Is the sex or gender of Andreas Heldrich male?,Is the sex or gender of Andreas Heldrich not specified?,What is a notable achievement or profession of Andreas Heldrich?,Who is male in terms of sex or gender?,What is the profession of the person with the same sex or gender as Andreas Heldrich?,Actor,Which movie features an actor with the same sex or gender as Andreas Heldrich?,Inception,Who directed the movie that features an actor with the same sex or gender as Andreas Heldrich?,Christopher Nolan,Which award did the director of the movie that features an actor with the same sex or gender as Andreas Heldrich win?,Academy Award,In which year did the director of the movie that features an actor with the same sex or gender as Andreas Heldrich win an Academy Award?,2011
human_scientist,Wilhelm Schäperclaus,member of political party,Nazi Party,Nazi Party,What is the member of political party of Wilhelm Schäperclaus?,SPD (Social Democratic Party),0.0,"['Nazi Party', 'SPD (Social Democratic Party)', 'Green Party', 'Christian Democratic Union']",Which political party was Wilhelm Schäperclaus a member of?,A. SPD (Social Democratic Party)  B. Nazi Party  C. Green Party  D. Christian Democratic Union,B,Was Wilhelm Schäperclaus a member of the Nazi Party?,Was Wilhelm Schäperclaus a member of the SPD (Social Democratic Party)?,What was Wilhelm Schäperclaus's profession?,Who was a member of the Nazi Party?,Who is the leader of the political party that Wilhelm Schäperclaus is a member of?,Leader's Name,What is the main ideology of the political party led by the leader of the political party that Wilhelm Schäperclaus is a member of?,Ideology,Which country is primarily associated with the main ideology of the political party led by the leader of the political party that Wilhelm Schäperclaus is a member of?,Country,What is the capital city of the country primarily associated with the main ideology of the political party led by the leader of the political party that Wilhelm Schäperclaus is a member of?,Capital City,What is the population of the capital city of the country primarily associated with the main ideology of the political party led by the leader of the political party that Wilhelm Schäperclaus is a member of?,Population
human_scientist,Valery Zorkin,employer,Constitutional Court of Russia,Constitutional Court of Russia,What is the employer of Valery Zorkin?,Supreme Court (Russia),0.0,"['Constitutional Court of Russia', 'Supreme Court (Russia)', 'State Duma', 'Ministry of Justice']",Who employs Valery Zorkin?,A. Constitutional Court of Russia  B. State Duma  C. Supreme Court (Russia)  D. Ministry of Justice,A,Is the employer of Valery Zorkin the Constitutional Court of Russia?,Is the employer of Valery Zorkin the Supreme Court (Russia)?,What is a notable position held by Valery Zorkin?,Who is employed by the Constitutional Court of Russia?,Who is the current employer of Valery Zorkin?,Constitutional Court of Russia,In which city is the current employer of Valery Zorkin located?,Saint Petersburg,In which federal subject is the city located where Valery Zorkin's employer is situated?,Saint Petersburg,In which country is the federal subject located where the city is situated that contains Valery Zorkin's employer?,Russia,What is the official language of the country where the federal subject is located that contains the city where Valery Zorkin's employer is situated?,Russian
human_scientist,Jim Simons,place of death,New York City,New York City,What is the place of death of Jim Simons?,Home,0.0,"['New York City', 'Home', 'Los Angeles', 'Chicago']",Where did Jim Simons pass away?,A. New York City  B. Home  C. Chicago  D. Los Angeles,A,Did Jim Simons die in New York City?,Did Jim Simons die at home?,What is Jim Simons known for in the field of finance?,Who died in New York City?,Who is the spouse of Jim Simons?,Marilyn Simons,What is the profession of the spouse of Jim Simons?,Philanthropist,Which organization is associated with the profession of the spouse of Jim Simons?,Simons Foundation,In which city is the headquarters of the organization associated with the profession of the spouse of Jim Simons located?,New York City,In which state is the city located where the headquarters of the organization associated with the profession of the spouse of Jim Simons is situated?,New York
human_scientist,Benjamin Constant,described by source,Brockhaus and Efron Encyclopedic Dictionary,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Benjamin Constant?,Characters,0.0,"['Brockhaus and Efron Encyclopedic Dictionary', 'Characters', 'Encyclopedia Britannica', 'Oxford Dictionary of National Biography']",What source describes Benjamin Constant?,A. Characters  B. Brockhaus and Efron Encyclopedic Dictionary  C. Oxford Dictionary of National Biography  D. Encyclopedia Britannica,B,Is the Brockhaus and Efron Encyclopedic Dictionary the source that describes Benjamin Constant?,Is Characters the source that describes Benjamin Constant?,What is Benjamin Constant well-known for?,Who is described by the Brockhaus and Efron Encyclopedic Dictionary?,Who is the author of the source that described Benjamin Constant?,Henriette Feuerbach,What is the title of the work authored by Henriette Feuerbach that described Benjamin Constant?,Memoirs of Henriette Feuerbach,In which year was the work titled 'Memoirs of Henriette Feuerbach' that described Benjamin Constant published?,1904,Which publishing house released the work titled 'Memoirs of Henriette Feuerbach' that described Benjamin Constant?,Macmillan,In which city is the publishing house located that released the work titled 'Memoirs of Henriette Feuerbach' that described Benjamin Constant?,London
human_scientist,Anke Bosse,field of work,digital humanities,digital humanities,What is the field of work of Anke Bosse?,Art,0.0,"['digital humanities', 'Art', 'literature', 'computer science']",In which field does Anke Bosse work?,A. Art  B. literature  C. computer science  D. digital humanities,D,Is the field of work of Anke Bosse digital humanities?,Is the field of work of Anke Bosse Art?,What is a notable achievement of Anke Bosse?,Who works in the field of digital humanities?,What is the primary occupation of Anke Bosse?,Literary scholar,Which university is Anke Bosse associated with as a literary scholar?,University of Duisburg-Essen,In which city is the University of Duisburg-Essen located?,Essen,In which state is the city of Essen located?,North Rhine-Westphalia,In which country is the state of North Rhine-Westphalia located?,Germany
human_scientist,Serge Haroche,place of birth,Casablanca,Casablanca,What is the place of birth of Serge Haroche?,France,0.0,"['Casablanca', 'France', 'Paris', 'Marrakech']",Where was Serge Haroche born?,A. France  B. Casablanca  C. Marrakech  D. Paris,B,Is Serge Haroche's place of birth Casablanca?,Is Serge Haroche's place of birth France?,What is Serge Haroche known for?,Who was born in Casablanca?,What is the capital city of the country where Serge Haroche was born?,Rabat,Which river flows through the capital city of the country where Serge Haroche was born?,Bou Regreg,What is the name of the dam that regulates the river flowing through the capital city of the country where Serge Haroche was born?,Sidi Mohamed Ben Abdellah Dam,In which year was the dam that regulates the river flowing through the capital city of the country where Serge Haroche was born completed?,1974,Which organization was responsible for the construction of the dam that regulates the river flowing through the capital city of the country where Serge Haroche was born?,Office National de l'Electricité et de l'Eau Potable (ONEE)
human_scientist,Claus Köpcke,described by source,Brockhaus and Efron Encyclopedic Dictionary,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Claus Köpcke?,Author,0.0,"['Brockhaus and Efron Encyclopedic Dictionary', 'Author', 'Wikipedia', 'Encyclopedia Britannica']",Which source describes Claus Köpcke?,A. Encyclopedia Britannica  B. Wikipedia  C. Brockhaus and Efron Encyclopedic Dictionary  D. Author,C,Is the Brockhaus and Efron Encyclopedic Dictionary the source that describes Claus Köpcke?,Is the Author the source that describes Claus Köpcke?,What is Claus Köpcke known for?,Who is described by the Brockhaus and Efron Encyclopedic Dictionary?,Who is the author of the source that describes Claus Köpcke?,Unknown,What is the title of the work authored by the person who described Claus Köpcke?,Unknown,In which year was the work published that contains the description of Claus Köpcke?,Unknown,Which publishing house released the work that describes Claus Köpcke?,Unknown,In which city is the publishing house located that released the work describing Claus Köpcke?,Unknown
human_scientist,Allan Snyder,residence,Sydney,Sydney,What is the residence of Allan Snyder?,"Home (or Residence, depending on context)",0.0,"['Sydney', 'Home', 'Melbourne', 'Brisbane']",Where does Allan Snyder live?,"A. Home (or Residence, depending on context)  B. Melbourne  C. Brisbane  D. Sydney",D,Is Sydney the residence of Allan Snyder?,Is Home the residence of Allan Snyder?,What is Allan Snyder known for?,Who resides in Sydney?,Who is a notable scientist that resides in the same city as Allan Snyder?,Brian Schmidt,Which university is associated with the notable scientist who resides in the same city as Allan Snyder?,Australian National University,What is the primary field of study at the university associated with the notable scientist who resides in the same city as Allan Snyder?,Research and Education,What is the name of a prominent research center at the university associated with the notable scientist who resides in the same city as Allan Snyder?,Mount Stromlo Observatory,What is the primary focus of research at the prominent research center at the university associated with the notable scientist who resides in the same city as Allan Snyder?,Astronomy and Astrophysics
human_scientist,Annie Scott Dill Maunder,employer,Royal Observatory,Royal Observatory,What is the employer of Annie Scott Dill Maunder?,Astronomer,0.0,"['Royal Observatory', 'Astronomer', 'Cambridge University', 'NASA']",Who employed Annie Scott Dill Maunder?,A. Royal Observatory  B. Cambridge University  C. Astronomer  D. NASA,A,Is the Royal Observatory the employer of Annie Scott Dill Maunder?,Is Astronomer the employer of Annie Scott Dill Maunder?,What field is Annie Scott Dill Maunder known for?,Who is employed by the Royal Observatory?,Who was the employer of Annie Scott Dill Maunder?,Royal Greenwich Observatory,"In which city is the Royal Greenwich Observatory, the employer of Annie Scott Dill Maunder, located?",London,"In which country is the city located where the Royal Greenwich Observatory, the employer of Annie Scott Dill Maunder, is situated?",United Kingdom,"What is the official language of the country where the city is located that houses the Royal Greenwich Observatory, the employer of Annie Scott Dill Maunder?",English,"What is the currency used in the country where the city is located that contains the Royal Greenwich Observatory, the employer of Annie Scott Dill Maunder?",Pound Sterling
human_scientist,Jim Simons,doctoral advisor,Bertram Kostant,Bertram Kostant,Who is the doctoral advisor of Jim Simons?,Robert Solow,0.0,"['Bertram Kostant', 'Robert Solow', 'John Nash', 'Paul Samuelson']",Who supervised Jim Simons' doctoral studies?,A. Robert Solow  B. Paul Samuelson  C. Bertram Kostant  D. John Nash,C,Is Bertram Kostant the doctoral advisor of Jim Simons?,Is Robert Solow the doctoral advisor of Jim Simons?,What is Jim Simons known for in the field of mathematics?,Who was advised by Bertram Kostant?,Who was the doctoral advisor of Jim Simons?,Bertram Kostant,Which university did the doctoral advisor of Jim Simons work at?,Massachusetts Institute of Technology (MIT),In which city is the university where Jim Simons' doctoral advisor worked located?,Cambridge,In which state is the city located where the university that Jim Simons' doctoral advisor worked at is situated?,Massachusetts,In which country is the state located where the city is situated that contains the university where Jim Simons' doctoral advisor worked?,United States
human_scientist,Abbé Faria,sex or gender,male,male,What is the sex or gender of Abbé Faria?,"Not specified (Abbé Faria was a historical figure, and gender is",0.0,"['male', 'Not specified', 'female', 'non-binary']",What gender is Abbé Faria?,"A. male  B. Not specified (Abbé Faria was a historical figure, and gender is  C. non-binary  D. female",A,Is Abbé Faria's gender male?,Is Abbé Faria's gender not specified?,What is Abbé Faria known for?,Who is male in this context?,"What is the nationality of Abbé Faria, who is male?",Portuguese,"In which country is the nationality of Abbé Faria, who is male, primarily found?",Portugal,"What is the official language of the country where the nationality of Abbé Faria, who is male, is primarily found?",Portuguese,"What is the capital city of the country where the official language is Portuguese and Abbé Faria, who is male, is from?",Lisbon,"What is the population of the capital city of the country where the official language is Portuguese and Abbé Faria, who is male, is from?","Approximately 504,718"
human_scientist,Boris Petrovich Komrakow,place of birth,Ivano-Frankivsk,Ivano-Frankivsk,What is the place of birth of Boris Petrovich Komrakow?,Russia,0.0,"['Ivano-Frankivsk', 'Russia', 'Kyiv', 'Minsk']",Where was Boris Petrovich Komrakow born?,A. Russia  B. Kyiv  C. Ivano-Frankivsk  D. Minsk,C,Is Boris Petrovich Komrakow's place of birth Ivano-Frankivsk?,Is Boris Petrovich Komrakow's place of birth Russia?,What is a notable achievement or profession of Boris Petrovich Komrakow?,Who was born in Ivano-Frankivsk?,What is the capital city of the country where Boris Petrovich Komrakow was born?,Moscow,Which river flows through the capital city of the country where Boris Petrovich Komrakow was born?,Moskva River,What is the length of the river that flows through the capital city of the country where Boris Petrovich Komrakow was born?,502 km,Which sea does the river that flows through the capital city of the country where Boris Petrovich Komrakow was born ultimately drain into?,Caspian Sea,Which country borders the sea that the river flowing through the capital city of the country where Boris Petrovich Komrakow was born drains into?,Kazakhstan
human_scientist,Sheldon Glashow,place of birth,New York City,New York City,What is the place of birth of Sheldon Glashow?,Brooklyn,0.0,"['New York City', 'Brooklyn', 'Los Angeles', 'Chicago']",Where was Sheldon Glashow born?,A. Brooklyn  B. New York City  C. Chicago  D. Los Angeles,B,Was Sheldon Glashow born in New York City?,Was Sheldon Glashow born in Brooklyn?,What notable scientific contribution is Sheldon Glashow known for?,Who was born in New York City?,What is the population of the place of birth of Sheldon Glashow?,8.336 million (as of 2020),What is the area in square miles of the place of birth of Sheldon Glashow?,302.6 square miles,What is the name of the mayor of the place of birth of Sheldon Glashow?,Eric Adams,Which political party does the mayor of the place of birth of Sheldon Glashow belong to?,Democratic Party,In which year did the current mayor of the place of birth of Sheldon Glashow assume office?,2022
