subject,relation,object,question,label
JK-Meshi!,original language of film or TV show,Japanese,What is the original language of film or TV show of JK-Meshi!?,Japanese
Doamaiger D,original language of film or TV show,Japanese,What is the original language of film or TV show of Doamaiger D?,Japanese
This Boy Suffers from Crystallization,language of work or name,Japanese,What is the language of work or name of This Boy Suffers from Crystallization?,Japanese
JK-Meshi!,distributed by,Crunchyroll,What was JK-Meshi! distributed by?,Crunchyroll
This Boy Suffers from Crystallization,distribution format,video on demand,What is the distribution format of This Boy Suffers from Crystallization?,video on demand
This Boy Suffers from Crystallization,country of origin,Japan,What is the country of origin of This Boy Suffers from Crystallization?,Japan
Doamaiger D,distributed by,Crunchyroll,What was Doamaiger D distributed by?,Crunchyroll
Doamaiger D,distribution format,video on demand,What is the distribution format of Doamaiger D?,video on demand
To Be Hero,language of work or name,Japanese,What is the language of work or name of To Be Hero?,Japanese
To Be Hero,distributed by,Crunchyroll,What was To Be Hero distributed by?,Crunchyroll
This Boy Suffers from Crystallization,director,Sōbi Yamamoto,Who is the director of This Boy Suffers from Crystallization?,Sōbi Yamamoto
To Be Hero,country of origin,Japan,What is the country of origin of To Be Hero?,Japan
To Be Hero,followed by,To Be Heroine,What was To Be Hero followed by?,To Be Heroine
To Be Hero,distribution format,video on demand,What is the distribution format of To Be Hero?,video on demand
To Be Hero,main subject,alien invasion,What is the main subject of To Be Hero?,alien invasion
Don't Lose!! Evil Corps!,original language of film or TV show,Japanese,What is the original language of film or TV show of Don't Lose!! Evil Corps!?,Japanese
JK-Meshi!,distribution format,video on demand,What is the distribution format of JK-Meshi!?,video on demand
To Be Hero,genre,comedy,What is the genre of To Be Hero?,comedy
Don't Lose!! Evil Corps!,distribution format,video on demand,What is the distribution format of Don't Lose!! Evil Corps!?,video on demand
Hitorijime My Hero,country of origin,Japan,What is the country of origin of Hitorijime My Hero?,Japan
Love Rice,distributed by,Crunchyroll,What was Love Rice distributed by?,Crunchyroll
Love Rice,distribution format,video on demand,What is the distribution format of Love Rice?,video on demand
Love Rice,original language of film or TV show,Japanese,What is the original language of film or TV show of Love Rice?,Japanese
Don't Lose!! Evil Corps!,distributed by,Crunchyroll,What was Don't Lose!! Evil Corps! distributed by?,Crunchyroll
Hitorijime My Hero,genre,yaoi,What is the genre of Hitorijime My Hero?,yaoi
