subject,relation,object,question,label
John Howard Northrop,sex or gender,male,What is the sex or gender of John Howard Northrop?,male
John Howard Northrop,place of birth,Yonkers,What is the place of birth of John Howard Northrop?,Yonkers
John Howard Northrop,place of death,Wickenburg,What is the place of death of John Howard Northrop?,Wickenburg
Ludwik Fleck,manner of death,natural causes,What is the manner of death of Ludwik Fleck?,natural causes
John Howard Northrop,manner of death,suicide,What is the manner of death of John Howard Northrop?,suicide
Barry W. Brook,educated at,Macquarie University,What was Barry W. Brook educated at?,Macquarie University
Barry W. Brook,sex or gender,male,What is the sex or gender of Barry W. Brook?,male
John Howard Northrop,given name,John,Who is the given name of John Howard Northrop?,John
Jan Baptist van Helmont,place of birth,City of Brussels,What is the place of birth of Jan Baptist van Helmont?,City of Brussels
Yury Pobedonostsev,place of death,Baku,What is the place of death of Yury Pobedonostsev?,Baku
Yury Pobedonostsev,field of work,rocket science,What is the field of work of Yury Pobedonostsev?,rocket science
Jan Baptist van Helmont,sex or gender,male,What is the sex or gender of Jan Baptist van Helmont?,male
Yury Pobedonostsev,educated at,Moscow Aviation Institute,What was Yury Pobedonostsev educated at?,Moscow Aviation Institute
Yury Pobedonostsev,employer,Bauman Moscow State Technical University,What is the employer of Yury Pobedonostsev?,Bauman Moscow State Technical University
Yury Pobedonostsev,place of burial,Vagankovo Cemetery,What is the place of burial of Yury Pobedonostsev?,Vagankovo Cemetery
Jan Baptist van Helmont,child,Franciscus Mercurius van Helmont,Who is the child of Jan Baptist van Helmont?,Franciscus Mercurius van Helmont
Yury Pobedonostsev,occupation,scientist,What is the occupation of Yury Pobedonostsev?,scientist
Yury Pobedonostsev,sex or gender,male,What is the sex or gender of Yury Pobedonostsev?,male
Ben Goldacre,employer,University of Oxford,What is the employer of Ben Goldacre?,University of Oxford
Ben Goldacre,country of citizenship,United Kingdom,What is the country of citizenship of Ben Goldacre?,United Kingdom
Yury Pobedonostsev,described by source,Aviat︠s︡ii︠a︡ Rossii : biograficheskai︠a︡ ėnt︠s︡iklopedii︠a︡ : 1909-2009 : A--I︠A︡,What is the described by source of Yury Pobedonostsev?,Aviat︠s︡ii︠a︡ Rossii : biograficheskai︠a︡ ėnt︠s︡iklopedii︠a︡ : 1909-2009 : A--I︠A︡
Ben Goldacre,mother,Noosha Fox,Who is the mother of Ben Goldacre?,Noosha Fox
Ben Goldacre,sex or gender,male,What is the sex or gender of Ben Goldacre?,male
František Křižík,field of work,electrical engineering,What is the field of work of František Křižík?,electrical engineering
Ben Goldacre,father,Michael Goldacre,Who is the father of Ben Goldacre?,Michael Goldacre
František Křižík,place of birth,Plánice,What is the place of birth of František Křižík?,Plánice
František Křižík,place of death,Stádlec,What is the place of death of František Křižík?,Stádlec
František Křižík,educated at,Czech Technical University in Prague,What was František Křižík educated at?,Czech Technical University in Prague
John Locke,religion or worldview,Protestantism,What is the religion or worldview of John Locke?,Protestantism
František Křižík,sex or gender,male,What is the sex or gender of František Křižík?,male
John Locke,movement,empiricism,What is the movement of John Locke?,empiricism
Ben Goldacre,work location,Oxford,What is the work location of Ben Goldacre?,Oxford
John Locke,sex or gender,male,What is the sex or gender of John Locke?,male
Ben Goldacre,notable work,Bad Pharma,What is the notable work of Ben Goldacre?,Bad Pharma
Ben Goldacre,given name,Michael,Who is the given name of Ben Goldacre?,Michael
John Locke,country of citizenship,Kingdom of England,What is the country of citizenship of John Locke?,Kingdom of England
John Locke,manner of death,natural causes,What is the manner of death of John Locke?,natural causes
Ömer Özsoy,place of birth,Bünyan,What is the place of birth of Ömer Özsoy?,Bünyan
Richard Smalley,field of work,organic chemistry,What is the field of work of Richard Smalley?,organic chemistry
John Locke,family name,Locke,Who is the family name of John Locke?,Locke
Ömer Özsoy,field of work,digital humanities,What is the field of work of Ömer Özsoy?,digital humanities
Ömer Özsoy,sex or gender,male,What is the sex or gender of Ömer Özsoy?,male
John Locke,given name,John,Who is the given name of John Locke?,John
Richard Smalley,employer,Rice University,What is the employer of Richard Smalley?,Rice University
Christiaan Snouck,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Christiaan Snouck?,Brockhaus and Efron Encyclopedic Dictionary
Andreas Böhm,described by source,Allgemeine Deutsche Biographie,What is the described by source of Andreas Böhm?,Allgemeine Deutsche Biographie
Benedikt Buchner,country of citizenship,Germany,What is the country of citizenship of Benedikt Buchner?,Germany
Andreas Böhm,given name,Andreas,Who is the given name of Andreas Böhm?,Andreas
Christiaan Snouck,work location,Dutch East Indies,What is the work location of Christiaan Snouck?,Dutch East Indies
Andreas Böhm,family name,Böhm,Who is the family name of Andreas Böhm?,Böhm
Richard Smalley,sex or gender,male,What is the sex or gender of Richard Smalley?,male
Andreas Böhm,place of birth,Darmstadt,What is the place of birth of Andreas Böhm?,Darmstadt
Dorothy Reed Mendenhall,child,Thomas C. Mendenhall,Who is the child of Dorothy Reed Mendenhall?,Thomas C. Mendenhall
Dorothy Reed Mendenhall,spouse,Charles Elwood Mendenhall,Who is the spouse of Dorothy Reed Mendenhall?,Charles Elwood Mendenhall
Andreas Böhm,educated at,University of Marburg,What was Andreas Böhm educated at?,University of Marburg
Andreas Böhm,country of citizenship,Germany,What is the country of citizenship of Andreas Böhm?,Germany
Dorothy Reed Mendenhall,sex or gender,female,What is the sex or gender of Dorothy Reed Mendenhall?,female
Andre Geim,spouse,Irina Grigorieva,Who is the spouse of Andre Geim?,Irina Grigorieva
Andre Geim,sex or gender,male,What is the sex or gender of Andre Geim?,male
Émile Coué,place of death,Nancy,Who is the place of death of Émile Coué?,Nancy
Andreas Böhm,sex or gender,male,What is the sex or gender of Andreas Böhm?,male
Horace Wells,manner of death,suicide,What is the manner of death of Horace Wells?,suicide
Lewis Elton,child,Ben Elton,Who is the child of Lewis Elton?,Ben Elton
Émile Coué,sex or gender,male,What is the sex or gender of Émile Coué?,male
Émile Coué,educated at,University of Strasbourg,What was Émile Coué educated at?,University of Strasbourg
Lewis Elton,sex or gender,male,What is the sex or gender of Lewis Elton?,male
Semyon Lavochkin,military or police rank,major general,What is the military or police rank of Semyon Lavochkin?,major general
Paul Séjourné,given name,Paul,Who is the given name of Paul Séjourné?,Paul
Allan Snyder,doctoral student,Jonathon Howard,Who is the doctoral student of Allan Snyder?,Jonathon Howard
Semyon Lavochkin,manner of death,natural causes,What is the manner of death of Semyon Lavochkin?,natural causes
Semyon Lavochkin,conflict,Eastern Front,What is the conflict of Semyon Lavochkin?,Eastern Front
Allan Snyder,employer,University of Sydney,What is the employer of Allan Snyder?,University of Sydney
Richard A. Muller,residence,Berkeley,What is the residence of Richard A. Muller?,Berkeley
Richard A. Muller,academic degree,Doctor of Philosophy,What is the academic degree of Richard A. Muller?,Doctor of Philosophy
Richard A. Muller,doctoral advisor,Luis Walter Alvarez,Who is the doctoral advisor of Richard A. Muller?,Luis Walter Alvarez
Roland Kirstein,country of citizenship,Germany,What is the country of citizenship of Roland Kirstein?,Germany
Allan Snyder,sex or gender,male,What is the sex or gender of Allan Snyder?,male
Richard A. Muller,given name,Richard,Who is the given name of Richard A. Muller?,Richard
Richard A. Muller,sex or gender,male,What is the sex or gender of Richard A. Muller?,male
Richard A. Muller,family name,Muller,Who is the family name of Richard A. Muller?,Muller
Stuart Hameroff,influenced by,Roger Penrose,Who was Stuart Hameroff influenced by?,Roger Penrose
Roland Kirstein,employer,University of Magdeburg,What is the employer of Roland Kirstein?,University of Magdeburg
Roland Kirstein,sex or gender,male,What is the sex or gender of Roland Kirstein?,male
Stuart Hameroff,sex or gender,male,What is the sex or gender of Stuart Hameroff?,male
Raymond Kurzweil,educated at,Massachusetts Institute of Technology,What was Raymond Kurzweil educated at?,Massachusetts Institute of Technology
Hamao Umezawa,educated at,University of Tokyo,What was Hamao Umezawa educated at?,University of Tokyo
Hamao Umezawa,place of birth,Obama,Who is the place of birth of Hamao Umezawa?,Obama
Pavel Kroupa,work location,Bonn,What is the work location of Pavel Kroupa?,Bonn
Raymond Kurzweil,sex or gender,male,What is the sex or gender of Raymond Kurzweil?,male
Hamao Umezawa,employer,University of Tokyo,What is the employer of Hamao Umezawa?,University of Tokyo
Raymond Kurzweil,employer,Google,What is the employer of Raymond Kurzweil?,Google
Hamao Umezawa,place of death,Tokyo,What is the place of death of Hamao Umezawa?,Tokyo
Raymond Kurzweil,writing language,English,What is the writing language of Raymond Kurzweil?,English
Raymond Kurzweil,given name,Raymond,Who is the given name of Raymond Kurzweil?,Raymond
Raymond Kurzweil,religion or worldview,atheist,What is the religion or worldview of Raymond Kurzweil?,atheist
S. Yizhar,sex or gender,male,What is the sex or gender of S. Yizhar?,male
S. Yizhar,educated at,Hebrew University of Jerusalem,What was S. Yizhar educated at?,Hebrew University of Jerusalem
Hamao Umezawa,sex or gender,male,What is the sex or gender of Hamao Umezawa?,male
S. Yizhar,father,Ze'ev Smilanski,Who is the father of S. Yizhar?,Ze'ev Smilanski
S. Yizhar,cause of death,cardiovascular disease,What is the cause of death of S. Yizhar?,cardiovascular disease
S. Yizhar,country of citizenship,Israel,What is the country of citizenship of S. Yizhar?,Israel
S. Yizhar,child,Ze'ev Smilansky,Who is the child of S. Yizhar?,Ze'ev Smilansky
Bernard d'Espagnat,doctoral advisor,Louis de Broglie,Who is the doctoral advisor of Bernard d'Espagnat?,Louis de Broglie
S. Yizhar,spouse,Noemi Smilansky,Who is the spouse of S. Yizhar?,Noemi Smilansky
Bernard d'Espagnat,father,Georges d'Espagnat,Who is the father of Bernard d'Espagnat?,Georges d'Espagnat
Bernard d'Espagnat,place of birth,Fourmagnac,What is the place of birth of Bernard d'Espagnat?,Fourmagnac
S. Yizhar,writing language,Hebrew,What is the writing language of S. Yizhar?,Hebrew
Bernard d'Espagnat,sex or gender,male,What is the sex or gender of Bernard d'Espagnat?,male
Sheldon Glashow,place of birth,New York City,What is the place of birth of Sheldon Glashow?,New York City
Sheldon Glashow,doctoral advisor,Julian Schwinger,Who is the doctoral advisor of Sheldon Glashow?,Julian Schwinger
Bernard d'Espagnat,doctoral student,Mary K. Gaillard,Who is the doctoral student of Bernard d'Espagnat?,Mary K. Gaillard
Sheldon Glashow,religion or worldview,atheism,What is the religion or worldview of Sheldon Glashow?,atheism
Sheldon Glashow,sex or gender,male,What is the sex or gender of Sheldon Glashow?,male
Sámuel Mikoviny,sex or gender,male,What is the sex or gender of Sámuel Mikoviny?,male
Sámuel Mikoviny,place of birth,Cinobaňa,What is the place of birth of Sámuel Mikoviny?,Cinobaňa
Sabina Jeschke,country of citizenship,Germany,What is the country of citizenship of Sabina Jeschke?,Germany
Sabina Jeschke,academic degree,professor,What is the academic degree of Sabina Jeschke?,professor
Sabina Jeschke,educated at,Technische Universität Berlin,What was Sabina Jeschke educated at?,Technische Universität Berlin
Sheldon Glashow,notable work,string theory,What is the notable work of Sheldon Glashow?,string theory
Bernd Nilius,country of citizenship,Germany,What is the country of citizenship of Bernd Nilius?,Germany
Sabina Jeschke,sex or gender,female,What is the sex or gender of Sabina Jeschke?,female
Sabina Jeschke,family name,Jeschke,Who is the family name of Sabina Jeschke?,Jeschke
Bernd Nilius,place of birth,Halle (Saale),What is the place of birth of Bernd Nilius?,Halle (Saale)
Bernd Nilius,sex or gender,male,What is the sex or gender of Bernd Nilius?,male
Nizam al-Mulk,religion or worldview,Sunni Islam,What is the religion or worldview of Nizam al-Mulk?,Sunni Islam
Sámuel Mikoviny,described by source,Biographisches Lexikon des Kaiserthums Oesterreich,What is the described by source of Sámuel Mikoviny?,Biographisches Lexikon des Kaiserthums Oesterreich
Nizam al-Mulk,manner of death,homicide,What is the manner of death of Nizam al-Mulk?,homicide
Nizam al-Mulk,cause of death,stab wound,What is the cause of death of Nizam al-Mulk?,stab wound
Nizam al-Mulk,place of birth,Tus,What is the place of birth of Nizam al-Mulk?,Tus
Nizam al-Mulk,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Nizam al-Mulk?,Brockhaus and Efron Encyclopedic Dictionary
Nizam al-Mulk,sex or gender,male,What is the sex or gender of Nizam al-Mulk?,male
Bernd Rüschoff,writing language,German,What is the writing language of Bernd Rüschoff?,German
Janet Kolodner,doctoral student,Jakita Owensby Thomas,Who is the doctoral student of Janet Kolodner?,Jakita Owensby Thomas
Janet Kolodner,sex or gender,female,What is the sex or gender of Janet Kolodner?,female
Janet Kolodner,given name,Janet,Who is the given name of Janet Kolodner?,Janet
Tamara Braun,writing language,English,What is the writing language of Tamara Braun?,English
Bernd Rüschoff,country of citizenship,Germany,What is the country of citizenship of Bernd Rüschoff?,Germany
Bernd Rüschoff,given name,Bernd,Who is the given name of Bernd Rüschoff?,Bernd
Tamara Braun,family name,Braun,Who is the family name of Tamara Braun?,Braun
Bernd Rüschoff,sex or gender,male,What is the sex or gender of Bernd Rüschoff?,male
Aleksey Severtsov,place of burial,Novodevichy Cemetery,What is the place of burial of Aleksey Severtsov?,Novodevichy Cemetery
Bernd Rüschoff,employer,University of Duisburg-Essen,What is the employer of Bernd Rüschoff?,University of Duisburg-Essen
Aleksey Severtsov,sex or gender,male,What is the sex or gender of Aleksey Severtsov?,male
Aleksey Severtsov,father,Nikolai Severtzov,Who is the father of Aleksey Severtsov?,Nikolai Severtzov
Werner Riess,doctoral advisor,Géza Alföldy,Who is the doctoral advisor of Werner Riess?,Géza Alföldy
Aleksey Severtsov,child,Sergey Severtsov,Who is the child of Aleksey Severtsov?,Sergey Severtsov
Nasir al-Din al-Tusi,place of birth,Tus,What is the place of birth of Nasir al-Din al-Tusi?,Tus
Nasir al-Din al-Tusi,sex or gender,male,What is the sex or gender of Nasir al-Din al-Tusi?,male
Werner Riess,place of birth,Altötting,What is the place of birth of Werner Riess?,Altötting
Werner Riess,sex or gender,male,What is the sex or gender of Werner Riess?,male
Werner Riess,country of citizenship,Germany,What is the country of citizenship of Werner Riess?,Germany
Nasir al-Din al-Tusi,native language,Persian,What is the native language of Nasir al-Din al-Tusi?,Persian
Nasir al-Din al-Tusi,religion or worldview,Shia Islam,What is the religion or worldview of Nasir al-Din al-Tusi?,Shia Islam
Nasir al-Din al-Tusi,employer,Maragheh Observatory,What is the employer of Nasir al-Din al-Tusi?,Maragheh Observatory
Aleksey Severtsov,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Aleksey Severtsov?,Brockhaus and Efron Encyclopedic Dictionary
Susumu Tonegawa,country of citizenship,Japan,What is the country of citizenship of Susumu Tonegawa?,Japan
Bert Vogelstein,sex or gender,male,What is the sex or gender of Bert Vogelstein?,male
Nasir al-Din al-Tusi,sponsor,Hulagu Khan,Who does Nasir al-Din al-Tusi sponsor?,Hulagu Khan
Nasir al-Din al-Tusi,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Nasir al-Din al-Tusi?,Brockhaus and Efron Encyclopedic Dictionary
Bert Vogelstein,academic degree,Doctor of Medicine,What is the academic degree of Bert Vogelstein?,Doctor of Medicine
Nasir al-Din al-Tusi,writing language,Arabic,What is the writing language of Nasir al-Din al-Tusi?,Arabic
Hugh H. Young,member of political party,Democratic Party,What is the member of political party of Hugh H. Young?,Democratic Party
Susumu Tonegawa,sex or gender,male,What is the sex or gender of Susumu Tonegawa?,male
Susumu Tonegawa,doctoral advisor,Renato Dulbecco,Who is the doctoral advisor of Susumu Tonegawa?,Renato Dulbecco
Hugh H. Young,educated at,University of Virginia,What was Hugh H. Young educated at?,University of Virginia
Hugh H. Young,place of birth,San Antonio,What is the place of birth of Hugh H. Young?,San Antonio
Berthold Vogl,place of birth,Pfarrkirchen bei Bad Hall,Who is the place of birth of Berthold Vogl?,Pfarrkirchen bei Bad Hall
Susumu Tonegawa,affiliation,Massachusetts Institute of Technology,What is the affiliation of Susumu Tonegawa?,Massachusetts Institute of Technology
Berthold Vogl,employer,University of Salzburg,What is the employer of Berthold Vogl?,University of Salzburg
Hugh H. Young,family name,Young,What is the family name of Hugh H. Young?,Young
Berthold Vogl,educated at,University of Salzburg,What was Berthold Vogl educated at?,University of Salzburg
Berthold Vogl,country of citizenship,Archduchy of Austria,Who is the country of citizenship of Berthold Vogl?,Archduchy of Austria
Berthold Vogl,religion or worldview,Catholic Church,What is the religion or worldview of Berthold Vogl?,Catholic Church
Hugh H. Young,sex or gender,male,What is the sex or gender of Hugh H. Young?,male
Berthold Vogl,family name,Vogl,What is the family name of Berthold Vogl?,Vogl
Berthold Vogl,sex or gender,male,What is the sex or gender of Berthold Vogl?,male
Christoph Wilhelm von Koch,educated at,University of Strasbourg,What was Christoph Wilhelm von Koch educated at?,University of Strasbourg
Abbé Faria,place of death,Paris,What is the place of death of Abbé Faria?,Paris
Abbé Faria,religion or worldview,Catholic Church,What is the religion or worldview of Abbé Faria?,Catholic Church
Christoph Wilhelm von Koch,employer,University of Strasbourg,What is the employer of Christoph Wilhelm von Koch?,University of Strasbourg
Abbé Faria,sex or gender,male,What is the sex or gender of Abbé Faria?,male
Christoph Wilhelm von Koch,place of birth,Bouxwiller,What is the place of birth of Christoph Wilhelm von Koch?,Bouxwiller
Abbé Faria,field of work,hypnosis,What is the field of work of Abbé Faria?,hypnosis
Annie Scott Dill Maunder,notable work,astronomy,What is the notable work of Annie Scott Dill Maunder?,astronomy
Christoph Wilhelm von Koch,sex or gender,male,What is the sex or gender of Christoph Wilhelm von Koch?,male
Abbé Faria,country of citizenship,Kingdom of Portugal,What is the country of citizenship of Abbé Faria?,Kingdom of Portugal
Annie Scott Dill Maunder,country of citizenship,United Kingdom,What is the country of citizenship of Annie Scott Dill Maunder?,United Kingdom
Annie Scott Dill Maunder,place of birth,Strabane,What is the place of birth of Annie Scott Dill Maunder?,Strabane
Annie Scott Dill Maunder,employer,Royal Observatory,What is the employer of Annie Scott Dill Maunder?,Royal Observatory
Annie Scott Dill Maunder,sex or gender,female,What is the sex or gender of Annie Scott Dill Maunder?,female
Annie Scott Dill Maunder,educated at,Girton College,What was Annie Scott Dill Maunder educated at?,Girton College
Annie Scott Dill Maunder,spouse,Edward Walter Maunder,Who is the spouse of Annie Scott Dill Maunder?,Edward Walter Maunder
Annie Scott Dill Maunder,given name,Annie,Who is the given name of Annie Scott Dill Maunder?,Annie
Christoph Wilhelm von Koch,family name,Koch,Who is the family name of Christoph Wilhelm von Koch?,Koch
Thida Thavornseth,country of citizenship,Thailand,What is the country of citizenship of Thida Thavornseth?,Thailand
Thida Thavornseth,educated at,Chulalongkorn University,What was Thida Thavornseth educated at?,Chulalongkorn University
Thida Thavornseth,place of birth,Surat Thani,Who is the place of birth of Thida Thavornseth?,Surat Thani
Bian Que,described by source,Records of the Grand Historian,What is the described by source of Bian Que?,Records of the Grand Historian
Thida Thavornseth,sex or gender,female,What is the sex or gender of Thida Thavornseth?,female
Bian Que,sex or gender,male,What is the sex or gender of Bian Que?,male
William Perry,member of political party,Democratic Party,What is the member of political party of William Perry?,Democratic Party
William Perry,religion or worldview,Unitarian Universalism,What is the religion or worldview of William Perry?,Unitarian Universalism
William Perry,doctoral advisor,Isador M. Sheffer,Who is the doctoral advisor of William Perry?,Isador M. Sheffer
William Perry,employer,Stanford University,What is the employer of William Perry?,Stanford University
Lazare Carnot,place of death,Magdeburg,What is the place of death of Lazare Carnot?,Magdeburg
William Perry,sex or gender,male,What is the sex or gender of William Perry?,male
Lazare Carnot,noble title,count,What is the noble title of Lazare Carnot?,count
Lazare Carnot,place of burial,Panthéon,What is the place of burial of Lazare Carnot?,Panthéon
Max Factor,place of death,Beverly Hills,What is the place of death of Max Factor?,Beverly Hills
Max Factor,child,"Max Factor, Jr.",Who is the child of Max Factor?,"Max Factor, Jr."
Lazare Carnot,sex or gender,male,What is the sex or gender of Lazare Carnot?,male
Max Factor,sex or gender,male,What is the sex or gender of Max Factor?,male
Harrison Schmitt,sex or gender,male,What is the sex or gender of Harrison Schmitt?,male
Harrison Schmitt,place of birth,Santa Rita,What is the place of birth of Harrison Schmitt?,Santa Rita
Moshe Arens,member of political party,Likud,What is the member of political party of Moshe Arens?,Likud
Moshe Arens,religion or worldview,Judaism,What is the religion or worldview of Moshe Arens?,Judaism
Moshe Arens,place of death,Savyon,What is the place of death of Moshe Arens?,Savyon
Moshe Arens,place of birth,Kaunas,What is the place of birth of Moshe Arens?,Kaunas
Moshe Arens,academic degree,professor,What is the academic degree of Moshe Arens?,professor
Moshe Arens,conflict,World War II,What is the conflict of Moshe Arens?,World War II
Klaus Segbers,country of citizenship,Germany,What is the country of citizenship of Klaus Segbers?,Germany
Klaus Segbers,sex or gender,male,What is the sex or gender of Klaus Segbers?,male
Moshe Arens,sex or gender,male,What is the sex or gender of Moshe Arens?,male
Abdul Qadeer Khan,native language,Urdu,What is the native language of Abdul Qadeer Khan?,Urdu
Abdul Qadeer Khan,place of burial,Faisal Mosque,Who is the place of burial of Abdul Qadeer Khan?,Faisal Mosque
Abdul Qadeer Khan,place of death,Islamabad,What is the place of death of Abdul Qadeer Khan?,Islamabad
Abdul Qadeer Khan,sex or gender,male,What is the sex or gender of Abdul Qadeer Khan?,male
Janko Ferk,work location,Klagenfurt am Wörthersee,What is the work location of Janko Ferk?,Klagenfurt am Wörthersee
Janko Ferk,educated at,University of Vienna,What was Janko Ferk educated at?,University of Vienna
Janko Ferk,employer,University of Klagenfurt,What is the employer of Janko Ferk?,University of Klagenfurt
Abdul Qadeer Khan,cause of death,COVID-19,What is the cause of death of Abdul Qadeer Khan?,COVID-19
Abdul Qadeer Khan,manner of death,natural causes,What is the manner of death of Abdul Qadeer Khan?,natural causes
Klaus Segbers,field of work,political science,What is the field of work of Klaus Segbers?,political science
Enid Mumford,place of death,Warrington,What is the place of death of Enid Mumford?,Warrington
Janko Ferk,sex or gender,male,What is the sex or gender of Janko Ferk?,male
Boris Vladimirtsov,doctoral student,Nicholas Poppe,Who is the doctoral student of Boris Vladimirtsov?,Nicholas Poppe
Boris Vladimirtsov,field of work,oriental studies,What is the field of work of Boris Vladimirtsov?,oriental studies
Boris Vladimirtsov,occupation,scientist,What is the occupation of Boris Vladimirtsov?,scientist
Boris Vladimirtsov,place of death,Siversky,Who is the place of death of Boris Vladimirtsov?,Siversky
Enid Mumford,sex or gender,female,What is the sex or gender of Enid Mumford?,female
Thomas Corneille,place of birth,Rouen,What is the place of birth of Thomas Corneille?,Rouen
Boris Vladimirtsov,educated at,Faculty of Oriental Studies of the St. Petersburg University,What was Boris Vladimirtsov educated at?,Faculty of Oriental Studies of the St. Petersburg University
Boris Vladimirtsov,sex or gender,male,What is the sex or gender of Boris Vladimirtsov?,male
Thomas Corneille,place of death,Les Andelys,Who is the place of death of Thomas Corneille?,Les Andelys
Thomas Corneille,educated at,Lycée Pierre-Corneille,Who was Thomas Corneille educated at?,Lycée Pierre-Corneille
Alain Badiou,place of birth,Rabat,What is the place of birth of Alain Badiou?,Rabat
Alain Badiou,member of political party,Unified Socialist Party,What is the member of political party of Alain Badiou?,Unified Socialist Party
Thomas Corneille,sex or gender,male,What is the sex or gender of Thomas Corneille?,male
Thomas Corneille,given name,Thomas,Who is the given name of Thomas Corneille?,Thomas
Alain Badiou,father,Raymond Badiou,Who is the father of Alain Badiou?,Raymond Badiou
Boris Vladimirtsov,student,Nicholas Poppe,Who is the student of Boris Vladimirtsov?,Nicholas Poppe
Alain Badiou,sex or gender,male,What is the sex or gender of Alain Badiou?,male
Charles K. Kao,doctoral advisor,Harold Barlow,Who is the doctoral advisor of Charles K. Kao?,Harold Barlow
Serge Haroche,doctoral advisor,Claude Cohen-Tannoudji,Who is the doctoral advisor of Serge Haroche?,Claude Cohen-Tannoudji
Serge Haroche,place of birth,Casablanca,What is the place of birth of Serge Haroche?,Casablanca
Charles K. Kao,sex or gender,male,What is the sex or gender of Charles K. Kao?,male
Alain Badiou,work location,Paris,What is the work location of Alain Badiou?,Paris
Serge Haroche,sex or gender,male,What is the sex or gender of Serge Haroche?,male
Boris Petrovich Komrakow,place of birth,Ivano-Frankivsk,What is the place of birth of Boris Petrovich Komrakow?,Ivano-Frankivsk
Boris Petrovich Komrakow,professorship,full professor,What is the professorship of Boris Petrovich Komrakow?,full professor
John D. Clark,place of death,New Jersey,What is the place of death of John D. Clark?,New Jersey
Boris Petrovich Komrakow,sex or gender,male,What is the sex or gender of Boris Petrovich Komrakow?,male
John D. Clark,place of birth,Fairbanks,What is the place of birth of John D. Clark?,Fairbanks
John D. Clark,educated at,University of Wisconsin–Madison,What was John D. Clark educated at?,University of Wisconsin–Madison
Kateryna Yushchenko,educated at,National University of Uzbekistan,What was Kateryna Yushchenko educated at?,National University of Uzbekistan
John D. Clark,sex or gender,male,What is the sex or gender of John D. Clark?,male
John D. Clark,family name,Clark,Who is the family name of John D. Clark?,Clark
Kateryna Yushchenko,place of birth,Chyhyryn,What is the place of birth of Kateryna Yushchenko?,Chyhyryn
Francesco Redi,field of work,biology,What is the field of work of Francesco Redi?,biology
John D. Clark,given name,John,Who is the given name of John D. Clark?,John
Francesco Redi,student,Anton Maria Salvini,Who is the student of Francesco Redi?,Anton Maria Salvini
Francesco Redi,place of birth,Arezzo,What is the place of birth of Francesco Redi?,Arezzo
Francesco Redi,educated at,University of Pisa,What was Francesco Redi educated at?,University of Pisa
Francesco Redi,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Francesco Redi?,Brockhaus and Efron Encyclopedic Dictionary
Telford Taylor,place of death,Manhattan,What is the place of death of Telford Taylor?,Manhattan
Kateryna Yushchenko,sex or gender,female,What is the sex or gender of Kateryna Yushchenko?,female
Francesco Redi,sex or gender,male,What is the sex or gender of Francesco Redi?,male
Richard Kirwan,place of birth,County Galway,What is the place of birth of Richard Kirwan?,County Galway
Richard Kirwan,field of work,chemistry,What is the field of work of Richard Kirwan?,chemistry
Richard Kirwan,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Richard Kirwan?,Encyclopædia Britannica 11th edition
Richard Kirwan,given name,Richard,Who is the given name of Richard Kirwan?,Richard
Telford Taylor,sex or gender,male,What is the sex or gender of Telford Taylor?,male
Julius Axelrod,place of birth,New York City,What is the place of birth of Julius Axelrod?,New York City
Julius Axelrod,religion or worldview,atheism,What is the religion or worldview of Julius Axelrod?,atheism
Julius Axelrod,place of death,Bethesda,What is the place of death of Julius Axelrod?,Bethesda
Richard Kirwan,sex or gender,male,What is the sex or gender of Richard Kirwan?,male
Julius Axelrod,place of burial,Judean Memorial Gardens,What is the place of burial of Julius Axelrod?,Judean Memorial Gardens
Telford Taylor,conflict,World War II,What is the conflict of Telford Taylor?,World War II
Julius Axelrod,employer,National Institutes of Health,What is the employer of Julius Axelrod?,National Institutes of Health
Julius Axelrod,sex or gender,male,What is the sex or gender of Julius Axelrod?,male
Telford Taylor,military branch,United States Army,What is the military branch of Telford Taylor?,United States Army
Telford Taylor,residence,New York City,What is the residence of Telford Taylor?,New York City
Telford Taylor,significant event,Nuremberg trials,What is the significant event of Telford Taylor?,Nuremberg trials
Melvil Dewey,place of death,Lake Placid,What is the place of death of Melvil Dewey?,Lake Placid
Telford Taylor,family name,Taylor,Who is the family name of Telford Taylor?,Taylor
Vladimir Shukhov,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Vladimir Shukhov?,Brockhaus and Efron Encyclopedic Dictionary
Luboš Kohoutek,place of death,Bergedorf,What is the place of death of Luboš Kohoutek?,Bergedorf
Melvil Dewey,sex or gender,male,What is the sex or gender of Melvil Dewey?,male
Luboš Kohoutek,academic degree,doctorate,What is the academic degree of Luboš Kohoutek?,doctorate
Bernhard Siegert,given name,Bernhard,Who is the given name of Bernhard Siegert?,Bernhard
Luboš Kohoutek,sex or gender,male,What is the sex or gender of Luboš Kohoutek?,male
Stefanie Dimmeler,country of citizenship,Germany,What is the country of citizenship of Stefanie Dimmeler?,Germany
