subject,relation,object,question,label
Willoughby Newton,sex or gender,male,What is the sex or gender of Willoughby Newton?,male
Wolfgang Kapp,sex or gender,male,What is the sex or gender of Wolfgang Kapp?,male
William Terry,place of birth,Amherst County,What is the place of birth of William Terry?,Amherst County
Franklin Pierce,member of political party,Democratic Party,What is the member of political party of Franklin Pierce?,Democratic Party
Franklin Pierce,manner of death,natural causes,What is the manner of death of Franklin Pierce?,natural causes
Franklin Pierce,father,Benjamin Pierce,Who is the father of Franklin Pierce?,Benjamin Pierce
Franklin Pierce,religion or worldview,Episcopal Church,What is the religion or worldview of Franklin Pierce?,Episcopal Church
Franklin Pierce,spouse,Jane Pierce,Who is the spouse of Franklin Pierce?,Jane Pierce
Franklin Pierce,writing language,English,What is the writing language of Franklin Pierce?,English
Franklin Pierce,sex or gender,male,What is the sex or gender of Franklin Pierce?,male
Franklin Pierce,family name,Pierce,Who is the family name of Franklin Pierce?,Pierce
Franklin Pierce,mother,Anna Kendrick Pierce,Who is the mother of Franklin Pierce?,Anna Kendrick Pierce
Franklin Pierce,child,Benjamin Pierce,Who is the child of Franklin Pierce?,Benjamin Pierce
Todd Russell Platts,sex or gender,male,What is the sex or gender of Todd Russell Platts?,male
George Pataki,native language,English,What is the native language of George Pataki?,English
Patrick Leahy,member of political party,Democratic Party,What is the member of political party of Patrick Leahy?,Democratic Party
George Pataki,religion or worldview,Catholicism,What is the religion or worldview of George Pataki?,Catholicism
Patrick Leahy,sex or gender,male,What is the sex or gender of Patrick Leahy?,male
George Pataki,field of work,gun control,What is the field of work of George Pataki?,gun control
George Pataki,sex or gender,male,What is the sex or gender of George Pataki?,male
George Pataki,place of birth,Peekskill,What is the place of birth of George Pataki?,Peekskill
George Pataki,spouse,Libby Pataki,Who is the spouse of George Pataki?,Libby Pataki
Dwight D. Eisenhower,native language,American English,What is the native language of Dwight D. Eisenhower?,American English
Dwight D. Eisenhower,military branch,United States Army,What is the military branch of Dwight D. Eisenhower?,United States Army
George Pataki,child,Allison Pataki,Who is the child of George Pataki?,Allison Pataki
Dwight D. Eisenhower,field of work,politics of the United States,What is the field of work of Dwight D. Eisenhower?,politics of the United States
Dwight D. Eisenhower,spouse,Mamie Eisenhower,Who is the spouse of Dwight D. Eisenhower?,Mamie Eisenhower
Dwight D. Eisenhower,place of birth,Denison,Who is the place of birth of Dwight D. Eisenhower?,Denison
Dwight D. Eisenhower,place of burial,"Dwight D. Eisenhower Presidential Library, Museum and Boyhood Home",Who is the place of burial of Dwight D. Eisenhower?,"Dwight D. Eisenhower Presidential Library, Museum and Boyhood Home"
Daniel Morgan,military branch,Continental Army,What is the military branch of Daniel Morgan?,Continental Army
Daniel Morgan,member of political party,Federalist Party,What is the member of political party of Daniel Morgan?,Federalist Party
Dwight D. Eisenhower,mother,Ida Stover Eisenhower,Who is the mother of Dwight D. Eisenhower?,Ida Stover Eisenhower
Dwight D. Eisenhower,sex or gender,male,What is the sex or gender of Dwight D. Eisenhower?,male
Dwight D. Eisenhower,place of death,Walter Reed Army Medical Center,What is the place of death of Dwight D. Eisenhower?,Walter Reed Army Medical Center
Dwight D. Eisenhower,father,David Jacob Eisenhower,Who is the father of Dwight D. Eisenhower?,David Jacob Eisenhower
Daniel Morgan,place of birth,Hunterdon County,What is the place of birth of Daniel Morgan?,Hunterdon County
Jim Hodges,member of political party,Democratic Party,What is the member of political party of Jim Hodges?,Democratic Party
Jim Hodges,occupation,politician,What is the occupation of Jim Hodges?,politician
Jim Hodges,family name,Hodges,Who is the family name of Jim Hodges?,Hodges
Daniel Morgan,sex or gender,male,What is the sex or gender of Daniel Morgan?,male
Jim Hodges,sex or gender,male,What is the sex or gender of Jim Hodges?,male
Shawn Bradley,league,National Basketball Association,What is the league of Shawn Bradley?,National Basketball Association
Shawn Bradley,native language,English,What is the native language of Shawn Bradley?,English
Shawn Bradley,place of birth,Landstuhl,What is the place of birth of Shawn Bradley?,Landstuhl
Shawn Bradley,educated at,Brigham Young University,What was Shawn Bradley educated at?,Brigham Young University
Millard Fillmore,native language,English,What is the native language of Millard Fillmore?,English
Millard Fillmore,religion or worldview,Unitarianism,What is the religion or worldview of Millard Fillmore?,Unitarianism
Shawn Bradley,sex or gender,male,What is the sex or gender of Shawn Bradley?,male
Millard Fillmore,place of birth,Summerhill,What is the place of birth of Millard Fillmore?,Summerhill
Millard Fillmore,mother,Phoebe Millard,Who is the mother of Millard Fillmore?,Phoebe Millard
Millard Fillmore,sex or gender,male,What is the sex or gender of Millard Fillmore?,male
Arnold Schwarzenegger,significant event,military service,What is the significant event of Arnold Schwarzenegger?,military service
Arnold Schwarzenegger,influenced by,Yury Vlasov,Who was Arnold Schwarzenegger influenced by?,Yury Vlasov
David Beasley,employer,World Food Programme,What is the employer of David Beasley?,World Food Programme
Millard Fillmore,father,Nathaniel Fillmore,Who is the father of Millard Fillmore?,Nathaniel Fillmore
Nikki Haley,native language,English,What is the native language of Nikki Haley?,English
David Beasley,occupation,politician,What is the occupation of David Beasley?,politician
Nikki Haley,religion or worldview,Methodism,What is the religion or worldview of Nikki Haley?,Methodism
John F. Kennedy,writing language,American English,What is the writing language of John F. Kennedy?,American English
Nikki Haley,educated at,Clemson University,What was Nikki Haley educated at?,Clemson University
Nikki Haley,sex or gender,female,What is the sex or gender of Nikki Haley?,female
Arnold Schwarzenegger,given name,Arnold,Who is the given name of Arnold Schwarzenegger?,Arnold
Nikki Haley,place of birth,Bamberg,What is the place of birth of Nikki Haley?,Bamberg
John Tyler,native language,English,What is the native language of John Tyler?,English
John Tyler,father,John Tyler,Who is the father of John Tyler?,John Tyler
John Tyler,religion or worldview,Episcopal Church,What is the religion or worldview of John Tyler?,Episcopal Church
John Tyler,educated at,College of William & Mary,What was John Tyler educated at?,College of William & Mary
John Tyler,place of burial,Hollywood Cemetery,What is the place of burial of John Tyler?,Hollywood Cemetery
John Tyler,sex or gender,male,What is the sex or gender of John Tyler?,male
Shawn Bradley,drafted by,Philadelphia 76ers,What was Shawn Bradley drafted by?,Philadelphia 76ers
Shawn Bradley,notable work,Space Jam,What is the notable work of Shawn Bradley?,Space Jam
Shawn Bradley,sport,basketball,What is the sport of Shawn Bradley?,basketball
John Tyler,mother,Mary Marot Armistead,Who is the mother of John Tyler?,Mary Marot Armistead
Millard Fillmore,work location,"Washington, D.C.",What is the work location of Millard Fillmore?,"Washington, D.C."
Shawn Bradley,medical condition,gigantism,What is the medical condition of Shawn Bradley?,gigantism
Daniel Morgan,social classification,slave owner,What is the social classification of Daniel Morgan?,slave owner
Daniel Morgan,military or police rank,brigadier general,What is the military or police rank of Daniel Morgan?,brigadier general
Daniel Morgan,work location,"Washington, D.C.",What is the work location of Daniel Morgan?,"Washington, D.C."
Daniel Morgan,conflict,American Revolutionary War,What is the conflict of Daniel Morgan?,American Revolutionary War
Millard Fillmore,manner of death,natural causes,What is the manner of death of Millard Fillmore?,natural causes
Daniel Morgan,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Daniel Morgan?,Encyclopædia Britannica 11th edition
Elisha E. Meredith,work location,"Washington, D.C.",What is the work location of Elisha E. Meredith?,"Washington, D.C."
David Beasley,affiliation,World Food Programme,What is the affiliation of David Beasley?,World Food Programme
Wolfgang Kapp,manner of death,natural causes,What is the manner of death of Wolfgang Kapp?,natural causes
David Beasley,medical condition,COVID-19,What is the medical condition of David Beasley?,COVID-19
David Beasley,given name,David,Who is the given name of David Beasley?,David
Wolfgang Kapp,given name,Wolfgang,Who is the given name of Wolfgang Kapp?,Wolfgang
Eliot Spitzer,religion or worldview,Judaism,What is the religion or worldview of Eliot Spitzer?,Judaism
Wolfgang Kapp,cause of death,cancer,What is the cause of death of Wolfgang Kapp?,cancer
Daniel Morgan,given name,Daniel,Who is the given name of Daniel Morgan?,Daniel
Eliot Spitzer,place of birth,New York City,What is the place of birth of Eliot Spitzer?,New York City
Wolfgang Kapp,work location,Berlin,What is the work location of Wolfgang Kapp?,Berlin
Eliot Spitzer,member of political party,Democratic Party,What is the member of political party of Eliot Spitzer?,Democratic Party
David Beasley,sex or gender,male,What is the sex or gender of David Beasley?,male
Wolfgang Kapp,described by source,Neue Deutsche Biographie,What is the described by source of Wolfgang Kapp?,Neue Deutsche Biographie
Eliot Spitzer,family name,Spitzer,Who is the family name of Eliot Spitzer?,Spitzer
Patrick Leahy,writing language,English,What is the writing language of Patrick Leahy?,English
George Pataki,handedness,left-handedness,What is the handedness of George Pataki?,left-handedness
John Gregg,military branch,Confederate States Army,What is the military branch of John Gregg?,Confederate States Army
John Gregg,occupation,politician,What is the occupation of John Gregg?,politician
Eliot Spitzer,sex or gender,male,What is the sex or gender of Eliot Spitzer?,male
Patrick Leahy,given name,Patrick,Who is the given name of Patrick Leahy?,Patrick
George Pataki,residence,New York City,What is the residence of George Pataki?,New York City
Ronald Reagan,native language,American English,What is the native language of Ronald Reagan?,American English
Ronald Reagan,place of death,Bel Air,What is the place of death of Ronald Reagan?,Bel Air
Ronald Reagan,sex or gender,male,What is the sex or gender of Ronald Reagan?,male
John Gregg,educated at,University of North Alabama,What was John Gregg educated at?,University of North Alabama
George Pataki,given name,George,Who is the given name of George Pataki?,George
John Gregg,place of death,Henrico County,What is the place of death of John Gregg?,Henrico County
Ronald Reagan,employer,Warner Bros.,What is the employer of Ronald Reagan?,Warner Bros.
John Gregg,sex or gender,male,What is the sex or gender of John Gregg?,male
Ronald Reagan,place of burial,Ronald Reagan Presidential Library,Who is the place of burial of Ronald Reagan?,Ronald Reagan Presidential Library
Ronald Reagan,mother,Nelle Wilson Reagan,Who is the mother of Ronald Reagan?,Nelle Wilson Reagan
Guy Victor Molinari,military branch,United States Marine Corps,What is the military branch of Guy Victor Molinari?,United States Marine Corps
Guy Victor Molinari,place of death,Manhattan,What is the place of death of Guy Victor Molinari?,Manhattan
John Gregg,conflict,American Civil War,What is the conflict of John Gregg?,American Civil War
John Gregg,military or police rank,brigadier general,What is the military or police rank of John Gregg?,brigadier general
Ronald Reagan,father,Jack Reagan,Who is the father of Ronald Reagan?,Jack Reagan
John Gregg,cause of death,killed in action,What is the cause of death of John Gregg?,killed in action
Guy Victor Molinari,sex or gender,male,What is the sex or gender of Guy Victor Molinari?,male
"Carroll A. Campbell, Jr.",manner of death,natural causes,"What is the manner of death of Carroll A. Campbell, Jr.?",natural causes
John Gregg,given name,John,Who is the given name of John Gregg?,John
Guy Victor Molinari,child,Susan Molinari,Who is the child of Guy Victor Molinari?,Susan Molinari
"Carroll A. Campbell, Jr.",work location,"Washington, D.C.","What is the work location of Carroll A. Campbell, Jr.?","Washington, D.C."
John Gregg,military casualty classification,killed in action,What is the military casualty classification of John Gregg?,killed in action
Andrew Cuomo,member of political party,Democratic Party,What is the member of political party of Andrew Cuomo?,Democratic Party
Andrew Cuomo,spouse,Kerry Kennedy,Who is the spouse of Andrew Cuomo?,Kerry Kennedy
Andrew Cuomo,sex or gender,male,What is the sex or gender of Andrew Cuomo?,male
Andrew Cuomo,religion or worldview,Catholicism,What is the religion or worldview of Andrew Cuomo?,Catholicism
Andrew Cuomo,native language,English,What is the native language of Andrew Cuomo?,English
Andrew Cuomo,mother,Matilda Cuomo,Who is the mother of Andrew Cuomo?,Matilda Cuomo
Andrew Cuomo,father,Mario Cuomo,Who is the father of Andrew Cuomo?,Mario Cuomo
Andrew Cuomo,field of work,gun control,What is the field of work of Andrew Cuomo?,gun control
Andrew Cuomo,writing language,English,What is the writing language of Andrew Cuomo?,English
William Terry,social classification,slave owner,What is the social classification of William Terry?,slave owner
William Terry,educated at,University of Virginia,What was William Terry educated at?,University of Virginia
Andrew Cuomo,unmarried partner,Sandra Lee,Who is the unmarried partner of Andrew Cuomo?,Sandra Lee
William Terry,cause of death,drowning,What is the cause of death of William Terry?,drowning
Andrew Cuomo,eye color,brown,What is the eye color of Andrew Cuomo?,brown
William Terry,work location,"Washington, D.C.",What is the work location of William Terry?,"Washington, D.C."
William Terry,member of political party,Democratic Party,What is the member of political party of William Terry?,Democratic Party
Andrew Cuomo,child,Michaela Kennedy-Cuomo,Who is the child of Andrew Cuomo?,Michaela Kennedy-Cuomo
Elisha E. Meredith,place of birth,Sumter County,What is the place of birth of Elisha E. Meredith?,Sumter County
Andrew Cuomo,given name,Mark,Who is the given name of Andrew Cuomo?,Mark
William Terry,given name,William,Who is the given name of William Terry?,William
David Paterson,medical condition,blindness,What is the medical condition of David Paterson?,blindness
Ronald Reagan,conflict,World War II,What is the conflict of Ronald Reagan?,World War II
Elisha E. Meredith,member of political party,Democratic Party,What is the member of political party of Elisha E. Meredith?,Democratic Party
William Terry,sex or gender,male,What is the sex or gender of William Terry?,male
David Paterson,member of political party,Democratic Party,What is the member of political party of David Paterson?,Democratic Party
David Paterson,father,Basil A. Paterson,Who is the father of David Paterson?,Basil A. Paterson
Elisha E. Meredith,sex or gender,male,What is the sex or gender of Elisha E. Meredith?,male
David Paterson,place of birth,Brooklyn,What is the place of birth of David Paterson?,Brooklyn
Ronald Reagan,military or police rank,private,What is the military or police rank of Ronald Reagan?,private
David Paterson,given name,David,Who is the given name of David Paterson?,David
James Buchanan,field of work,politics,What is the field of work of James Buchanan?,politics
Ronald Reagan,handedness,right-handedness,What is the handedness of Ronald Reagan?,right-handedness
David Paterson,sex or gender,male,What is the sex or gender of David Paterson?,male
James Buchanan,native language,English,What is the native language of James Buchanan?,English
David Paterson,occupation,politician,What is the occupation of David Paterson?,politician
Ronald Reagan,given name,Ronald,Who is the given name of Ronald Reagan?,Ronald
James Buchanan,member of political party,Democratic Party,What is the member of political party of James Buchanan?,Democratic Party
James Buchanan,educated at,Dickinson College,What was James Buchanan educated at?,Dickinson College
James Buchanan,military branch,Pennsylvania National Guard,What is the military branch of James Buchanan?,Pennsylvania National Guard
John Boehner,military branch,United States Navy,What is the military branch of John Boehner?,United States Navy
James Buchanan,religion or worldview,Presbyterianism,What is the religion or worldview of James Buchanan?,Presbyterianism
John Boehner,place of birth,Reading,What is the place of birth of John Boehner?,Reading
Guy Victor Molinari,work location,"Washington, D.C.",What is the work location of Guy Victor Molinari?,"Washington, D.C."
John Boehner,religion or worldview,Catholic Church,What is the religion or worldview of John Boehner?,Catholic Church
James Buchanan,sex or gender,male,What is the sex or gender of James Buchanan?,male
Guy Victor Molinari,conflict,Korean War,What is the conflict of Guy Victor Molinari?,Korean War
John Boehner,sex or gender,male,What is the sex or gender of John Boehner?,male
Ronald Reagan,manner of death,natural causes,What is the manner of death of Ronald Reagan?,natural causes
John Gregg Utterback,work location,"Washington, D.C.",What is the work location of John Gregg Utterback?,"Washington, D.C."
Ronald Reagan,hair color,brown hair,What is the hair color of Ronald Reagan?,brown hair
Ronald Reagan,blood type,O,What is the blood type of Ronald Reagan?,O
John Gregg Utterback,member of political party,Democratic Party,What is the member of political party of John Gregg Utterback?,Democratic Party
John Gregg Utterback,occupation,politician,What is the occupation of John Gregg Utterback?,politician
"Albert II, Prince of Monaco",mother,Grace Kelly,"Who is the mother of Albert II, Prince of Monaco?",Grace Kelly
"Albert II, Prince of Monaco",religion or worldview,Catholic Church,"What is the religion or worldview of Albert II, Prince of Monaco?",Catholic Church
"Albert II, Prince of Monaco",father,"Rainier III, Prince of Mónaco","Who is the father of Albert II, Prince of Monaco?","Rainier III, Prince of Mónaco"
John Gregg Utterback,sex or gender,male,What is the sex or gender of John Gregg Utterback?,male
Ronald Reagan,eye color,blue,What is the eye color of Ronald Reagan?,blue
"Albert II, Prince of Monaco",family,House of Grimaldi,"What is the family of Albert II, Prince of Monaco?",House of Grimaldi
John Gregg Utterback,given name,John,Who is the given name of John Gregg Utterback?,John
"Albert II, Prince of Monaco",place of birth,Prince's Palace of Monaco,"What is the place of birth of Albert II, Prince of Monaco?",Prince's Palace of Monaco
"Albert II, Prince of Monaco",sex or gender,male,"What is the sex or gender of Albert II, Prince of Monaco?",male
Jacqueline Cochran,military or police rank,lieutenant colonel,What is the military or police rank of Jacqueline Cochran?,lieutenant colonel
Jacqueline Cochran,sex or gender,female,What is the sex or gender of Jacqueline Cochran?,female
Jacqueline Cochran,military branch,United States Army Air Forces,What is the military branch of Jacqueline Cochran?,United States Army Air Forces
Jacqueline Cochran,conflict,World War II,What is the conflict of Jacqueline Cochran?,World War II
Nancy Reagan,native language,English,What is the native language of Nancy Reagan?,English
Jacqueline Cochran,spouse,Floyd Odlum,Who is the spouse of Jacqueline Cochran?,Floyd Odlum
Nancy Reagan,place of birth,Manhattan,What is the place of birth of Nancy Reagan?,Manhattan
Jacqueline Cochran,employer,Air Transport Auxiliary,What is the employer of Jacqueline Cochran?,Air Transport Auxiliary
Nancy Reagan,spouse,Ronald Reagan,Who is the spouse of Nancy Reagan?,Ronald Reagan
Chris Christie,native language,English,What is the native language of Chris Christie?,English
Nancy Reagan,place of death,Bel Air,What is the place of death of Nancy Reagan?,Bel Air
Nancy Reagan,mother,Edith Luckett Davis,Who is the mother of Nancy Reagan?,Edith Luckett Davis
Chris Christie,field of work,politics,What is the field of work of Chris Christie?,politics
Nancy Reagan,father,Kenneth Seymour Robbins,Who is the father of Nancy Reagan?,Kenneth Seymour Robbins
Nancy Reagan,place of burial,Ronald Reagan Presidential Library,Who is the place of burial of Nancy Reagan?,Ronald Reagan Presidential Library
Nancy Reagan,sex or gender,female,What is the sex or gender of Nancy Reagan?,female
Nancy Reagan,religion or worldview,Presbyterianism,What is the religion or worldview of Nancy Reagan?,Presbyterianism
Chris Christie,religion or worldview,Catholicism,What is the religion or worldview of Chris Christie?,Catholicism
Chris Christie,handedness,right-handedness,What is the handedness of Chris Christie?,right-handedness
Chris Christie,spouse,Mary Pat Christie,Who is the spouse of Chris Christie?,Mary Pat Christie
Nancy Reagan,manner of death,natural causes,What is the manner of death of Nancy Reagan?,natural causes
Jesse Jackson,sport,American football,What is the sport of Jesse Jackson?,American football
Nancy Reagan,family name,Davis,Who is the family name of Nancy Reagan?,Davis
Nancy Reagan,given name,Anne,Who is the given name of Nancy Reagan?,Anne
Jesse Jackson,member of political party,Democratic Party,What is the member of political party of Jesse Jackson?,Democratic Party
Chris Christie,sex or gender,male,What is the sex or gender of Chris Christie?,male
Jesse Jackson,position played on team / speciality,quarterback,What is the position played on team / speciality of Jesse Jackson?,quarterback
Jesse Jackson,religion or worldview,Baptists,What is the religion or worldview of Jesse Jackson?,Baptists
Jesse Jackson,movement,civil rights movement,What is the movement of Jesse Jackson?,civil rights movement
Michelle Obama,significant event,parturition,What is the significant event of Michelle Obama?,parturition
Michelle Obama,writing language,English,What is the writing language of Michelle Obama?,English
Jesse Jackson,member of sports team,Illinois Fighting Illini football,What is the member of sports team of Jesse Jackson?,Illinois Fighting Illini football
John Lefferts,member of political party,Democratic-Republican Party,What is the member of political party of John Lefferts?,Democratic-Republican Party
Jesse Jackson,sex or gender,male,What is the sex or gender of Jesse Jackson?,male
Jesse Jackson,writing language,English,What is the writing language of Jesse Jackson?,English
John Lefferts,place of birth,Brooklyn,What is the place of birth of John Lefferts?,Brooklyn
John Lefferts,occupation,politician,What is the occupation of John Lefferts?,politician
John Lefferts,sex or gender,male,What is the sex or gender of John Lefferts?,male
Alan Greenspan,place of birth,New York City,What is the place of birth of Alan Greenspan?,New York City
Robert C. Nicholas,occupation,politician,What is the occupation of Robert C. Nicholas?,politician
Robert C. Nicholas,member of political party,Democratic Party,What is the member of political party of Robert C. Nicholas?,Democratic Party
Robert C. Nicholas,sex or gender,male,What is the sex or gender of Robert C. Nicholas?,male
Jesse Jackson,family name,Jackson,Who is the family name of Jesse Jackson?,Jackson
Ronald Reagan,writing language,American English,What is the writing language of Ronald Reagan?,American English
Alan Greenspan,spouse,Andrea Mitchell,Who is the spouse of Alan Greenspan?,Andrea Mitchell
"Albert II, Prince of Monaco",sport,bobsleigh,"What is the sport of Albert II, Prince of Monaco?",bobsleigh
"Albert II, Prince of Monaco",godparent,Victoria Eugenie of Battenberg,"Who is the godparent of Albert II, Prince of Monaco?",Victoria Eugenie of Battenberg
Robert C. Nicholas,educated at,College of William & Mary,What was Robert C. Nicholas educated at?,College of William & Mary
Robert C. Nicholas,place of birth,Hanover Courthouse,What is the place of birth of Robert C. Nicholas?,Hanover Courthouse
Alan Greenspan,sex or gender,male,What is the sex or gender of Alan Greenspan?,male
Robert C. Nicholas,place of death,Terrebonne Parish,What is the place of death of Robert C. Nicholas?,Terrebonne Parish
Robert C. Nicholas,father,George Nicholas,Who is the father of Robert C. Nicholas?,George Nicholas
Ronald Reagan,military unit,First Motion Picture Unit,What is the military unit of Ronald Reagan?,First Motion Picture Unit
"Albert II, Prince of Monaco",given name,Albert,"Who is the given name of Albert II, Prince of Monaco?",Albert
Edward Kent,member of political party,Whig Party,What is the member of political party of Edward Kent?,Whig Party
Michelle Obama,member of political party,Democratic Party,What is the member of political party of Michelle Obama?,Democratic Party
Michelle Obama,place of birth,Chicago,What is the place of birth of Michelle Obama?,Chicago
Michelle Obama,native language,English,What is the native language of Michelle Obama?,English
James Buchanan,writing language,English,What is the writing language of James Buchanan?,English
Michelle Obama,ethnic group,African Americans,What is the ethnic group of Michelle Obama?,African Americans
Michelle Obama,spouse,Barack Obama,Who is the spouse of Michelle Obama?,Barack Obama
Edward Kent,educated at,Harvard University,What was Edward Kent educated at?,Harvard University
Edward Kent,sex or gender,male,What is the sex or gender of Edward Kent?,male
Nancy Reagan,writing language,English,What is the writing language of Nancy Reagan?,English
Michelle Obama,mother,Marian Shields Robinson,Who is the mother of Michelle Obama?,Marian Shields Robinson
Michelle Obama,father,Fraser Robinson III,Who is the father of Michelle Obama?,Fraser Robinson III
Michelle Obama,employer,Princeton University,What is the employer of Michelle Obama?,Princeton University
Michelle Obama,sex or gender,female,What is the sex or gender of Michelle Obama?,female
John Boehner,writing language,English,What is the writing language of John Boehner?,English
James Buchanan,cause of death,respiratory failure,What is the cause of death of James Buchanan?,respiratory failure
James Buchanan,manner of death,natural causes,What is the manner of death of James Buchanan?,natural causes
James Buchanan,family name,Buchanan,Who is the family name of James Buchanan?,Buchanan
John Boehner,given name,John,Who is the given name of John Boehner?,John
Edward Kent,manner of death,natural causes,What is the manner of death of Edward Kent?,natural causes
Edward Kent,given name,Edward,Who is the given name of Edward Kent?,Edward
Clinton Clauson,conflict,World War I,What is the conflict of Clinton Clauson?,World War I
Gabby Giffords,religion or worldview,Judaism,What is the religion or worldview of Gabby Giffords?,Judaism
Gabby Giffords,member of political party,Democratic Party,What is the member of political party of Gabby Giffords?,Democratic Party
Clinton Clauson,educated at,Palmer College of Chiropractic,What was Clinton Clauson educated at?,Palmer College of Chiropractic
Glenn Beck,writing language,English,What is the writing language of Glenn Beck?,English
Clinton Clauson,occupation,politician,What is the occupation of Clinton Clauson?,politician
Clinton Clauson,sex or gender,male,What is the sex or gender of Clinton Clauson?,male
Gabby Giffords,spouse,Mark Kelly,Who is the spouse of Gabby Giffords?,Mark Kelly
Gabby Giffords,sex or gender,female,What is the sex or gender of Gabby Giffords?,female
Alfred Eastlack Driscoll,place of burial,New Jersey,What is the place of burial of Alfred Eastlack Driscoll?,New Jersey
Glenn Beck,family name,Beck,Who is the family name of Glenn Beck?,Beck
Clinton Clauson,place of birth,Mitchell,Who is the place of birth of Clinton Clauson?,Mitchell
Glenn Beck,medical condition,COVID-19,What is the medical condition of Glenn Beck?,COVID-19
Frank Church,military branch,United States Army,What is the military branch of Frank Church?,United States Army
Frank Church,member of political party,Democratic Party,What is the member of political party of Frank Church?,Democratic Party
Alfred Eastlack Driscoll,sex or gender,male,What is the sex or gender of Alfred Eastlack Driscoll?,male
Frank Church,place of death,Bethesda,What is the place of death of Frank Church?,Bethesda
Frank Church,religion or worldview,Presbyterianism,What is the religion or worldview of Frank Church?,Presbyterianism
Marcy Kaptur,work location,"Washington, D.C.",What is the work location of Marcy Kaptur?,"Washington, D.C."
Marcy Kaptur,writing language,English,What is the writing language of Marcy Kaptur?,English
Jim Geringer,military branch,United States Air Force,What is the military branch of Jim Geringer?,United States Air Force
Frank Church,occupation,politician,What is the occupation of Frank Church?,politician
Jim Geringer,educated at,Kansas State University,What was Jim Geringer educated at?,Kansas State University
Frank Church,sex or gender,male,What is the sex or gender of Frank Church?,male
Gabby Giffords,writing language,English,What is the writing language of Gabby Giffords?,English
Frank Church,work location,"Washington, D.C.",What is the work location of Frank Church?,"Washington, D.C."
Jim Geringer,place of birth,Wheatland,What is the place of birth of Jim Geringer?,Wheatland
Jim Geringer,religion or worldview,Lutheranism,What is the religion or worldview of Jim Geringer?,Lutheranism
Gabby Giffords,partner in business or sport,Mark Kelly,Who is the partner in business or sport of Gabby Giffords?,Mark Kelly
Frank Church,conflict,World War II,What is the conflict of Frank Church?,World War II
Jim Geringer,sex or gender,male,What is the sex or gender of Jim Geringer?,male
Frank Church,cause of death,pancreatic cancer,What is the cause of death of Frank Church?,pancreatic cancer
Frank Church,manner of death,natural causes,What is the manner of death of Frank Church?,natural causes
John Clopton,place of birth,New Kent County,What is the place of birth of John Clopton?,New Kent County
Sharron Angle,work location,"Washington, D.C.",What is the work location of Sharron Angle?,"Washington, D.C."
Sharron Angle,educated at,"University of Nevada, Reno",What was Sharron Angle educated at?,"University of Nevada, Reno"
John Clopton,sex or gender,male,What is the sex or gender of John Clopton?,male
Frank Church,given name,Frank,Who is the given name of Frank Church?,Frank
Sharron Angle,place of birth,Klamath Falls,What is the place of birth of Sharron Angle?,Klamath Falls
Sharron Angle,sex or gender,female,What is the sex or gender of Sharron Angle?,female
Albert Johnson,place of death,American Lake,What is the place of death of Albert Johnson?,American Lake
Albert Johnson,place of birth,Springfield,What is the place of birth of Albert Johnson?,Springfield
Horace Greeley,place of birth,Amherst,What is the place of birth of Horace Greeley?,Amherst
Benjamin Spock,military branch,United States Navy,What is the military branch of Benjamin Spock?,United States Navy
Albert Johnson,sex or gender,male,What is the sex or gender of Albert Johnson?,male
Horace Greeley,spouse,Mary Cheney Greeley,Who is the spouse of Horace Greeley?,Mary Cheney Greeley
Benjamin Spock,field of work,pediatrics,What is the field of work of Benjamin Spock?,pediatrics
Benjamin Spock,employer,University of Pittsburgh,What is the employer of Benjamin Spock?,University of Pittsburgh
Horace Greeley,sex or gender,male,What is the sex or gender of Horace Greeley?,male
Benjamin Spock,father,Benjamin Ives Spock,Who is the father of Benjamin Spock?,Benjamin Ives Spock
Benjamin Spock,place of birth,New Haven,What is the place of birth of Benjamin Spock?,New Haven
Henry A. Edmundson,military branch,Confederate States Army,What is the military branch of Henry A. Edmundson?,Confederate States Army
Henry A. Edmundson,member of political party,Democratic Party,What is the member of political party of Henry A. Edmundson?,Democratic Party
Benjamin Spock,sex or gender,male,What is the sex or gender of Benjamin Spock?,male
Henry A. Edmundson,place of death,Montgomery County,What is the place of death of Henry A. Edmundson?,Montgomery County
Horace Greeley,family name,Greeley,Who is the family name of Horace Greeley?,Greeley
Betty Sutton,religion or worldview,Methodism,What is the religion or worldview of Betty Sutton?,Methodism
Henry A. Edmundson,place of birth,Blacksburg,What is the place of birth of Henry A. Edmundson?,Blacksburg
Betty Sutton,member of political party,Democratic Party,What is the member of political party of Betty Sutton?,Democratic Party
Betty Sutton,writing language,English,What is the writing language of Betty Sutton?,English
Henry A. Edmundson,social classification,slave owner,What is the social classification of Henry A. Edmundson?,slave owner
Henry A. Edmundson,educated at,Georgetown University,What was Henry A. Edmundson educated at?,Georgetown University
Henry A. Edmundson,work location,"Washington, D.C.",What is the work location of Henry A. Edmundson?,"Washington, D.C."
Henry A. Edmundson,sex or gender,male,What is the sex or gender of Henry A. Edmundson?,male
Allen T. Caperton,father,Hugh Caperton,Who is the father of Allen T. Caperton?,Hugh Caperton
Allen T. Caperton,place of death,"Washington, D.C.",What is the place of death of Allen T. Caperton?,"Washington, D.C."
