subject,relation,object,question,label
Always Be My Baby,lyricist,Jermaine Dupri,Who is the lyricist of Always Be My Baby?,Jermaine Dupri
Always Be My Baby,performer,Mariah Carey,Who does Always Be My Baby performer?,Mariah Carey
Always Be My Baby,language of work or name,English,What is the language of work or name of Always Be My Baby?,English
Hijo de la Luna,follows,Une femme avec une femme,What does Hijo de la Luna follow?,Une femme avec une femme
Always Be My Baby,distribution format,compact cassette,What is the distribution format of Always Be My Baby?,compact cassette
Always Be My Baby,record label,Columbia Records,What is the record label of Always Be My Baby?,Columbia Records
Judas,followed by,The Edge of Glory,What was Judas followed by?,The Edge of Glory
Always Be My Baby,followed by,Forever,What was Always Be My Baby followed by?,Forever
Baker Street,composer,Gerry Rafferty,Who is the composer of Baker Street?,Gerry Rafferty
Judas,performer,Lady Gaga,Who does Judas performer?,Lady Gaga
Baker Street,performer,Gerry Rafferty,Who does Baker Street performer?,Gerry Rafferty
Baker Street,recorded at studio or venue,Chipping Norton Recording Studios,What is the recorded at studio or venue of Baker Street?,Chipping Norton Recording Studios
Baker Street,language of work or name,English,What is the language of work or name of Baker Street?,English
Baker Street,distribution format,vinyl record,What is the distribution format of Baker Street?,vinyl record
LoveGame,language of work or name,English,What is the language of work or name of LoveGame?,English
Baker Street,genre,rock music,What is the genre of Baker Street?,rock music
LoveGame,follows,"Eh, Eh (Nothing Else I Can Say)",What does LoveGame follow?,"Eh, Eh (Nothing Else I Can Say)"
Baker Street,lyricist,Gerry Rafferty,Who is the lyricist of Baker Street?,Gerry Rafferty
LoveGame,lyricist,Lady Gaga,Who is the lyricist of LoveGame?,Lady Gaga
LoveGame,performer,Lady Gaga,Who does LoveGame performer?,Lady Gaga
LoveGame,distribution format,compact disc,What is the distribution format of LoveGame?,compact disc
LoveGame,record label,Interscope Records,What is the record label of LoveGame?,Interscope Records
Alors on danse,producer,Stromae,Who is the producer of Alors on danse?,Stromae
Alors on danse,performer,Stromae,Who does Alors on danse performer?,Stromae
Alors on danse,genre,house music,What is the genre of Alors on danse?,house music
Alors on danse,lyricist,Stromae,Who is the lyricist of Alors on danse?,Stromae
Judas,record label,Interscope Records,What is the record label of Judas?,Interscope Records
New Age,genre,pop music,What is the genre of New Age?,pop music
Aïcha,record label,PolyGram,What is the record label of Aïcha?,PolyGram
Judas,distribution format,compact disc,What is the distribution format of Judas?,compact disc
Aïcha,producer,Jean-Jacques Goldman,Who is the producer of Aïcha?,Jean-Jacques Goldman
Aïcha,performer,Khaled,Who does Aïcha performer?,Khaled
Aïcha,lyricist,Jean-Jacques Goldman,Who is the lyricist of Aïcha?,Jean-Jacques Goldman
Judas,language of work or name,English,What is the language of work or name of Judas?,English
New Age,lyricist,Marlon Roudette,Who is the lyricist of New Age?,Marlon Roudette
New Age,followed by,Anti Hero (Brave New World),What was New Age followed by?,Anti Hero (Brave New World)
New Age,record label,Universal Music Group,What is the record label of New Age?,Universal Music Group
New Age,producer,Guy Chambers,Who is the producer of New Age?,Guy Chambers
Aïcha,genre,raï,What is the genre of Aïcha?,raï
New Age,performer,Marlon Roudette,Who does New Age performer?,Marlon Roudette
Just Dance,language of work or name,English,What is the language of work or name of Just Dance?,English
Just Dance,record label,Interscope Records,What is the record label of Just Dance?,Interscope Records
New Age,distribution format,music download,What is the distribution format of New Age?,music download
Nothing's Gonna Stop Us Now,record label,Grunt,What is the record label of Nothing's Gonna Stop Us Now?,Grunt
Just Dance,followed by,Poker Face,What was Just Dance followed by?,Poker Face
Nothing's Gonna Stop Us Now,lyricist,Albert Hammond,Who is the lyricist of Nothing's Gonna Stop Us Now?,Albert Hammond
Nothing's Gonna Stop Us Now,composer,Diane Warren,Who is the composer of Nothing's Gonna Stop Us Now?,Diane Warren
Nothing's Gonna Stop Us Now,producer,Narada Michael Walden,Who is the producer of Nothing's Gonna Stop Us Now?,Narada Michael Walden
The Look of Love,language of work or name,English,What is the language of work or name of The Look of Love?,English
Nothing's Gonna Stop Us Now,performer,Jefferson Starship,What does Nothing's Gonna Stop Us Now performer?,Jefferson Starship
The Look of Love,record label,Mercury Records,What is the record label of The Look of Love?,Mercury Records
The Look of Love,follows,Poison Arrow,What does The Look of Love follow?,Poison Arrow
The Look of Love,genre,new wave,What is the genre of The Look of Love?,new wave
The Look of Love,composer,Martin Fry,Who is the composer of The Look of Love?,Martin Fry
The Look of Love,performer,ABC,What does The Look of Love performer?,ABC
Nothing's Gonna Stop Us Now,genre,rock music,What is the genre of Nothing's Gonna Stop Us Now?,rock music
The Look of Love,producer,Trevor Horn,Who is the producer of The Look of Love?,Trevor Horn
Englishman in New York,composer,Sting,What is the composer of Englishman in New York?,Sting
Englishman in New York,record label,A&M Records,What is the record label of Englishman in New York?,A&M Records
Englishman in New York,lyricist,Sting,What is the lyricist of Englishman in New York?,Sting
Englishman in New York,distribution format,compact disc,What is the distribution format of Englishman in New York?,compact disc
Englishman in New York,producer,Sting,What is the producer of Englishman in New York?,Sting
Englishman in New York,followed by,Be Still My Beating Heart,What was Englishman in New York followed by?,Be Still My Beating Heart
Englishman in New York,language of work or name,English,What is the language of work or name of Englishman in New York?,English
Englishman in New York,genre,rock music,What is the genre of Englishman in New York?,rock music
Englishman in New York,performer,Sting,What does Englishman in New York performer?,Sting
Tom's Diner,lyricist,Suzanne Vega,Who is the lyricist of Tom's Diner?,Suzanne Vega
Brothers in Arms,producer,Mark Knopfler,Who is the producer of Brothers in Arms?,Mark Knopfler
Tom's Diner,genre,rock music,What is the genre of Tom's Diner?,rock music
Brothers in Arms,follows,Money for Nothing,What does Brothers in Arms follow?,Money for Nothing
Brothers in Arms,lyricist,Mark Knopfler,Who is the lyricist of Brothers in Arms?,Mark Knopfler
Brothers in Arms,language of work or name,English,What is the language of work or name of Brothers in Arms?,English
Brothers in Arms,performer,Dire Straits,What does Brothers in Arms performer?,Dire Straits
Brothers in Arms,followed by,Walk of Life,What was Brothers in Arms followed by?,Walk of Life
Tom's Diner,performer,Suzanne Vega,Who does Tom's Diner performer?,Suzanne Vega
Brothers in Arms,record label,Vertigo Records,What is the record label of Brothers in Arms?,Vertigo Records
Touch My Body,producer,Mariah Carey,Who is the producer of Touch My Body?,Mariah Carey
Brothers in Arms,genre,rock music,What is the genre of Brothers in Arms?,rock music
Touch My Body,performer,Mariah Carey,Who does Touch My Body performer?,Mariah Carey
Touch My Body,language of work or name,English,What is the language of work or name of Touch My Body?,English
Touch My Body,lyricist,The-Dream,What is the lyricist of Touch My Body?,The-Dream
Good Times,record label,Atlantic Records,What is the record label of Good Times?,Atlantic Records
Touch My Body,record label,Island Records,What is the record label of Touch My Body?,Island Records
Good Times,producer,Bernard Edwards,Who is the producer of Good Times?,Bernard Edwards
Good Times,performer,Chic,What does Good Times performer?,Chic
Who Wants to Live Forever,lyricist,Brian May,Who is the lyricist of Who Wants to Live Forever?,Brian May
Good Times,genre,disco,What is the genre of Good Times?,disco
Good Times,followed by,My Forbidden Lover,What was Good Times followed by?,My Forbidden Lover
Who Wants to Live Forever,producer,Reinhold Mack,Who is the producer of Who Wants to Live Forever?,Reinhold Mack
Who Wants to Live Forever,language of work or name,English,What is the language of work or name of Who Wants to Live Forever?,English
Good Times,lyricist,Bernard Edwards,Who is the lyricist of Good Times?,Bernard Edwards
Best of You,record label,RCA Records,What is the record label of Best of You?,RCA Records
Who Wants to Live Forever,performer,Queen,What does Who Wants to Live Forever performer?,Queen
Who Wants to Live Forever,composer,Brian May,Who is the composer of Who Wants to Live Forever?,Brian May
Who Wants to Live Forever,follows,Pain Is So Close to Pleasure,What does Who Wants to Live Forever follow?,Pain Is So Close to Pleasure
Who Wants to Live Forever,record label,EMI,What is the record label of Who Wants to Live Forever?,EMI
Best of You,language of work or name,English,What is the language of work or name of Best of You?,English
Best of You,follows,Have It All,What does Best of You follow?,Have It All
Best of You,distribution format,compact disc,What is the distribution format of Best of You?,compact disc
Best of You,genre,alternative rock,What is the genre of Best of You?,alternative rock
Who Wants to Live Forever,genre,rock music,What is the genre of Who Wants to Live Forever?,rock music
Best of You,producer,Nick Raskulinecz,Who is the producer of Best of You?,Nick Raskulinecz
Summer of '69,record label,A&M Records,What is the record label of Summer of '69?,A&M Records
Summer of '69,genre,rock music,What is the genre of Summer of '69?,rock music
30 Minutes,followed by,All About Us,What was 30 Minutes followed by?,All About Us
Summer of '69,follows,Heaven,What does Summer of '69 follow?,Heaven
Summer of '69,producer,Bob Clearmountain,Who is the producer of Summer of '69?,Bob Clearmountain
Summer of '69,performer,Bryan Adams,Who does Summer of '69 performer?,Bryan Adams
3,tonality,F minor,What is the tonality of 3?,F minor
30 Minutes,performer,t.A.T.u.,What does 30 Minutes performer?,t.A.T.u.
30 Minutes,genre,pop music,What is the genre of 30 Minutes?,pop music
3,record label,Jive Records,What is the record label of 3?,Jive Records
3,composer,Karl Martin,Who is the composer of 3?,Karl Martin
3,charted in,Billboard Hot 100,What did 3 chart in?,Billboard Hot 100
3,followed by,Hold It Against Me,What was 3 followed by?,Hold It Against Me
3,producer,Karl Martin,Who is the producer of 3?,Karl Martin
3,lyricist,Karl Martin,Who is the lyricist of 3?,Karl Martin
3,language of work or name,English,What is the language of work or name of 3?,English
3,performer,Britney Spears,Who does 3 performer?,Britney Spears
3,genre,synth-pop,What is the genre of 3?,synth-pop
You've Lost That Lovin' Feelin',followed by,Kiss on My List,What was You've Lost That Lovin' Feelin' followed by?,Kiss on My List
You've Lost That Lovin' Feelin',lyricist,Phil Spector,Who is the lyricist of You've Lost That Lovin' Feelin'?,Phil Spector
You've Lost That Lovin' Feelin',producer,Phil Spector,Who is the producer of You've Lost That Lovin' Feelin'?,Phil Spector
I'm with You,form of creative work,single,What is the form of creative work of I'm with You?,single
I'm with You,follows,Sk8er Boi,What does I'm with You follow?,Sk8er Boi
Driving Home for Christmas,distribution format,compact cassette,What is the distribution format of Driving Home for Christmas?,compact cassette
You've Lost That Lovin' Feelin',language of work or name,English,What is the language of work or name of You've Lost That Lovin' Feelin'?,English
I'm with You,followed by,Losing Grip,What was I'm with You followed by?,Losing Grip
I'm with You,performer,Avril Lavigne,Who does I'm with You performer?,Avril Lavigne
I'm with You,record label,Arista Records,What is the record label of I'm with You?,Arista Records
I'm with You,genre,rock music,What is the genre of I'm with You?,rock music
Driving Home for Christmas,record label,Magnet,What is the record label of Driving Home for Christmas?,Magnet
I'm with You,producer,L.A. Reid,Who is the producer of I'm with You?,L.A. Reid
You've Lost That Lovin' Feelin',genre,pop music,What is the genre of You've Lost That Lovin' Feelin'?,pop music
Driving Home for Christmas,composer,Chris Rea,Who is the composer of Driving Home for Christmas?,Chris Rea
Driving Home for Christmas,genre,pop rock,What is the genre of Driving Home for Christmas?,pop rock
Driving Home for Christmas,lyricist,Chris Rea,Who is the lyricist of Driving Home for Christmas?,Chris Rea
Driving Home for Christmas,language of work or name,English,What is the language of work or name of Driving Home for Christmas?,English
Teenage Dream,language of work or name,English,What is the language of work or name of Teenage Dream?,English
Teenage Dream,producer,Karl Martin,Who is the producer of Teenage Dream?,Karl Martin
Teenage Dream,followed by,Firework,What was Teenage Dream followed by?,Firework
Teenage Dream,record label,RSO Records,What is the record label of Teenage Dream?,RSO Records
Teenage Dream,genre,pop music,What is the genre of Teenage Dream?,pop music
Teenage Dream,form of creative work,single,What is the form of creative work of Teenage Dream?,single
Good Vibrations,record label,Capitol Records,What is the record label of Good Vibrations?,Capitol Records
Spem in alium,language of work or name,Latin,What is the language of work or name of Spem in alium?,Latin
Spem in alium,copyright status,public domain,What is the copyright status of Spem in alium?,public domain
Good Vibrations,performer,The Beach Boys,What does Good Vibrations performer?,The Beach Boys
Teenage Dream,distribution format,music download,What is the distribution format of Teenage Dream?,music download
Spem in alium,composer,Thomas Tallis,Who is the composer of Spem in alium?,Thomas Tallis
Good Vibrations,producer,Brian Wilson,Who is the producer of Good Vibrations?,Brian Wilson
Good Vibrations,composer,Brian Wilson,Who is the composer of Good Vibrations?,Brian Wilson
Good Vibrations,lyricist,Brian Wilson,Who is the lyricist of Good Vibrations?,Brian Wilson
Good Vibrations,followed by,Heroes and Villains,What was Good Vibrations followed by?,Heroes and Villains
Good Vibrations,language of work or name,English,What is the language of work or name of Good Vibrations?,English
Drip Drop,genre,pop music,What is the genre of Drip Drop?,pop music
Drip Drop,language of work or name,English,What is the language of work or name of Drip Drop?,English
Drip Drop,lyricist,Anders Bagge,Who is the lyricist of Drip Drop?,Anders Bagge
Drip Drop,country of origin,Azerbaijan,What is the country of origin of Drip Drop?,Azerbaijan
Drip Drop,form of creative work,single,What is the form of creative work of Drip Drop?,single
Drip Drop,performer,Safura Alizadeh,Who does Drip Drop performer?,Safura Alizadeh
I'm Real,lyricist,Jennifer Lopez,Who is the lyricist of I'm Real?,Jennifer Lopez
I'm Real,language of work or name,English,What is the language of work or name of I'm Real?,English
Drip Drop,distribution format,music download,What is the distribution format of Drip Drop?,music download
I'm Real,follows,Ain't It Funny,What does I'm Real follow?,Ain't It Funny
I'm Real,producer,Cory Rooney,Who is the producer of I'm Real?,Cory Rooney
Elastic Heart,follows,She Wolf,Who does Elastic Heart follow?,She Wolf
Elastic Heart,record label,RCA Records,What is the record label of Elastic Heart?,RCA Records
I'm Real,record label,Epic Records,What is the record label of I'm Real?,Epic Records
Elastic Heart,producer,Greg Kurstin,Who is the producer of Elastic Heart?,Greg Kurstin
Elastic Heart,language of work or name,English,What is the language of work or name of Elastic Heart?,English
Elastic Heart,followed by,Chandelier,What was Elastic Heart followed by?,Chandelier
Love Don't Cost a Thing,language of work or name,Spanish,What is the language of work or name of Love Don't Cost a Thing?,Spanish
Elastic Heart,genre,pop music,What is the genre of Elastic Heart?,pop music
Higher Love,producer,Russ Titelman,Who is the producer of Higher Love?,Russ Titelman
Elastic Heart,distribution format,music download,What is the distribution format of Elastic Heart?,music download
Love Don't Cost a Thing,record label,Epic Records,What is the record label of Love Don't Cost a Thing?,Epic Records
Love Don't Cost a Thing,performer,Jennifer Lopez,Who does Love Don't Cost a Thing performer?,Jennifer Lopez
Love Don't Cost a Thing,follows,Let's Get Loud,What does Love Don't Cost a Thing follow?,Let's Get Loud
Higher Love,record label,Island Records,What is the record label of Higher Love?,Island Records
Higher Love,follows,Valerie,Who does Higher Love follow?,Valerie
Love Don't Cost a Thing,producer,Ric Wake,Who is the producer of Love Don't Cost a Thing?,Ric Wake
Love Don't Cost a Thing,followed by,Play,What was Love Don't Cost a Thing followed by?,Play
Higher Love,lyricist,Steve Winwood,Who is the lyricist of Higher Love?,Steve Winwood
Higher Love,genre,pop music,What is the genre of Higher Love?,pop music
Hollaback Girl,lyricist,Gwen Stefani,Who is the lyricist of Hollaback Girl?,Gwen Stefani
Hollaback Girl,language of work or name,English,What is the language of work or name of Hollaback Girl?,English
Hollaback Girl,record label,Interscope Records,What is the record label of Hollaback Girl?,Interscope Records
Love Don't Cost a Thing,genre,rhythm and blues,What is the genre of Love Don't Cost a Thing?,rhythm and blues
Hollaback Girl,performer,Gwen Stefani,Who does Hollaback Girl performer?,Gwen Stefani
Hollaback Girl,follows,Rich Girl,Who does Hollaback Girl follow?,Rich Girl
Hollaback Girl,followed by,Cool,What was Hollaback Girl followed by?,Cool
Hollaback Girl,producer,The Neptunes,What is the producer of Hollaback Girl?,The Neptunes
Joy,performer,François Feldman,Who does Joy performer?,François Feldman
Hollaback Girl,distribution format,music download,What is the distribution format of Hollaback Girl?,music download
Hollaback Girl,genre,hip hop music,What is the genre of Hollaback Girl?,hip hop music
Joy,record label,Phonogram International B.V.,What is the record label of Joy?,Phonogram International B.V.
Joy,genre,pop music,What is the genre of Joy?,pop music
Everytime,tonality,E-flat major,What is the tonality of Everytime?,E-flat major
Everytime,composer,Britney Spears,Who is the composer of Everytime?,Britney Spears
Everytime,follows,Toxic,What does Everytime follow?,Toxic
Everytime,followed by,Outrageous,What was Everytime followed by?,Outrageous
Everytime,form of creative work,single,What is the form of creative work of Everytime?,single
Everytime,lyricist,Britney Spears,Who is the lyricist of Everytime?,Britney Spears
Everytime,performer,Britney Spears,Who does Everytime performer?,Britney Spears
Everytime,producer,Guy Sigsworth,Who is the producer of Everytime?,Guy Sigsworth
Everytime,record label,Jive Records,What is the record label of Everytime?,Jive Records
Ninjya Re Bang Bang,followed by,Invader Invader,What was Ninjya Re Bang Bang followed by?,Invader Invader
Ninjya Re Bang Bang,producer,Yasutaka Nakata,Who is the producer of Ninjya Re Bang Bang?,Yasutaka Nakata
Ninjya Re Bang Bang,language of work or name,Japanese,What is the language of work or name of Ninjya Re Bang Bang?,Japanese
Ninjya Re Bang Bang,place of publication,Japan,What is the place of publication of Ninjya Re Bang Bang?,Japan
Ninjya Re Bang Bang,record label,Warner Music Group,What is the record label of Ninjya Re Bang Bang?,Warner Music Group
Ninjya Re Bang Bang,performer,Kyary Pamyu Pamyu,Who does Ninjya Re Bang Bang performer?,Kyary Pamyu Pamyu
Ninjya Re Bang Bang,composer,Yasutaka Nakata,Who is the composer of Ninjya Re Bang Bang?,Yasutaka Nakata
Bogurodzica,time period,Middle Ages,What is the time period of Bogurodzica?,Middle Ages
Everytime,genre,pop music,What is the genre of Everytime?,pop music
Ninjya Re Bang Bang,lyricist,Yasutaka Nakata,Who is the lyricist of Ninjya Re Bang Bang?,Yasutaka Nakata
Bogurodzica,author,anonymous,What is the author of Bogurodzica?,anonymous
Ninjya Re Bang Bang,genre,synth-pop,What is the genre of Ninjya Re Bang Bang?,synth-pop
La Rivière de notre enfance,record label,Sony BMG,What is the record label of La Rivière de notre enfance?,Sony BMG
Bogurodzica,genre,hymn,What is the genre of Bogurodzica?,hymn
La Rivière de notre enfance,producer,Erick Benzi,Who is the producer of La Rivière de notre enfance?,Erick Benzi
Losing My Religion,form of creative work,single,What is the form of creative work of Losing My Religion?,single
Losing My Religion,performer,R.E.M.,What does Losing My Religion performer?,R.E.M.
Losing My Religion,language of work or name,English,What is the language of work or name of Losing My Religion?,English
Losing My Religion,record label,Warner Bros. Records,What is the record label of Losing My Religion?,Warner Bros. Records
Losing My Religion,followed by,Shiny Happy People,What was Losing My Religion followed by?,Shiny Happy People
La Rivière de notre enfance,genre,pop music,What is the genre of La Rivière de notre enfance?,pop music
Losing My Religion,lyricist,Bill Berry,Who is the lyricist of Losing My Religion?,Bill Berry
3e sexe,record label,Bertelsmann Music Group,What is the record label of 3e sexe?,Bertelsmann Music Group
3e sexe,composer,Dominique Nicolas,Who is the composer of 3e sexe?,Dominique Nicolas
3e sexe,lyricist,Nicola Sirkis,Who is the lyricist of 3e sexe?,Nicola Sirkis
1 garçon,record label,Columbia Records,What is the record label of 1 garçon?,Columbia Records
1 garçon,follows,Play,What does 1 garçon follow?,Play
Babacar,record label,Warner Music Group,What is the record label of Babacar?,Warner Music Group
Babacar,genre,pop music,What is the genre of Babacar?,pop music
1 garçon,performer,Lorie,Who does 1 garçon performer?,Lorie
1 garçon,form of creative work,single,What is the form of creative work of 1 garçon?,single
Babacar,producer,Michel Berger,Who is the producer of Babacar?,Michel Berger
Aimons-nous vivants,record label,Warner Bros. Records,What is the record label of Aimons-nous vivants?,Warner Bros. Records
Aimons-nous vivants,lyricist,François Valéry,Who is the lyricist of Aimons-nous vivants?,François Valéry
Babacar,followed by,"Ella, elle l'a",Who was Babacar followed by?,"Ella, elle l'a"
Babacar,form of creative work,single,What is the form of creative work of Babacar?,single
3e sexe,genre,new wave,What is the genre of 3e sexe?,new wave
Aimons-nous vivants,performer,François Valéry,Who does Aimons-nous vivants performer?,François Valéry
J'en rêve encore,genre,pop music,What is the genre of J'en rêve encore?,pop music
J'attends l'amour,record label,Island Records,What is the record label of J'attends l'amour?,Island Records
J'attends l'amour,producer,Nicolas Neidhardt,Who is the producer of J'attends l'amour?,Nicolas Neidhardt
J'en rêve encore,record label,Polydor Records,What is the record label of J'en rêve encore?,Polydor Records
J'attends l'amour,lyricist,Alana Filippi,Who is the lyricist of J'attends l'amour?,Alana Filippi
J'attends l'amour,followed by,Au soleil,What was J'attends l'amour followed by?,Au soleil
J'en rêve encore,lyricist,Jean-Jacques Goldman,Who is the lyricist of J'en rêve encore?,Jean-Jacques Goldman
J'attends l'amour,performer,Jenifer,Who does J'attends l'amour performer?,Jenifer
J'en rêve encore,performer,Gérald de Palmas,Who does J'en rêve encore performer?,Gérald de Palmas
J'en rêve encore,form of creative work,single,What is the form of creative work of J'en rêve encore?,single
J'en rêve encore,composer,Gérald de Palmas,Who is the composer of J'en rêve encore?,Gérald de Palmas
Je danse le Mia,form of creative work,single,What is the form of creative work of Je danse le Mia?,single
J'attends l'amour,genre,French pop,What is the genre of J'attends l'amour?,French pop
Je danse le Mia,genre,hip hop music,What is the genre of Je danse le Mia?,hip hop music
Antisocial,record label,BMG Rights Management,What is the record label of Antisocial?,BMG Rights Management
Antisocial,lyricist,Bernie Bonvoisin,Who is the lyricist of Antisocial?,Bernie Bonvoisin
Je serai,performer,Lorie,Who does Je serai performer?,Lorie
Antisocial,composer,Norbert Krief,Who is the composer of Antisocial?,Norbert Krief
Antisocial,genre,hard rock,What is the genre of Antisocial?,hard rock
Je serai,genre,teen pop,What is the genre of Je serai?,teen pop
Je serai,form of creative work,single,What is the form of creative work of Je serai?,single
Au soleil,record label,Island Records,What is the record label of Au soleil?,Island Records
Au soleil,followed by,Des mots qui résonnent!,What was Au soleil followed by?,Des mots qui résonnent!
Je serai,record label,Epic Records,What is the record label of Je serai?,Epic Records
Au soleil,follows,J'attends l'amour,What does Au soleil follow?,J'attends l'amour
Au soleil,genre,pop music,What is the genre of Au soleil?,pop music
Je vais vite,follows,Fashion Victim,What does Je vais vite follow?,Fashion Victim
Je vais vite,performer,Lorie,Who does Je vais vite performer?,Lorie
Au soleil,performer,Jenifer,Who does Au soleil performer?,Jenifer
Au soleil,producer,Nicolas Neidhardt,Who is the producer of Au soleil?,Nicolas Neidhardt
Je vais vite,producer,Frédéric Château,Who is the producer of Je vais vite?,Frédéric Château
Je vais vite,genre,dance-pop,What is the genre of Je vais vite?,dance-pop
Avant de partir,record label,Sony Music Records,What is the record label of Avant de partir?,Sony Music Records
Avant de partir,genre,synth-pop,What is the genre of Avant de partir?,synth-pop
Jeune et con,record label,Universal Music Group,What is the record label of Jeune et con?,Universal Music Group
Je vais vite,form of creative work,single,What is the form of creative work of Je vais vite?,single
Jeune et con,lyricist,Damien Saez,Who is the lyricist of Jeune et con?,Damien Saez
Jeune et con,performer,Damien Saez,Who does Jeune et con performer?,Damien Saez
Jeune et con,form of creative work,single,What is the form of creative work of Jeune et con?,single
Better on the Other Side,producer,DJ Khalil,Who is the producer of Better on the Other Side?,DJ Khalil
Avant de partir,performer,Ève Angeli,Who does Avant de partir performer?,Ève Angeli
Jeune et con,genre,pop rock,What is the genre of Jeune et con?,pop rock
Better on the Other Side,genre,hip hop music,What is the genre of Better on the Other Side?,hip hop music
Better on the Other Side,follows,Padded Room,What does Better on the Other Side follow?,Padded Room
Better on the Other Side,record label,Geffen Records,What is the record label of Better on the Other Side?,Geffen Records
La Boulette,record label,Geffen Records,What is the record label of La Boulette?,Geffen Records
Bitch I'm Madonna,director,Jonas Åkerlund,Who is the director of Bitch I'm Madonna?,Jonas Åkerlund
Bitch I'm Madonna,followed by,Hold Tight,What was Bitch I'm Madonna followed by?,Hold Tight
La Boulette,genre,French hip hop,What is the genre of La Boulette?,French hip hop
Bitch I'm Madonna,genre,electronic dance music,What is the genre of Bitch I'm Madonna?,electronic dance music
Bitch I'm Madonna,record label,Interscope Records,What is the record label of Bitch I'm Madonna?,Interscope Records
Bitch I'm Madonna,language of work or name,English,What is the language of work or name of Bitch I'm Madonna?,English
C'est chelou,producer,Phil Greiss,Who is the producer of C'est chelou?,Phil Greiss
C'est chelou,distribution format,music download,What is the distribution format of C'est chelou?,music download
C'est chelou,record label,EMI,What is the record label of C'est chelou?,EMI
Butterfly,form of creative work,single,What is the form of creative work of Butterfly?,single
La Positive attitude,form of creative work,single,What is the form of creative work of La Positive attitude?,single
C'est chelou,performer,Zaho,Who does C'est chelou performer?,Zaho
La Positive attitude,record label,Sony Music,What is the record label of La Positive attitude?,Sony Music
La Positive attitude,performer,Lorie,Who does La Positive attitude performer?,Lorie
Lady Melody,record label,Universal Music Group,What is the record label of Lady Melody?,Universal Music Group
La Positive attitude,genre,pop music,What is the genre of La Positive attitude?,pop music
Lady Melody,form of creative work,single,What is the form of creative work of Lady Melody?,single
C'est chelou,genre,contemporary R&B,What is the genre of C'est chelou?,contemporary R&B
Lady Melody,genre,pop music,What is the genre of Lady Melody?,pop music
La Positive attitude,follows,Week End,What does La Positive attitude follow?,Week End
C'est plus fort que moi,lyricist,Jean-Jacques Goldman,Who is the lyricist of C'est plus fort que moi?,Jean-Jacques Goldman
C'est plus fort que moi,record label,Epic Records,What is the record label of C'est plus fort que moi?,Epic Records
Mourir demain,genre,pop music,What is the genre of Mourir demain?,pop music
Mon mec à moi,lyricist,Didier Barbelivien,Who is the lyricist of Mon mec à moi?,Didier Barbelivien
C'est plus fort que moi,performer,Lorie,Who does C'est plus fort que moi performer?,Lorie
C'est plus fort que moi,follows,Ensorcelée,What does C'est plus fort que moi follow?,Ensorcelée
Mon mec à moi,performer,Patricia Kaas,Who does Mon mec à moi performer?,Patricia Kaas
Mon mec à moi,producer,Bernard Estardy,Who is the producer of Mon mec à moi?,Bernard Estardy
La Taille de ton amour,record label,Bertelsmann Music Group,What is the record label of La Taille de ton amour?,Bertelsmann Music Group
La Tribu de Dana,record label,Polydor Records,What is the record label of La Tribu de Dana?,Polydor Records
Mon mec à moi,genre,pop music,What is the genre of Mon mec à moi?,pop music
La Taille de ton amour,performer,Jane Fostin,Who does La Taille de ton amour performer?,Jane Fostin
Mon mec à moi,composer,François Bernheim,Who is the composer of Mon mec à moi?,François Bernheim
C'est plus fort que moi,genre,pop rock,What is the genre of C'est plus fort que moi?,pop rock
Lady (Hear Me Tonight),record label,Barclay,What is the record label of Lady (Hear Me Tonight)?,Barclay
Lady (Hear Me Tonight),distribution format,compact disc,What is the distribution format of Lady (Hear Me Tonight)?,compact disc
La Tribu de Dana,genre,hip hop music,What is the genre of La Tribu de Dana?,hip hop music
Lady (Hear Me Tonight),performer,Modjo,What does Lady (Hear Me Tonight) performer?,Modjo
Lady (Hear Me Tonight),followed by,Chillin',What was Lady (Hear Me Tonight) followed by?,Chillin'
Ces soirées-là,performer,Yannick,Who does Ces soirées-là performer?,Yannick
Last Night,producer,Ian Carey,Who is the producer of Last Night?,Ian Carey
Ces soirées-là,record label,Sony Music,What is the record label of Ces soirées-là?,Sony Music
Lady (Hear Me Tonight),genre,French house,What is the genre of Lady (Hear Me Tonight)?,French house
J'ai pas vingt ans,followed by,À contre-courant,What was J'ai pas vingt ans followed by?,À contre-courant
Ces soirées-là,genre,hip hop music,What is the genre of Ces soirées-là?,hip hop music
J'ai pas vingt ans,lyricist,Mylène Farmer,Who is the lyricist of J'ai pas vingt ans?,Mylène Farmer
J'ai pas vingt ans,record label,Polydor Records,What is the record label of J'ai pas vingt ans?,Polydor Records
J'ai pas vingt ans,composer,Laurent Boutonnat,Who is the composer of J'ai pas vingt ans?,Laurent Boutonnat
J'ai pas vingt ans,genre,pop music,What is the genre of J'ai pas vingt ans?,pop music
J'en ai marre!,record label,Polydor Records,What is the record label of J'en ai marre!?,Polydor Records
J'en ai marre!,follows,Gourmandises,What does J'en ai marre! follow?,Gourmandises
J'en ai marre!,producer,Mylène Farmer,Who is the producer of J'en ai marre!?,Mylène Farmer
J'en ai marre!,lyricist,Mylène Farmer,Who is the lyricist of J'en ai marre!?,Mylène Farmer
J'en ai marre!,followed by,J'ai pas vingt ans,What was J'en ai marre! followed by?,J'ai pas vingt ans
J'en ai marre!,genre,dance-pop,What is the genre of J'en ai marre!?,dance-pop
