subject,relation,object,question,label
Centro de Arte Moderna Gulbenkian,location,Calouste Gulbenkian Foundation,What is the location of Centro de Arte Moderna Gulbenkian?,Calouste Gulbenkian Foundation
Cologne Cathedral,heritage designation,World Heritage Site,What is the heritage designation of Cologne Cathedral?,World Heritage Site
Cologne Cathedral,Christian liturgical rite,Roman Rite,What is the Christian liturgical rite of Cologne Cathedral?,Roman Rite
Winchester Mystery House,located in the administrative territorial entity,San Jose,What is the located in the administrative territorial entity of Winchester Mystery House?,San Jose
Suzdal Kremlin,country,Russia,What is the country of Suzdal Kremlin?,Russia
Winchester Mystery House,made from material,wood,What is the made from material of Winchester Mystery House?,wood
Suzdal Kremlin,has part(s),onion dome,What does Suzdal Kremlin have part(s )?,onion dome
Winchester Mystery House,named after,Sarah Winchester,Who was Winchester Mystery House named after?,Sarah Winchester
Luxor,country,Egypt,What is the country of Luxor?,Egypt
Ancient Theatre of Epidaurus,architectural style,ancient Greek architecture,What is the architectural style of Ancient Theatre of Epidaurus?,ancient Greek architecture
Ancient Theatre of Epidaurus,architect,Polykleitos the Younger,What does Ancient Theatre of Epidaurus architect?,Polykleitos the Younger
South Street Seaport,located in the administrative territorial entity,Manhattan,What is the located in the administrative territorial entity of South Street Seaport?,Manhattan
Ancient Theatre of Epidaurus,location,"Sanctuary of Asclepius, Epidaurus",What is the location of Ancient Theatre of Epidaurus?,"Sanctuary of Asclepius, Epidaurus"
South Street Seaport,architectural style,Greek Revival architecture,What is the architectural style of South Street Seaport?,Greek Revival architecture
Singapore Indoor Stadium,architect,Kenzō Tange,Who does Singapore Indoor Stadium architect?,Kenzō Tange
Singapore Indoor Stadium,country,Singapore,What is the country of Singapore Indoor Stadium?,Singapore
Singapore Indoor Stadium,owned by,Singapore Sports Council,What was Singapore Indoor Stadium owned by?,Singapore Sports Council
Singapore Indoor Stadium,operator,Singapore Sports Council,What is the operator of Singapore Indoor Stadium?,Singapore Sports Council
Singapore Indoor Stadium,occupant,Singapore Sports Council,What is the occupant of Singapore Indoor Stadium?,Singapore Sports Council
Acropolis of Athens,culture,Ancient Greece,What is the culture of Acropolis of Athens?,Ancient Greece
Acropolis of Athens,heritage designation,World Heritage Site,What is the heritage designation of Acropolis of Athens?,World Heritage Site
Acropolis of Athens,location,Athens,What is the location of Acropolis of Athens?,Athens
The Great Sphinx,time period,Ancient Egypt,What is the time period of The Great Sphinx?,Ancient Egypt
The Great Sphinx,copyright status,public domain,What is the copyright status of The Great Sphinx?,public domain
The Great Sphinx,country,Egypt,What is the country of The Great Sphinx?,Egypt
The Great Sphinx,made from material,limestone,What is the made from material of The Great Sphinx?,limestone
The Great Sphinx,architectural style,ancient Egyptian architecture,What is the architectural style of The Great Sphinx?,ancient Egyptian architecture
Prague Zoo,founded by,Jiří Janda,Who was Prague Zoo founded by?,Jiří Janda
Angels Flight,architectural style,Beaux-Arts,What is the architectural style of Angels Flight?,Beaux-Arts
Prague Zoo,parent organization,Prague,What is the parent organization of Prague Zoo?,Prague
Waitomo Caves,country,New Zealand,What is the country of Waitomo Caves?,New Zealand
Cloud Gate,inspired by,mercury,What was Cloud Gate inspired by?,mercury
Prague Zoo,director / manager,Miroslav Bobek,Who is the director / manager of Prague Zoo?,Miroslav Bobek
Cappadocia,located in/on physical feature,Anatolia,What is the located in/on physical feature of Cappadocia?,Anatolia
St. Basil's Cathedral,Christian liturgical rite,Byzantine Rite,What is the Christian liturgical rite of St. Basil's Cathedral?,Byzantine Rite
Neuschwanstein Castle,occupant,Ludwig II of Bavaria,Who is the occupant of Neuschwanstein Castle?,Ludwig II of Bavaria
Neuschwanstein Castle,significant event,topping out,What is the significant event of Neuschwanstein Castle?,topping out
St. Basil's Cathedral,diocese,Moscow Eparchy,What is the diocese of St. Basil's Cathedral?,Moscow Eparchy
St. Basil's Cathedral,made from material,brick,What is the made from material of St. Basil's Cathedral?,brick
St. Basil's Cathedral,has part(s),onion dome,What does St. Basil's Cathedral have part(s )?,onion dome
St. Basil's Cathedral,country,Russia,What is the country of St. Basil's Cathedral?,Russia
St. Basil's Cathedral,located in the administrative territorial entity,Tverskoy District,What is the located in the administrative territorial entity of St. Basil's Cathedral?,Tverskoy District
St. Basil's Cathedral,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of St. Basil's Cathedral?,Brockhaus and Efron Encyclopedic Dictionary
Silesian Stadium,occupant,Poland national association football team,What is the occupant of Silesian Stadium?,Poland national association football team
St. Basil's Cathedral,founded by,Ivan IV Vasilyevich,Who was St. Basil's Cathedral founded by?,Ivan IV Vasilyevich
St. Basil's Cathedral,architect,Postnik Yakovlev,Who does St. Basil's Cathedral architect?,Postnik Yakovlev
St. Basil's Cathedral,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of St. Basil's Cathedral?,Eastern Orthodoxy
15 July Martyrs Bridge,structural engineer,Hyder Consulting,What is the structural engineer of 15 July Martyrs Bridge?,Hyder Consulting
Silesian Stadium,located in the administrative territorial entity,Chorzów,What is the located in the administrative territorial entity of Silesian Stadium?,Chorzów
15 July Martyrs Bridge,color,gray,What is the color of 15 July Martyrs Bridge?,gray
15 July Martyrs Bridge,significant event,2016 Turkish coup d'état attempt,When is the significant event of 15 July Martyrs Bridge?,2016 Turkish coup d'état attempt
Frankfurt Zoological Garden,board member,Bernhard Grzimek,Who is the board member of Frankfurt Zoological Garden?,Bernhard Grzimek
Frankfurt Zoological Garden,located in the administrative territorial entity,Frankfurt,What is the located in the administrative territorial entity of Frankfurt Zoological Garden?,Frankfurt
Frankfurt Zoological Garden,country,Germany,What is the country of Frankfurt Zoological Garden?,Germany
Tarxien Temples,owned by,Heritage Malta,What was Tarxien Temples owned by?,Heritage Malta
Luxor,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Luxor?,Encyclopædia Britannica 11th edition
Sensō-ji,has part(s),Asakusa Shrine,What does Sensō-ji have part(s )?,Asakusa Shrine
Antwerp Zoo,located in the administrative territorial entity,Antwerp,What is the located in the administrative territorial entity of Antwerp Zoo?,Antwerp
Sensō-ji,located in the administrative territorial entity,Asakusa,What is the located in the administrative territorial entity of Sensō-ji?,Asakusa
15 July Martyrs Bridge,located in the administrative territorial entity,Istanbul,What is the located in the administrative territorial entity of 15 July Martyrs Bridge?,Istanbul
Tarxien Temples,country,Malta,What is the country of Tarxien Temples?,Malta
Sensō-ji,named after,Asakusa,What was Sensō-ji named after?,Asakusa
Sensō-ji,country,Japan,What is the country of Sensō-ji?,Japan
15 July Martyrs Bridge,made from material,steel,What is the made from material of 15 July Martyrs Bridge?,steel
Dresden Zoo,country,Germany,What is the country of Dresden Zoo?,Germany
Acropolis of Athens,director of archaeological fieldwork,Panagiotis Kavvadias,Who is the director of archaeological fieldwork of Acropolis of Athens?,Panagiotis Kavvadias
Dresden Zoo,legal form,Gesellschaft mit beschränkter Haftung,What is the legal form of Dresden Zoo?,Gesellschaft mit beschränkter Haftung
Sukiennice,occupant,National Museum in Kraków,What is the occupant of Sukiennice?,National Museum in Kraków
Sukiennice,architect,Giammaria Mosca,Who does Sukiennice architect?,Giammaria Mosca
CHIJMES,country,Singapore,What is the country of CHIJMES?,Singapore
Space Needle,structural engineer,Victor Steinbrueck,Who is the structural engineer of Space Needle?,Victor Steinbrueck
Space Needle,architect,John Graham & Company,What does Space Needle architect?,John Graham & Company
Alcatraz Island,significant place,San Francisco,What is the significant place of Alcatraz Island?,San Francisco
Alcatraz Island,located in protected area,Golden Gate National Recreation Area,What is the located in protected area of Alcatraz Island?,Golden Gate National Recreation Area
Alcatraz Island,heritage designation,National Historic Landmark,What is the heritage designation of Alcatraz Island?,National Historic Landmark
Alcatraz Island,located in the administrative territorial entity,San Francisco,What is the located in the administrative territorial entity of Alcatraz Island?,San Francisco
National Museum of China,architect,"Gerkan, Marg and Partners",What does National Museum of China architect?,"Gerkan, Marg and Partners"
Western Wall,location,Old City of Jerusalem,What is the location of Western Wall?,Old City of Jerusalem
Western Wall,significant event,Isra and Mi'raj,What is the significant event of Western Wall?,Isra and Mi'raj
National Museum of China,location,Beijing,What is the location of National Museum of China?,Beijing
Western Wall,adjacent building,Southern Wall,What is the adjacent building of Western Wall?,Southern Wall
National Museum of China,director / manager,Wu Weishan,Who is the director / manager of National Museum of China?,Wu Weishan
Western Wall,offers view on,Al-Maghariba Quarter,What does Western Wall offer view on?,Al-Maghariba Quarter
Arches National Park,visitor center,Arches Visitor Center,What is the visitor center of Arches National Park?,Arches Visitor Center
Arches National Park,located in the administrative territorial entity,Grand County,What is the located in the administrative territorial entity of Arches National Park?,Grand County
Arches National Park,highest point,Elephant Butte,What is the highest point of Arches National Park?,Elephant Butte
Arches National Park,operator,National Park Service,What is the operator of Arches National Park?,National Park Service
Petra,made from material,sandstone,What is the made from material of Petra?,sandstone
Kremlin,country,Russia,What is the country of Kremlin?,Russia
Cueva de las Manos,made from material,ignimbrite,What is the made from material of Cueva de las Manos?,ignimbrite
Arches National Park,significant place,Moab,What is the significant place of Arches National Park?,Moab
Cueva de las Manos,director of archaeological fieldwork,Carlos J. Gradin,Who is the director of archaeological fieldwork of Cueva de las Manos?,Carlos J. Gradin
Gardens by the Bay,operator,National Parks Board,What is the operator of Gardens by the Bay?,National Parks Board
Cueva de las Manos,heritage designation,World Heritage Site,What is the heritage designation of Cueva de las Manos?,World Heritage Site
Cueva de las Manos,located in the administrative territorial entity,Santa Cruz Province,What is the located in the administrative territorial entity of Cueva de las Manos?,Santa Cruz Province
Milad Tower,shape,octagon,What does Milad Tower shape?,octagon
Petra,located in the administrative territorial entity,Ma'an Governorate,What is the located in the administrative territorial entity of Petra?,Ma'an Governorate
Cueva de las Manos,culture,Tehuelche,What is the culture of Cueva de las Manos?,Tehuelche
Gardens by the Bay,country,Singapore,What is the country of Gardens by the Bay?,Singapore
Milad Tower,country,Iran,What is the country of Milad Tower?,Iran
Vistula Lagoon,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Vistula Lagoon?,Encyclopædia Britannica 11th edition
Milad Tower,made from material,reinforced concrete,What is the made from material of Milad Tower?,reinforced concrete
Western Wall,made from material,limestone,What is the made from material of Western Wall?,limestone
Western Wall,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Western Wall?,Jerusalem
Western Wall,architectural style,ancient Roman architecture,What is the architectural style of Western Wall?,ancient Roman architecture
Western Wall,country,State of Palestine,What is the country of Western Wall?,State of Palestine
Vistula Lagoon,country,Russia,What is the country of Vistula Lagoon?,Russia
Golden Gate Park,located in the administrative territorial entity,San Francisco,What is the located in the administrative territorial entity of Golden Gate Park?,San Francisco
Golden Gate Park,operator,San Francisco Recreation & Park Department,What is the operator of Golden Gate Park?,San Francisco Recreation & Park Department
National September 11 Memorial & Museum,landscape architect,Peter Walker,Who is the landscape architect of National September 11 Memorial & Museum?,Peter Walker
National September 11 Memorial & Museum,accredited by,American Alliance of Museums,What was National September 11 Memorial & Museum accredited by?,American Alliance of Museums
Thiel Gallery,located in/on physical feature,Djurgården,What is the located in/on physical feature of Thiel Gallery?,Djurgården
Thiel Gallery,named after,Ernest Thiel,Who was Thiel Gallery named after?,Ernest Thiel
Thiel Gallery,architectural style,Art Nouveau,What is the architectural style of Thiel Gallery?,Art Nouveau
Thiel Gallery,main subject,art collection,What is the main subject of Thiel Gallery?,art collection
place Vendôme,architectural style,baroque architecture,What is the architectural style of place Vendôme?,baroque architecture
place Vendôme,named after,"Louis Joseph, Duke of Vendôme",Who was place Vendôme named after?,"Louis Joseph, Duke of Vendôme"
Tyresö Palace,architectural style,Art Nouveau,What is the architectural style of Tyresö Palace?,Art Nouveau
Tyresö Palace,architect,Isak Gustaf Clason,Who does Tyresö Palace architect?,Isak Gustaf Clason
Tyresö Palace,founded by,Gabriel Gustafsson Oxenstierna,Who was Tyresö Palace founded by?,Gabriel Gustafsson Oxenstierna
Tyresö Palace,owned by,Nordic Museum,What was Tyresö Palace owned by?,Nordic Museum
Tyresö Palace,operator,Nordic Museum,What is the operator of Tyresö Palace?,Nordic Museum
Tatranská Lomnica,located in protected area,Tatra National Park,What is the located in protected area of Tatranská Lomnica?,Tatra National Park
Rüstem Pasha Mosque,architect,Mimar Sinan,Who does Rüstem Pasha Mosque architect?,Mimar Sinan
Rüstem Pasha Mosque,made from material,granite,What is the made from material of Rüstem Pasha Mosque?,granite
Rüstem Pasha Mosque,named after,Rüstem Pasha,Who was Rüstem Pasha Mosque named after?,Rüstem Pasha
Şehzade Mosque,architect,Mimar Sinan,Who does Şehzade Mosque architect?,Mimar Sinan
Şehzade Mosque,commissioned by,Suleiman the Magnificent,Who was Şehzade Mosque commissioned by?,Suleiman the Magnificent
Şehzade Mosque,significant event,construction,What is the significant event of Şehzade Mosque?,construction
Şehzade Mosque,architectural style,Ottoman architecture,What is the architectural style of Şehzade Mosque?,Ottoman architecture
Şehzade Mosque,made from material,dimension stone,What is the made from material of Şehzade Mosque?,dimension stone
The Cloisters,founded by,George Grey Barnard,Who was The Cloisters founded by?,George Grey Barnard
Tsaritsyno Park + palace,located in the administrative territorial entity,Orekhovo-Borisovo Severnoye District,What is the located in the administrative territorial entity of Tsaritsyno Park + palace?,Orekhovo-Borisovo Severnoye District
Tsaritsyno Park + palace,founded by,Catherine II of Russia,Who was Tsaritsyno Park + palace founded by?,Catherine II of Russia
Tsaritsyno Park + palace,architect,Vasili Bazhenov,Who does Tsaritsyno Park + palace architect?,Vasili Bazhenov
Tsaritsyno Park + palace,country,Russia,What is the country of Tsaritsyno Park + palace?,Russia
Tsaritsyno Park + palace,architectural style,Gothic Revival,What is the architectural style of Tsaritsyno Park + palace?,Gothic Revival
Tsaritsyno Park + palace,owned by,Catherine II of Russia,Who was Tsaritsyno Park + palace owned by?,Catherine II of Russia
Cadillac Ranch,depicts,motor car,What does Cadillac Ranch depict?,motor car
The Cloisters,located in the administrative territorial entity,Manhattan,What is the located in the administrative territorial entity of The Cloisters?,Manhattan
Cadillac Ranch,significant event,construction,What is the significant event of Cadillac Ranch?,construction
Petra,heritage designation,World Heritage Site,What is the heritage designation of Petra?,World Heritage Site
Cadillac Ranch,location,Amarillo,What is the location of Cadillac Ranch?,Amarillo
Königsberg Cathedral,religion or worldview,Lutheranism,What is the religion or worldview of Königsberg Cathedral?,Lutheranism
Königsberg Cathedral,Christian liturgical rite,Lutheranism,What is the Christian liturgical rite of Königsberg Cathedral?,Lutheranism
Königsberg Cathedral,made from material,brick,What is the made from material of Königsberg Cathedral?,brick
Cadillac Ranch,genre,public art,What is the genre of Cadillac Ranch?,public art
Königsberg Cathedral,architectural style,Brick Gothic,What is the architectural style of Königsberg Cathedral?,Brick Gothic
Verona Arena,architectural style,ancient Roman architecture,What is the architectural style of Verona Arena?,ancient Roman architecture
Königsberg Cathedral,country,Russia,What is the country of Königsberg Cathedral?,Russia
Verona Arena,made from material,stone,What is the made from material of Verona Arena?,stone
Chichen Itza,heritage designation,World Heritage Site,What is the heritage designation of Chichen Itza?,World Heritage Site
Chichen Itza,location,Chichén-Itzá,What is the location of Chichen Itza?,Chichén-Itzá
Chichen Itza,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Chichen Itza?,Encyclopædia Britannica 11th edition
Chichen Itza,country,Mexico,What is the country of Chichen Itza?,Mexico
Palais des Papes,architectural style,Gothic architecture,What is the architectural style of Palais des Papes?,Gothic architecture
Mecca,country,Saudi Arabia,What is the country of Mecca?,Saudi Arabia
Mecca,head of government,Khalid bin Faisal Al Saud,Who is the head of government of Mecca?,Khalid bin Faisal Al Saud
Bodrum Castle,owned by,Knights Hospitaller,What was Bodrum Castle owned by?,Knights Hospitaller
Naples National Archaeological Museum,uses,digital library,What does Naples National Archaeological Museum use?,digital library
Naples National Archaeological Museum,Wi-Fi access,gratis,What is the Wi-Fi access of Naples National Archaeological Museum?,gratis
Verona Arena,Wi-Fi access,gratis,What is the Wi-Fi access of Verona Arena?,gratis
Naples National Archaeological Museum,director / manager,Paolo Giulierini,Who is the director / manager of Naples National Archaeological Museum?,Paolo Giulierini
CN Tower,named after,Canadian National Railway,What was CN Tower named after?,Canadian National Railway
CN Tower,architect,John Andrews,Who does CN Tower architect?,John Andrews
Oklahoma City National Memorial,accredited by,American Alliance of Museums,What was Oklahoma City National Memorial accredited by?,American Alliance of Museums
CN Tower,country,Canada,What is the country of CN Tower?,Canada
Theater Confidencen,significant event,reconstruction,What is the significant event of Theater Confidencen?,reconstruction
Oklahoma City National Memorial,operator,National Park Service,What is the operator of Oklahoma City National Memorial?,National Park Service
Naples National Archaeological Museum,main subject,archaeological museum,What is the main subject of Naples National Archaeological Museum?,archaeological museum
National Museum of Natural History,described by source,The National Museum of Natural History : 75 years in the Natural History Building,What is the described by source of National Museum of Natural History?,The National Museum of Natural History : 75 years in the Natural History Building
Kalmar Castle,architectural style,Renaissance architecture,What is the architectural style of Kalmar Castle?,Renaissance architecture
Kalmar Castle,owned by,National Property Board of Sweden,What was Kalmar Castle owned by?,National Property Board of Sweden
The Cloisters,parent organization,Metropolitan Museum of Art,What is the parent organization of The Cloisters?,Metropolitan Museum of Art
National Garden of Athens,location,Athens,What is the location of National Garden of Athens?,Athens
National Garden of Athens,founded by,Amalia of Oldenburg,Who was National Garden of Athens founded by?,Amalia of Oldenburg
Solovetsky Monastery,country,Russia,What is the country of Solovetsky Monastery?,Russia
Jemaa el-Fnaa,country of origin,Morocco,What is the country of origin of Jemaa el-Fnaa?,Morocco
National Museum of Natural History,parent organization,Smithsonian Institution,What is the parent organization of National Museum of Natural History?,Smithsonian Institution
Jemaa el-Fnaa,country,Morocco,What is the country of Jemaa el-Fnaa?,Morocco
Theater Confidencen,architect,Carl Fredrik Adelcrantz,Who does Theater Confidencen architect?,Carl Fredrik Adelcrantz
Museo Nacional de Arte,architect,Silvio Contri,Who does Museo Nacional de Arte architect?,Silvio Contri
Museo Nacional de Arte,location,Historic downtown of Mexico City,What is the location of Museo Nacional de Arte?,Historic downtown of Mexico City
Crystal Cove State Park,significant place,Newport Beach,What is the significant place of Crystal Cove State Park?,Newport Beach
Museo Nacional de Arte,country,Mexico,What is the country of Museo Nacional de Arte?,Mexico
Little Hagia Sophia,located in the administrative territorial entity,Istanbul,What is the located in the administrative territorial entity of Little Hagia Sophia?,Istanbul
Little Hagia Sophia,architectural style,Byzantine architecture,What is the architectural style of Little Hagia Sophia?,Byzantine architecture
Little Hagia Sophia,named after,Sergius and Bacchus,Who was Little Hagia Sophia named after?,Sergius and Bacchus
Crystal Cove State Park,located in the administrative territorial entity,Orange County,What is the located in the administrative territorial entity of Crystal Cove State Park?,Orange County
Little Hagia Sophia,founded by,Justinian I,What was Little Hagia Sophia founded by?,Justinian I
Little Hagia Sophia,architect,Isidore of Miletus,Who does Little Hagia Sophia architect?,Isidore of Miletus
Little Hagia Sophia,made from material,brick,What is the made from material of Little Hagia Sophia?,brick
Palazzo Vecchio,significant event,construction,What is the significant event of Palazzo Vecchio?,construction
Fernsehturm Berlin,country,Germany,What is the country of Fernsehturm Berlin?,Germany
Fernsehturm Berlin,architect,Hermann Henselmann,Who does Fernsehturm Berlin architect?,Hermann Henselmann
Palazzo Vecchio,has part(s),Palazzo Vecchio Museum,What does Palazzo Vecchio have part(s )?,Palazzo Vecchio Museum
Băile Herculane,country,Romania,What is the country of Băile Herculane?,Romania
Sigiriya,heritage designation,World Heritage Site,What is the heritage designation of Sigiriya?,World Heritage Site
Sigiriya,country,Sri Lanka,What is the country of Sigiriya?,Sri Lanka
Sigiriya,located in the administrative territorial entity,Matale District,What is the located in the administrative territorial entity of Sigiriya?,Matale District
Sigiriya,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Sigiriya?,Encyclopædia Britannica 11th edition
Gustav III's Pavilion,named after,Gustav III of Sweden,Who was Gustav III's Pavilion named after?,Gustav III of Sweden
Buziaș,located in/on physical feature,Banat,What is the located in/on physical feature of Buziaș?,Banat
Gustav III's Pavilion,architectural style,neoclassicism,What is the architectural style of Gustav III's Pavilion?,neoclassicism
Buziaș,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Buziaș?,Brockhaus and Efron Encyclopedic Dictionary
Gustav III's Pavilion,owned by,National Property Board of Sweden,What was Gustav III's Pavilion owned by?,National Property Board of Sweden
Buziaș,country,Romania,What is the country of Buziaș?,Romania
Buziaș,located in the administrative territorial entity,Timiș County,What is the located in the administrative territorial entity of Buziaș?,Timiș County
Empire State Building,architectural style,Art Deco architecture,What is the architectural style of Empire State Building?,Art Deco architecture
Empire State Building,architect,"Shreve, Lamb & Harmon",What does Empire State Building architect?,"Shreve, Lamb & Harmon"
Empire State Building,located in the administrative territorial entity,Manhattan,What is the located in the administrative territorial entity of Empire State Building?,Manhattan
Manneken Pis,made from material,bronze,What is the made from material of Manneken Pis?,bronze
Manneken Pis,creator,Hiëronymus Duquesnoy the Elder,Who is the creator of Manneken Pis?,Hiëronymus Duquesnoy the Elder
Manneken Pis,located in the administrative territorial entity,City of Brussels,What is the located in the administrative territorial entity of Manneken Pis?,City of Brussels
Manneken Pis,collection,City of Brussels,What is the collection of Manneken Pis?,City of Brussels
Imbros,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Imbros?,Encyclopædia Britannica 11th edition
Manneken Pis,movement,Baroque,What is the movement of Manneken Pis?,Baroque
Empire State Building,located on street,Fifth Avenue,What is the located on street of Empire State Building?,Fifth Avenue
Empire State Building,structural engineer,Homer G. Balcom,Who is the structural engineer of Empire State Building?,Homer G. Balcom
Empire State Building,location,Midtown Manhattan,What is the location of Empire State Building?,Midtown Manhattan
Empire State Building,heritage designation,National Historic Landmark,What is the heritage designation of Empire State Building?,National Historic Landmark
Sacro Monte di Varese,religion or worldview,Catholicism,What is the religion or worldview of Sacro Monte di Varese?,Catholicism
Sacro Monte di Varese,architect,Giuseppe Bernascone,Who does Sacro Monte di Varese architect?,Giuseppe Bernascone
Sacro Monte di Varese,located in the administrative territorial entity,Varese,What is the located in the administrative territorial entity of Sacro Monte di Varese?,Varese
Mong Kok,country,Hong Kong,What is the country of Mong Kok?,Hong Kong
Mount Kilimanjaro,country,Tanzania,What is the country of Mount Kilimanjaro?,Tanzania
Mount Kilimanjaro,made from material,rhyolite,What is the made from material of Mount Kilimanjaro?,rhyolite
Mount Kilimanjaro,time period,Pliocene,What is the time period of Mount Kilimanjaro?,Pliocene
Stockholm City Hall,architect,Ragnar Östberg,Who does Stockholm City Hall architect?,Ragnar Östberg
Solovetsky Monastery,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Solovetsky Monastery?,Eastern Orthodoxy
Solovetsky Monastery,location,Solovetsky Islands,What is the location of Solovetsky Monastery?,Solovetsky Islands
Solovetsky Monastery,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Solovetsky Monastery?,Brockhaus and Efron Encyclopedic Dictionary
Mount Kilimanjaro,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Mount Kilimanjaro?,Encyclopædia Britannica 11th edition
Băile Herculane,located in/on physical feature,Banat,What is the located in/on physical feature of Băile Herculane?,Banat
Moulin Rouge,architect,Adolphe Willette,Who does Moulin Rouge architect?,Adolphe Willette
Fernsehturm Berlin,adjacent building,St. Mary's Church,What is the adjacent building of Fernsehturm Berlin?,St. Mary's Church
Riddarholm Church,architectural style,Gothic architecture,What is the architectural style of Riddarholm Church?,Gothic architecture
Moulin Rouge,founded by,Joseph Oller,Who was Moulin Rouge founded by?,Joseph Oller
Riddarholm Church,diocese,Roman Catholic Diocese of Stockholm,What is the diocese of Riddarholm Church?,Roman Catholic Diocese of Stockholm
Riddarholm Church,operator,Royal Court of Sweden,What is the operator of Riddarholm Church?,Royal Court of Sweden
Riddarholm Church,founded by,Magnus III of Sweden,Who was Riddarholm Church founded by?,Magnus III of Sweden
Riddarholm Church,located in/on physical feature,Riddarholmen,What is the located in/on physical feature of Riddarholm Church?,Riddarholmen
Kolomenskoye,country,Russia,What is the country of Kolomenskoye?,Russia
Riddarholm Church,architect,Per Axel Nyström,Who does Riddarholm Church architect?,Per Axel Nyström
Riddarholm Church,owned by,National Property Board of Sweden,What was Riddarholm Church owned by?,National Property Board of Sweden
Riddarholm Church,religion or worldview,Church of Sweden,What is the religion or worldview of Riddarholm Church?,Church of Sweden
Riddarholm Church,location,Riddarholmen,What is the location of Riddarholm Church?,Riddarholmen
Everglades National Park,authority,National Park Service,What is the authority of Everglades National Park?,National Park Service
Everglades National Park,operator,National Park Service,What is the operator of Everglades National Park?,National Park Service
Detsky Mir,architect,Alexey Dushkin,Who does Detsky Mir architect?,Alexey Dushkin
Detsky Mir,country,Russia,What is the country of Detsky Mir?,Russia
Museum Island,located in or next to body of water,Spree,What is the located in or next to body of water of Museum Island?,Spree
Detsky Mir,stock exchange,Moscow Exchange,What is the stock exchange of Detsky Mir?,Moscow Exchange
Museum Island,heritage designation,World Heritage Site,What is the heritage designation of Museum Island?,World Heritage Site
Museum Island,country,Germany,What is the country of Museum Island?,Germany
Reichstag,occupant,German Bundestag,What is the occupant of Reichstag?,German Bundestag
Reichstag,located on street,Platz der Republik,What is the located on street of Reichstag?,Platz der Republik
Reichstag,country,Germany,What is the country of Reichstag?,Germany
Reichstag,heritage designation,architectural heritage monument,What is the heritage designation of Reichstag?,architectural heritage monument
Reichstag,follows,House of Lords of Prussia,What does Reichstag follow?,House of Lords of Prussia
Sequoia National Park,visitor center,Lodgepole Visitor Center,What is the visitor center of Sequoia National Park?,Lodgepole Visitor Center
Reichstag,commissioned by,German Reich,What was Reichstag commissioned by?,German Reich
Dolaucothi Gold Mines,maintained by,National Trust,What was Dolaucothi Gold Mines maintained by?,National Trust
Lake Powell,named after,John Wesley Powell,Who was Lake Powell named after?,John Wesley Powell
Dolaucothi Gold Mines,owned by,National Trust,What was Dolaucothi Gold Mines owned by?,National Trust
Dolaucothi Gold Mines,operator,National Trust,What is the operator of Dolaucothi Gold Mines?,National Trust
Statue of Liberty,movement,neoclassicism,What is the movement of Statue of Liberty?,neoclassicism
Statue of Liberty,architectural style,Neoclassical architecture,What is the architectural style of Statue of Liberty?,Neoclassical architecture
Statue of Liberty,located in the administrative territorial entity,New York City,What is the located in the administrative territorial entity of Statue of Liberty?,New York City
Statue of Liberty,named after,liberty,What was Statue of Liberty named after?,liberty
Dolaucothi Gold Mines,country,United Kingdom,What is the country of Dolaucothi Gold Mines?,United Kingdom
Statue of Liberty,owned by,National Park Service,What was Statue of Liberty owned by?,National Park Service
Statue of Liberty,commissioned by,Édouard René Lefèbvre de Laboulaye,Who was Statue of Liberty commissioned by?,Édouard René Lefèbvre de Laboulaye
Statue of Liberty,maintained by,National Park Service,What was Statue of Liberty maintained by?,National Park Service
Statue of Liberty,architect,Eugène Viollet-le-Duc,Who does Statue of Liberty architect?,Eugène Viollet-le-Duc
John Rylands Library,architectural style,Gothic Revival,What is the architectural style of John Rylands Library?,Gothic Revival
Dolaucothi Gold Mines,heritage designation,Site of Special Scientific Interest,What is the heritage designation of Dolaucothi Gold Mines?,Site of Special Scientific Interest
Statue of Liberty,influenced by,Colossus of Rhodes,What was Statue of Liberty influenced by?,Colossus of Rhodes
Statue of Liberty,located in/on physical feature,Liberty Island,What is the located in/on physical feature of Statue of Liberty?,Liberty Island
John Rylands Library,country,United Kingdom,What is the country of John Rylands Library?,United Kingdom
Statue of Liberty,inspired by,Colossus of Rhodes,What was Statue of Liberty inspired by?,Colossus of Rhodes
Statue of Liberty,country of origin,French Third Republic,What is the country of origin of Statue of Liberty?,French Third Republic
Statue of Liberty,main subject,liberty,What is the main subject of Statue of Liberty?,liberty
John Rylands Library,architect,Basil Champneys,Who does John Rylands Library architect?,Basil Champneys
Statue of Liberty,location,Liberty Island,What is the location of Statue of Liberty?,Liberty Island
