subject,relation,object,question,label
Wilhelm Keppler,place of birth,Heidelberg,What is the place of birth of Wilhelm Keppler?,Heidelberg
Wilhelm Keppler,member of political party,Nazi Party,What is the member of political party of Wilhelm Keppler?,Nazi Party
Friedrich Egermann,described by source,Biographisches Lexikon des Kaiserthums Oesterreich,What is the described by source of Friedrich Egermann?,Biographisches Lexikon des Kaiserthums Oesterreich
Wilhelm Keppler,place of death,Friedrichshafen,What is the place of death of Wilhelm Keppler?,Friedrichshafen
Friedrich Egermann,sex or gender,male,What is the sex or gender of Friedrich Egermann?,male
Johann Gottlob Nathusius,country of citizenship,Germany,What is the country of citizenship of Johann Gottlob Nathusius?,Germany
Wilhelm Keppler,sex or gender,male,What is the sex or gender of Wilhelm Keppler?,male
Wilhelm Keppler,educated at,Gdańsk University of Technology,What was Wilhelm Keppler educated at?,Gdańsk University of Technology
Johann Gottlob Nathusius,described by source,Allgemeine Deutsche Biographie,What is the described by source of Johann Gottlob Nathusius?,Allgemeine Deutsche Biographie
Johann Gottlob Nathusius,place of death,Haldensleben,Who is the place of death of Johann Gottlob Nathusius?,Haldensleben
Josef Schleich,place of birth,Graz,What is the place of birth of Josef Schleich?,Graz
Tom Enders,member of political party,Christian Social Union of Bavaria,What is the member of political party of Tom Enders?,Christian Social Union of Bavaria
Tom Enders,country of citizenship,Germany,What is the country of citizenship of Tom Enders?,Germany
Johann Gottlob Nathusius,sex or gender,male,What is the sex or gender of Johann Gottlob Nathusius?,male
Josef Schleich,sex or gender,male,What is the sex or gender of Josef Schleich?,male
Claudia Wells,writing language,English,What is the writing language of Claudia Wells?,English
Wilhelm Keppler,given name,Wilhelm,Who is the given name of Wilhelm Keppler?,Wilhelm
Claudia Wells,native language,English,What is the native language of Claudia Wells?,English
Tom Enders,field of work,aviation,What is the field of work of Tom Enders?,aviation
Tom Enders,place of birth,Bruchertseifen,What is the place of birth of Tom Enders?,Bruchertseifen
Tom Enders,sex or gender,male,What is the sex or gender of Tom Enders?,male
August Zang,place of birth,Vienna,What is the place of birth of August Zang?,Vienna
August Zang,work location,Vienna,What is the work location of August Zang?,Vienna
August Zang,place of death,Vienna,What is the place of death of August Zang?,Vienna
August Zang,described by source,Biographisches Lexikon des Kaiserthums Oesterreich,What is the described by source of August Zang?,Biographisches Lexikon des Kaiserthums Oesterreich
Claudia Wells,sex or gender,female,What is the sex or gender of Claudia Wells?,female
Claudia Wells,place of birth,Kuala Lumpur,What is the place of birth of Claudia Wells?,Kuala Lumpur
Henry Kissinger,place of birth,Fürth,What is the place of birth of Henry Kissinger?,Fürth
August Zang,sex or gender,male,What is the sex or gender of August Zang?,male
August Zang,family name,Zang,Who is the family name of August Zang?,Zang
Henry Kissinger,military branch,United States Army,What is the military branch of Henry Kissinger?,United States Army
Henry Kissinger,sex or gender,male,What is the sex or gender of Henry Kissinger?,male
Henry Kissinger,religion or worldview,Judaism,What is the religion or worldview of Henry Kissinger?,Judaism
Henry Kissinger,spouse,Nancy Kissinger,Who is the spouse of Henry Kissinger?,Nancy Kissinger
Henry Kissinger,father,Louis Kissinger,Who is the father of Henry Kissinger?,Louis Kissinger
Henry Kissinger,place of burial,Arlington National Cemetery,What is the place of burial of Henry Kissinger?,Arlington National Cemetery
Paul Achleitner,given name,Paul,Who is the given name of Paul Achleitner?,Paul
Heinz Dürr,place of death,Berlin,What is the place of death of Heinz Dürr?,Berlin
Elias Boudinot,place of death,Park Hill,What is the place of death of Elias Boudinot?,Park Hill
Paul Achleitner,academic degree,doctorate,What is the academic degree of Paul Achleitner?,doctorate
Paul Achleitner,family name,Achleitner,Who is the family name of Paul Achleitner?,Achleitner
Heinz Dürr,native language,German,What is the native language of Heinz Dürr?,German
Lasse Virén,country for sport,Finland,What is the country for sport of Lasse Virén?,Finland
Heinz Dürr,child,Alexandra Durr,Who is the child of Heinz Dürr?,Alexandra Durr
Heinz Dürr,sex or gender,male,What is the sex or gender of Heinz Dürr?,male
Heinz Dürr,country of citizenship,Germany,What is the country of citizenship of Heinz Dürr?,Germany
Heinz Dürr,educated at,Leibniz-Gymnasium,What was Heinz Dürr educated at?,Leibniz-Gymnasium
Friedrich Mandl,place of death,Vienna,What is the place of death of Friedrich Mandl?,Vienna
Friedrich Mandl,place of birth,Vienna,What is the place of birth of Friedrich Mandl?,Vienna
Heinz Dürr,academic degree,doctorate,What is the academic degree of Heinz Dürr?,doctorate
Friedrich Mandl,spouse,Hedy Lamarr,Who is the spouse of Friedrich Mandl?,Hedy Lamarr
Friedrich Mandl,family name,Mandl,Who is the family name of Friedrich Mandl?,Mandl
Friedrich Mandl,sex or gender,male,What is the sex or gender of Friedrich Mandl?,male
Friedrich Mandl,father,Alexander Mandl,Who is the father of Friedrich Mandl?,Alexander Mandl
Heinz Dürr,family name,Dürr,Who is the family name of Heinz Dürr?,Dürr
Michael Morhaime,employer,Blizzard Entertainment,What is the employer of Michael Morhaime?,Blizzard Entertainment
Michael Morhaime,sex or gender,male,What is the sex or gender of Michael Morhaime?,male
Michael Jackson,mother,Katherine Jackson,Who is the mother of Michael Jackson?,Katherine Jackson
Michael Jackson,father,Joe Jackson,Who is the father of Michael Jackson?,Joe Jackson
Michael Jackson,place of birth,Gary,Who is the place of birth of Michael Jackson?,Gary
Ferdinand Piatnik,residence,Vienna,What is the residence of Ferdinand Piatnik?,Vienna
Michael Jackson,sex or gender,male,What is the sex or gender of Michael Jackson?,male
Agneta Matthes,place of birth,Amsterdam,What is the place of birth of Agneta Matthes?,Amsterdam
Agneta Matthes,occupation,entrepreneur,What is the occupation of Agneta Matthes?,entrepreneur
Agneta Matthes,spouse,Jacob Cornelis van Marken,Who is the spouse of Agneta Matthes?,Jacob Cornelis van Marken
Agneta Matthes,sex or gender,female,What is the sex or gender of Agneta Matthes?,female
Michael Morhaime,given name,Michael,Who is the given name of Michael Morhaime?,Michael
Ferdinand Piatnik,sex or gender,male,What is the sex or gender of Ferdinand Piatnik?,male
Michael Jackson,ethnic group,African Americans,What is the ethnic group of Michael Jackson?,African Americans
Michael Jackson,educated at,Montclair College Preparatory School,What was Michael Jackson educated at?,Montclair College Preparatory School
Albert Ballin,residence,Hamburg,What is the residence of Albert Ballin?,Hamburg
Albert Ballin,place of death,Hamburg,What is the place of death of Albert Ballin?,Hamburg
Albert Ballin,work location,Hamburg,What is the work location of Albert Ballin?,Hamburg
Albert Ballin,religion or worldview,Judaism,What is the religion or worldview of Albert Ballin?,Judaism
Albert Ballin,manner of death,suicide,What is the manner of death of Albert Ballin?,suicide
Albert Ballin,field of work,international trade,What is the field of work of Albert Ballin?,international trade
Albert Ballin,country of citizenship,Hamburg,What is the country of citizenship of Albert Ballin?,Hamburg
Albert Ballin,place of birth,Hamburg,What is the place of birth of Albert Ballin?,Hamburg
Albert Ballin,place of burial,Ohlsdorf Cemetery,What is the place of burial of Albert Ballin?,Ohlsdorf Cemetery
Albert Ballin,occupation,entrepreneur,What is the occupation of Albert Ballin?,entrepreneur
Albert Ballin,described by source,Neue Deutsche Biographie,What is the described by source of Albert Ballin?,Neue Deutsche Biographie
Albert Ballin,cause of death,drug overdose,What is the cause of death of Albert Ballin?,drug overdose
Albert Ballin,given name,Albert,Who is the given name of Albert Ballin?,Albert
Bob Falkenburg,country for sport,Brazil,What is the country for sport of Bob Falkenburg?,Brazil
Bob Falkenburg,sport,tennis,What is the sport of Bob Falkenburg?,tennis
Albert Ballin,father,Samuel Joel Ballin,Who is the father of Albert Ballin?,Samuel Joel Ballin
Rupert Murdoch,religion or worldview,Catholicism,What is the religion or worldview of Rupert Murdoch?,Catholicism
Bob Falkenburg,place of birth,Brooklyn,What is the place of birth of Bob Falkenburg?,Brooklyn
Albert Ballin,sex or gender,male,What is the sex or gender of Albert Ballin?,male
Bob Falkenburg,educated at,University of Southern California,What was Bob Falkenburg educated at?,University of Southern California
Friedrich Siemens,country of citizenship,Germany,What is the country of citizenship of Friedrich Siemens?,Germany
Berthold Beitz,country of citizenship,Germany,What is the country of citizenship of Berthold Beitz?,Germany
Friedrich Siemens,sex or gender,male,What is the sex or gender of Friedrich Siemens?,male
Friedrich Siemens,child,Friedrich Carl Siemens,Who is the child of Friedrich Siemens?,Friedrich Carl Siemens
Michael Jackson,copyright representative,"Broadcast Music, Inc.",What is the copyright representative of Michael Jackson?,"Broadcast Music, Inc."
Berthold Beitz,field of work,entrepreneur,What is the field of work of Berthold Beitz?,entrepreneur
Berthold Beitz,spouse,Else Beitz,Who is the spouse of Berthold Beitz?,Else Beitz
Berthold Beitz,religion or worldview,Protestantism,What is the religion or worldview of Berthold Beitz?,Protestantism
Berthold Beitz,sex or gender,male,What is the sex or gender of Berthold Beitz?,male
Michael Jackson,residence,Neverland Ranch,What is the residence of Michael Jackson?,Neverland Ranch
Michael Jackson,voice type,tenor,What is the voice type of Michael Jackson?,tenor
Michael Jackson,family name,Jackson,Who is the family name of Michael Jackson?,Jackson
Julius Fromm,occupation,entrepreneur,What is the occupation of Julius Fromm?,entrepreneur
Klaus Tschira,employer,IBM,What is the employer of Klaus Tschira?,IBM
Julius Fromm,sex or gender,male,What is the sex or gender of Julius Fromm?,male
Michael Jackson,manner of death,homicide,What is the manner of death of Michael Jackson?,homicide
Rupert Murdoch,mother,Elisabeth Murdoch,Who is the mother of Rupert Murdoch?,Elisabeth Murdoch
Julius Fromm,work location,Berlin,What is the work location of Julius Fromm?,Berlin
Michael Jackson,lifestyle,perfectionism,What is the lifestyle of Michael Jackson?,perfectionism
Adolf Rosenberger,place of birth,Pforzheim,What is the place of birth of Adolf Rosenberger?,Pforzheim
Rupert Murdoch,father,Keith Murdoch,Who is the father of Rupert Murdoch?,Keith Murdoch
Friedrich Siemens,place of birth,Menzendorf,What is the place of birth of Friedrich Siemens?,Menzendorf
Adolf Rosenberger,sport,auto racing,What is the sport of Adolf Rosenberger?,auto racing
Friedrich Siemens,place of death,Dresden,What is the place of death of Friedrich Siemens?,Dresden
Rupert Murdoch,sex or gender,male,What is the sex or gender of Rupert Murdoch?,male
Adolf Rosenberger,place of death,California,What is the place of death of Adolf Rosenberger?,California
Christine Kaufmann,place of death,Munich,What is the place of death of Christine Kaufmann?,Munich
Adolf Rosenberger,significant event,incarceration,What is the significant event of Adolf Rosenberger?,incarceration
Christine Kaufmann,place of burial,Eure,What is the place of burial of Christine Kaufmann?,Eure
Christine Kaufmann,spouse,Tony Curtis,Who is the spouse of Christine Kaufmann?,Tony Curtis
Christine Kaufmann,country of citizenship,Germany,What is the country of citizenship of Christine Kaufmann?,Germany
Christine Kaufmann,sex or gender,female,What is the sex or gender of Christine Kaufmann?,female
Christine Kaufmann,cause of death,leukemia,What is the cause of death of Christine Kaufmann?,leukemia
Christine Kaufmann,child,Allegra Curtis,Who is the child of Christine Kaufmann?,Allegra Curtis
Louis Nathaniel de Rothschild,place of birth,Vienna,What is the place of birth of Louis Nathaniel de Rothschild?,Vienna
Louis Nathaniel de Rothschild,family,Rothschild family,Who is the family of Louis Nathaniel de Rothschild?,Rothschild family
Louis Nathaniel de Rothschild,father,Albert Salomon von Rothschild,Who is the father of Louis Nathaniel de Rothschild?,Albert Salomon von Rothschild
Louis Nathaniel de Rothschild,mother,Bettina Caroline de Rothschild,Who is the mother of Louis Nathaniel de Rothschild?,Bettina Caroline de Rothschild
Udo Proksch,place of death,Graz,What is the place of death of Udo Proksch?,Graz
Louis Nathaniel de Rothschild,sex or gender,male,What is the sex or gender of Louis Nathaniel de Rothschild?,male
Paul Pleiger,place of birth,Buchholz in der Nordheide,Who is the place of birth of Paul Pleiger?,Buchholz in der Nordheide
Paul Pleiger,member of political party,Nazi Party,What is the member of political party of Paul Pleiger?,Nazi Party
Udo Proksch,place of birth,Rostock,What is the place of birth of Udo Proksch?,Rostock
Udo Proksch,spouse,Erika Pluhar,Who is the spouse of Udo Proksch?,Erika Pluhar
Paul Pleiger,significant person,Oswald Pohl,Who is the significant person of Paul Pleiger?,Oswald Pohl
Paul Pleiger,employer,Reichswerke Hermann Göring,Who is the employer of Paul Pleiger?,Reichswerke Hermann Göring
Udo Proksch,sex or gender,male,What is the sex or gender of Udo Proksch?,male
Wendelin Wiedeking,educated at,RWTH Aachen University,What was Wendelin Wiedeking educated at?,RWTH Aachen University
Wendelin Wiedeking,sex or gender,male,What is the sex or gender of Wendelin Wiedeking?,male
Paul Pleiger,given name,Paul,Who is the given name of Paul Pleiger?,Paul
Konstantin Stanislavski,writing language,Russian,What is the writing language of Konstantin Stanislavski?,Russian
Konstantin Stanislavski,manner of death,natural causes,What is the manner of death of Konstantin Stanislavski?,natural causes
Konstantin Stanislavski,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Konstantin Stanislavski?,Brockhaus and Efron Encyclopedic Dictionary
Paul Pleiger,sex or gender,male,What is the sex or gender of Paul Pleiger?,male
Wendelin Wiedeking,place of birth,Ahlen,What is the place of birth of Wendelin Wiedeking?,Ahlen
Ginni Rometty,affiliation,IBM,What is the affiliation of Ginni Rometty?,IBM
Ginni Rometty,place of birth,Chicago,What is the place of birth of Ginni Rometty?,Chicago
Walter Cramer,work location,Leipzig,What is the work location of Walter Cramer?,Leipzig
Ginni Rometty,given name,Virginia,What is the given name of Ginni Rometty?,Virginia
Walter Cramer,conflict,World War I,What is the conflict of Walter Cramer?,World War I
Walter Cramer,cause of death,hanging,What is the cause of death of Walter Cramer?,hanging
Ginni Rometty,sex or gender,female,What is the sex or gender of Ginni Rometty?,female
Walter Cramer,place of birth,Leipzig,What is the place of birth of Walter Cramer?,Leipzig
Walter Cramer,manner of death,capital punishment,What is the manner of death of Walter Cramer?,capital punishment
Josef Schleich,given name,Josef,Who is the given name of Josef Schleich?,Josef
Walter Cramer,place of death,Berlin,What is the place of death of Walter Cramer?,Berlin
Walter Cramer,sex or gender,male,What is the sex or gender of Walter Cramer?,male
Walter Cramer,member of political party,German National People's Party,What is the member of political party of Walter Cramer?,German National People's Party
Friedrich Engelhorn,place of birth,Mannheim,What is the place of birth of Friedrich Engelhorn?,Mannheim
Walter Cramer,family name,Cramer,Who is the family name of Walter Cramer?,Cramer
Friedrich Engelhorn,place of death,Mannheim,What is the place of death of Friedrich Engelhorn?,Mannheim
Walter Cramer,given name,Walter,Who is the given name of Walter Cramer?,Walter
Walter Cramer,educated at,Thomasschule zu Leipzig,What was Walter Cramer educated at?,Thomasschule zu Leipzig
Henry Kissinger,military or police rank,sergeant,What is the military or police rank of Henry Kissinger?,sergeant
Walter Cramer,country of citizenship,German Reich,What is the country of citizenship of Walter Cramer?,German Reich
Elias Boudinot,given name,Elias,Who is the given name of Elias Boudinot?,Elias
Paul Achleitner,place of birth,Linz,What is the place of birth of Paul Achleitner?,Linz
Friedrich Engelhorn,occupation,entrepreneur,What is the occupation of Friedrich Engelhorn?,entrepreneur
Friedrich Engelhorn,sex or gender,male,What is the sex or gender of Friedrich Engelhorn?,male
Werner Nachmann,country of citizenship,Germany,What is the country of citizenship of Werner Nachmann?,Germany
Paul Achleitner,spouse,Ann-Kristin Achleitner,Who is the spouse of Paul Achleitner?,Ann-Kristin Achleitner
Paul Achleitner,employer,Deutsche Bank,What is the employer of Paul Achleitner?,Deutsche Bank
Lasse Virén,sport,athletics,What is the sport of Lasse Virén?,athletics
Werner Nachmann,member of political party,Christian Democratic Union,What is the member of political party of Werner Nachmann?,Christian Democratic Union
Werner Nachmann,place of death,Karlsruhe,What is the place of death of Werner Nachmann?,Karlsruhe
Lasse Virén,work location,Helsinki,What is the work location of Lasse Virén?,Helsinki
Lasse Virén,member of political party,National Coalition Party,What is the member of political party of Lasse Virén?,National Coalition Party
Lasse Virén,country of citizenship,Finland,What is the country of citizenship of Lasse Virén?,Finland
Lasse Virén,head coach,Rolf Haikkola,Who is the head coach of Lasse Virén?,Rolf Haikkola
Werner Nachmann,place of birth,Karlsruhe,What is the place of birth of Werner Nachmann?,Karlsruhe
Tom Enders,military or police rank,major,What is the military or police rank of Tom Enders?,major
Werner Nachmann,sex or gender,male,What is the sex or gender of Werner Nachmann?,male
Paul Achleitner,sex or gender,male,What is the sex or gender of Paul Achleitner?,male
Tom Enders,academic major,economics,What is the academic major of Tom Enders?,economics
Henry Kissinger,subject has role,centenarian,What is the subject has role of Henry Kissinger?,centenarian
Lasse Virén,sex or gender,male,What is the sex or gender of Lasse Virén?,male
Lasse Virén,place of birth,Myrskylä,What is the place of birth of Lasse Virén?,Myrskylä
Elias Boudinot,place of burial,Park Hill,What is the place of burial of Elias Boudinot?,Park Hill
Bob Falkenburg,playing hand,right-handedness,What is the playing hand of Bob Falkenburg?,right-handedness
Adolf Rosenberger,sex or gender,male,What is the sex or gender of Adolf Rosenberger?,male
Elias Boudinot,spouse,Harriet R. Gold Boudinot,Who is the spouse of Elias Boudinot?,Harriet R. Gold Boudinot
Tom Enders,academic degree,doctorate,What is the academic degree of Tom Enders?,doctorate
Elias Boudinot,child,Elias Cornelius Boudinot,Who is the child of Elias Boudinot?,Elias Cornelius Boudinot
Tom Enders,given name,Thomas,Who is the given name of Tom Enders?,Thomas
Bob Falkenburg,handedness,right-handedness,What is the handedness of Bob Falkenburg?,right-handedness
Elias Boudinot,sex or gender,male,What is the sex or gender of Elias Boudinot?,male
Adolf Rosenberger,given name,Adolf,Who is the given name of Adolf Rosenberger?,Adolf
J. P. Morgan,native language,English,What is the native language of J. P. Morgan?,English
Klaus Tschira,place of death,Heidelberg,What is the place of death of Klaus Tschira?,Heidelberg
Klaus Tschira,educated at,Karlsruhe Institute of Technology,What was Klaus Tschira educated at?,Karlsruhe Institute of Technology
Bob Falkenburg,place of death,Santa Ynez,What is the place of death of Bob Falkenburg?,Santa Ynez
Bob Falkenburg,sex or gender,male,What is the sex or gender of Bob Falkenburg?,male
Adolf Rosenberger,family name,Rosenberger,Who is the family name of Adolf Rosenberger?,Rosenberger
J. P. Morgan,place of death,Rome,What is the place of death of J. P. Morgan?,Rome
Klaus Tschira,place of birth,Freiburg im Breisgau,What is the place of birth of Klaus Tschira?,Freiburg im Breisgau
Klaus Tschira,country of citizenship,Germany,What is the country of citizenship of Klaus Tschira?,Germany
Bob Falkenburg,given name,Bob,Who is the given name of Bob Falkenburg?,Bob
J. P. Morgan,place of birth,Hartford,What is the place of birth of J. P. Morgan?,Hartford
J. P. Morgan,religion or worldview,Episcopal Church,What is the religion or worldview of J. P. Morgan?,Episcopal Church
J. P. Morgan,father,Junius Spencer Morgan,Who is the father of J. P. Morgan?,Junius Spencer Morgan
Klaus Tschira,sex or gender,male,What is the sex or gender of Klaus Tschira?,male
J. P. Morgan,sex or gender,male,What is the sex or gender of J. P. Morgan?,male
Rudolf August Oetker,father,Rudolf Oetker,Who is the father of Rudolf August Oetker?,Rudolf Oetker
Rudolf August Oetker,country of citizenship,Germany,What is the country of citizenship of Rudolf August Oetker?,Germany
Rudolf August Oetker,place of death,Hamburg,What is the place of death of Rudolf August Oetker?,Hamburg
J. P. Morgan,mother,Juliet Pierpont,Who is the mother of J. P. Morgan?,Juliet Pierpont
Rudolf August Oetker,sex or gender,male,What is the sex or gender of Rudolf August Oetker?,male
Udo Proksch,convicted of,murder,What was Udo Proksch convicted of?,murder
Rudolf August Oetker,child,Richard Oetker,Who is the child of Rudolf August Oetker?,Richard Oetker
J. P. Morgan,described by source,Encyclopædia Britannica 11th edition,What is the described by source of J. P. Morgan?,Encyclopædia Britannica 11th edition
J. P. Morgan,notable work,The Morgan Library & Museum,What is the notable work of J. P. Morgan?,The Morgan Library & Museum
J. P. Morgan,given name,John,Who is the given name of J. P. Morgan?,John
Hans Stern,work location,Rio de Janeiro,What is the work location of Hans Stern?,Rio de Janeiro
Hans Stern,place of death,Rio de Janeiro,What is the place of death of Hans Stern?,Rio de Janeiro
Rudolf August Oetker,given name,Rudolf,Who is the given name of Rudolf August Oetker?,Rudolf
"Maximilian Karl, 6th Prince of Thurn and Taxis",family,Princely House of Thurn and Taxis,"What is the family of Maximilian Karl, 6th Prince of Thurn and Taxis?",Princely House of Thurn and Taxis
Jackie Stewart,place of birth,Dumbarton,What is the place of birth of Jackie Stewart?,Dumbarton
Hans Stern,family name,Stern,Who is the family name of Hans Stern?,Stern
Hans Stern,sex or gender,male,What is the sex or gender of Hans Stern?,male
"Prince Bernhard, Margrave of Baden",country of citizenship,Germany,"What is the country of citizenship of Prince Bernhard, Margrave of Baden?",Germany
Elisabeth Gürtler,place of birth,Vienna,What is the place of birth of Elisabeth Gürtler?,Vienna
Hans Stern,occupation,entrepreneur,What is the occupation of Hans Stern?,entrepreneur
"Prince Bernhard, Margrave of Baden",family,House of Zähringen,"What is the family of Prince Bernhard, Margrave of Baden?",House of Zähringen
"Prince Bernhard, Margrave of Baden",father,"Prince Maximilian, Margrave of Baden","Who is the father of Prince Bernhard, Margrave of Baden?","Prince Maximilian, Margrave of Baden"
Hans Stern,given name,Hans,Who is the given name of Hans Stern?,Hans
"Prince Bernhard, Margrave of Baden",mother,"Princess Valerie, Margravine of Baden","Who is the mother of Prince Bernhard, Margrave of Baden?","Princess Valerie, Margravine of Baden"
"Prince Bernhard, Margrave of Baden",sex or gender,male,"What is the sex or gender of Prince Bernhard, Margrave of Baden?",male
Meg Whitman,sex or gender,female,What is the sex or gender of Meg Whitman?,female
Meg Whitman,religion or worldview,Presbyterianism,What is the religion or worldview of Meg Whitman?,Presbyterianism
"Prince Bernhard, Margrave of Baden",occupation,entrepreneur,"What is the occupation of Prince Bernhard, Margrave of Baden?",entrepreneur
Jackie Stewart,educated at,Dumbarton Academy,What was Jackie Stewart educated at?,Dumbarton Academy
Elisabeth Gürtler,occupation,entrepreneur,What is the occupation of Elisabeth Gürtler?,entrepreneur
Jackie Stewart,country of citizenship,United Kingdom,What is the country of citizenship of Jackie Stewart?,United Kingdom
Jackie Stewart,given name,John,Who is the given name of Jackie Stewart?,John
Elisabeth Gürtler,educated at,Vienna University of Economics and Business,What was Elisabeth Gürtler educated at?,Vienna University of Economics and Business
Jackie Stewart,family name,Stewart,Who is the family name of Jackie Stewart?,Stewart
Elisabeth Gürtler,sex or gender,female,What is the sex or gender of Elisabeth Gürtler?,female
Elisabeth Gürtler,spouse,Helmuth Lohner,Who is the spouse of Elisabeth Gürtler?,Helmuth Lohner
Elisabeth Gürtler,given name,Elisabeth,Who is the given name of Elisabeth Gürtler?,Elisabeth
Jackie Stewart,sex or gender,male,What is the sex or gender of Jackie Stewart?,male
Claus Josef Riedel,given name,Josef,Who is the given name of Claus Josef Riedel?,Josef
Claus Josef Riedel,field of work,glass blowing,What is the field of work of Claus Josef Riedel?,glass blowing
Claus Josef Riedel,child,Georg Josef Riedel,Who is the child of Claus Josef Riedel?,Georg Josef Riedel
Norbert Reithofer,country of citizenship,Germany,What is the country of citizenship of Norbert Reithofer?,Germany
Claus Josef Riedel,father,Walter Riedel,Who is the father of Claus Josef Riedel?,Walter Riedel
Otto Krebs,place of death,Heidelberg,What is the place of death of Otto Krebs?,Heidelberg
Otto Krebs,spouse,Frieda Hodapp,Who is the spouse of Otto Krebs?,Frieda Hodapp
Norbert Reithofer,sex or gender,male,What is the sex or gender of Norbert Reithofer?,male
Claus Josef Riedel,sex or gender,male,What is the sex or gender of Claus Josef Riedel?,male
Otto Krebs,place of birth,Wiesbaden,What is the place of birth of Otto Krebs?,Wiesbaden
Claus Josef Riedel,family name,Riedel,Who is the family name of Claus Josef Riedel?,Riedel
Norbert Reithofer,occupation,entrepreneur,What is the occupation of Norbert Reithofer?,entrepreneur
Otto Krebs,manner of death,natural causes,What is the manner of death of Otto Krebs?,natural causes
Otto Fahr,place of birth,Bad Cannstatt,What is the place of birth of Otto Fahr?,Bad Cannstatt
Otto Krebs,sex or gender,male,What is the sex or gender of Otto Krebs?,male
Otto Krebs,given name,Otto,Who is the given name of Otto Krebs?,Otto
Otto Krebs,member of political party,Nazi Party,What is the member of political party of Otto Krebs?,Nazi Party
Otto Krebs,cause of death,cancer,What is the cause of death of Otto Krebs?,cancer
Otto Fahr,sex or gender,male,What is the sex or gender of Otto Fahr?,male
Otto Fahr,conflict,World War I,What is the conflict of Otto Fahr?,World War I
Otto Fahr,country of citizenship,Germany,What is the country of citizenship of Otto Fahr?,Germany
Otto Fahr,member of political party,Nazi Party,What is the member of political party of Otto Fahr?,Nazi Party
Otto Fahr,sport,swimming,What is the sport of Otto Fahr?,swimming
Roberta Williams,spouse,Ken Williams,Who is the spouse of Roberta Williams?,Ken Williams
Otto Krebs,country of citizenship,German Reich,What is the country of citizenship of Otto Krebs?,German Reich
Otto Fahr,given name,Otto,Who is the given name of Otto Fahr?,Otto
Roberta Williams,place of birth,La Verne,What is the place of birth of Roberta Williams?,La Verne
Karl Wlaschek,place of death,Graz,What is the place of death of Karl Wlaschek?,Graz
Karl Wlaschek,place of birth,Vienna,What is the place of birth of Karl Wlaschek?,Vienna
Roberta Williams,sex or gender,female,What is the sex or gender of Roberta Williams?,female
Bertha Krupp,family,Krupp,What is the family of Bertha Krupp?,Krupp
Bertha Krupp,mother,Margarethe Krupp,Who is the mother of Bertha Krupp?,Margarethe Krupp
Karl Wlaschek,occupation,entrepreneur,What is the occupation of Karl Wlaschek?,entrepreneur
Bertha Krupp,country of citizenship,Germany,What is the country of citizenship of Bertha Krupp?,Germany
Karl Wlaschek,sex or gender,male,What is the sex or gender of Karl Wlaschek?,male
Bertha Krupp,occupation,entrepreneur,What is the occupation of Bertha Krupp?,entrepreneur
Bertha Krupp,father,Friedrich Alfred Krupp,Who is the father of Bertha Krupp?,Friedrich Alfred Krupp
Bertha Krupp,spouse,Gustav Krupp von Bohlen und Halbach,Who is the spouse of Bertha Krupp?,Gustav Krupp von Bohlen und Halbach
Lothar von Faber,work location,Stein,Who is the work location of Lothar von Faber?,Stein
Bertha Krupp,given name,Bertha,Who is the given name of Bertha Krupp?,Bertha
Lothar von Faber,place of death,Stein,Who is the place of death of Lothar von Faber?,Stein
Lothar von Faber,religion or worldview,Lutheranism,What is the religion or worldview of Lothar von Faber?,Lutheranism
Lothar von Faber,father,Georg Leonhard Faber,Who is the father of Lothar von Faber?,Georg Leonhard Faber
"Maximilian Karl, 6th Prince of Thurn and Taxis",place of birth,Regensburg,"What is the place of birth of Maximilian Karl, 6th Prince of Thurn and Taxis?",Regensburg
Bertha Krupp,sex or gender,female,What is the sex or gender of Bertha Krupp?,female
Lothar von Faber,place of birth,Stein,Who is the place of birth of Lothar von Faber?,Stein
Lothar von Faber,sex or gender,male,What is the sex or gender of Lothar von Faber?,male
"Maximilian Karl, 6th Prince of Thurn and Taxis",country of citizenship,Germany,"What is the country of citizenship of Maximilian Karl, 6th Prince of Thurn and Taxis?",Germany
"Maximilian Karl, 6th Prince of Thurn and Taxis",place of death,Regensburg,"What is the place of death of Maximilian Karl, 6th Prince of Thurn and Taxis?",Regensburg
"Maximilian Karl, 6th Prince of Thurn and Taxis",father,"Karl Alexander, 5th Prince of Thurn and Taxis","Who is the father of Maximilian Karl, 6th Prince of Thurn and Taxis?","Karl Alexander, 5th Prince of Thurn and Taxis"
Jochen Zeitz,educated at,EBS Universität für Wirtschaft und Recht,What was Jochen Zeitz educated at?,EBS Universität für Wirtschaft und Recht
"Maximilian Karl, 6th Prince of Thurn and Taxis",sex or gender,male,"What is the sex or gender of Maximilian Karl, 6th Prince of Thurn and Taxis?",male
Jochen Zeitz,sex or gender,male,What is the sex or gender of Jochen Zeitz?,male
Jochen Zeitz,occupation,entrepreneur,What is the occupation of Jochen Zeitz?,entrepreneur
Jochen Zeitz,place of birth,Mannheim,What is the place of birth of Jochen Zeitz?,Mannheim
Götz Werner,political ideology,anthroposophy,What is the political ideology of Götz Werner?,anthroposophy
Jochen Zeitz,country of citizenship,Germany,What is the country of citizenship of Jochen Zeitz?,Germany
