subject,relation,object,question,label
Saudi Arabia,official language,Arabic,What is the official language of Saudi Arabia?,Arabic
Saudi Arabia,capital,Riyadh,What is the capital of Saudi Arabia?,Riyadh
Saudi Arabia,flag,flag of Saudi Arabia,What is the flag of Saudi Arabia?,flag of Saudi Arabia
Saudi Arabia,religion or worldview,wahhabism,What is the religion or worldview of Saudi Arabia?,wahhabism
Saudi Arabia,head of state,Salman bin Abdulaziz Al Saud,Who is the head of state of Saudi Arabia?,Salman bin Abdulaziz Al Saud
Saudi Arabia,central bank,Saudi Central Bank,What is the central bank of Saudi Arabia?,Saudi Central Bank
Syria,official language,Arabic,What is the official language of Syria?,Arabic
Syria,flag,flag of Syria,What is the flag of Syria?,flag of Syria
Syria,basic form of government,semi-presidential system,What is the basic form of government of Syria?,semi-presidential system
Syria,head of state,Bashar al-Assad,Who is the head of state of Syria?,Bashar al-Assad
Syria,currency,Syrian pound,What is the currency of Syria?,Syrian pound
Syria,legislative body,People's Assembly of Syria,What is the legislative body of Syria?,People's Assembly of Syria
Syria,central bank,Central Bank of Syria,What is the central bank of Syria?,Central Bank of Syria
Sri Lanka,flag,flag of Sri Lanka,What is the flag of Sri Lanka?,flag of Sri Lanka
Sri Lanka,head of government,Ranil Wickremesinghe,Who is the head of government of Sri Lanka?,Ranil Wickremesinghe
Sri Lanka,head of state,Ranil Wickremesinghe,Who is the head of state of Sri Lanka?,Ranil Wickremesinghe
Sri Lanka,highest point,Pidurutalagala,What is the highest point of Sri Lanka?,Pidurutalagala
Sri Lanka,has part(s),history of Sri Lanka,What does Sri Lanka have part(s )?,history of Sri Lanka
Austria,currency,Euro,What is the currency of Austria?,Euro
Austria,head of government,Karl Nehammer,Who is the head of government of Austria?,Karl Nehammer
Austria,capital,Vienna,What is the capital of Austria?,Vienna
Austria,head of state,Alexander Van der Bellen,Who is the head of state of Austria?,Alexander Van der Bellen
Austria,named after,east,What was Austria named after?,east
Austria,flag,flag of Austria,What is the flag of Austria?,flag of Austria
Austria,highest judicial authority,Constitutional Court of Austria,What is the highest judicial authority of Austria?,Constitutional Court of Austria
Austria,basic form of government,semi-presidential system,What is the basic form of government of Austria?,semi-presidential system
Austria,executive body,Austrian Federal Government,What is the executive body of Austria?,Austrian Federal Government
Austria,legislative body,Austrian Parliament,What is the legislative body of Austria?,Austrian Parliament
Austria,anthem,"Land der Berge, Land am Strome",Who does Austria anthem?,"Land der Berge, Land am Strome"
Austria,highest point,Grossglockner,What is the highest point of Austria?,Grossglockner
Austria,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Austria?,Encyclopædia Britannica 11th edition
Austria,lowest point,Neusiedl Lake,What is the lowest point of Austria?,Neusiedl Lake
Austria,central bank,Austrian National Bank,What is the central bank of Austria?,Austrian National Bank
Austria,driving side,right,What is the driving side of Austria?,right
Austria,visitor center,Austrian National Tourist Office,What is the visitor center of Austria?,Austrian National Tourist Office
Austria,has characteristic,democracy,What does Austria have characteristic?,democracy
Austria,history of topic,history of Austria,What is the history of topic of Austria?,history of Austria
Greece,capital,Athens,What is the capital of Greece?,Athens
Greece,flag,flag of Greece,What is the flag of Greece?,flag of Greece
Greece,currency,Euro,What is the currency of Greece?,Euro
Greece,anthem,Hymn to Liberty,What does Greece anthem?,Hymn to Liberty
Greece,highest judicial authority,Court of Cassation,What is the highest judicial authority of Greece?,Court of Cassation
Greece,legislative body,Hellenic Parliament,What is the legislative body of Greece?,Hellenic Parliament
Greece,named after,Greeks,What was Greece named after?,Greeks
Greece,executive body,Government of Greece,What is the executive body of Greece?,Government of Greece
Greece,ethnic group,Greeks,What is the ethnic group of Greece?,Greeks
Greece,head of state,Katerina Sakellaropoulou,Who is the head of state of Greece?,Katerina Sakellaropoulou
Greece,head of government,Kyriakos Mitsotakis,Who is the head of government of Greece?,Kyriakos Mitsotakis
Tajikistan,head of state,Emomali Rahmon,Who is the head of state of Tajikistan?,Emomali Rahmon
Tajikistan,capital,Dushanbe,What is the capital of Tajikistan?,Dushanbe
Tajikistan,head of government,Kokhir Rasulzoda,Who is the head of government of Tajikistan?,Kokhir Rasulzoda
Tajikistan,basic form of government,presidential system,What is the basic form of government of Tajikistan?,presidential system
Turkey,official language,Turkish,What is the official language of Turkey?,Turkish
Turkey,head of state,Recep Tayyip Erdoğan,Who is the head of state of Turkey?,Recep Tayyip Erdoğan
Turkey,capital,Ankara,What is the capital of Turkey?,Ankara
Turkey,currency,Turkish lira,What is the currency of Turkey?,Turkish lira
Turkey,anthem,İstiklâl Marşı,What does Turkey anthem?,İstiklâl Marşı
Turkey,head of government,Recep Tayyip Erdoğan,Who is the head of government of Turkey?,Recep Tayyip Erdoğan
Turkey,flag,flag of Turkey,What is the flag of Turkey?,flag of Turkey
Turkey,legislative body,Grand National Assembly of Turkey,What is the legislative body of Turkey?,Grand National Assembly of Turkey
Republic of China,capital,Taipei,What is the capital of Republic of China?,Taipei
Republic of China,flag,flag of the Republic of China,What is the flag of Republic of China?,flag of the Republic of China
Republic of China,currency,New Taiwan dollar,What is the currency of Republic of China?,New Taiwan dollar
Republic of China,executive body,Executive Yuan,What is the executive body of Republic of China?,Executive Yuan
Republic of China,head of government,Cho Jung-tai,Who is the head of government of Republic of China?,Cho Jung-tai
Republic of China,head of state,Lai Ching-te,Who is the head of state of Republic of China?,Lai Ching-te
Republic of China,central bank,Central Bank of the Republic of China,What is the central bank of Republic of China?,Central Bank of the Republic of China
Republic of China,history of topic,history of Taiwan,What is the history of topic of Republic of China?,history of Taiwan
Republic of China,driving side,right,What is the driving side of Republic of China?,right
Republic of China,highest point,Yushan Main Peak,What is the highest point of Republic of China?,Yushan Main Peak
Tajikistan,lowest point,Syr Darya,Who is the lowest point of Tajikistan?,Syr Darya
Greece,highest point,Mount Olympus,What is the highest point of Greece?,Mount Olympus
Tajikistan,driving side,right,What is the driving side of Tajikistan?,right
Tajikistan,railway traffic side,right,What is the railway traffic side of Tajikistan?,right
Greece,central bank,Bank of Greece,What is the central bank of Greece?,Bank of Greece
Greece,history of topic,history of Greece,What is the history of topic of Greece?,history of Greece
Greece,driving side,right,What is the driving side of Greece?,right
Thailand,basic form of government,constitutional monarchy,What is the basic form of government of Thailand?,constitutional monarchy
Thailand,official language,Thai,What is the official language of Thailand?,Thai
Thailand,currency,baht,What is the currency of Thailand?,baht
Thailand,capital,Bangkok,What is the capital of Thailand?,Bangkok
Thailand,head of state,Vajiralongkorn,Who is the head of state of Thailand?,Vajiralongkorn
Thailand,head of government,Paetongtarn Shinawatra,Who is the head of government of Thailand?,Paetongtarn Shinawatra
Thailand,flag,flag of Thailand,What is the flag of Thailand?,flag of Thailand
Thailand,executive body,Government of Thailand,What is the executive body of Thailand?,Government of Thailand
Thailand,ethnic group,Thai people,What is the ethnic group of Thailand?,Thai people
Turkey,replaces,Ottoman Empire,What does Turkey replace?,Ottoman Empire
Turkey,central bank,Central Bank of the Republic of Turkey,What is the central bank of Turkey?,Central Bank of the Republic of Turkey
Turkey,driving side,right,What is the driving side of Turkey?,right
Turkey,geography of topic,geography of Turkey,What is the geography of topic of Turkey?,geography of Turkey
Turkey,history of topic,history of Turkey,What is the history of topic of Turkey?,history of Turkey
Turkey,railway traffic side,right,What is the railway traffic side of Turkey?,right
Portugal,currency,Euro,What is the currency of Portugal?,Euro
Portugal,basic form of government,republic,What is the basic form of government of Portugal?,republic
Portugal,flag,Flag of Portugal,What is the flag of Portugal?,Flag of Portugal
Portugal,anthem,A Portuguesa,What does Portugal anthem?,A Portuguesa
Portugal,follows,Kingdom of Portugal,What does Portugal follow?,Kingdom of Portugal
Portugal,head of government,António Costa,Who is the head of government of Portugal?,António Costa
Portugal,executive body,Government of Portugal,What is the executive body of Portugal?,Government of Portugal
Portugal,head of state,Marcelo Rebelo de Sousa,Who is the head of state of Portugal?,Marcelo Rebelo de Sousa
Portugal,legislative body,Assembly of the Republic,What is the legislative body of Portugal?,Assembly of the Republic
Portugal,highest judicial authority,Portuguese Supreme Court of Justice,What is the highest judicial authority of Portugal?,Portuguese Supreme Court of Justice
Portugal,central bank,Banco de Portugal,What is the central bank of Portugal?,Banco de Portugal
Thailand,central bank,Bank of Thailand,What is the central bank of Thailand?,Bank of Thailand
Portugal,office held by head of state,President of Portugal,What is the office held by head of state of Portugal?,President of Portugal
Portugal,history of topic,history of Portugal,What is the history of topic of Portugal?,history of Portugal
Thailand,highest point,Doi Inthanon,Who is the highest point of Thailand?,Doi Inthanon
Portugal,driving side,right,What is the driving side of Portugal?,right
Portugal,studied in,Portuguese studies,What was Portugal studied in?,Portuguese studies
Turkmenistan,flag,flag of Turkmenistan,What is the flag of Turkmenistan?,flag of Turkmenistan
Turkmenistan,official language,Turkmen,What is the official language of Turkmenistan?,Turkmen
Turkmenistan,capital,Ashgabat,What is the capital of Turkmenistan?,Ashgabat
Turkmenistan,head of state,Serdar Berdimuhamedow,Who is the head of state of Turkmenistan?,Serdar Berdimuhamedow
Turkmenistan,currency,Turkmenistan new manat,What is the currency of Turkmenistan?,Turkmenistan new manat
Turkmenistan,lowest point,Turan Depression,What is the lowest point of Turkmenistan?,Turan Depression
Turkmenistan,driving side,right,What is the driving side of Turkmenistan?,right
Turkmenistan,central bank,Central Bank of Turkmenistan,What is the central bank of Turkmenistan?,Central Bank of Turkmenistan
Turkmenistan,railway traffic side,right,What is the railway traffic side of Turkmenistan?,right
Uruguay,official language,Spanish,What is the official language of Uruguay?,Spanish
Uruguay,flag,flag of Uruguay,What is the flag of Uruguay?,flag of Uruguay
Uruguay,currency,Uruguayan peso,What is the currency of Uruguay?,Uruguayan peso
Uruguay,head of state,Luis Lacalle Pou,Who is the head of state of Uruguay?,Luis Lacalle Pou
Uruguay,head of government,Luis Lacalle Pou,Who is the head of government of Uruguay?,Luis Lacalle Pou
Netherlands,office held by head of government,Prime Minister of the Netherlands,What is the office held by head of government of Netherlands?,Prime Minister of the Netherlands
Netherlands,central bank,De Nederlandsche Bank,What is the central bank of Netherlands?,De Nederlandsche Bank
United Arab Emirates,official language,Arabic,What is the official language of United Arab Emirates?,Arabic
United Arab Emirates,head of government,Mohammed bin Rashid Al Maktoum,Who is the head of government of United Arab Emirates?,Mohammed bin Rashid Al Maktoum
United Arab Emirates,flag,flag of the United Arab Emirates,What is the flag of United Arab Emirates?,flag of the United Arab Emirates
United Arab Emirates,capital,Abu Dhabi,What is the capital of United Arab Emirates?,Abu Dhabi
Netherlands,driving side,right,What is the driving side of Netherlands?,right
Netherlands,history of topic,history of the Netherlands,What is the history of topic of Netherlands?,history of the Netherlands
Qatar,driving side,right,What is the driving side of Qatar?,right
Qatar,central bank,Qatar Central Bank,What is the central bank of Qatar?,Qatar Central Bank
Qatar,history of topic,history of Qatar,What is the history of topic of Qatar?,history of Qatar
Qatar,madhhab,Malikism,What is the madhhab of Qatar?,Malikism
Saudi Arabia,official symbol,Falco,Who is the official symbol of Saudi Arabia?,Falco
Saudi Arabia,history of topic,history of Saudi Arabia,What is the history of topic of Saudi Arabia?,history of Saudi Arabia
Sri Lanka,public holiday,Independence Day,What is the public holiday of Sri Lanka?,Independence Day
Saudi Arabia,driving side,right,What is the driving side of Saudi Arabia?,right
Sri Lanka,central bank,Central Bank of Sri Lanka,What is the central bank of Sri Lanka?,Central Bank of Sri Lanka
Sri Lanka,history of topic,history of Sri Lanka,What is the history of topic of Sri Lanka?,history of Sri Lanka
Sri Lanka,replaces,Dominion of Ceylon,What does Sri Lanka replace?,Dominion of Ceylon
Greece,economy of topic,economy of Greece,What is the economy of topic of Greece?,economy of Greece
Syria,driving side,right,What is the driving side of Syria?,right
Greece,railway traffic side,right,What is the railway traffic side of Greece?,right
Syria,history of topic,history of Syria,What is the history of topic of Syria?,history of Syria
Syria,madhhab,Malikism,What is the madhhab of Syria?,Malikism
Turkey,economy of topic,economy of Turkey,What is the economy of topic of Turkey?,economy of Turkey
Thailand,official observer status in organisation,Organisation of Islamic Cooperation,What is the official observer status in organisation of Thailand?,Organisation of Islamic Cooperation
Syria,office held by head of state,President of Syria,What is the office held by head of state of Syria?,President of Syria
Netherlands,head of government,Dick Schoof,Who is the head of government of Netherlands?,Dick Schoof
Netherlands,capital,Amsterdam,What is the capital of Netherlands?,Amsterdam
Netherlands,currency,Euro,What is the currency of Netherlands?,Euro
Portugal,demographics of topic,demographics of Portugal,What is the demographics of topic of Portugal?,demographics of Portugal
Netherlands,highest judicial authority,Supreme Court of the Netherlands,What is the highest judicial authority of Netherlands?,Supreme Court of the Netherlands
Netherlands,official language,Dutch,What is the official language of Netherlands?,Dutch
United Arab Emirates,driving side,right,What is the driving side of United Arab Emirates?,right
Netherlands,basic form of government,constitutional monarchy,What is the basic form of government of Netherlands?,constitutional monarchy
Netherlands,legislative body,States General,What is the legislative body of Netherlands?,States General
Netherlands,head of state,Willem-Alexander of the Netherlands,Who is the head of state of Netherlands?,Willem-Alexander of the Netherlands
Netherlands,anthem,Wilhelmus,Who does Netherlands anthem?,Wilhelmus
Netherlands,flag,flag of the Netherlands,What is the flag of Netherlands?,flag of the Netherlands
United Arab Emirates,central bank,Central Bank of the United Arab Emirates,What is the central bank of United Arab Emirates?,Central Bank of the United Arab Emirates
United Arab Emirates,history of topic,history of the United Arab Emirates,What is the history of topic of United Arab Emirates?,history of the United Arab Emirates
Vietnam,capital,Hanoi,What is the capital of Vietnam?,Hanoi
Vietnam,official language,Vietnamese,What is the official language of Vietnam?,Vietnamese
Vietnam,currency,Vietnamese đồng,What is the currency of Vietnam?,Vietnamese đồng
Vietnam,head of government,Phạm Minh Chính,Who is the head of government of Vietnam?,Phạm Minh Chính
Vietnam,head of state,Võ Văn Thưởng,Who is the head of state of Vietnam?,Võ Văn Thưởng
Vietnam,flag,flag of Vietnam,What is the flag of Vietnam?,flag of Vietnam
Vietnam,executive body,Government of Vietnam,What is the executive body of Vietnam?,Government of Vietnam
Vietnam,legislative body,National Assembly of Vietnam,What is the legislative body of Vietnam?,National Assembly of Vietnam
Vietnam,central bank,State Bank of Vietnam,What is the central bank of Vietnam?,State Bank of Vietnam
Vietnam,studied in,Vietnamese studies,What was Vietnam studied in?,Vietnamese studies
Vietnam,history of topic,history of Vietnam,What is the history of topic of Vietnam?,history of Vietnam
Vietnam,driving side,right,What is the driving side of Vietnam?,right
Vietnam,geography of topic,geography of Vietnam,What is the geography of topic of Vietnam?,geography of Vietnam
Egypt,official language,Arabic,What is the official language of Egypt?,Arabic
Egypt,basic form of government,republic,What is the basic form of government of Egypt?,republic
Egypt,capital,Cairo,What is the capital of Egypt?,Cairo
Egypt,flag,flag of Egypt,What is the flag of Egypt?,flag of Egypt
Egypt,currency,Egyptian pound,What is the currency of Egypt?,Egyptian pound
Egypt,head of state,Abdel Fattah el-Sisi,Who is the head of state of Egypt?,Abdel Fattah el-Sisi
Egypt,ethnic group,Egyptians,What is the ethnic group of Egypt?,Egyptians
Egypt,head of government,Mostafa Madbouly,Who is the head of government of Egypt?,Mostafa Madbouly
Mexico,head of government,Andrés Manuel López Obrador,Who is the head of government of Mexico?,Andrés Manuel López Obrador
Egypt,central bank,Central Bank of Egypt,What is the central bank of Egypt?,Central Bank of Egypt
Egypt,history of topic,history of Egypt,What is the history of topic of Egypt?,history of Egypt
Egypt,has part(s),Lower Egypt,What does Egypt have part(s )?,Lower Egypt
Egypt,lowest point,Qattara Depression,What is the lowest point of Egypt?,Qattara Depression
Egypt,driving side,right,What is the driving side of Egypt?,right
Egypt,geography of topic,geography of Egypt,What is the geography of topic of Egypt?,geography of Egypt
Mexico,capital,Mexico City,What is the capital of Mexico?,Mexico City
Mexico,currency,Mexican peso,What is the currency of Mexico?,Mexican peso
Mexico,head of state,Andrés Manuel López Obrador,Who is the head of state of Mexico?,Andrés Manuel López Obrador
Mexico,main regulatory text,Political Constitution of Mexico,What is the main regulatory text of Mexico?,Political Constitution of Mexico
Mexico,basic form of government,federal republic,What is the basic form of government of Mexico?,federal republic
Mexico,legislative body,Congress of the Union,What is the legislative body of Mexico?,Congress of the Union
Mexico,ethnic group,indigenous peoples of Mexico,What is the ethnic group of Mexico?,indigenous peoples of Mexico
Mexico,replaces,New Spain,What does Mexico replace?,New Spain
Mexico,central bank,Bank of Mexico,What is the central bank of Mexico?,Bank of Mexico
Mexico,office held by head of government,President of Mexico,What is the office held by head of government of Mexico?,President of Mexico
Mexico,history of topic,history of Mexico,What is the history of topic of Mexico?,history of Mexico
Mexico,driving side,right,What is the driving side of Mexico?,right
Mexico,geography of topic,geography of Mexico,What is the geography of topic of Mexico?,geography of Mexico
Mexico,office held by head of state,President of Mexico,What is the office held by head of state of Mexico?,President of Mexico
Mexico,foundational text,Political Constitution of Mexico,What is the foundational text of Mexico?,Political Constitution of Mexico
Mexico,located in time zone,Central Time Zone,What is the located in time zone of Mexico?,Central Time Zone
Afghanistan,capital,Kabul,What is the capital of Afghanistan?,Kabul
Afghanistan,highest judicial authority,Afghan Supreme Court,What is the highest judicial authority of Afghanistan?,Afghan Supreme Court
Afghanistan,flag,flag of Afghanistan,What is the flag of Afghanistan?,flag of Afghanistan
Afghanistan,currency,afghani,What is the currency of Afghanistan?,afghani
Afghanistan,head of government,Mohammad Hasan Akhund,Who is the head of government of Afghanistan?,Mohammad Hasan Akhund
Bangladesh,located in or next to body of water,Bay of Bengal,What is the located in or next to body of water of Bangladesh?,Bay of Bengal
Bangladesh,flag,flag of Bangladesh,What is the flag of Bangladesh?,flag of Bangladesh
Bangladesh,capital,Dhaka,What is the capital of Bangladesh?,Dhaka
Bangladesh,head of government,Muhammad Yunus,Who is the head of government of Bangladesh?,Muhammad Yunus
Bangladesh,named after,Bangla,What was Bangladesh named after?,Bangla
Bangladesh,official language,Bangla,What is the official language of Bangladesh?,Bangla
Bangladesh,anthem,Amar Sonar Bangla,Who does Bangladesh anthem?,Amar Sonar Bangla
Bangladesh,ethnic group,Bengali,What is the ethnic group of Bangladesh?,Bengali
Bangladesh,executive body,Government of Bangladesh,What is the executive body of Bangladesh?,Government of Bangladesh
Bangladesh,highest judicial authority,Supreme Court of Bangladesh,What is the highest judicial authority of Bangladesh?,Supreme Court of Bangladesh
Bangladesh,twinned administrative body,Nisshin,What is the twinned administrative body of Bangladesh?,Nisshin
Bangladesh,head of state,Mohammad Shahabuddin,Who is the head of state of Bangladesh?,Mohammad Shahabuddin
Afghanistan,office held by head of state,Amir al-Mu'minin,Who is the office held by head of state of Afghanistan?,Amir al-Mu'minin
Afghanistan,history of topic,history of Afghanistan,What is the history of topic of Afghanistan?,history of Afghanistan
Afghanistan,driving side,right,What is the driving side of Afghanistan?,right
Afghanistan,central bank,Da Afghanistan Bank,What is the central bank of Afghanistan?,Da Afghanistan Bank
Afghanistan,economy of topic,economy of Afghanistan,What is the economy of topic of Afghanistan?,economy of Afghanistan
Afghanistan,madhhab,Malikism,What is the madhhab of Afghanistan?,Malikism
Bangladesh,central bank,Bangladesh Bank,What is the central bank of Bangladesh?,Bangladesh Bank
Bangladesh,history of topic,history of Bangladesh,What is the history of topic of Bangladesh?,history of Bangladesh
Bangladesh,official symbol,Nymphaea nouchali,What is the official symbol of Bangladesh?,Nymphaea nouchali
Bangladesh,lowest point,Bay of Bengal,What is the lowest point of Bangladesh?,Bay of Bengal
Bangladesh,geography of topic,geography of Bangladesh,What is the geography of topic of Bangladesh?,geography of Bangladesh
Mexico,railway traffic side,right,What is the railway traffic side of Mexico?,right
Mexico,economy of topic,economy of Mexico,What is the economy of topic of Mexico?,economy of Mexico
Kenya,central bank,Central Bank of Kenya,What is the central bank of Kenya?,Central Bank of Kenya
Kenya,capital,Nairobi,What is the capital of Kenya?,Nairobi
Kenya,currency,Kenyan shilling,What is the currency of Kenya?,Kenyan shilling
Kenya,flag,flag of Kenya,What is the flag of Kenya?,flag of Kenya
Kenya,head of government,William Ruto,Who is the head of government of Kenya?,William Ruto
Kenya,head of state,William Ruto,Who is the head of state of Kenya?,William Ruto
Ethiopia,official language,Amharic,What is the official language of Ethiopia?,Amharic
Ethiopia,head of state,Sahle-Work Zewde,What is the head of state of Ethiopia?,Sahle-Work Zewde
Ethiopia,head of government,Abiy Ahmed Ali,Who is the head of government of Ethiopia?,Abiy Ahmed Ali
Ethiopia,basic form of government,federal republic,What is the basic form of government of Ethiopia?,federal republic
Ethiopia,flag,flag of Ethiopia,What is the flag of Ethiopia?,flag of Ethiopia
Ethiopia,executive body,Government of Ethiopia,What is the executive body of Ethiopia?,Government of Ethiopia
Ethiopia,located in/on physical feature,East Africa,What is the located in/on physical feature of Ethiopia?,East Africa
Ethiopia,highest point,Ras Dashen,Who is the highest point of Ethiopia?,Ras Dashen
Ethiopia,central bank,National Bank of Ethiopia,What is the central bank of Ethiopia?,National Bank of Ethiopia
Ethiopia,lowest point,Danakil Depression,What is the lowest point of Ethiopia?,Danakil Depression
Ethiopia,driving side,right,What is the driving side of Ethiopia?,right
Mali,capital,Bamako,What is the capital of Mali?,Bamako
Mali,currency,West African CFA franc,What is the currency of Mali?,West African CFA franc
Mali,named after,Mali Empire,What was Mali named after?,Mali Empire
Mali,head of state,Assimi Goïta,Who is the head of state of Mali?,Assimi Goïta
Mali,head of government,Choguel Kokalla Maïga,Who is the head of government of Mali?,Choguel Kokalla Maïga
Ethiopia,history of topic,history of Ethiopia,What is the history of topic of Ethiopia?,history of Ethiopia
Mali,flag,flag of Mali,What is the flag of Mali?,flag of Mali
Mali,central bank,Central Bank of West African States,What is the central bank of Mali?,Central Bank of West African States
Mali,lowest point,Senegal River,What is the lowest point of Mali?,Senegal River
Mali,driving side,right,What is the driving side of Mali?,right
Angola,capital,Luanda,What is the capital of Angola?,Luanda
Angola,official language,Portuguese,What is the official language of Angola?,Portuguese
Angola,flag,flag of Angola,What is the flag of Angola?,flag of Angola
Angola,currency,kwanza,What is the currency of Angola?,kwanza
Angola,head of state,João Lourenço,Who is the head of state of Angola?,João Lourenço
Angola,head of government,João Lourenço,Who is the head of government of Angola?,João Lourenço
Angola,legislative body,National Assembly of Angola,What is the legislative body of Angola?,National Assembly of Angola
Angola,central bank,National Bank of Angola,What is the central bank of Angola?,National Bank of Angola
Angola,highest point,Mount Moco,What is the highest point of Angola?,Mount Moco
Angola,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Angola?,Brockhaus and Efron Encyclopedic Dictionary
Uruguay,central bank,Central Bank of Uruguay,What is the central bank of Uruguay?,Central Bank of Uruguay
Uruguay,history of topic,history of Uruguay,What is the history of topic of Uruguay?,history of Uruguay
Uruguay,highest point,Cerro Catedral,What is the highest point of Uruguay?,Cerro Catedral
Uruguay,driving side,right,What is the driving side of Uruguay?,right
Uruguay,railway traffic side,right,What is the railway traffic side of Uruguay?,right
United Arab Emirates,highest point,Jebel Jais,Who is the highest point of United Arab Emirates?,Jebel Jais
Egypt,madhhab,Malikism,What is the madhhab of Egypt?,Malikism
Mexico,highest point,Citlaltepetl,What is the highest point of Mexico?,Citlaltepetl
Brunei,capital,Bandar Seri Begawan,Who is the capital of Brunei?,Bandar Seri Begawan
Brunei,head of government,Hassanal Bolkiah I of Brunei,Who is the head of government of Brunei?,Hassanal Bolkiah I of Brunei
Brunei,head of state,Hassanal Bolkiah I of Brunei,Who is the head of state of Brunei?,Hassanal Bolkiah I of Brunei
Brunei,currency,Brunei dollar,What is the currency of Brunei?,Brunei dollar
Brunei,flag,flag of Brunei,What is the flag of Brunei?,flag of Brunei
Brunei,legislative body,Legislative Council of Brunei,What is the legislative body of Brunei?,Legislative Council of Brunei
Bhutan,head of state,Jigme Khesar Namgyel Wangchuck,Who is the head of state of Bhutan?,Jigme Khesar Namgyel Wangchuck
Bhutan,basic form of government,constitutional monarchy,What is the basic form of government of Bhutan?,constitutional monarchy
Bhutan,flag,flag of Bhutan,What is the flag of Bhutan?,flag of Bhutan
Bhutan,capital,Thimphu,What is the capital of Bhutan?,Thimphu
Bhutan,currency,ngultrum,What is the currency of Bhutan?,ngultrum
Bhutan,head of government,Lotay Tshering,Who is the head of government of Bhutan?,Lotay Tshering
Bhutan,highest point,Gangkhar Puensum,Who is the highest point of Bhutan?,Gangkhar Puensum
France,head of government,Gabriel Attal,Who is the head of government of France?,Gabriel Attal
France,capital,Paris,What is the capital of France?,Paris
France,flag,flag of France,What is the flag of France?,flag of France
France,basic form of government,semi-presidential system,What is the basic form of government of France?,semi-presidential system
France,legislative body,French Parliament,What is the legislative body of France?,French Parliament
France,anthem,La Marseillaise,What does France anthem?,La Marseillaise
France,has part(s),Loire Valley,What does France have part(s )?,Loire Valley
Tanzania,flag,flag of Tanzania,What is the flag of Tanzania?,flag of Tanzania
Tanzania,ethnic group,Bantu people,What is the ethnic group of Tanzania?,Bantu people
Tanzania,legislative body,National Assembly,What is the legislative body of Tanzania?,National Assembly
Tanzania,replaces,Tanganyika,What does Tanzania replace?,Tanganyika
Tanzania,central bank,Bank of Tanzania,What is the central bank of Tanzania?,Bank of Tanzania
France,head of state,Emmanuel Macron,Who is the head of state of France?,Emmanuel Macron
France,executive body,Government of France,What is the executive body of France?,Government of France
France,foundational text,Constitution of France,What is the foundational text of France?,Constitution of France
France,history of topic,history of France,What is the history of topic of France?,history of France
France,replaces,Kingdom of France,What does France replace?,Kingdom of France
France,driving side,right,What is the driving side of France?,right
France,economy of topic,economy of France,What is the economy of topic of France?,economy of France
France,central bank,Bank of France,What is the central bank of France?,Bank of France
France,office held by head of government,Prime Minister of France,What is the office held by head of government of France?,Prime Minister of France
France,railway traffic side,right,What is the railway traffic side of France?,right
France,culture,culture of France,What is the culture of France?,culture of France
France,office held by head of state,President of the French Republic,What is the office held by head of state of France?,President of the French Republic
United Kingdom,flag,flag of the United Kingdom,What is the flag of United Kingdom?,flag of the United Kingdom
United Kingdom,currency,pound sterling,What is the currency of United Kingdom?,pound sterling
United Kingdom,basic form of government,constitutional monarchy,What is the basic form of government of United Kingdom?,constitutional monarchy
United Kingdom,head of state,Charles III of the United Kingdom,Who is the head of state of United Kingdom?,Charles III of the United Kingdom
United Kingdom,anthem,God Save the King,Who does United Kingdom anthem?,God Save the King
United Kingdom,official language,English,What is the official language of United Kingdom?,English
United Kingdom,executive body,Government of the United Kingdom,What is the executive body of United Kingdom?,Government of the United Kingdom
United Kingdom,legislative body,Parliament of the United Kingdom,What is the legislative body of United Kingdom?,Parliament of the United Kingdom
United Kingdom,ethnic group,Black Britons,What is the ethnic group of United Kingdom?,Black Britons
United Kingdom,highest judicial authority,Supreme Court of the United Kingdom,What is the highest judicial authority of United Kingdom?,Supreme Court of the United Kingdom
United Kingdom,religion or worldview,Christianity,What is the religion or worldview of United Kingdom?,Christianity
United Kingdom,head of government,Keir Starmer,Who is the head of government of United Kingdom?,Keir Starmer
Philippines,basic form of government,republic,What is the basic form of government of Philippines?,republic
Philippines,capital,Manila,What is the capital of Philippines?,Manila
Philippines,flag,flag of the Philippines,What is the flag of Philippines?,flag of the Philippines
Philippines,currency,Philippine peso,What is the currency of Philippines?,Philippine peso
Philippines,named after,Philip II of Spain,Who was Philippines named after?,Philip II of Spain
Philippines,executive body,government of the Philippines,What is the executive body of Philippines?,government of the Philippines
Philippines,highest judicial authority,Supreme Court of the Philippines,What is the highest judicial authority of Philippines?,Supreme Court of the Philippines
Philippines,legislative body,Congress of the Philippines,What is the legislative body of Philippines?,Congress of the Philippines
Philippines,head of state,Bongbong Marcos,Who is the head of state of Philippines?,Bongbong Marcos
Philippines,head of government,Bongbong Marcos,Who is the head of government of Philippines?,Bongbong Marcos
United Kingdom,office held by head of government,Prime Minister of the United Kingdom,What is the office held by head of government of United Kingdom?,Prime Minister of the United Kingdom
United Kingdom,central bank,Bank of England,What is the central bank of United Kingdom?,Bank of England
United Kingdom,highest point,Ben Nevis,Who is the highest point of United Kingdom?,Ben Nevis
