topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels
places_landmark,Peter and Paul Cathedral,founded by,Peter the Great,Who was Peter and Paul Cathedral founded by?,St. Peter and St. Paul Cathedral was founded by St. Peter and St,0.0,Who was the spouse of the person who founded Peter and Paul Cathedral?,Catherine I of Russia,Who was the successor of the spouse of the person who founded Peter and Paul Cathedral?,Peter II of Russia,Who was the mother of the successor of the spouse of the person who founded Peter and Paul Cathedral?,Tsarevna Maria Vladimirovna,Who was the father of the mother of the successor of the spouse of the person who founded Peter and Paul Cathedral?,Vladimir the Great,Who was the predecessor of the father of the mother of the successor of the spouse of the person who founded Peter and Paul Cathedral?,Sviatoslav I of Kiev,"['Peter the Great', 'St. Peter and St. Paul Cathedral was founded by St. Peter and St', 'Ivan the Terrible', 'Catherine the Great']",Who established the Peter and Paul Cathedral?,Was Peter and Paul Cathedral founded by Peter the Great?,Was Peter and Paul Cathedral founded by St. Peter and St. Paul Cathedral was founded by St. Peter and St?,What is a famous architectural feature of the Peter and Paul Cathedral?,Who was founded by Peter and Paul Cathedral?,A. St. Peter and St. Paul Cathedral was founded by St. Peter and St  B. Ivan the Terrible  C. Peter the Great  D. Catherine the Great,C
places_landmark,The Motherland Calls,architect,Iakov Bielopolski,Who does The Motherland Calls architect?,The Motherland Calls architect is a company that specializes in the design and construction of,0.0,What is the nationality of The Motherland Calls architect?,Russian,What is the capital city of the country that The Motherland Calls architect is from?,Moscow,Which river flows through the capital city of the country that The Motherland Calls architect is from?,Moskva River,What is the length of the river that flows through the capital city of the country that The Motherland Calls architect is from?,502 kilometers,Into which larger body of water does the river that flows through the capital city of the country that The Motherland Calls architect is from ultimately drain?,Oka River,"['Iakov Bielopolski', 'The Motherland Calls architect is a company that specializes in the design and construction of', 'Vladimir Tatlin', 'Boris Iofan']",Who is the architect of The Motherland Calls?,Is Iakov Bielopolski the architect of The Motherland Calls?,Is The Motherland Calls architect a company that specializes in the design and construction of?,What is a famous feature of The Motherland Calls?,Who is the architect of Iakov Bielopolski?,A. The Motherland Calls architect is a company that specializes in the design and construction of  B. Iakov Bielopolski  C. Boris Iofan  D. Vladimir Tatlin,B
places_landmark,Tyresö Palace,operator,Nordic Museum,What is the operator of Tyresö Palace?,The operator of Tyresö Palace is the company Tyresö Palace AB,0.0,Who is the director of the operator of Tyresö Palace?,Susanna Pettersson,Which country is the director of the operator of Tyresö Palace from?,Finland,What is the capital city of the country that the director of the operator of Tyresö Palace is from?,Helsinki,Which sea is the capital city of the country that the director of the operator of Tyresö Palace is from located near?,Baltic Sea,Which ocean is connected to the sea that the capital city of the country that the director of the operator of Tyresö Palace is from located near?,Atlantic Ocean,"['Nordic Museum', 'The operator of Tyresö Palace is the company Tyresö Palace AB', 'Swedish National Heritage Board', 'Stockholm City Museum']",Who manages Tyresö Palace?,Is the operator of Tyresö Palace the Nordic Museum?,Is the operator of Tyresö Palace the company Tyresö Palace AB?,In which country is Tyresö Palace located?,What palace is operated by the Nordic Museum?,A. Nordic Museum  B. Swedish National Heritage Board  C. The operator of Tyresö Palace is the company Tyresö Palace AB  D. Stockholm City Museum,A
places_landmark,Jardin du Luxembourg,taxon found at location,fox,What is the taxon found at location of Jardin du Luxembourg?,A. Aardvark B. Aardwolf C. Aardv,0.0,What is the primary diet of the taxon found at location of Jardin du Luxembourg?,"Small mammals, birds, insects, and fruits",What is the natural habitat of the primary diet of the taxon found at location of Jardin du Luxembourg?,"Forests, grasslands, and urban areas",What is the average lifespan in the wild of the primary diet of the taxon found at location of Jardin du Luxembourg?,1 to 3 years,What is the main predator of the primary diet of the taxon found at location of Jardin du Luxembourg?,"Birds of prey, larger mammals, and humans",What is the conservation status of the main predator of the primary diet of the taxon found at location of Jardin du Luxembourg?,"Varies by species, but many are of least concern","['fox', 'A. Aardvark B. Aardwolf C. Aardv', 'C. Aardwolf', 'D. Aardv']",Which taxon can be found at Jardin du Luxembourg?,Is the taxon found at Jardin du Luxembourg a fox?,Is the taxon found at Jardin du Luxembourg an aardvark?,What is a famous garden located in Paris?,Where can a fox be found in terms of taxon location?,A. C. Aardwolf  B. fox  C. A. Aardvark B. Aardwolf C. Aardv  D. D. Aardv,B
places_landmark,Mariinsky Theatre,named after,Maria Alexandrovna of Russia (Marie of Hesse),Who was Mariinsky Theatre named after?,"The Mariinsky Theatre was named after the Mariinsky Theatre in St. Petersburg,",0.0,Who was the spouse of the person Mariinsky Theatre was named after?,Alexander II of Russia,Who was the father of the spouse of the person Mariinsky Theatre was named after?,Nicholas I of Russia,Who was the spouse of the father of the spouse of the person Mariinsky Theatre was named after?,Alexandra Feodorovna (Charlotte of Prussia),Who was the father of the spouse of the father of the spouse of the person Mariinsky Theatre was named after?,Frederick William III of Prussia,Who was the spouse of the father of the spouse of the father of the spouse of the person Mariinsky Theatre was named after?,Louise of Mecklenburg-Strelitz,"['Maria Alexandrovna of Russia (Marie of Hesse)', 'The Mariinsky Theatre was named after the Mariinsky Theatre in St. Petersburg,', 'Catherine the Great', 'Anna Pavlova']",Who is the namesake of the Mariinsky Theatre?,Was the Mariinsky Theatre named after Maria Alexandrovna of Russia (Marie of Hesse)?,Was the Mariinsky Theatre named after the Mariinsky Theatre in St. Petersburg?,In which city is the Mariinsky Theatre located?,Which theatre was named after Maria Alexandrovna of Russia (Marie of Hesse)?,"A. Anna Pavlova  B. Catherine the Great  C. The Mariinsky Theatre was named after the Mariinsky Theatre in St. Petersburg,  D. Maria Alexandrovna of Russia (Marie of Hesse)",D
places_landmark,Uppsala Cathedral,Christian liturgical rite,Church of Sweden,What is the Christian liturgical rite of Uppsala Cathedral?,The Christian liturgical rite of Uppsala Cathedral is the Mass,0.0,"Who is the current Archbishop of the Church of Sweden, the Christian liturgical rite of Uppsala Cathedral?",Antje Jackelén,"Which university did the current Archbishop of the Church of Sweden, the Christian liturgical rite of Uppsala Cathedral, attend for their theological studies?",Lund University,"In which city is the university located where the current Archbishop of the Church of Sweden, the Christian liturgical rite of Uppsala Cathedral, attended for their theological studies?",Lund,"In which country is the city located where the university is situated that the current Archbishop of the Church of Sweden, the Christian liturgical rite of Uppsala Cathedral, attended for their theological studies?",Sweden,"What is the population of the country where the city is located that contains the university the current Archbishop of the Church of Sweden, the Christian liturgical rite of Uppsala Cathedral, attended for their theological studies?",Approximately 10.4 million,"['Church of Sweden', 'The Christian liturgical rite of Uppsala Cathedral is the Mass', 'Lutheran Church', 'Anglican Church']",Which Christian liturgical rite is practiced at Uppsala Cathedral?,Is the Christian liturgical rite of Uppsala Cathedral the Church of Sweden?,Is the Christian liturgical rite of Uppsala Cathedral the Mass?,In which city is Uppsala Cathedral located?,Which cathedral practices the Christian liturgical rite of the Church of Sweden?,A. Anglican Church  B. Church of Sweden  C. The Christian liturgical rite of Uppsala Cathedral is the Mass  D. Lutheran Church,B
places_landmark,Christ the Redeemer,location,Corcovado,What is the location of Christ the Redeemer?,"Rio de Janeiro, Brazil",0.0,In which city is the location of Christ the Redeemer?,Rio de Janeiro,In which state is the city located where the location of Christ the Redeemer is situated?,Rio de Janeiro,In which country is the state located where the city is situated that contains the location of Christ the Redeemer?,Brazil,On which continent is the country located where the state is situated that contains the city with the location of Christ the Redeemer?,South America,What is the primary language spoken in the country where the state is situated that contains the city with the location of Christ the Redeemer?,Portuguese,"['Corcovado', 'Rio de Janeiro, Brazil', 'Sugarloaf Mountain', 'Ipanema Beach']",Where is Christ the Redeemer situated?,Is the location of Christ the Redeemer Corcovado?,"Is the location of Christ the Redeemer Rio de Janeiro, Brazil?",What is a famous feature of Christ the Redeemer?,What is located at Corcovado?,"A. Ipanema Beach  B. Corcovado  C. Sugarloaf Mountain  D. Rio de Janeiro, Brazil",B
places_landmark,Royal Observatory,founded by,Charles II of England,Who was Royal Observatory founded by?,King George III,0.0,Who was the spouse of the person who founded the Royal Observatory?,Catherine of Braganza,Who was the father of the spouse of the person who founded the Royal Observatory?,John IV of Portugal,Which kingdom did the father of the spouse of the person who founded the Royal Observatory rule?,Portugal,What was the capital of the kingdom ruled by the father of the spouse of the person who founded the Royal Observatory?,Lisbon,On which river is the capital located of the kingdom ruled by the father of the spouse of the person who founded the Royal Observatory?,Tagus River,"['Charles II of England', 'King George III', 'Queen Victoria', 'Prince Albert']",Who established the Royal Observatory?,Was the Royal Observatory founded by Charles II of England?,Was the Royal Observatory founded by King George III?,What is the Royal Observatory known for?,Who did Charles II of England found?,A. Prince Albert  B. King George III  C. Queen Victoria  D. Charles II of England,D
places_landmark,Machu Picchu,location,Aguas Calientes,What is the location of Machu Picchu?,Machu Picchu is in Peru,0.0,What is the population of the location of Machu Picchu?,"Approximately 4,000",What is the primary language spoken in the location of Machu Picchu?,Spanish,What is the elevation of the location of Machu Picchu?,"2,040 meters (6,690 feet)",Which river flows near the location of Machu Picchu?,Urubamba River,In which country is the river located that flows near the location of Machu Picchu?,Peru,"['Aguas Calientes', 'Machu Picchu is in Peru', 'Cusco', 'Lima']",Where is Machu Picchu located?,Is the location of Machu Picchu Aguas Calientes?,Is the location of Machu Picchu in Peru?,What is a famous historical site near Machu Picchu?,What is located in Aguas Calientes?,A. Aguas Calientes  B. Cusco  C. Lima  D. Machu Picchu is in Peru,A
places_landmark,Terracotta Army,location,Xi'an,What is the location of Terracotta Army?,Terracotta Army is located in the Forbidden City,0.0,What is the population of the location of Terracotta Army?,12.9 million,What is the area of the location with a population of 12.9 million where the Terracotta Army is located?,"10,096 square kilometers","What is the name of the province where the location with an area of 10,096 square kilometers and a population of 12.9 million, where the Terracotta Army is located?",Shaanxi,"What is the capital of the province where the location with an area of 10,096 square kilometers and a population of 12.9 million, where the Terracotta Army is located?",Xi'an,"What is the historical significance of the capital of the province where the location with an area of 10,096 square kilometers and a population of 12.9 million, where the Terracotta Army is located?",It was the starting point of the Silk Road and home to the Terracotta Army of Emperor Qin Shi Huang.,"[""Xi'an"", 'Terracotta Army is located in the Forbidden City', 'Beijing', 'Shanghai']",Where can the Terracotta Army be found?,Is the Terracotta Army located in Xi'an?,Is the Terracotta Army located in the Forbidden City?,What is the historical significance of the Terracotta Army?,What is located in Xi'an?,A. Xi'an  B. Beijing  C. Terracotta Army is located in the Forbidden City  D. Shanghai,A
places_landmark,Zion Gate,location,Old City of Jerusalem,What is the location of Zion Gate?,Zion Gate is located in the center of the city,0.0,What is the historical significance of the location of Zion Gate?,"It is one of the eight gates in the walls of the Old City of Jerusalem, built in 1540 by the Ottoman Sultan Suleiman the Magnificent.","Who was the Ottoman Sultan that built the walls of the Old City of Jerusalem, including the location of Zion Gate?",Suleiman the Magnificent,"During which century did the Ottoman Sultan who built the walls of the Old City of Jerusalem, including the location of Zion Gate, reign?",16th century,"Which empire was ruled by the Sultan who reigned during the 16th century and built the walls of the Old City of Jerusalem, including the location of Zion Gate?",Ottoman Empire,"What was the capital of the empire ruled by the Sultan who reigned during the 16th century and built the walls of the Old City of Jerusalem, including the location of Zion Gate?",Constantinople (now Istanbul),"['Old City of Jerusalem', 'Zion Gate is located in the center of the city', 'Western Wall', 'Mount of Olives']",Where is Zion Gate situated?,Is the location of Zion Gate the Old City of Jerusalem?,Is the location of Zion Gate in the center of the city?,What is a famous landmark near Zion Gate?,What gate is located in the Old City of Jerusalem?,A. Old City of Jerusalem  B. Mount of Olives  C. Western Wall  D. Zion Gate is located in the center of the city,A
places_landmark,Topkapı Palace,architect,Mehmed the Conqueror,Who does Topkapı Palace architect?,Topkapı Palace architect is Mimar Sinan,0.0,Who is the father of the Topkapı Palace architect?,Murad II,Who was the predecessor of the father of the Topkapı Palace architect?,Mehmed I,Who was the mother of the predecessor of the father of the Topkapı Palace architect?,Emine Hatun,Which dynasty does the mother of the predecessor of the father of the Topkapı Palace architect belong to?,Ottoman Dynasty,Who was the founder of the dynasty that the mother of the predecessor of the father of the Topkapı Palace architect belongs to?,Osman I,"['Mehmed the Conqueror', 'Topkapı Palace architect is Mimar Sinan', 'Sultan Suleiman', 'Sinan Pasha']",Who is the architect of Topkapı Palace?,Is Mehmed the Conqueror the architect of Topkapı Palace?,Is Mimar Sinan the architect of Topkapı Palace?,In which city is Topkapı Palace located?,Who is the architect of Mehmed the Conqueror?,A. Topkapı Palace architect is Mimar Sinan  B. Sinan Pasha  C. Sultan Suleiman  D. Mehmed the Conqueror,D
places_landmark,"St Martin-in-the-Fields, Westminster",architect,James Gibbs,"Who does St Martin-in-the-Fields, Westminster architect?",The architect is Sir John Soane,0.0,"What is the nationality of the St Martin-in-the-Fields, Westminster architect?",Scottish,"In which city was the St Martin-in-the-Fields, Westminster architect born?",Aberdeen,"Which university did the St Martin-in-the-Fields, Westminster architect attend?",University of Edinburgh,"What is the founding year of the university that the St Martin-in-the-Fields, Westminster architect attended?",1582,"Who was the founder of the university that the St Martin-in-the-Fields, Westminster architect attended?",James VI of Scotland,"['James Gibbs', 'The architect is Sir John Soane', 'Christopher Wren', 'Nicholas Hawksmoor']","Who is the architect of St Martin-in-the-Fields, Westminster?","Is James Gibbs the architect of St Martin-in-the-Fields, Westminster?","Is Sir John Soane the architect of St Martin-in-the-Fields, Westminster?","In which city is St Martin-in-the-Fields, Westminster located?",Which building was designed by James Gibbs in Westminster?,A. James Gibbs  B. Christopher Wren  C. The architect is Sir John Soane  D. Nicholas Hawksmoor,A
places_landmark,Mount St. Sepulchre Franciscan Monastery,architect,Aristide Leonori,Who does Mount St. Sepulchre Franciscan Monastery architect?,The architect is the Rev. Fr. John O'Brien,0.0,What is the nationality of the Mount St. Sepulchre Franciscan Monastery architect?,Italian,Which city was the nationality of the Mount St. Sepulchre Franciscan Monastery architect born in?,Rome,What is the population of the city where the nationality of the Mount St. Sepulchre Franciscan Monastery architect was born?,2.8 million,What is the area in square kilometers of the city with a population of 2.8 million where the nationality of the Mount St. Sepulchre Franciscan Monastery architect was born?,"1,285 km²","What is the name of the river that flows through the city with an area of 1,285 km² where the nationality of the Mount St. Sepulchre Franciscan Monastery architect was born?",Tiber,"['Aristide Leonori', ""The architect is the Rev. Fr. John O'Brien"", 'Antonio Gaudi', 'Frank Lloyd Wright']",Who is the architect of Mount St. Sepulchre Franciscan Monastery?,Is Aristide Leonori the architect of Mount St. Sepulchre Franciscan Monastery?,Is the architect of Mount St. Sepulchre Franciscan Monastery the Rev. Fr. John O'Brien?,In which city is Mount St. Sepulchre Franciscan Monastery located?,Who is Aristide Leonori the architect of?,A. Frank Lloyd Wright  B. Aristide Leonori  C. The architect is the Rev. Fr. John O'Brien  D. Antonio Gaudi,B
places_landmark,Strängnäs Cathedral,named after,Saint Peter,Who was Strängnäs Cathedral named after?,The name of the cathedral is Stängnäs.  Question,0.0,What is the feast day of the person Strängnäs Cathedral was named after?,June 29,Which other saint shares the feast day with the person Strängnäs Cathedral was named after?,Saint Paul,What is the birthplace of the other saint who shares the feast day with the person Strängnäs Cathedral was named after?,Tarsus,In which modern-day country is the birthplace of the other saint who shares the feast day with the person Strängnäs Cathedral was named after located?,Turkey,What is the official language of the modern-day country where the birthplace of the other saint who shares the feast day with the person Strängnäs Cathedral was named after is located?,Turkish,"['Saint Peter', 'The name of the cathedral is Stängnäs.  Question', 'Saint Paul', 'Saint John']",After whom was Strängnäs Cathedral named?,Was Strängnäs Cathedral named after Saint Peter?,Was Strängnäs Cathedral named after The name of the cathedral is Stängnäs?,In which country is Strängnäs Cathedral located?,Which cathedral is named after Saint Peter?,A. The name of the cathedral is Stängnäs.  Question  B. Saint Peter  C. Saint John  D. Saint Paul,B
places_landmark,Bohus Fortress,architect,Hans van Steenwinckel the Elder,Who does Bohus Fortress architect?,Bohus Fortress architect is a famous architect,0.0,Who is the spouse of the Bohus Fortress architect?,Karen van Steenwinckel,What is the nationality of the spouse of the Bohus Fortress architect?,Danish,What is the capital city of the country of the nationality of the spouse of the Bohus Fortress architect?,Copenhagen,What is the population of the capital city of the country of the nationality of the spouse of the Bohus Fortress architect?,"Approximately 794,128",What is the area in square kilometers of the capital city of the country of the nationality of the spouse of the Bohus Fortress architect?,88.25 square kilometers,"['Hans van Steenwinckel the Elder', 'Bohus Fortress architect is a famous architect', 'Christopher Wren', 'Le Corbusier']",Who is the architect of Bohus Fortress?,Is Hans van Steenwinckel the Elder the architect of Bohus Fortress?,Is Bohus Fortress architect a famous architect?,In which country is Bohus Fortress located?,Which fortress was designed by Hans van Steenwinckel the Elder?,A. Le Corbusier  B. Christopher Wren  C. Hans van Steenwinckel the Elder  D. Bohus Fortress architect is a famous architect,C
places_landmark,Tokyo Tower,main building contractor,Takenaka Corporation,What is the main building contractor of Tokyo Tower?,Tokyo Tower is a Tokyo landmark,0.0,Who is the current president of the main building contractor of Tokyo Tower?,Masahiro Miyashita,Which university did the current president of the main building contractor of Tokyo Tower attend?,Kyoto University,In which city is the university located that the current president of the main building contractor of Tokyo Tower attended?,Kyoto,In which prefecture is the city located where the university that the current president of the main building contractor of Tokyo Tower attended is situated?,Kyoto Prefecture,In which country is the prefecture located where the city is situated that contains the university the current president of the main building contractor of Tokyo Tower attended?,Japan,"['Takenaka Corporation', 'Tokyo Tower is a Tokyo landmark', 'Obayashi Corporation', 'Shimizu Corporation']",Who was responsible for the main construction of Tokyo Tower?,Is Takenaka Corporation the main building contractor of Tokyo Tower?,Is Tokyo Tower is a Tokyo landmark the main building contractor of Tokyo Tower?,What is a famous landmark located in Tokyo?,What structure was built by Takenaka Corporation?,A. Takenaka Corporation  B. Tokyo Tower is a Tokyo landmark  C. Obayashi Corporation  D. Shimizu Corporation,A
places_landmark,Riddarholm Church,diocese,Roman Catholic Diocese of Stockholm,What is the diocese of Riddarholm Church?,The diocese of Riddarholm Church is the diocese of the Church,0.0,Who is the bishop of the diocese of Riddarholm Church?,Anders Arborelius,What is the nationality of the bishop of the diocese of Riddarholm Church?,Swedish,What is the capital city of the country of the nationality of the bishop of the diocese of Riddarholm Church?,Stockholm,What is the population of the capital city of the country of the nationality of the bishop of the diocese of Riddarholm Church?,"Approximately 975,000",What is the area in square kilometers of the capital city of the country of the nationality of the bishop of the diocese of Riddarholm Church?,188 km²,"['Roman Catholic Diocese of Stockholm', 'The diocese of Riddarholm Church is the diocese of the Church', 'Diocese of Uppsala', 'Diocese of Lund']",Which diocese does Riddarholm Church belong to?,Is the diocese of Riddarholm Church the Roman Catholic Diocese of Stockholm?,Is the diocese of Riddarholm Church the diocese of the Church?,In which city is Riddarholm Church located?,Which church is part of the Roman Catholic Diocese of Stockholm?,A. Roman Catholic Diocese of Stockholm  B. The diocese of Riddarholm Church is the diocese of the Church  C. Diocese of Uppsala  D. Diocese of Lund,A
places_landmark,Tsarskoye Selo,architect,Francesco Bartolomeo Rastrelli,Who does Tsarskoye Selo architect?,"The architect is the famous Russian architect, Vladimir Tatlin",0.0,What is a famous building designed by the Tsarskoye Selo architect?,Catherine Palace,In which city is the famous building designed by the Tsarskoye Selo architect located?,Pushkin,In which country is the city located where the famous building designed by the Tsarskoye Selo architect is situated?,Russia,What is the historical significance of the country where the city is located that contains the famous building designed by the Tsarskoye Selo architect?,It was the center of the Russian Empire and has a rich cultural and political history.,What is a notable event that took place in the country where the city is located that contains the famous building designed by the Tsarskoye Selo architect?,The October Revolution of 1917,"['Francesco Bartolomeo Rastrelli', 'The architect is the famous Russian architect, Vladimir Tatlin', 'Andrea Palladio', 'Le Corbusier']",Who is the architect of Tsarskoye Selo?,Is Francesco Bartolomeo Rastrelli the architect of Tsarskoye Selo?,"Is the architect of Tsarskoye Selo the famous Russian architect, Vladimir Tatlin?",What is a famous palace located in Tsarskoye Selo?,Who did Francesco Bartolomeo Rastrelli design for as an architect?,"A. Le Corbusier  B. Francesco Bartolomeo Rastrelli  C. Andrea Palladio  D. The architect is the famous Russian architect, Vladimir Tatlin",B
places_landmark,Salle Favart,occupant,Opéra-Comique,What is the occupant of Salle Favart?,The occupant of Salle Favart is a man,0.0,Who is the current director of the occupant of Salle Favart?,Olivier Mantei,Which institution did the current director of the occupant of Salle Favart previously work for?,Cité de la musique - Philharmonie de Paris,In which year was the institution founded where the current director of the occupant of Salle Favart previously worked?,1995,Who was the architect of the institution founded in 1995 where the current director of the occupant of Salle Favart previously worked?,Christian de Portzamparc,Which prestigious award did the architect of the institution founded in 1995 where the current director of the occupant of Salle Favart previously worked win?,Pritzker Architecture Prize,"['Opéra-Comique', 'The occupant of Salle Favart is a man', 'Paris Opera', 'Théâtre des Champs-Élysées']",Who occupies Salle Favart?,Is the occupant of Salle Favart Opéra-Comique?,Is the occupant of Salle Favart a man?,In which city is Salle Favart located?,What venue does Opéra-Comique occupy?,A. The occupant of Salle Favart is a man  B. Théâtre des Champs-Élysées  C. Paris Opera  D. Opéra-Comique,D
places_landmark,Arkansas Museum of Fine Arts,main building contractor,Works Progress Administration,What is the main building contractor of Arkansas Museum of Fine Arts?,The Arkansas Museum of Fine Arts is a non-profit organization that is located in,0.0,Who was the head of the main building contractor of Arkansas Museum of Fine Arts?,Harry Hopkins,Which president appointed the head of the main building contractor of Arkansas Museum of Fine Arts?,Franklin D. Roosevelt,In which year did the president who appointed the head of the main building contractor of Arkansas Museum of Fine Arts take office?,1933,Which major economic event was occurring when the president who appointed the head of the main building contractor of Arkansas Museum of Fine Arts took office?,The Great Depression,Which legislative act was passed to address the major economic event occurring when the president who appointed the head of the main building contractor of Arkansas Museum of Fine Arts took office?,The New Deal,"['Works Progress Administration', 'The Arkansas Museum of Fine Arts is a non-profit organization that is located in', 'Civilian Conservation Corps', 'Public Works Administration']",Who was responsible for the main building construction of the Arkansas Museum of Fine Arts?,Is the Works Progress Administration the main building contractor of the Arkansas Museum of Fine Arts?,Is The Arkansas Museum of Fine Arts is a non-profit organization that is located in the main building contractor of the Arkansas Museum of Fine Arts?,In which state is the Arkansas Museum of Fine Arts located?,Which museum's main building was constructed by the Works Progress Administration?,A. Works Progress Administration  B. Civilian Conservation Corps  C. Public Works Administration  D. The Arkansas Museum of Fine Arts is a non-profit organization that is located in,A
places_landmark,Millau Viaduct,architectural style,high-tech architecture,What is the architectural style of Millau Viaduct?,The Millau Viaduct is a bridge,0.0,Who is the architect associated with the architectural style of Millau Viaduct?,Norman Foster,Which famous building was also designed by the architect associated with the architectural style of Millau Viaduct?,30 St Mary Axe (The Gherkin),In which city is the famous building located that was designed by the architect associated with the architectural style of Millau Viaduct?,London,In which country is the city located where the famous building designed by the architect associated with the architectural style of Millau Viaduct is situated?,United Kingdom,What is the official language of the country where the city is located that contains the famous building designed by the architect associated with the architectural style of Millau Viaduct?,English,"['high-tech architecture', 'The Millau Viaduct is a bridge', 'modern architecture', 'neo-futurism']",Which architectural style does the Millau Viaduct belong to?,Is the architectural style of Millau Viaduct high-tech architecture?,Is the architectural style of Millau Viaduct 'The Millau Viaduct is a bridge'?,In which country is the Millau Viaduct located?,Which structure is designed in high-tech architecture?,A. high-tech architecture  B. modern architecture  C. neo-futurism  D. The Millau Viaduct is a bridge,A
places_landmark,National Museum of China,director / manager,Wu Weishan,Who is the director / manager of National Museum of China?,Director / manager of National Museum of China,0.0,What is the profession of the director / manager of National Museum of China?,Sculptor,Which university did the sculptor who is the director / manager of National Museum of China attend?,Nanjing University of the Arts,In which city is the university located that the sculptor who is the director / manager of National Museum of China attended?,Nanjing,In which province is the city located where the university that the sculptor who is the director / manager of National Museum of China attended is situated?,Jiangsu,In which country is the province located where the city is situated that contains the university the sculptor who is the director / manager of National Museum of China attended?,China,"['Wu Weishan', 'Director / manager of National Museum of China', 'Li Wei', 'Chen Ming']",Who holds the position of director at the National Museum of China?,Is Wu Weishan the director / manager of National Museum of China?,Is the Director / manager of National Museum of China the director / manager of National Museum of China?,What is a famous exhibit at the National Museum of China?,Who is managed by Wu Weishan?,A. Li Wei  B. Wu Weishan  C. Director / manager of National Museum of China  D. Chen Ming,B
places_landmark,Asian-African Conference Museum,country,Indonesia,What is the country of Asian-African Conference Museum?,China,0.0,What is the capital city of the country of the Asian-African Conference Museum?,Jakarta,What is the population of the capital city of the country of the Asian-African Conference Museum?,10.56 million,What is the area in square kilometers of the capital city with a population of 10.56 million in the country of the Asian-African Conference Museum?,661.5 square kilometers,What is the population density of the capital city with an area of 661.5 square kilometers in the country of the Asian-African Conference Museum?,"15,965 people per square kilometer","What is the name of the governor of the capital city with a population density of 15,965 people per square kilometer in the country of the Asian-African Conference Museum?",Anies Baswedan,"['Indonesia', 'China', 'Japan', 'India']",Which country is home to the Asian-African Conference Museum?,Is the country of the Asian-African Conference Museum Indonesia?,Is the country of the Asian-African Conference Museum China?,In which city is the Asian-African Conference Museum located?,Which museum is located in Indonesia?,A. Indonesia  B. India  C. Japan  D. China,A
places_landmark,Ushaw College,architect,Archibald Matthias Dunn,Who does Ushaw College architect?,Ushaw College architect is a Ushaw College architect,0.0,Who is the spouse of the Ushaw College architect?,Mary Dunn,What is the profession of the spouse of the Ushaw College architect?,Homemaker,What is the name of the city where the spouse of the Ushaw College architect resides?,Newcastle upon Tyne,What is the name of the river that flows through the city where the spouse of the Ushaw College architect resides?,River Tyne,What is the name of the sea into which the river flows that passes through the city where the spouse of the Ushaw College architect resides?,North Sea,"['Archibald Matthias Dunn', 'Ushaw College architect is a Ushaw College architect', 'John Smith', 'William Turner']",Who is the architect of Ushaw College?,Is Archibald Matthias Dunn the architect of Ushaw College?,Is Ushaw College architect is a Ushaw College architect the architect of Ushaw College?,In which country is Ushaw College located?,Who is the architect of Archibald Matthias Dunn?,A. William Turner  B. Archibald Matthias Dunn  C. John Smith  D. Ushaw College architect is a Ushaw College architect,B
places_landmark,Saviour Church on Nereditsa,Christian liturgical rite,Russian Orthodox Church,What is the Christian liturgical rite of Saviour Church on Nereditsa?,The Christian liturgical rite of Saviour Church on Nereditsa is the,0.0,Who is the current leader of the Christian liturgical rite of Saviour Church on Nereditsa?,Patriarch Kirill of Moscow,What is the birth name of the current leader of the Christian liturgical rite of Saviour Church on Nereditsa?,Vladimir Mikhailovich Gundyayev,In which city was the current leader of the Christian liturgical rite of Saviour Church on Nereditsa born?,Leningrad,In which year was the current leader of the Christian liturgical rite of Saviour Church on Nereditsa born?,1946,What significant event in the history of the Christian liturgical rite of Saviour Church on Nereditsa occurred in the same year the current leader was born?,The end of World War II,"['Russian Orthodox Church', 'The Christian liturgical rite of Saviour Church on Nereditsa is the', 'Roman Catholic Church', 'Greek Orthodox Church']",Which Christian liturgical rite is practiced at Saviour Church on Nereditsa?,Is the Christian liturgical rite of Saviour Church on Nereditsa the Russian Orthodox Church?,Is the Christian liturgical rite of Saviour Church on Nereditsa the Christian liturgical rite of Saviour Church on Nereditsa is the?,In which country is the Saviour Church on Nereditsa located?,Which church practices the Russian Orthodox Church liturgical rite?,A. Russian Orthodox Church  B. The Christian liturgical rite of Saviour Church on Nereditsa is the  C. Greek Orthodox Church  D. Roman Catholic Church,A
