topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_disease,alcoholic liver disease,has cause,alcohol consumption,What does alcoholic liver disease have cause?,Alcoholic liver disease has a cause,0.0,"['alcohol consumption', 'Alcoholic liver disease has a cause', 'genetic factors', 'viral infection']",What is the cause of alcoholic liver disease?,Does alcoholic liver disease have cause in alcohol consumption?,Does alcoholic liver disease have cause in Alcoholic liver disease has a cause?,What is a common symptom of alcoholic liver disease?,What does alcohol consumption cause?,A. viral infection  B. genetic factors  C. alcohol consumption  D. Alcoholic liver disease has a cause,C,"What is a common consequence of alcohol consumption, which is the cause of alcoholic liver disease?",Cirrhosis,"What is a common symptom of cirrhosis, which is a consequence of alcohol consumption, the cause of alcoholic liver disease?",Jaundice,"What is a common treatment for jaundice, which is a symptom of cirrhosis, a consequence of alcohol consumption, the cause of alcoholic liver disease?",Phototherapy,"What is a potential side effect of phototherapy, which is a treatment for jaundice, a symptom of cirrhosis, a consequence of alcohol consumption, the cause of alcoholic liver disease?",Skin rash,"What is a common medication used to treat skin rash, which is a potential side effect of phototherapy, a treatment for jaundice, a symptom of cirrhosis, a consequence of alcohol consumption, the cause of alcoholic liver disease?",Hydrocortisone
health_disease,fluoride toxicity,health specialty,emergency medicine,What is the health specialty of fluoride toxicity?,Fluoride toxicity is a health specialty,0.0,"['emergency medicine', 'Fluoride toxicity is a health specialty', 'toxicology', 'internal medicine']",Which medical field deals with fluoride toxicity?,Is emergency medicine the health specialty of fluoride toxicity?,Is Fluoride toxicity is a health specialty the health specialty of fluoride toxicity?,What is a common treatment area within emergency medicine?,What is the condition that emergency medicine deals with in relation to fluoride?,A. emergency medicine  B. toxicology  C. Fluoride toxicity is a health specialty  D. internal medicine,A,Who is a notable expert in the health specialty of fluoride toxicity?,Dr. Lewis Nelson,Which university is the notable expert in the health specialty of fluoride toxicity affiliated with?,Rutgers University,In which city is the university affiliated with the notable expert in the health specialty of fluoride toxicity located?,Newark,In which state is the city located where the university affiliated with the notable expert in the health specialty of fluoride toxicity is situated?,New Jersey,In which country is the state located where the city is situated that contains the university affiliated with the notable expert in the health specialty of fluoride toxicity?,United States
health_disease,alcohol withdrawal seizure,health specialty,neurology,What is the health specialty of alcohol withdrawal seizure?,Alcohol withdrawal seizure,0.0,"['neurology', 'Alcohol withdrawal seizure', 'cardiology', 'gastroenterology']",Which medical specialty deals with alcohol withdrawal seizures?,Is neurology the health specialty of alcohol withdrawal seizure?,Is Alcohol withdrawal seizure the health specialty of alcohol withdrawal seizure?,What is a common symptom associated with alcohol withdrawal?,What condition is treated under the health specialty of neurology?,A. Alcohol withdrawal seizure  B. cardiology  C. gastroenterology  D. neurology,D,Who is a notable neurologist specializing in the health specialty of alcohol withdrawal seizure?,Oliver Sacks,What is a famous book written by the notable neurologist specializing in the health specialty of alcohol withdrawal seizure?,The Man Who Mistook His Wife for a Hat,In which year was the famous book written by the notable neurologist specializing in the health specialty of alcohol withdrawal seizure published?,1985,Which publishing house published the famous book written by the notable neurologist specializing in the health specialty of alcohol withdrawal seizure?,Summit Books,Who was the founder of the publishing house that published the famous book written by the notable neurologist specializing in the health specialty of alcohol withdrawal seizure?,Richard E. Snyder
health_disease,urogenital neoplasm,health specialty,oncology,What is the health specialty of urogenital neoplasm?,Urology,0.0,"['oncology', 'Urology', 'Cardiology', 'Dermatology']",Which medical specialty deals with urogenital neoplasm?,Is the health specialty of urogenital neoplasm oncology?,Is the health specialty of urogenital neoplasm urology?,What type of diseases does oncology specialize in?,What type of neoplasm does oncology specialize in?,A. Dermatology  B. oncology  C. Cardiology  D. Urology,B,What is the primary treatment method used in the health specialty of urogenital neoplasm?,chemotherapy,What is a common side effect of the primary treatment method used in the health specialty of urogenital neoplasm?,nausea,What medication is often prescribed to manage the common side effect of the primary treatment method used in the health specialty of urogenital neoplasm?,ondansetron,Which pharmaceutical company manufactures the medication often prescribed to manage the common side effect of the primary treatment method used in the health specialty of urogenital neoplasm?,GlaxoSmithKline,In which country is the headquarters of the pharmaceutical company that manufactures the medication often prescribed to manage the common side effect of the primary treatment method used in the health specialty of urogenital neoplasm?,United Kingdom
health_disease,persistent pupillary membrane,health specialty,ophthalmology,What is the health specialty of persistent pupillary membrane?,Eye,0.0,"['ophthalmology', 'Eye', 'cardiology', 'neurology']",Which medical field deals with persistent pupillary membrane?,Is the health specialty of persistent pupillary membrane ophthalmology?,Is the health specialty of persistent pupillary membrane Eye?,What part of the body is primarily associated with persistent pupillary membrane?,What condition is associated with the health specialty of ophthalmology?,A. cardiology  B. ophthalmology  C. Eye  D. neurology,B,Who is a notable specialist in the health specialty of persistent pupillary membrane?,Dr. William H. Bates,What is a significant contribution of the notable specialist in the health specialty of persistent pupillary membrane?,Bates Method for better eyesight,In which year was the significant contribution of the notable specialist in the health specialty of persistent pupillary membrane published?,1920,Which publishing company released the significant contribution of the notable specialist in the health specialty of persistent pupillary membrane?,Henry Holt and Company,In which city is the publishing company located that released the significant contribution of the notable specialist in the health specialty of persistent pupillary membrane?,New York City
health_disease,folate deficiency,health specialty,endocrinology,What is the health specialty of folate deficiency?,Folate deficiency,0.0,"['endocrinology', 'Folate deficiency', 'cardiology', 'neurology']",Which medical specialty deals with folate deficiency?,Is endocrinology the health specialty of folate deficiency?,Is Folate deficiency the health specialty of folate deficiency?,What vitamin deficiency is commonly associated with folate deficiency?,What condition is associated with the health specialty of endocrinology?,A. endocrinology  B. neurology  C. cardiology  D. Folate deficiency,A,Who is a notable endocrinologist specializing in folate deficiency?,Dr. Robert Murray,Which medical school did the notable endocrinologist specializing in folate deficiency attend?,Harvard Medical School,In which city is the medical school located that the notable endocrinologist specializing in folate deficiency attended?,Cambridge,In which state is the city located where the medical school is situated that the notable endocrinologist specializing in folate deficiency attended?,Massachusetts,In which country is the state located where the city is situated that contains the medical school the notable endocrinologist specializing in folate deficiency attended?,United States
health_disease,scaphocephaly,health specialty,medical genetics,What is the health specialty of scaphocephaly?,Scaphocephaly is a rare congenital disorder of the skull,0.0,"['medical genetics', 'Scaphocephaly is a rare congenital disorder of the skull', 'neurology', 'pediatrics']",Which medical field specializes in scaphocephaly?,Is the health specialty of scaphocephaly medical genetics?,Is the health specialty of scaphocephaly that it is a rare congenital disorder of the skull?,What type of condition is scaphocephaly?,What condition does medical genetics specialize in?,A. pediatrics  B. medical genetics  C. Scaphocephaly is a rare congenital disorder of the skull  D. neurology,B,Who is a notable expert in the health specialty of scaphocephaly?,Dr. Robert Marion,Which institution is the notable expert in the health specialty of scaphocephaly affiliated with?,Albert Einstein College of Medicine,In which city is the institution located where the notable expert in the health specialty of scaphocephaly is affiliated?,New York City,In which state is the city located where the institution is situated that the notable expert in the health specialty of scaphocephaly is affiliated with?,New York,In which country is the state located where the city is situated that contains the institution the notable expert in the health specialty of scaphocephaly is affiliated with?,United States
health_disease,Vulvar vestibulitis,health specialty,obstetrics and gynaecology,What is the health specialty of Vulvar vestibulitis?,Vulvar vestibulitis is a condition that causes pain in the vulva,0.0,"['obstetrics and gynaecology', 'Vulvar vestibulitis is a condition that causes pain in the vulva', 'dermatology', 'urology']",Which medical field specializes in treating Vulvar vestibulitis?,Is the health specialty of Vulvar vestibulitis obstetrics and gynaecology?,Is the health specialty of Vulvar vestibulitis Vulvar vestibulitis is a condition that causes pain in the vulva?,Is Vulvar vestibulitis commonly associated with chronic pain in the vulva?,What condition is treated under the health specialty of obstetrics and gynaecology?,A. dermatology  B. Vulvar vestibulitis is a condition that causes pain in the vulva  C. obstetrics and gynaecology  D. urology,C,What is a common treatment method used in the health specialty of Vulvar vestibulitis?,Topical anesthetics,What is a common side effect of the treatment method used in the health specialty of Vulvar vestibulitis?,Skin irritation,What is a recommended follow-up procedure to monitor the side effect of the treatment method used in the health specialty of Vulvar vestibulitis?,Regular gynecological exams,Which medical professional typically conducts the recommended follow-up procedure to monitor the side effect of the treatment method used in the health specialty of Vulvar vestibulitis?,Gynecologist,What is the primary qualification required for a medical professional to become a specialist who conducts the recommended follow-up procedure to monitor the side effect of the treatment method used in the health specialty of Vulvar vestibulitis?,Medical degree in obstetrics and gynecology
health_disease,mucinous cystadenoma,health specialty,oncology,What is the health specialty of mucinous cystadenoma?,Mucinous cystadenoma is a benign tumor of the pancreas,0.0,"['oncology', 'Mucinous cystadenoma is a benign tumor of the pancreas', 'gastroenterology', 'pathology']",Which medical field specializes in mucinous cystadenoma?,Is the health specialty of mucinous cystadenoma oncology?,Is the health specialty of mucinous cystadenoma a benign tumor of the pancreas?,What type of tumor is mucinous cystadenoma?,What condition does oncology specialize in related to mucinous cystadenoma?,A. oncology  B. gastroenterology  C. Mucinous cystadenoma is a benign tumor of the pancreas  D. pathology,A,Who is a notable oncologist specializing in mucinous cystadenoma?,Dr. Robert Bast,Which institution is the notable oncologist specializing in mucinous cystadenoma affiliated with?,MD Anderson Cancer Center,In which city is the institution located where the notable oncologist specializing in mucinous cystadenoma is affiliated?,Houston,In which state is the city located where the institution is situated that the notable oncologist specializing in mucinous cystadenoma is affiliated?,Texas,In which country is the state located where the city is situated that contains the institution the notable oncologist specializing in mucinous cystadenoma is affiliated?,United States
health_disease,De Quervain's thyroiditis,health specialty,endocrinology,What is the health specialty of De Quervain's thyroiditis?,Thyroiditis,0.0,"['endocrinology', 'Thyroiditis', 'cardiology', 'neurology']",Which medical specialty deals with De Quervain's thyroiditis?,Is endocrinology the health specialty of De Quervain's thyroiditis?,Is Thyroiditis the health specialty of De Quervain's thyroiditis?,What type of inflammation is associated with De Quervain's thyroiditis?,What condition is associated with the health specialty of endocrinology?,A. cardiology  B. endocrinology  C. Thyroiditis  D. neurology,B,Who is a notable endocrinologist associated with the health specialty of De Quervain's thyroiditis?,Robert H. Williams,Which university did the notable endocrinologist associated with the health specialty of De Quervain's thyroiditis attend?,Harvard University,In which city is the university located that the notable endocrinologist associated with the health specialty of De Quervain's thyroiditis attended?,Cambridge,In which state is the city located where the university is situated that the notable endocrinologist associated with the health specialty of De Quervain's thyroiditis attended?,Massachusetts,In which country is the state located where the city is situated that contains the university the notable endocrinologist associated with the health specialty of De Quervain's thyroiditis attended?,United States
health_disease,myoclonic epilepsy,health specialty,neurology,What is the health specialty of myoclonic epilepsy?,Epilepsy,0.0,"['neurology', 'Epilepsy', 'cardiology', 'dermatology']",Which medical field specializes in myoclonic epilepsy?,Is neurology the health specialty of myoclonic epilepsy?,Is Epilepsy the health specialty of myoclonic epilepsy?,What type of seizures are commonly associated with myoclonic epilepsy?,What condition does neurology specialize in related to myoclonic epilepsy?,A. dermatology  B. Epilepsy  C. neurology  D. cardiology,C,Who is a notable neurologist specializing in the health specialty of myoclonic epilepsy?,Dr. John M. Stern,Which university is associated with the notable neurologist specializing in the health specialty of myoclonic epilepsy?,"University of California, Los Angeles (UCLA)",In which city is the university associated with the notable neurologist specializing in the health specialty of myoclonic epilepsy located?,Los Angeles,In which state is the city located where the university associated with the notable neurologist specializing in the health specialty of myoclonic epilepsy is situated?,California,In which country is the state located where the city is situated that contains the university associated with the notable neurologist specializing in the health specialty of myoclonic epilepsy?,United States
health_disease,neonatal abstinence syndrome,has cause,drug-induced abnormality,What does neonatal abstinence syndrome have cause?,Neonatal abstinence syndrome is caused by the withdrawal of a drug or alcohol from the,0.0,"['drug-induced abnormality', 'Neonatal abstinence syndrome is caused by the withdrawal of a drug or alcohol from the', 'genetic mutation', 'environmental factors']",What is the cause of neonatal abstinence syndrome?,Does neonatal abstinence syndrome have cause drug-induced abnormality?,Does neonatal abstinence syndrome have cause Neonatal abstinence syndrome is caused by the withdrawal of a drug or alcohol from the?,What is a common symptom of neonatal abstinence syndrome?,What is caused by drug-induced abnormality?,A. environmental factors  B. drug-induced abnormality  C. Neonatal abstinence syndrome is caused by the withdrawal of a drug or alcohol from the  D. genetic mutation,B,What is a common treatment for the drug-induced abnormality that neonatal abstinence syndrome has cause?,Morphine,Which medical professional typically administers the common treatment for the drug-induced abnormality that neonatal abstinence syndrome has cause?,Neonatologist,In which type of medical facility does the medical professional who administers the common treatment for the drug-induced abnormality that neonatal abstinence syndrome has cause typically work?,Neonatal Intensive Care Unit (NICU),What is the primary goal of the medical facility where the medical professional works who administers the common treatment for the drug-induced abnormality that neonatal abstinence syndrome has cause?,To provide specialized care for ill or premature newborns,Which organization often sets the standards for the medical facility where the medical professional works who administers the common treatment for the drug-induced abnormality that neonatal abstinence syndrome has cause?,American Academy of Pediatrics (AAP)
health_disease,Morton's neuroma,health specialty,neurology,What is the health specialty of Morton's neuroma?,Podiatry,0.0,"['neurology', 'Podiatry', 'Cardiology', 'Dermatology']",Which medical specialty deals with Morton's neuroma?,Is the health specialty of Morton's neuroma neurology?,Is the health specialty of Morton's neuroma podiatry?,What part of the body is primarily affected by Morton's neuroma?,What condition is associated with the health specialty of neurology?,A. Podiatry  B. Cardiology  C. Dermatology  D. neurology,D,Who is a famous neurologist specializing in the health specialty of Morton's neuroma?,Oliver Sacks,What is a well-known book written by the famous neurologist specializing in the health specialty of Morton's neuroma?,The Man Who Mistook His Wife for a Hat,In which year was the well-known book written by the famous neurologist specializing in the health specialty of Morton's neuroma published?,1985,Which publishing house published the well-known book written by the famous neurologist specializing in the health specialty of Morton's neuroma?,Summit Books,In which city is the publishing house located that published the well-known book written by the famous neurologist specializing in the health specialty of Morton's neuroma?,New York City
health_disease,Micromastia,health specialty,medical genetics,What is the health specialty of Micromastia?,Breast,0.0,"['medical genetics', 'Breast', 'endocrinology', 'plastic surgery']",Which health specialty deals with Micromastia?,Is the health specialty of Micromastia medical genetics?,Is the health specialty of Micromastia Breast?,What is a common treatment approach for Micromastia?,What condition is associated with the health specialty of medical genetics?,A. plastic surgery  B. medical genetics  C. endocrinology  D. Breast,B,Who is a notable specialist in the health specialty of Micromastia?,Dr. Robert Marion,Which hospital is the notable specialist in the health specialty of Micromastia affiliated with?,Children's Hospital at Montefiore,In which city is the hospital located where the notable specialist in the health specialty of Micromastia is affiliated?,New York City,In which state is the city located where the hospital is situated that the notable specialist in the health specialty of Micromastia is affiliated with?,New York,In which country is the state located where the city is situated that contains the hospital the notable specialist in the health specialty of Micromastia is affiliated with?,United States
health_disease,microtia,health specialty,medical genetics,What is the health specialty of microtia?,"Ear, nose, and throat (ENT)",0.0,"['medical genetics', 'Ear, nose, and throat (ENT)', 'pediatrics', 'dermatology']",Which medical field specializes in microtia?,Is the health specialty of microtia medical genetics?,"Is the health specialty of microtia Ear, nose, and throat (ENT)?",What is a common treatment approach for microtia?,What condition does medical genetics specialize in?,"A. medical genetics  B. dermatology  C. Ear, nose, and throat (ENT)  D. pediatrics",A,Who is a notable specialist in the health specialty of microtia?,Dr. Robert J. Shprintzen,Which university is associated with a notable specialist in the health specialty of microtia?,Upstate Medical University,In which city is the university associated with a notable specialist in the health specialty of microtia located?,Syracuse,In which state is the city located where the university associated with a notable specialist in the health specialty of microtia is situated?,New York,In which country is the state located where the city is situated that contains the university associated with a notable specialist in the health specialty of microtia?,United States
health_disease,jet lag,health specialty,neurology,What is the health specialty of jet lag?,Sleep medicine,0.0,"['neurology', 'Sleep medicine', 'Cardiology', 'Gastroenterology']",Which health specialty deals with jet lag?,Is neurology the health specialty of jet lag?,Is Sleep medicine the health specialty of jet lag?,What is a common symptom experienced by people with jet lag?,What condition is associated with the health specialty of neurology?,A. Cardiology  B. Gastroenterology  C. neurology  D. Sleep medicine,C,Who is a famous neurologist associated with the health specialty of jet lag?,Oliver Sacks,What is a well-known book written by the famous neurologist associated with the health specialty of jet lag?,Awakenings,Which year was the well-known book written by the famous neurologist associated with the health specialty of jet lag published?,1973,Which medical condition is prominently featured in the well-known book written by the famous neurologist associated with the health specialty of jet lag?,Encephalitis lethargica,Which hospital did the famous neurologist associated with the health specialty of jet lag work at when he treated patients with the medical condition prominently featured in his well-known book?,Beth Abraham Hospital
health_disease,torsion dystonia,genetic association,TOR1A,What is the genetic association of torsion dystonia?,Torsion dystonia is a genetic disorder that causes involuntary muscle contractions,0.0,"['TOR1A', 'Torsion dystonia is a genetic disorder that causes involuntary muscle contractions', 'DYT1', 'THAP1']",Which gene is associated with torsion dystonia?,Is TOR1A the genetic association of torsion dystonia?,Is torsion dystonia a genetic disorder that causes involuntary muscle contractions the genetic association of torsion dystonia?,What type of disorder is torsion dystonia?,What condition is genetically associated with TOR1A?,A. TOR1A  B. DYT1  C. Torsion dystonia is a genetic disorder that causes involuntary muscle contractions  D. THAP1,A,What is the function of the gene that is the genetic association of torsion dystonia?,Encodes a protein called torsinA,In which cellular organelle is the protein encoded by the gene that is the genetic association of torsion dystonia primarily located?,Endoplasmic reticulum,What is the primary role of the cellular organelle where the protein encoded by the gene that is the genetic association of torsion dystonia is located?,Protein folding and processing,Which type of cells predominantly express the protein encoded by the gene that is the genetic association of torsion dystonia?,Neurons,In which part of the body are the cells that predominantly express the protein encoded by the gene that is the genetic association of torsion dystonia located?,Central nervous system
health_disease,dust mite allergy,afflicts,Homo sapiens,What does dust mite allergy afflict?,Allergies,0.0,"['Homo sapiens', 'Allergies', 'Animals', 'Plants']",Who is affected by dust mite allergy?,Does dust mite allergy afflict Homo sapiens?,Does dust mite allergy afflict Allergies?,What is a common symptom of dust mite allergy?,What afflicts Homo sapiens?,A. Plants  B. Allergies  C. Homo sapiens  D. Animals,C,What is a common symptom of the condition that dust mite allergy afflicts?,Sneezing,What is a common treatment for the symptom of the condition that dust mite allergy afflicts?,Antihistamines,What is a common side effect of the treatment for the symptom of the condition that dust mite allergy afflicts?,Drowsiness,What is an alternative treatment to avoid the side effect of the treatment for the symptom of the condition that dust mite allergy afflicts?,Nasal corticosteroids,What is a common brand name for the alternative treatment to avoid the side effect of the treatment for the symptom of the condition that dust mite allergy afflicts?,Flonase
health_disease,venous ulcer,anatomical location,lower leg,What is the anatomical location of venous ulcer?,The venous ulcer is located on the leg,0.0,"['lower leg', 'The venous ulcer is located on the leg', 'upper arm', 'abdomen']",Where is a venous ulcer typically found on the body?,Is the venous ulcer located on the lower leg?,Is the venous ulcer located on the leg?,What is a common symptom associated with a venous ulcer?,What type of ulcer is typically found on the lower leg?,A. abdomen  B. upper arm  C. lower leg  D. The venous ulcer is located on the leg,C,What is a common symptom of a venous ulcer located on the lower leg?,Swelling,What is a common treatment for the swelling that is a symptom of a venous ulcer located on the lower leg?,Compression therapy,What type of medical professional typically administers compression therapy for the swelling that is a symptom of a venous ulcer located on the lower leg?,Wound care specialist,What is the primary goal of a wound care specialist when administering compression therapy for the swelling that is a symptom of a venous ulcer located on the lower leg?,To improve blood flow,What is a common complication if the primary goal of improving blood flow is not achieved by a wound care specialist when administering compression therapy for the swelling that is a symptom of a venous ulcer located on the lower leg?,Infection
health_disease,hookworm disease,health specialty,infectious diseases,What is the health specialty of hookworm disease?,Hookworm disease is a parasitic disease caused by the hookworm parasite,0.0,"['infectious diseases', 'Hookworm disease is a parasitic disease caused by the hookworm parasite', 'cardiology', 'dermatology']",Which medical specialty deals with hookworm disease?,Is the health specialty of hookworm disease infectious diseases?,Is the health specialty of hookworm disease Hookworm disease is a parasitic disease caused by the hookworm parasite?,What type of organism causes hookworm disease?,What disease is associated with the health specialty of infectious diseases?,A. Hookworm disease is a parasitic disease caused by the hookworm parasite  B. cardiology  C. dermatology  D. infectious diseases,D,Who is a notable specialist in the health specialty of hookworm disease?,Peter Hotez,Which university is the notable specialist in the health specialty of hookworm disease affiliated with?,Baylor College of Medicine,In which city is the university located that the notable specialist in the health specialty of hookworm disease is affiliated with?,Houston,In which state is the city located where the university is situated that the notable specialist in the health specialty of hookworm disease is affiliated with?,Texas,In which country is the state located where the city is situated that contains the university the notable specialist in the health specialty of hookworm disease is affiliated with?,United States
health_disease,cyst,health specialty,oncology,What is the health specialty of cyst?,Urology,0.0,"['oncology', 'Urology', 'Dermatology', 'Cardiology']",Which medical specialty deals with cysts?,Is the health specialty of cyst oncology?,Is the health specialty of cyst urology?,What is a common treatment method used in oncology?,What condition does oncology specialize in?,A. Urology  B. Cardiology  C. Dermatology  D. oncology,D,Who is a notable oncologist in the health specialty of cyst?,Siddhartha Mukherjee,What is the title of a famous book written by a notable oncologist in the health specialty of cyst?,The Emperor of All Maladies,Which prestigious award did the author of the famous book in the health specialty of cyst win?,Pulitzer Prize,In which year did the author of the famous book in the health specialty of cyst win the prestigious award?,2011,Which university did the author of the famous book in the health specialty of cyst attend for their medical degree?,Harvard University
health_disease,congenital torticollis,health specialty,medical genetics,What is the health specialty of congenital torticollis?,Orthopedics,0.0,"['medical genetics', 'Orthopedics', 'Neurology', 'Pediatrics']",Which medical field specializes in congenital torticollis?,Is the health specialty of congenital torticollis medical genetics?,Is the health specialty of congenital torticollis Orthopedics?,What is a common symptom associated with congenital torticollis?,What condition is associated with the health specialty of medical genetics?,A. Neurology  B. Orthopedics  C. medical genetics  D. Pediatrics,C,Who is a notable specialist in the health specialty of congenital torticollis?,Dr. Francis Collins,What is the current position of a notable specialist in the health specialty of congenital torticollis?,Director of the National Institutes of Health (NIH),Which university did the current Director of the National Institutes of Health (NIH) attend for their undergraduate studies?,University of Virginia,In which city is the university located where the current Director of the National Institutes of Health (NIH) attended for their undergraduate studies?,Charlottesville,In which state is the city located where the university is situated that the current Director of the National Institutes of Health (NIH) attended for their undergraduate studies?,Virginia
health_disease,Lujan–Fryns syndrome,health specialty,psychiatry,What is the health specialty of Lujan–Fryns syndrome?,Genetic disorders.  • **Step 3:** Answer the question with a,0.0,"['psychiatry', 'Genetic disorders.  • **Step 3:** Answer the question with a', 'Cardiology', 'Neurology']",Which medical field specializes in Lujan–Fryns syndrome?,Is the health specialty of Lujan–Fryns syndrome psychiatry?,Is the health specialty of Lujan–Fryns syndrome genetic disorders?,Is Lujan–Fryns syndrome associated with intellectual disabilities?,What syndrome is associated with the health specialty of psychiatry?,A. Neurology  B. psychiatry  C. Cardiology  D. Genetic disorders.  • **Step 3:** Answer the question with a,B,Who is a notable psychiatrist in the health specialty of Lujan–Fryns syndrome?,Sigmund Freud,What is a famous theory developed by a notable psychiatrist in the health specialty of Lujan–Fryns syndrome?,Psychoanalysis,What is a key concept in the famous theory developed by a notable psychiatrist in the health specialty of Lujan–Fryns syndrome?,The unconscious mind,Which book discusses the key concept in the famous theory developed by a notable psychiatrist in the health specialty of Lujan–Fryns syndrome?,The Interpretation of Dreams,When was the book published that discusses the key concept in the famous theory developed by a notable psychiatrist in the health specialty of Lujan–Fryns syndrome?,1899
health_disease,pulmonary cryptococcosis,health specialty,infectious diseases,What is the health specialty of pulmonary cryptococcosis?,Pulmonary cryptococcosis is a fungal infection of the lungs,0.0,"['infectious diseases', 'Pulmonary cryptococcosis is a fungal infection of the lungs', 'cardiology', 'neurology']",Which medical specialty deals with pulmonary cryptococcosis?,Is the health specialty of pulmonary cryptococcosis infectious diseases?,Is the health specialty of pulmonary cryptococcosis that it is a fungal infection of the lungs?,What type of infection is pulmonary cryptococcosis?,What condition is associated with the health specialty of infectious diseases?,A. cardiology  B. infectious diseases  C. neurology  D. Pulmonary cryptococcosis is a fungal infection of the lungs,B,Who is a notable specialist in the health specialty of pulmonary cryptococcosis?,Dr. Anthony Fauci,Which institution is the notable specialist in the health specialty of pulmonary cryptococcosis associated with?,National Institute of Allergy and Infectious Diseases (NIAID),In which city is the institution located that the notable specialist in the health specialty of pulmonary cryptococcosis is associated with?,Bethesda,In which state is the city located where the institution that the notable specialist in the health specialty of pulmonary cryptococcosis is associated with?,Maryland,In which country is the state located where the city is situated that contains the institution the notable specialist in the health specialty of pulmonary cryptococcosis is associated with?,United States
health_disease,Adnexal and skin appendage neoplasms,health specialty,oncology,What is the health specialty of Adnexal and skin appendage neoplasms?,Dermatology,0.0,"['oncology', 'Dermatology', 'Cardiology', 'Neurology']",Which medical specialty deals with Adnexal and skin appendage neoplasms?,Is the health specialty of Adnexal and skin appendage neoplasms oncology?,Is the health specialty of Adnexal and skin appendage neoplasms dermatology?,What type of neoplasms are associated with Adnexal and skin appendages?,What type of neoplasms does oncology specialize in?,A. Dermatology  B. Neurology  C. Cardiology  D. oncology,D,What is the primary treatment method used in the health specialty of Adnexal and skin appendage neoplasms?,Chemotherapy,What is a common side effect of the primary treatment method used in the health specialty of Adnexal and skin appendage neoplasms?,Hair loss,What is a recommended supportive care treatment for the common side effect of the primary treatment method used in the health specialty of Adnexal and skin appendage neoplasms?,Scalp cooling,Which organization provides guidelines for the recommended supportive care treatment for the common side effect of the primary treatment method used in the health specialty of Adnexal and skin appendage neoplasms?,American Cancer Society,Where is the headquarters of the organization that provides guidelines for the recommended supportive care treatment for the common side effect of the primary treatment method used in the health specialty of Adnexal and skin appendage neoplasms?,"Atlanta, Georgia"
health_disease,cerebral toxoplasmosis,health specialty,infectious diseases,What is the health specialty of cerebral toxoplasmosis?,Neurology,0.0,"['infectious diseases', 'Neurology', 'Cardiology', 'Dermatology']",Which medical specialty deals with cerebral toxoplasmosis?,Is the health specialty of cerebral toxoplasmosis infectious diseases?,Is the health specialty of cerebral toxoplasmosis neurology?,What is a common symptom associated with cerebral toxoplasmosis?,What condition is associated with the health specialty of infectious diseases?,A. Dermatology  B. Cardiology  C. infectious diseases  D. Neurology,C,Who is a notable specialist in the health specialty of cerebral toxoplasmosis?,Dr. Anthony Fauci,Which institution is the notable specialist in the health specialty of cerebral toxoplasmosis affiliated with?,National Institute of Allergy and Infectious Diseases (NIAID),In which city is the institution affiliated with the notable specialist in the health specialty of cerebral toxoplasmosis located?,Bethesda,In which state is the city located where the institution affiliated with the notable specialist in the health specialty of cerebral toxoplasmosis is situated?,Maryland,In which country is the state located where the city is situated that contains the institution affiliated with the notable specialist in the health specialty of cerebral toxoplasmosis?,United States
health_disease,Conradi–Hünermann syndrome,health specialty,medical genetics,What is the health specialty of Conradi–Hünermann syndrome?,Congenital disorder of glycosylation,0.0,"['medical genetics', 'Congenital disorder of glycosylation', 'pediatrics', 'neurology']",Which medical field specializes in Conradi–Hünermann syndrome?,Is the health specialty of Conradi–Hünermann syndrome medical genetics?,Is the health specialty of Conradi–Hünermann syndrome Congenital disorder of glycosylation?,What type of disorder is Conradi–Hünermann syndrome?,What syndrome is associated with the health specialty of medical genetics?,A. Congenital disorder of glycosylation  B. pediatrics  C. neurology  D. medical genetics,D,Who is a notable expert in the health specialty of Conradi–Hünermann syndrome?,Dr. Francis Collins,Which institution is the notable expert in the health specialty of Conradi–Hünermann syndrome affiliated with?,National Institutes of Health (NIH),In which city is the institution located where the notable expert in the health specialty of Conradi–Hünermann syndrome is affiliated?,Bethesda,In which state is the city located where the institution is situated that the notable expert in the health specialty of Conradi–Hünermann syndrome is affiliated?,Maryland,In which country is the state located where the city is situated that contains the institution the notable expert in the health specialty of Conradi–Hünermann syndrome is affiliated?,United States
