topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
event_film,wh,FesTVal,location,Vitoria-Gasteiz,What is the location of FesTVal?,Vitoria-Gasteiz,"Funchal, Madeira",0.0
event_film,wh,Prague,location,Febiofest,Which film festival's location is Prague?,Febiofest,One World Film Festival,0.0
event_film,wh,Darlinghurst,location,Tropfest,Which film festival's location is Darlinghurst?,Tropfest,Mardi Gras,0.0
event_film,wh,Innsbruck,location,International Film Festival Innsbruck,Which film festival's location is Innsbruck?,International Film Festival Innsbruck,Innsbruck Film Festival,0.0
event_film,wh,Peru,country,Lima Film Festival,Which film festival's country is Peru?,Lima Film Festival,Puno,0.0
event_film,wh,Nuremberg,location,Fantasy Filmfest,Which film festival's location is Nuremberg?,Fantasy Filmfest,Nuremberg International Human Rights Film Festival,0.0
event_film,wh,San Diego International Film Festival,month of the year,October,When is the month of the year of San Diego International Film Festival?,October,November,0.0
event_film,wh,Fresh Film Festival,country,Czech Republic,What is the country of Fresh Film Festival?,Czech Republic,Croatia,0.0
event_film,wh,Mumbai,location,Mumbai International Film Festival,Which film festival's location is Mumbai?,Mumbai International Film Festival,Mumbai Film Festival,0.0
event_film,wh,Celtic nations,location,Celtic Media Festival,Which film festival's location is Celtic nations?,Celtic Media Festival,Galway,0.0
