topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
places_landmark,wh,Mariefred,location,Gripsholm Castle,Which tourist attraction's location is Mariefred?,Gripsholm Castle,Drottningholm Palace,0.0
places_landmark,wh,Altare della Patria,architect,Giuseppe Sacconi,Who does Altare della Patria architect?,Giuseppe Sacconi,Giacomo Della Porta,0.0
places_landmark,wh,Altare della Patria,owned by,Ministry of Culture,What was Altare della Patria owned by?,Ministry of Culture,Italian government,0.0
places_landmark,wh,bulletproof glass,made from material,One World Trade Center,Which tourist attraction's made from material is bulletproof glass?,One World Trade Center,The Louvre,0.0
places_landmark,wh,Harburg,located in the administrative territorial entity,Harburg Castle,Which tourist attraction's located in the administrative territorial entity is Harburg?,Harburg Castle,Elbphilharmonie,0.0
places_landmark,wh,Philippe Méaille,chairperson,Château de Montsoreau-Museum of Contemporary Art,Which tourist attraction's chairperson is Philippe Méaille?,Château de Montsoreau-Museum of Contemporary Art,Musée national d'Art Moderne,0.0
places_landmark,wh,Charles François de Mondion,architect,National Museum of Natural History,Which tourist attraction architect Charles François de Mondion?,National Museum of Natural History,Bey Hamam,0.0
places_landmark,wh,Mount Ararat,mountain range,Armenian Highlands,What is the mountain range of Mount Ararat?,Armenian Highlands,Ararat Mountains,0.0
places_landmark,wh,National Portrait Gallery of Sweden,occupant,Gripsholm Castle,Which tourist attraction's occupant is National Portrait Gallery of Sweden?,Gripsholm Castle,Drottningholm Palace,0.0
places_landmark,wh,Bosporus,located in or next to body of water,Maiden's Tower,Which tourist attraction's located in or next to body of water is Bosporus?,Maiden's Tower,Istanbul,0.0
places_landmark,wh,Saint-Germain-l'Auxerrois,located in the administrative territorial entity,Pont Neuf,Which tourist attraction's located in the administrative territorial entity is Saint-Germain-l'Auxerrois?,Pont Neuf,Notre-Dame Cathedral,0.0
places_landmark,wh,Garage Center for Contemporary Culture,located in the administrative territorial entity,Moscow,What is the located in the administrative territorial entity of Garage Center for Contemporary Culture?,Moscow,Russia,0.0
places_landmark,wh,Garage Center for Contemporary Culture,architect,Rem Koolhaas,Who does Garage Center for Contemporary Culture architect?,Rem Koolhaas,Shigeru Ban,0.0
places_landmark,wh,"Bavarian Administration of State-Owned Palaces, Gardens and Lakes",owned by,Coburg Fortress,"Which tourist attraction was owned by Bavarian Administration of State-Owned Palaces, Gardens and Lakes?",Coburg Fortress,Neuschwanstein,0.0
places_landmark,wh,Daniel Libeskind,architect,One World Trade Center,Which tourist attraction architect Daniel Libeskind?,One World Trade Center,Jewish Museum,0.0
places_landmark,wh,Justus Vingboons,architect,Swedish House of Nobility,Which tourist attraction architect Justus Vingboons?,Swedish House of Nobility,Amsterdam City Hall,0.0
places_landmark,wh,Greenwich,located in the administrative territorial entity,Royal Observatory,Which tourist attraction's located in the administrative territorial entity is Greenwich?,Royal Observatory,The National Maritime Museum,0.0
places_landmark,wh,Surabaya,twinned administrative body,Busan,Which tourist attraction's twinned administrative body is Surabaya?,Busan,Makassar,0.0
places_landmark,wh,Lambeth,located in the administrative territorial entity,London Eye,Which tourist attraction's located in the administrative territorial entity is Lambeth?,London Eye,The British Museum,0.0
places_landmark,wh,Commerzbank AG,occupant,Shanghai World Financial Center,Which tourist attraction's occupant is Commerzbank AG?,Shanghai World Financial Center,Main Tower,0.0
places_landmark,wh,Mount Faber,located in the administrative territorial entity,Bukit Merah,Who is the located in the administrative territorial entity of Mount Faber?,Bukit Merah,Singapore,0.0
places_landmark,wh,avenue du Maine,located on street,Montparnasse Tower,Which tourist attraction's located on street is avenue du Maine?,Montparnasse Tower,Eiffel Tower,0.0
places_landmark,wh,Charles Follen McKim,architect,National Museum of Natural History,Which tourist attraction architect Charles Follen McKim?,National Museum of Natural History,Penn Station,0.0
places_landmark,wh,Yıldız Palace,architect,Raimondo Tommaso D'Aronco,Who does Yıldız Palace architect?,Raimondo Tommaso D'Aronco,Nikolai Vasilyevich Nikolaev,0.0
places_landmark,wh,Yıldız Palace,located in the administrative territorial entity,Istanbul,What is the located in the administrative territorial entity of Yıldız Palace?,Istanbul,Beyoğlu,0.0
places_landmark,wh,Drottningholm Palace,commissioned by,Hedvig Eleonora of Holstein-Gottorp,Who was Drottningholm Palace commissioned by?,Hedvig Eleonora of Holstein-Gottorp,Queen Christina,0.0
places_landmark,wh,Drottningholm Palace,owned by,National Property Board of Sweden,What was Drottningholm Palace owned by?,National Property Board of Sweden,The Swedish royal family,0.0
places_landmark,wh,Jakob Nielsen,structural engineer,Varberg Fortress,Which tourist attraction's structural engineer is Jakob Nielsen?,Varberg Fortress,Sydney Opera House,0.0
places_landmark,wh,Kenneth Murray,founded by,"Nigerian National Museum, Lagos",Which tourist attraction was founded by Kenneth Murray?,"Nigerian National Museum, Lagos",Madame Tussauds,0.0
places_landmark,wh,concert hall,field of work,Sydney Opera House,Which tourist attraction's field of work is concert hall?,Sydney Opera House,Symphony,0.0
places_landmark,wh,English Heritage,owned by,Fountains Abbey,Which tourist attraction was owned by English Heritage?,Fountains Abbey,Stonehenge,0.0
places_landmark,wh,Strand,located on street,Somerset House,Which tourist attraction's located on street is Strand?,Somerset House,Trafalgar Square,0.0
places_landmark,wh,Museum of the Masovian Nobility in Ciechanów,closed on,Monday,When did Museum of the Masovian Nobility in Ciechanów close on?,Monday,1999,0.0
places_landmark,wh,Museum of the Masovian Nobility in Ciechanów,has part(s),Castle of the Masovian Dukes in Ciechanów,What does Museum of the Masovian Nobility in Ciechanów have part(s )?,Castle of the Masovian Dukes in Ciechanów,Armory,0.0
places_landmark,wh,Museum of the Masovian Nobility in Ciechanów,activity policy in this place,smoking ban,What is the activity policy in this place of Museum of the Masovian Nobility in Ciechanów?,smoking ban,Unknown,0.0
places_landmark,wh,John McShain,main building contractor,The Pentagon,Which tourist attraction's main building contractor is John McShain?,The Pentagon,Washington Monument,0.0
places_landmark,wh,Royal Observatory,architect,Christopher Wren,Who does Royal Observatory architect?,Christopher Wren,George Biddell Airy,0.0
places_landmark,wh,Royal Observatory,present in work,Now You See Me 2,What is the present in work of Royal Observatory?,Now You See Me 2,Timekeeping,0.0
places_landmark,wh,17th arrondissement of Paris,located in the administrative territorial entity,Hyatt Regency Paris Etoile,Which tourist attraction's located in the administrative territorial entity is 17th arrondissement of Paris?,Hyatt Regency Paris Etoile,Palais des Congrès,0.0
places_landmark,wh,dome,has part(s),St Paul's Cathedral,Which tourist attraction has part(s) dome?,St Paul's Cathedral,The Pantheon,0.0
places_landmark,wh,Mount Fuji,located in protected area,Fuji-Hakone-Izu National Park,What is the located in protected area of Mount Fuji?,Fuji-Hakone-Izu National Park,Subashiri,0.0
places_landmark,wh,Humboldt County,located in the administrative territorial entity,Redwood National and State Parks,Which tourist attraction's located in the administrative territorial entity is Humboldt County?,Redwood National and State Parks,Mendocino Headlands,0.0
places_landmark,wh,Leskovac,twinned administrative body,Petra,Which tourist attraction's twinned administrative body is Leskovac?,Petra,Leskovac is twinned with  Kruševac,0.0
places_landmark,wh,Helsinki Parish Union,owned by,Helsinki Cathedral,Which tourist attraction was owned by Helsinki Parish Union?,Helsinki Cathedral,Suomenlinna,0.0
places_landmark,wh,University of Central Florida,operator,Arecibo Observatory,Which tourist attraction's operator is University of Central Florida?,Arecibo Observatory,Kennedy Space Center Visitor Complex,0.0
places_landmark,wh,Domvs Romana,located in the administrative territorial entity,Mdina,What is the located in the administrative territorial entity of Domvs Romana?,Mdina,Romania,0.0
places_landmark,wh,Domvs Romana,maintained by,Heritage Malta,What was Domvs Romana maintained by?,Heritage Malta,Roman Museum,0.0
places_landmark,wh,Domvs Romana,country,Malta,What is the country of Domvs Romana?,Malta,Romania,0.0
places_landmark,wh,neoclassicism,movement,Statue of Liberty,Which tourist attraction's movement is neoclassicism?,Statue of Liberty,The Louvre,0.0
places_landmark,wh,neoclassicism,culture,Mole Antonelliana,Which tourist attraction's culture is neoclassicism?,Mole Antonelliana,The White House,0.0
places_landmark,wh,gneiss,made from material,Washington Monument,Which tourist attraction's made from material is gneiss?,Washington Monument,Stonehenge,0.0
places_landmark,wh,Tendai,religion or worldview,Sensō-ji,Which tourist attraction's religion or worldview is Tendai?,Sensō-ji,Mount Fuji,0.0
places_landmark,wh,Qinghai,located in the administrative territorial entity,Great Wall of China,Which tourist attraction's located in the administrative territorial entity is Qinghai?,Great Wall of China,Tibetan Plateau,0.0
places_landmark,wh,Belém Tower,located in the administrative territorial entity,Belém,What is the located in the administrative territorial entity of Belém Tower?,Belém,Lisbon,0.0
places_landmark,wh,Belém Tower,architect,Francisco de Arruda,Who does Belém Tower architect?,Francisco de Arruda,Vasco Fernandes,0.0
places_landmark,wh,Helgeandsholmen,located in/on physical feature,Museum of Medieval Stockholm,Which tourist attraction's located in/on physical feature is Helgeandsholmen?,Museum of Medieval Stockholm,Stockholm Palace,0.0
places_landmark,wh,Platz der Republik,located on street,Reichstag building,Which tourist attraction's located on street is Platz der Republik?,Reichstag building,Bundestag,0.0
places_landmark,wh,transport,significant event,Statue of Liberty,Which tourist attraction's significant event is transport?,Statue of Liberty,London Underground,0.0
places_landmark,wh,sand,made from material,Dune of Pilat,Which tourist attraction's made from material is sand?,Dune of Pilat,The Great Pyramid of Giza,0.0
places_landmark,wh,Centro de Arte Moderna Gulbenkian,director / manager,Benjamin Weil,Who is the director / manager of Centro de Arte Moderna Gulbenkian?,Benjamin Weil,Maria Inês Almeida,0.0
places_landmark,wh,Easter Monday,closed on,Castle of the Masovian Dukes in Ciechanów,Which tourist attraction closed on Easter Monday?,Castle of the Masovian Dukes in Ciechanów,The London Zoo,0.0
places_landmark,wh,Moscow Planetarium,located in the administrative territorial entity,Presnensky District,What is the located in the administrative territorial entity of Moscow Planetarium?,Presnensky District,Russia,0.0
places_landmark,wh,Moscow Planetarium,architect,Michael Osipovich Barshch,Who does Moscow Planetarium architect?,Michael Osipovich Barshch,Vladimir Gelfreikh,0.0
places_landmark,wh,Easter,closed on,Castle of the Masovian Dukes in Ciechanów,Which tourist attraction closed on Easter?,Castle of the Masovian Dukes in Ciechanów,The Great Wall of China,0.0
places_landmark,wh,Frank Lloyd Wright,architect,Solomon R. Guggenheim Museum,Which tourist attraction architect Frank Lloyd Wright?,Solomon R. Guggenheim Museum,Fallingwater,0.0
places_landmark,wh,Hermitage Museum,architect,Francesco Bartolomeo Rastrelli,Who does Hermitage Museum architect?,Francesco Bartolomeo Rastrelli,Vasily Petrovich Stasov,0.0
places_landmark,wh,Hermitage Museum,director / manager,Mikhail Piotrovsky,Who is the director / manager of Hermitage Museum?,Mikhail Piotrovsky,Maria Gruzinskaya,0.0
places_landmark,wh,Königsberg Cathedral,Christian liturgical rite,Lutheranism,What is the Christian liturgical rite of Königsberg Cathedral?,Lutheranism,Missal of Königsberg,0.0
places_landmark,wh,Strängnäs Cathedral,made from material,brick,What is the made from material of Strängnäs Cathedral?,brick,Limestone,0.0
places_landmark,wh,Gateway Arch,located in protected area,Gateway Arch National Park,What is the located in protected area of Gateway Arch?,Gateway Arch National Park,Museum,0.0
places_landmark,wh,Gateway Arch,heritage designation,National Historic Landmark,What is the heritage designation of Gateway Arch?,National Historic Landmark,National Monument,0.0
places_landmark,wh,Gateway Arch,architectural style,high-tech architecture,What is the architectural style of Gateway Arch?,high-tech architecture,Rondo-Cubist,0.0
places_landmark,wh,Falun,location,Falun Mine Museum,Which tourist attraction's location is Falun?,Falun Mine Museum,Dalarna,0.0
places_landmark,wh,Palace Embankment,located on street,Hermitage Museum,Which tourist attraction's located on street is Palace Embankment?,Hermitage Museum,Winter Palace,0.0
places_landmark,wh,Antwerp Zoo,located in the administrative territorial entity,Antwerp,What is the located in the administrative territorial entity of Antwerp Zoo?,Antwerp,Belgium,0.0
places_landmark,wh,demolition,cause of destruction,Bohus Fortress,Which tourist attraction's cause of destruction is demolition?,Bohus Fortress,The Berlin Wall,0.0
places_landmark,wh,Linnanmäki,owned by,Children's Day Foundation,What was Linnanmäki owned by?,Children's Day Foundation,Helsinki City,0.0
places_landmark,wh,Petronas Towers,structural engineer,Thornton Tomasetti,Who is the structural engineer of Petronas Towers?,Thornton Tomasetti,César Pelli,0.0
places_landmark,wh,Petronas Towers,main building contractor,Hazama Ando Corporation,What is the main building contractor of Petronas Towers?,Hazama Ando Corporation,Pertubuhan Usahawan Melayu (PUMM),0.0
places_landmark,wh,World War II,significant event,Palace Armoury,Which tourist attraction's significant event is World War II?,Palace Armoury,Pearl Harbor,0.0
places_landmark,wh,Henry II of England,occupant,Windsor Castle,Which tourist attraction's occupant is Henry II of England?,Windsor Castle,Fontevraud Abbey,0.0
places_landmark,wh,Santa Fe,located in the administrative territorial entity,Palace of the Governors,Which tourist attraction's located in the administrative territorial entity is Santa Fe?,Palace of the Governors,New Mexico,0.0
places_landmark,wh,Hornblower & Marshall,architect,National Museum of Natural History,Which tourist attraction architect Hornblower & Marshall?,National Museum of Natural History,Las Vegas Strip,0.0
places_landmark,wh,Fort Canning Hill,named after,"Charles Canning, 1st Earl Canning",Who was Fort Canning Hill named after?,"Charles Canning, 1st Earl Canning",Sir Stamford Raffles,0.0
places_landmark,wh,Pierre de Chelles,architect,Notre-Dame de Paris,Which tourist attraction architect Pierre de Chelles?,Notre-Dame de Paris,Notre Dame,0.0
places_landmark,wh,contemporary art,main subject,Villa Menafoglio Litta Panza,Which tourist attraction's main subject is contemporary art?,Villa Menafoglio Litta Panza,Museum of Modern Art,0.0
places_landmark,wh,contemporary art,named after,Château de Montsoreau-Museum of Contemporary Art,Which tourist attraction was named after contemporary art?,Château de Montsoreau-Museum of Contemporary Art,The Guggenheim,0.0
places_landmark,wh,Colen Campbell,architect,Stourhead,Which tourist attraction architect Colen Campbell?,Stourhead,Bath Abbey,0.0
places_landmark,wh,Nemrut,mountain range,Armenian Highlands,What is the mountain range of Nemrut?,Armenian Highlands,Taurus,0.0
places_landmark,wh,Maurice de Sully,founded by,Notre-Dame de Paris,Which tourist attraction was founded by Maurice de Sully?,Notre-Dame de Paris,Notre Dame,0.0
places_landmark,wh,Ancient Egypt,time period,The Great Sphinx,Which tourist attraction's time period is Ancient Egypt?,The Great Sphinx,Pyramids,0.0
places_landmark,wh,Fernsehturm Berlin,main building contractor,German Democratic Republic,What is the main building contractor of Fernsehturm Berlin?,German Democratic Republic,Hochtief,0.0
places_landmark,wh,Dasha Zhukova,founded by,Garage Center for Contemporary Culture,Which tourist attraction was founded by Dasha Zhukova?,Garage Center for Contemporary Culture,Garage Museum of Contemporary Art,0.0
places_landmark,wh,Ferdinand I of the Two Sicilies,founded by,Naples National Archaeological Museum,Which tourist attraction was founded by Ferdinand I of the Two Sicilies?,Naples National Archaeological Museum,Royal Palace of Caserta,0.0
places_landmark,wh,Jurong East,located in the administrative territorial entity,Science Centre Singapore,Which tourist attraction's located in the administrative territorial entity is Jurong East?,Science Centre Singapore,Jurong Bird Park,0.0
places_landmark,wh,Carlos J. Gradin,director of archaeological fieldwork,Cueva de las Manos,Which tourist attraction's director of archaeological fieldwork is Carlos J. Gradin?,Cueva de las Manos,Machu Picchu,0.0
places_landmark,wh,Montparnasse – Bienvenüe,adjacent building,Montparnasse Tower,Which tourist attraction's adjacent building is Montparnasse – Bienvenüe?,Montparnasse Tower,Paris Metro,0.0
places_landmark,wh,John J. Borg,curator,National Museum of Natural History,Which tourist attraction's curator is John J. Borg?,National Museum of Natural History,National Museum of Malta,0.0
places_landmark,wh,Southbank Centre,movement,brutalism,What is the movement of Southbank Centre?,brutalism,Southbank Centre's movement is called 'Unfinished Business',0.0
places_landmark,wh,Mecca,head of government,Khalid bin Faisal Al Saud,Who is the head of government of Mecca?,Khalid bin Faisal Al Saud,Governor,0.0
places_landmark,wh,Paolo Giulierini,director / manager,Naples National Archaeological Museum,Which tourist attraction's director / manager is Paolo Giulierini?,Naples National Archaeological Museum,Uffizi Gallery,0.0
places_landmark,wh,Grandmaster's Palace,location,Palace Armoury,Which tourist attraction's location is Grandmaster's Palace?,Palace Armoury,Valletta,0.0
places_landmark,wh,Theater Confidencen,significant event,reconstruction,What is the significant event of Theater Confidencen?,reconstruction,The Night of the Long Knives,0.0
places_landmark,wh,Theater Confidencen,architect,Carl Fredrik Adelcrantz,Who does Theater Confidencen architect?,Carl Fredrik Adelcrantz,Maximilian Emmert,0.0
places_landmark,wh,MUNCH,architect,Juan Herreros,Who does MUNCH architect?,Juan Herreros,Google,0.0
places_landmark,wh,MUNCH,replaces,Munch Museum,What does MUNCH replace?,Munch Museum,Google Maps' Street View,0.0
places_landmark,wh,MUNCH,chief executive officer,Stein Olav Henrichsen,Who is the chief executive officer of MUNCH?,Stein Olav Henrichsen,I don't have information on MUNCH,0.0
places_landmark,wh,Bridget of Sweden,founded by,Vadstena Abbey,Which tourist attraction was founded by Bridget of Sweden?,Vadstena Abbey,Birgitta Abbey,0.0
places_landmark,wh,Smithsonian Marine Station at Fort Pierce,has part(s),National Museum of Natural History,Which tourist attraction has part(s) Smithsonian Marine Station at Fort Pierce?,National Museum of Natural History,Indian River Lagoon,0.0
places_landmark,wh,St Mark's Campanile,has part(s),St Mark's Basilica,Which tourist attraction has part(s) St Mark's Campanile?,St Mark's Basilica,St. Mark's Square,0.0
