topic,subject,relation,object,question,output_vicuna_7b_v1.5,eval_vicuna_7b_v1.5,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_symptom,melena,has cause,stomach bleeding,What does melena have cause?,Melena is a type of vaginal discharge that can be caused by,0.0,"['stomach bleeding', 'Melena is a type of vaginal discharge that can be caused by', 'intestinal obstruction', 'liver disease']",What is the cause of melena?,A. stomach bleeding  B. intestinal obstruction  C. liver disease  D. Melena is a type of vaginal discharge that can be caused by,A,Does melena have cause stomach bleeding?,Does melena have cause Melena is a type of vaginal discharge that can be caused by?,What is a common symptom associated with melena?,What condition is caused by stomach bleeding?,What is a common condition that has a cause of melena?,Peptic ulcer disease,What bacterium is often associated with the condition that has a cause of melena?,Helicobacter pylori,What type of medication is commonly used to treat the bacterium associated with the condition that has a cause of melena?,Antibiotics,What is a common side effect of the medication used to treat the bacterium associated with the condition that has a cause of melena?,Diarrhea,What dietary change is often recommended to manage the side effect of the medication used to treat the bacterium associated with the condition that has a cause of melena?,Increased fiber intake
health_symptom,stereotypy,health specialty,psychiatry,What is the health specialty of stereotypy?,Stereotypy is a repetitive behavior often seen in individuals with aut,0.0,"['psychiatry', 'Stereotypy is a repetitive behavior often seen in individuals with autism', 'neurology', 'psychology']",Which medical field deals with stereotypy?,A. psychology  B. psychiatry  C. neurology  D. Stereotypy is a repetitive behavior often seen in individuals with aut,B,Is the health specialty of stereotypy psychiatry?,Is the health specialty of stereotypy Stereotypy is a repetitive behavior often seen in individuals with autism?,What is a common symptom associated with stereotypy?,What condition is psychiatry a health specialty for?,What is a common treatment method used in the health specialty that deals with stereotypy?,Behavioral therapy,"Who is a notable psychologist associated with the development of behavioral therapy, a treatment method used in the health specialty that deals with stereotypy?",B.F. Skinner,"Which university did B.F. Skinner, the psychologist associated with behavioral therapy, attend for his undergraduate studies?",Hamilton College,"In which city is Hamilton College, the university that B.F. Skinner attended for his undergraduate studies, located?",Clinton,"In which state is the city of Clinton, where Hamilton College is located, the university that B.F. Skinner attended for his undergraduate studies?",New York
health_symptom,erythema,health specialty,dermatology,What is the health specialty of erythema?,Erythema is a skin condition characterized by redness or inflamm,0.0,"['dermatology', 'Erythema is a skin condition characterized by redness or inflamm', 'cardiology', 'neurology']",Which medical field specializes in treating erythema?,A. cardiology  B. neurology  C. Erythema is a skin condition characterized by redness or inflamm  D. dermatology,D,Is dermatology the health specialty for erythema?,Is Erythema is a skin condition characterized by redness or inflamm the health specialty for erythema?,What is a common symptom associated with erythema?,What condition does dermatology specialize in treating?,What is the medical specialty that deals with erythema?,Dermatology,What is a common treatment method used in the medical specialty that deals with erythema?,Topical corticosteroids,What is a potential side effect of the common treatment method used in the medical specialty that deals with erythema?,Skin thinning,What is a preventive measure to avoid the side effect of the common treatment method used in the medical specialty that deals with erythema?,Using the medication as prescribed and not overusing it,What is an alternative treatment to avoid the side effect of the common treatment method used in the medical specialty that deals with erythema?,Moisturizers and emollients
health_symptom,laryngospasm,health specialty,pulmonology,What is the health specialty of laryngospasm?,Laryngospasm is a medical condition characterized by the sudden and invol,0.0,"['pulmonology', 'Laryngospasm is a medical condition characterized by the sudden and invol', 'cardiology', 'neurology']",Which medical specialty deals with laryngospasm?,A. Laryngospasm is a medical condition characterized by the sudden and invol  B. cardiology  C. pulmonology  D. neurology,C,Is pulmonology the health specialty of laryngospasm?,Is Laryngospasm is a medical condition characterized by the sudden and invol the health specialty of laryngospasm?,What is a common symptom associated with laryngospasm?,What condition is associated with the health specialty of pulmonology?,Which type of doctor specializes in treating laryngospasm?,Otolaryngologist,What is another name for an otolaryngologist?,"ENT (Ear, Nose, and Throat) doctor",What is a common condition treated by an ENT doctor besides laryngospasm?,Sinusitis,What is a common symptom of sinusitis?,Nasal congestion,What is a common over-the-counter medication used to treat nasal congestion?,Decongestant
health_symptom,suicidal ideation,has cause,mental disorder,What does suicidal ideation have cause?,"Suicidal ideation can be caused by a variety of factors, including mental",0.0,"['mental disorder', 'Suicidal ideation can be caused by a variety of factors, including mental', 'physical illness', 'financial stress']",What is the cause of suicidal ideation?,"A. mental disorder  B. financial stress  C. physical illness  D. Suicidal ideation can be caused by a variety of factors, including mental",A,Does suicidal ideation have cause in mental disorder?,"Does suicidal ideation have cause in Suicidal ideation can be caused by a variety of factors, including mental?",What is a common symptom associated with suicidal ideation?,What does mental disorder cause?,What is a common mental health disorder that has a cause of suicidal ideation?,Depression,What is a common treatment for the mental health disorder that has a cause of suicidal ideation?,Cognitive Behavioral Therapy (CBT),Who developed the common treatment for the mental health disorder that has a cause of suicidal ideation?,Aaron T. Beck,Which university did the developer of the common treatment for the mental health disorder that has a cause of suicidal ideation work at?,University of Pennsylvania,In which city is the university located where the developer of the common treatment for the mental health disorder that has a cause of suicidal ideation worked?,Philadelphia
health_symptom,suicidal ideation,possible treatment,psychotherapy,What is the possible treatment of suicidal ideation?,"Suicidal ideation can be treated through a combination of therapy, medic",0.0,"['psychotherapy', 'Suicidal ideation can be treated through a combination of therapy, medic', 'medication', 'counseling']",What treatment is considered effective for suicidal ideation?,"A. Suicidal ideation can be treated through a combination of therapy, medic  B. psychotherapy  C. medication  D. counseling",B,Is psychotherapy a possible treatment for suicidal ideation?,"Is suicidal ideation treated through a combination of therapy, medic?",What is a common symptom associated with suicidal ideation?,What condition can be treated with psychotherapy?,What is a common medication used as a possible treatment for suicidal ideation?,Antidepressants,What is a well-known brand of antidepressants used as a possible treatment for suicidal ideation?,Prozac,Which pharmaceutical company manufactures the antidepressant Prozac?,Eli Lilly and Company,In which city is the headquarters of the pharmaceutical company that manufactures Prozac located?,Indianapolis,In which state is the city located where the headquarters of the pharmaceutical company that manufactures Prozac is situated?,Indiana
health_symptom,suicidal ideation,health specialty,clinical psychology,What is the health specialty of suicidal ideation?,Suicidal ideation is a mental health concern that falls under the umbre,0.0,"['clinical psychology', 'Suicidal ideation is a mental health concern that falls under the umbre', 'psychiatry', 'counseling']",Which health specialty deals with suicidal ideation?,A. counseling  B. Suicidal ideation is a mental health concern that falls under the umbre  C. psychiatry  D. clinical psychology,D,Is the health specialty of suicidal ideation clinical psychology?,Is the health specialty of suicidal ideation Suicidal ideation is a mental health concern that falls under the umbre?,What is a common treatment approach used in clinical psychology?,What condition is addressed by clinical psychology?,Which type of healthcare professional specializes in treating suicidal ideation?,Psychiatrist,What is the primary treatment method used by the healthcare professional who specializes in treating suicidal ideation?,Psychotherapy,What is a common therapeutic approach used in the primary treatment method for suicidal ideation?,Cognitive Behavioral Therapy (CBT),Who developed the common therapeutic approach used in the primary treatment method for suicidal ideation?,Aaron T. Beck,Which university was the developer of the common therapeutic approach for treating suicidal ideation affiliated with?,University of Pennsylvania
health_symptom,runny nose,health specialty,pulmonology,What is the health specialty of runny nose?,Allergies,0.0,"['Pulmonology', 'Allergies', 'Cardiology', 'Dermatology']",Which medical specialty deals with a runny nose?,A. Cardiology  B. Allergies  C. pulmonology  D. Dermatology,C,Is the health specialty of runny nose pulmonology?,Is the health specialty of runny nose allergies?,What is a common symptom associated with a runny nose?,What condition is pulmonology a health specialty for?,What is the medical specialty that deals with a runny nose?,Otolaryngology,What is a common treatment prescribed by an otolaryngologist for a runny nose?,Antihistamines,What is a common side effect of antihistamines prescribed for a runny nose?,Drowsiness,What is a non-drowsy alternative to antihistamines for treating a runny nose?,Nasal corticosteroids,What is a common brand name for nasal corticosteroids used to treat a runny nose?,Flonase
health_symptom,odynophagia,health specialty,gastroenterology,What is the health specialty of odynophagia?,"Odynophagia is a symptom, not a specialty. It",0.0,"['gastroenterology', 'Odynophagia is a symptom, not a specialty.', 'cardiology', 'neurology']",Which medical specialty deals with odynophagia?,"A. neurology  B. gastroenterology  C. Odynophagia is a symptom, not a specialty. It  D. cardiology",B,Is gastroenterology the health specialty for odynophagia?,"Is 'Odynophagia is a symptom, not a specialty.' the health specialty for odynophagia?",What is a common symptom associated with odynophagia?,What condition is associated with the health specialty of gastroenterology?,Which type of doctor specializes in treating odynophagia?,Otolaryngologist,What is another name for the type of doctor who specializes in treating odynophagia?,"ENT (Ear, Nose, and Throat) specialist",What is a common condition that an ENT specialist treats besides odynophagia?,Sinusitis,"What is a common symptom of sinusitis, a condition treated by an ENT specialist?",Nasal congestion,"What is a common over-the-counter medication used to relieve nasal congestion, a symptom of sinusitis?",Decongestant
health_symptom,hearing disorder,health specialty,neurology,What is the health specialty of hearing disorder?,Audiology,0.0,"['Neurology', 'Audiology', 'Otolaryngology', 'Cardiology']",Which medical specialty deals with hearing disorders?,A. Audiology  B. neurology  C. Otolaryngology  D. Cardiology,B,Is the health specialty of hearing disorder neurology?,Is the health specialty of hearing disorder audiology?,What part of the body is primarily affected by a hearing disorder?,What condition is treated by the health specialty of neurology?,What is a common treatment for a health specialty related to hearing disorders?,Hearing aids,Which professional typically prescribes the common treatment for a health specialty related to hearing disorders?,Audiologist,What degree is typically required for a professional who prescribes the common treatment for a health specialty related to hearing disorders?,Doctor of Audiology (Au.D.),Which organization accredits the degree program required for a professional who prescribes the common treatment for a health specialty related to hearing disorders?,Council on Academic Accreditation in Audiology and Speech-Language Pathology (CAA),Which larger association is the accrediting organization for the degree program required for a professional who prescribes the common treatment for a health specialty related to hearing disorders a part of?,American Speech-Language-Hearing Association (ASHA)
health_symptom,palmar erythema,health specialty,dermatology,What is the health specialty of palmar erythema?,"Palmar erythema is a skin condition characterized by red, inflamed skin",0.0,"['dermatology', 'Palmar erythema is a skin condition characterized by red, inflamed skin', 'cardiology', 'neurology']",Which medical field deals with palmar erythema?,"A. Palmar erythema is a skin condition characterized by red, inflamed skin  B. neurology  C. cardiology  D. dermatology",D,Is dermatology the health specialty of palmar erythema?,"Is Palmar erythema a skin condition characterized by red, inflamed skin the health specialty of palmar erythema?",What is a common symptom of palmar erythema?,What condition is associated with the health specialty of dermatology?,Which type of doctor specializes in the health specialty related to palmar erythema?,Dermatologist,What is a common treatment prescribed by a dermatologist for conditions related to palmar erythema?,Topical corticosteroids,What is a potential side effect of using topical corticosteroids prescribed by a dermatologist?,Skin thinning,Which layer of the skin is most affected by the side effect of skin thinning due to topical corticosteroids?,Epidermis,"What is the primary function of the epidermis, the skin layer affected by the side effect of skin thinning?",Protection against environmental hazards
health_symptom,hot flash,has cause,climacteric,What does hot flash have cause?,"Hot flashes are caused by a sudden increase in blood flow to the skin,",0.0,"['climacteric', 'Hot flashes are caused by a sudden increase in blood flow to the skin', 'hormonal changes', 'menopause']",What is the cause of a hot flash?,"A. climacteric  B. Hot flashes are caused by a sudden increase in blood flow to the skin,  C. menopause  D. hormonal changes",A,Does a hot flash have cause climacteric?,Does a hot flash have cause Hot flashes are caused by a sudden increase in blood flow to the skin?,What is a common symptom experienced during the climacteric period?,What does climacteric cause?,What is a common treatment for the cause of hot flashes?,Hormone replacement therapy,Which hormone is commonly used in the treatment for the cause of hot flashes?,Estrogen,Which gland in the human body produces the hormone commonly used in the treatment for the cause of hot flashes?,Ovaries,In which part of the human body are the glands located that produce the hormone used in the treatment for the cause of hot flashes?,Pelvic region,Which system of the human body includes the part where the glands are located that produce the hormone used in the treatment for the cause of hot flashes?,Reproductive system
health_symptom,hot flash,health specialty,gynaecology,What is the health specialty of hot flash?,Hot flashes are a common symptom of menopause and are typically managed,0.0,"['gynaecology', 'Hot flashes are a common symptom of menopause and are typically managed', 'dermatology', 'endocrinology']",Which medical specialty deals with hot flashes?,A. Hot flashes are a common symptom of menopause and are typically managed  B. endocrinology  C. dermatology  D. gynaecology,D,Is gynaecology the health specialty for hot flash?,Is 'Hot flashes are a common symptom of menopause and are typically managed' the health specialty for hot flash?,What is a common symptom associated with hot flashes?,What condition is managed by the health specialty of gynaecology?,Which medical specialty deals with the treatment of hot flashes?,Gynecology,What is a common treatment prescribed by gynecologists for hot flashes?,Hormone Replacement Therapy,Which hormone is commonly used in Hormone Replacement Therapy for treating hot flashes?,Estrogen,Which gland in the human body primarily produces estrogen?,Ovaries,In which part of the female reproductive system are the ovaries located?,Pelvis
health_symptom,erythroderma,health specialty,dermatology,What is the health specialty of erythroderma?,Erythroderma is a skin condition characterized by a wides,0.0,"['dermatology', 'Erythroderma is a skin condition characterized by a wides', 'cardiology', 'neurology']",Which medical field specializes in treating erythroderma?,A. Erythroderma is a skin condition characterized by a wides  B. neurology  C. cardiology  D. dermatology,D,Is dermatology the health specialty for erythroderma?,Is Erythroderma is a skin condition characterized by a wides the health specialty for erythroderma?,What is a common symptom associated with erythroderma?,What condition does dermatology specialize in treating?,Which medical professional specializes in the health specialty related to erythroderma?,Dermatologist,What is the primary professional organization for dermatologists who specialize in conditions like erythroderma?,American Academy of Dermatology,In which year was the primary professional organization for dermatologists who specialize in conditions like erythroderma founded?,1938,Who was the first president of the primary professional organization for dermatologists founded in 1938?,Henry H. Hazen,"Which university did the first president of the primary professional organization for dermatologists, Henry H. Hazen, attend?",Georgetown University
