topic,subject,relation,object,question,output_vicuna_7b_v1.5,eval_vicuna_7b_v1.5,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
event_sport,Japan International Birdman Rally,original broadcaster,Yomiuri Telecasting Corporation,What is the original broadcaster of Japan International Birdman Rally?,The original broadcaster of the Japan International Birdman Rally is not specified,0.0,"['Yomiuri Telecasting Corporation', 'The original broadcaster of the Japan International Birdman Rally is not specified', 'NHK', 'Fuji Television']",Who was the initial broadcaster of the Japan International Birdman Rally?,A. Yomiuri Telecasting Corporation  B. NHK  C. The original broadcaster of the Japan International Birdman Rally is not specified  D. Fuji Television,A,Is Yomiuri Telecasting Corporation the original broadcaster of the Japan International Birdman Rally?,Is the original broadcaster of the Japan International Birdman Rally not specified?,In which country is the Japan International Birdman Rally held?,What event was originally broadcasted by Yomiuri Telecasting Corporation?,Who is the parent company of the original broadcaster of the Japan International Birdman Rally?,Yomiuri Group,What is the primary business of the parent company of the original broadcaster of the Japan International Birdman Rally?,Media and publishing,What is the name of the flagship newspaper published by the parent company of the original broadcaster of the Japan International Birdman Rally?,Yomiuri Shimbun,In which year was the flagship newspaper published by the parent company of the original broadcaster of the Japan International Birdman Rally first issued?,1874,Who was the founder of the flagship newspaper published by the parent company of the original broadcaster of the Japan International Birdman Rally?,Takashi Koyasu
event_sport,Japan International Birdman Rally,sport,air racing,What is the sport of Japan International Birdman Rally?,The Japan International Birdman Rally is a competition where participants ride motorized hang,0.0,"['air racing', 'The Japan International Birdman Rally is a competition where participants ride motorized hang', 'gliding', 'paragliding']",Which sport is associated with the Japan International Birdman Rally?,A. gliding  B. air racing  C. The Japan International Birdman Rally is a competition where participants ride motorized hang  D. paragliding,B,Is the sport of the Japan International Birdman Rally air racing?,Is the sport of the Japan International Birdman Rally a competition where participants ride motorized hang?,In which country is the Japan International Birdman Rally held?,Which event is associated with the sport of air racing?,What is the main sport associated with the Japan International Birdman Rally?,Human-powered flight,Which organization typically oversees the sport associated with the Japan International Birdman Rally?,Yomiuri Telecasting Corporation,In which country is the organization that oversees the sport associated with the Japan International Birdman Rally based?,Japan,What is the capital city of the country where the organization that oversees the sport associated with the Japan International Birdman Rally is based?,Tokyo,Which island is the capital city located on in the country where the organization that oversees the sport associated with the Japan International Birdman Rally is based?,Honshu
event_sport,Japan International Birdman Rally,organizer,Yomiuri Telecasting Corporation,What is the organizer of Japan International Birdman Rally?,The organizer of the Japan International Birdman Rally is the Birdman Association,0.0,"['Yomiuri Telecasting Corporation', 'The organizer of the Japan International Birdman Rally is the Birdman Association', 'Japan Broadcasting Corporation', 'Nippon Television Network Corporation']",Who organizes the Japan International Birdman Rally?,A. Japan Broadcasting Corporation  B. The organizer of the Japan International Birdman Rally is the Birdman Association  C. Yomiuri Telecasting Corporation  D. Nippon Television Network Corporation,C,Is the organizer of the Japan International Birdman Rally Yomiuri Telecasting Corporation?,Is the organizer of the Japan International Birdman Rally the Birdman Association?,What type of event is the Japan International Birdman Rally known for?,What event is organized by Yomiuri Telecasting Corporation?,What is the name of the organization that organizes the Japan International Birdman Rally?,Yomiuri Telecasting Corporation,In which city is the headquarters of the organization that organizes the Japan International Birdman Rally located?,Osaka,In which country is the city located where the headquarters of the organization that organizes the Japan International Birdman Rally is situated?,Japan,What is the primary language spoken in the country where the city is located that hosts the headquarters of the organization that organizes the Japan International Birdman Rally?,Japanese,What is the writing system used for the primary language spoken in the country where the city is located that hosts the headquarters of the organization that organizes the Japan International Birdman Rally?,Kanji
event_sport,Henley Royal Regatta,month of the year,July,When is the month of the year of Henley Royal Regatta?,The month of the year for Henley Royal Regatta is June,0.0,"['July', 'June', 'August', 'May']",In which month does the Henley Royal Regatta take place?,A. July  B. August  C. May  D. The month of the year for Henley Royal Regatta is June,A,Is the month of the year for Henley Royal Regatta July?,Is the month of the year for Henley Royal Regatta June?,Where is the Henley Royal Regatta traditionally held?,Which event takes place in July?,Which river hosts the Henley Royal Regatta in the specified month of the year?,River Thames,Which town is located on the river that hosts the Henley Royal Regatta in the specified month of the year?,Henley-on-Thames,In which county is the town located that is on the river hosting the Henley Royal Regatta in the specified month of the year?,Oxfordshire,Which region of England contains the county where the town is located that is on the river hosting the Henley Royal Regatta in the specified month of the year?,South East England,In which country is the region located that contains the county where the town is situated on the river hosting the Henley Royal Regatta in the specified month of the year?,United Kingdom
event_sport,Japan International Birdman Rally,sponsor,Iwatani Corporation,What does Japan International Birdman Rally sponsor?,The Japan International Birdman Rally is sponsored by the Japanese government,0.0,"['Iwatani Corporation', 'The Japanese government', 'Toyota', 'Sony']",Who is the sponsor of the Japan International Birdman Rally?,A. The Japan International Birdman Rally is sponsored by the Japanese government  B. Sony  C. Toyota  D. Iwatani Corporation,D,Does the Japan International Birdman Rally sponsor Iwatani Corporation?,Does the Japan International Birdman Rally sponsor the Japanese government?,What type of event is the Japan International Birdman Rally known for?,Who is sponsored by Iwatani Corporation?,What is the main product of the sponsor of the Japan International Birdman Rally?,Television broadcasting,Which company is known for its television broadcasting and sponsors the Japan International Birdman Rally?,Yomiuri Telecasting Corporation,In which city is the headquarters of the company that sponsors the Japan International Birdman Rally located?,Osaka,In which country is the city located where the headquarters of the company that sponsors the Japan International Birdman Rally is situated?,Japan,What is the primary language spoken in the country where the city is located that hosts the headquarters of the company sponsoring the Japan International Birdman Rally?,Japanese
event_sport,Imatranajo,country,Finland,What is the country of Imatranajo?,Imatranajo is a Finnish rally race that takes place in the,0.0,"['Finland', 'Imatranajo is a Finnish rally race that takes place in the', 'Sweden', 'Norway']",Which country hosts the Imatranajo event?,A. Finland  B. Sweden  C. Imatranajo is a Finnish rally race that takes place in the  D. Norway,A,Is the country of Imatranajo Finland?,Is the country of Imatranajo Imatranajo is a Finnish rally race that takes place in the?,What type of event is Imatranajo known for?,Which event takes place in Finland?,What is the capital of the country where Imatranajo is held?,Helsinki,Which sea is the capital of the country where Imatranajo is held located near?,Baltic Sea,Which gulf is part of the sea near the capital of the country where Imatranajo is held?,Gulf of Finland,Which country borders the gulf that is part of the sea near the capital of the country where Imatranajo is held?,Estonia,What is the capital of the country that borders the gulf which is part of the sea near the capital of the country where Imatranajo is held?,Tallinn
event_sport,International Four Days Marches Nijmegen,sport,hiking,What is the sport of International Four Days Marches Nijmegen?,The International Four Days Marches Nijmegen is a military-style march,0.0,"['hiking', 'The International Four Days Marches Nijmegen is a military-style march', 'running', 'cycling']",Which sport is associated with the International Four Days Marches Nijmegen?,A. hiking  B. cycling  C. running  D. The International Four Days Marches Nijmegen is a military-style march,A,Is the sport of International Four Days Marches Nijmegen hiking?,Is the sport of International Four Days Marches Nijmegen The International Four Days Marches Nijmegen is a military-style march?,In which city is the International Four Days Marches Nijmegen held?,Which event is associated with the sport of hiking?,"What is the name of the city where the International Four Days Marches Nijmegen, a sport event, is held?",Nijmegen,"In which country is the city located where the International Four Days Marches Nijmegen, a sport event, is held?",Netherlands,"What is the official language of the country where the city is located that hosts the International Four Days Marches Nijmegen, a sport event?",Dutch,"What is the currency used in the country where the city is located that hosts the International Four Days Marches Nijmegen, a sport event?",Euro,"Which continent is the country located in that hosts the city where the International Four Days Marches Nijmegen, a sport event, is held?",Europe
event_sport,Invictus Games,patron saint,"Prince Harry, Duke of Sussex",Who is the patron saint of Invictus Games?,Saint Michael the Archangel,0.0,"['Prince Harry, Duke of Sussex', 'Saint Michael the Archangel', 'Saint George', 'Saint Patrick']",Who serves as the patron saint for the Invictus Games?,"A. Saint George  B. Saint Patrick  C. Saint Michael the Archangel  D. Prince Harry, Duke of Sussex",D,"Is Prince Harry, Duke of Sussex the patron saint of Invictus Games?",Is Saint Michael the Archangel the patron saint of Invictus Games?,What is a well-known event associated with the Invictus Games?,"Who is Prince Harry, Duke of Sussex the patron saint of?",Who is the patron saint of the Invictus Games?,Prince Harry,Who is the spouse of the patron saint of the Invictus Games?,Meghan Markle,What is the birth name of the spouse of the patron saint of the Invictus Games?,Rachel Meghan Markle,In which city was the spouse of the patron saint of the Invictus Games born?,Los Angeles,In which state is the city located where the spouse of the patron saint of the Invictus Games was born?,California
event_sport,Invictus Games,participant,disabled veteran,What is the participant of Invictus Games?,The participant of Invictus Games is the United States,0.0,"['disabled veteran', 'The participant of Invictus Games is the United States', 'professional athletes', 'military personnel']",Who takes part in the Invictus Games?,A. disabled veteran  B. professional athletes  C. The participant of Invictus Games is the United States  D. military personnel,A,Is the participant of Invictus Games a disabled veteran?,Is the participant of Invictus Games the United States?,Who founded the Invictus Games?,Which event do disabled veterans participate in?,Which country does a participant of the Invictus Games represent?,United Kingdom,Who is the monarch of the country that a participant of the Invictus Games represents?,King Charles III,Who is the spouse of the monarch of the country that a participant of the Invictus Games represents?,Queen Camilla,What is the title of the spouse of the monarch of the country that a participant of the Invictus Games represents?,Queen Consort,In which year did the spouse of the monarch of the country that a participant of the Invictus Games represents become Queen Consort?,2022
event_sport,Invictus Games,founded by,"Prince Harry, Duke of Sussex",Who was Invictus Games founded by?,Invictus Games was founded by Prince Harry,0.0,"['Prince Harry, Duke of Sussex', 'Invictus Games was founded by Prince Harry', 'Prince William, Duke of Cambridge', 'Queen Elizabeth II']",Who is the founder of the Invictus Games?,"A. Prince William, Duke of Cambridge  B. Queen Elizabeth II  C. Prince Harry, Duke of Sussex  D. Invictus Games was founded by Prince Harry",C,"Was the Invictus Games founded by Prince Harry, Duke of Sussex?",Was the Invictus Games founded by Invictus Games was founded by Prince Harry?,What is a notable event associated with the Invictus Games?,"Who was Prince Harry, Duke of Sussex the founder of?",Who is the spouse of the person who founded the Invictus Games?,Meghan Markle,What is the title of the television series in which the spouse of the person who founded the Invictus Games starred?,Suits,In which city was the television series that the spouse of the person who founded the Invictus Games starred in primarily filmed?,Toronto,In which country is the city located where the television series that the spouse of the person who founded the Invictus Games starred in was primarily filmed?,Canada,What is the official language of the country where the city is located that primarily filmed the television series starring the spouse of the person who founded the Invictus Games?,English
event_sport,Targa Florio,sport,motorsport,What is the sport of Targa Florio?,Targa Florio is a historic sports car race that was held in Sicily,0.0,"['motorsport', 'Targa Florio is a historic sports car race that was held in Sicily', 'cycling', 'tennis']",Which sport is associated with Targa Florio?,A. tennis  B. cycling  C. motorsport  D. Targa Florio is a historic sports car race that was held in Sicily,C,Is motorsport the sport of Targa Florio?,Is Targa Florio is a historic sports car race that was held in Sicily the sport of Targa Florio?,In which country was the Targa Florio race held?,Which event is associated with motorsport?,Who was the winner of the Targa Florio race in 1973?,Herbert Müller,Which car did the winner of the Targa Florio race in 1973 drive?,Porsche 911 Carrera RSR,Which company manufactured the car driven by the winner of the Targa Florio race in 1973?,Porsche,In which country is the company that manufactured the car driven by the winner of the Targa Florio race in 1973 headquartered?,Germany,What is the capital city of the country where the company that manufactured the car driven by the winner of the Targa Florio race in 1973 is headquartered?,Berlin
event_sport,Vendée Globe,organizer,World Sailing,What is the organizer of Vendée Globe?,"The Vendée Globe is organized by the French sailing club, the",0.0,"['World Sailing', 'The Vendée Globe is organized by the French sailing club, the', 'International Sailing Federation', 'Sailing World Association']",Who organizes the Vendée Globe?,"A. Sailing World Association  B. International Sailing Federation  C. World Sailing  D. The Vendée Globe is organized by the French sailing club, the",C,Is the organizer of the Vendée Globe World Sailing?,Is the organizer of the Vendée Globe the French sailing club?,What type of event is the Vendée Globe known for?,What event is organized by World Sailing?,What is the name of the organization that organizes the Vendée Globe?,SAEM Vendée,Who is the president of the organization that organizes the Vendée Globe?,Yves Auvinet,Which region in France is the president of the organization that organizes the Vendée Globe associated with?,Pays de la Loire,What is the capital of the region in France associated with the president of the organization that organizes the Vendée Globe?,Nantes,Which river flows through the capital of the region associated with the president of the organization that organizes the Vendée Globe?,Loire River
event_sport,Panathenaic Games,culture,Ancient Greece,What is the culture of Panathenaic Games?,The culture of the Panathenaic Games was a celebration of athletic,0.0,"['Ancient Greece', 'The culture of the Panathenaic Games was a celebration of athletic', 'Rome', 'Egypt']",Which culture is associated with the Panathenaic Games?,A. Rome  B. Egypt  C. The culture of the Panathenaic Games was a celebration of athletic  D. Ancient Greece,D,Is the culture of the Panathenaic Games Ancient Greece?,Is the culture of the Panathenaic Games a celebration of athletic?,What type of events were held during the Panathenaic Games?,What games are associated with Ancient Greece?,Which city hosted the Panathenaic Games?,Athens,In which country is the city that hosted the Panathenaic Games located?,Greece,What is the official language of the country where the city that hosted the Panathenaic Games is located?,Greek,What is the name of the alphabet used to write the official language of the country where the city that hosted the Panathenaic Games is located?,Greek alphabet,Which ancient civilization used the alphabet that is used to write the official language of the country where the city that hosted the Panathenaic Games is located?,Ancient Greeks
